"Senegal, Retail, Tambacounda, Millet",,
Date-Monthly,Ipa series,Real Price
Nov-20,0.91,202.34
Oct-20,0.63,211.51
Sep-20,-0.50,217.13
Aug-20,-1.53,190.46
Jul-20,0.16,213.40
Jun-20,1.46,213.63
May-20,1.98,246.55
Apr-20,-0.11,
Mar-20,0.21,192.32
Feb-20,0.98,198.85
Jan-20,0.46,192.77
Dec-19,-0.30,179.44
Nov-19,-0.26,174.51
Oct-19,-0.04,177.52
Sep-19,0.73,228.60
Aug-19,1.26,238.58
Jul-19,0.11,187.88
Jun-19,-0.38,180.98
May-19,-0.11,180.81
Apr-19,0.09,181.81
Mar-19,0.27,186.90
Feb-19,0.34,179.24
Jan-19,0.08,181.67
Dec-18,-0.12,175.65
Nov-18,-0.65,163.84
Oct-18,-0.05,178.41
Sep-18,-0.52,201.01
Aug-18,0.06,200.48
Jul-18,-0.32,180.60
Jun-18,0.30,186.20
May-18,0.02,184.23
Apr-18,-0.55,173.52
Mar-18,-0.23,179.15
Feb-18,-0.72,176.31
Jan-18,-0.09,181.85
Dec-17,-0.54,178.90
Nov-17,0.05,186.05
Oct-17,0.56,189.57
Sep-17,1.82,237.01
Aug-17,1.60,209.46
Jul-17,1.65,205.31
Jun-17,1.34,185.54
May-17,1.18,188.86
Apr-17,0.63,183.90
Mar-17,0.93,184.01
Feb-17,0.36,185.54
Jan-17,1.07,181.62
Dec-16,1.53,175.88
Nov-16,1.61,175.25
Oct-16,0.31,150.61
Sep-16,-0.38,156.77
Aug-16,-1.11,137.33
Jul-16,-1.84,143.41
Jun-16,-3.36,140.81
May-16,-4.17,141.78
Apr-16,-1.98,153.84
Mar-16,-1.49,152.92
Feb-16,-0.24,173.03
Jan-16,-0.19,161.06
Dec-15,-0.53,168.23
Nov-15,-0.84,157.84
Oct-15,-1.86,155.74
Sep-15,-1.16,191.59
Aug-15,-0.56,193.28
Jul-15,-0.39,204.10
Jun-15,0.54,197.77
May-15,-0.20,197.19
Apr-15,0.46,207.51
Mar-15,-0.39,190.01
Feb-15,-0.09,189.88
Jan-15,-0.11,193.42
Dec-14,-0.01,202.08
Nov-14,0.45,201.83
Oct-14,0.86,234.78
Sep-14,0.99,245.11
Aug-14,0.44,220.11
Jul-14,0.13,206.62
Jun-14,-0.29,189.47
May-14,-0.99,189.58
Apr-14,-0.38,187.79
Mar-14,-0.71,186.56
Feb-14,-1.14,173.27
Jan-14,-0.78,170.83
Dec-13,-1.51,176.92
Nov-13,-0.25,174.14
Oct-13,-0.16,201.61
Sep-13,-0.46,210.08
Aug-13,-0.96,209.89
Jul-13,-0.86,208.56
Jun-13,-0.68,197.98
May-13,0.43,226.63
Apr-13,-0.42,204.05
Mar-13,-2.43,206.77
Feb-13,-0.15,204.79
Jan-13,-0.39,198.78
Dec-12,1.26,235.08
Nov-12,-1.14,184.10
Oct-12,-0.37,215.36
Sep-12,0.78,240.49
Aug-12,1.20,257.30
Jul-12,1.83,247.61
Jun-12,0.11,203.25
May-12,1.10,211.91
Apr-12,0.92,210.47
Mar-12,1.50,211.17
Feb-12,0.51,206.40
Jan-12,0.63,205.00
Dec-11,2.53,175.94
Nov-11,8.06,217.31
Oct-11,4.64,216.67
Sep-11,2.43,200.67
Aug-11,2.25,193.72
Jul-11,1.02,184.35
Jun-11,1.08,182.18
May-11,-0.53,175.99
Apr-11,-0.23,171.66
Mar-11,-0.66,163.89
Feb-11,0.63,162.99
Jan-11,-0.03,140.02
Dec-10,3.36,134.83
Nov-10,-5.26,127.24
Oct-10,-3.93,134.68
Sep-10,-1.08,142.16
Aug-10,-45.71,147.42
Jul-10,-1.83,168.15
Jun-10,-4.63,175.76
May-10,-0.43,193.04
Apr-10,0.11,192.26
Mar-10,-1.13,183.37
Feb-10,-2.57,175.03
Jan-10,-3.02,154.73
Dec-09,,140.61
Nov-09,,162.04
Oct-09,,180.69
Sep-09,,181.76
Aug-09,,195.20
Jul-09,,204.83
Jun-09,,205.92
May-09,,206.57
Apr-09,,203.37
Mar-09,,199.11
Feb-09,,204.06
Jan-09,,251.14
