"Senegal, Retail, Dakar, Rice (imported)",,
Date-Monthly,Ipa series,Real Price
Nov-20,0.02,305.25
Oct-20,0.35,305.90
Sep-20,-0.04,306.43
Aug-20,-0.07,305.43
Jul-20,-0.11,309.33
Jun-20,0.12,313.20
May-20,-0.27,316.09
Apr-20,-0.06,
Mar-20,-0.38,312.97
Feb-20,0.32,313.26
Jan-20,-0.13,316.75
Dec-19,0.11,317.19
Nov-19,-0.21,314.84
Oct-19,0.26,313.79
Sep-19,0.00,315.00
Aug-19,0.07,316.30
Jul-19,-0.03,322.35
Jun-19,-0.56,323.19
May-19,-0.13,324.53
Apr-19,-0.12,324.65
Mar-19,-0.76,325.44
Feb-19,-1.10,300.28
Jan-19,-0.06,324.41
Dec-18,0.12,321.87
Nov-18,0.92,336.01
Oct-18,0.47,321.87
Sep-18,-0.47,319.79
Aug-18,-0.23,321.87
Jul-18,0.15,329.22
Jun-18,0.55,365.68
May-18,1.31,352.32
Apr-18,-0.11,328.28
Mar-18,0.70,375.18
Feb-18,-0.28,323.07
Jan-18,-0.02,326.39
Dec-17,0.25,326.12
Nov-17,0.43,325.60
Oct-17,0.60,322.08
Sep-17,-0.07,322.77
Aug-17,-0.01,322.95
Jul-17,-0.02,328.12
Jun-17,0.35,333.02
May-17,0.07,333.85
Apr-17,-0.14,331.77
Mar-17,-0.23,328.59
Feb-17,-0.28,327.97
Jan-17,-0.09,327.66
Dec-16,0.09,323.98
Nov-16,0.27,326.27
Oct-16,0.72,323.41
Sep-16,-0.13,324.68
Aug-16,-0.11,329.22
Jul-16,-0.27,334.62
Jun-16,0.41,337.56
May-16,0.19,339.88
Apr-16,-0.71,338.65
Mar-16,-1.86,336.61
Feb-16,-0.85,334.59
Jan-16,0.25,333.56
Dec-15,-0.05,330.79
Nov-15,-0.53,326.89
Oct-15,-0.90,316.08
Sep-15,-0.96,328.72
Aug-15,0.05,344.66
Jul-15,-0.91,359.32
Jun-15,0.54,
May-15,0.04,
Apr-15,0.62,389.69
Mar-15,0.76,462.85
Feb-15,-0.62,379.77
Jan-15,-2.14,326.88
Dec-14,-2.64,355.78
Nov-14,-0.40,355.33
Oct-14,-0.33,375.64
Sep-14,0.56,425.87
Aug-14,-1.07,357.32
Jul-14,-0.40,412.26
Jun-14,-1.26,374.06
May-14,-1.74,390.90
Apr-14,-1.17,387.19
Mar-14,-0.79,418.32
Feb-14,-1.00,416.43
Jan-14,-0.68,410.56
Dec-13,1.16,423.48
Nov-13,-0.60,416.83
Oct-13,-0.37,402.30
Sep-13,-0.50,394.95
Aug-13,0.04,447.09
Jul-13,-0.05,454.43
Jun-13,-0.36,428.79
May-13,-0.35,446.54
Apr-13,-0.36,453.13
Mar-13,-0.77,448.96
Feb-13,-0.13,446.72
Jan-13,0.06,429.90
Dec-12,0.63,419.39
Nov-12,0.24,408.39
Oct-12,0.49,399.01
Sep-12,0.41,419.67
Aug-12,0.54,424.06
Jul-12,-0.14,430.41
Jun-12,0.68,442.48
May-12,0.69,439.37
Apr-12,1.47,465.15
Mar-12,2.31,477.76
Feb-12,1.07,424.26
Jan-12,1.32,395.62
Dec-11,-0.50,328.10
Nov-11,-0.58,329.78
Oct-11,-1.54,328.81
Sep-11,-0.60,328.71
Aug-11,-0.85,335.40
Jul-11,-0.13,388.11
Jun-11,-2.04,346.83
May-11,-1.14,384.24
Apr-11,-1.43,358.04
Mar-11,-0.77,385.68
Feb-11,-0.73,390.40
Jan-11,-0.74,388.94
Dec-10,0.22,390.81
Nov-10,-0.05,391.51
Oct-10,0.24,390.37
Sep-10,-0.28,385.30
Aug-10,-0.24,395.75
Jul-10,-0.20,400.37
Jun-10,-1.38,393.16
May-10,-0.99,410.72
Apr-10,-0.98,409.06
Mar-10,-0.49,405.23
Feb-10,-1.15,404.70
Jan-10,-1.14,373.17
Dec-09,,364.78
Nov-09,,353.26
Oct-09,,347.41
Sep-09,,374.62
Aug-09,,371.18
Jul-09,,378.93
Jun-09,,377.87
May-09,,389.62
Apr-09,,404.73
Mar-09,,405.27
Feb-09,,429.22
Jan-09,,452.05
