"Senegal, Retail, Thies, Millet",,
Date-Monthly,Ipa series,Real Price
Nov-20,0.73,218.91
Oct-20,-0.42,235.98
Sep-20,-0.19,257.40
Aug-20,-1.66,219.42
Jul-20,0.44,249.26
Jun-20,0.96,258.89
May-20,3.44,284.48
Apr-20,0.71,219.04
Mar-20,0.23,216.81
Feb-20,-0.11,189.77
Jan-20,-0.41,190.96
Dec-19,0.20,203.91
Nov-19,0.16,205.09
Oct-19,1.17,258.21
Sep-19,1.67,263.70
Aug-19,1.09,240.39
Jul-19,0.99,228.41
Jun-19,0.19,216.07
May-19,-0.28,207.70
Apr-19,0.03,195.72
Mar-19,0.37,196.20
Feb-19,0.07,182.94
Jan-19,-0.20,181.67
Dec-18,-0.02,175.65
Nov-18,-0.51,185.13
Oct-18,-0.76,196.80
Sep-18,-0.77,195.53
Aug-18,-0.75,207.84
Jul-18,-1.43,193.77
Jun-18,-0.89,203.47
May-18,-0.52,212.72
Apr-18,-1.37,191.34
Mar-18,-0.83,191.34
Feb-18,-1.09,182.77
Jan-18,-0.54,194.90
Dec-17,-0.21,191.94
Nov-17,0.27,220.47
Oct-17,1.19,266.87
Sep-17,0.31,248.07
Aug-17,-0.14,236.22
Jul-17,-0.32,241.87
Jun-17,-0.57,232.16
May-17,0.91,227.02
Apr-17,2.36,225.60
Mar-17,1.92,209.36
Feb-17,-0.72,185.54
Jan-17,0.62,179.74
Dec-16,0.57,183.28
Nov-16,1.49,212.54
Oct-16,0.35,206.98
Sep-16,1.29,243.97
Aug-16,1.82,241.74
Jul-16,3.22,246.67
Jun-16,3.61,247.86
May-16,1.88,203.93
Apr-16,-0.40,175.13
Mar-16,-2.17,147.15
Feb-16,-1.82,146.26
Jan-16,-1.13,148.67
Dec-15,-0.90,141.77
Nov-15,-1.24,145.70
Oct-15,-1.69,167.72
Sep-15,-1.94,169.99
Aug-15,-1.83,187.57
Jul-15,-1.01,206.01
Jun-15,-0.83,208.43
May-15,-0.86,209.82
Apr-15,0.59,212.38
Mar-15,0.31,203.66
Feb-15,0.17,199.57
Jan-15,-1.34,186.65
Dec-14,-1.89,174.57
Nov-14,-0.99,184.77
Oct-14,0.46,231.02
Sep-14,0.50,232.81
Aug-14,0.27,233.45
Jul-14,-1.05,218.26
Jun-14,-1.55,222.68
May-14,-0.91,222.81
Apr-14,0.03,218.76
Mar-14,0.15,217.34
Feb-14,0.56,214.44
Jan-14,0.48,210.47
Dec-13,0.86,205.15
Nov-13,0.44,208.42
Oct-13,-0.44,211.74
Sep-13,-1.12,211.01
Aug-13,-0.59,219.31
Jul-13,0.94,230.56
Jun-13,1.83,252.06
May-13,1.06,224.71
Apr-13,0.63,205.01
Mar-13,0.75,206.77
Feb-13,0.05,190.50
Jan-13,-1.60,186.42
Dec-12,-1.20,189.01
Nov-12,-0.56,185.97
Oct-12,0.51,226.54
Sep-12,0.49,230.11
Aug-12,1.80,229.66
Jul-12,2.16,218.59
Jun-12,2.58,215.89
May-12,1.12,208.02
Apr-12,0.25,201.82
Mar-12,0.89,189.19
Feb-12,0.97,189.20
Jan-12,1.41,201.17
Dec-11,2.82,186.40
Nov-11,4.31,193.48
Oct-11,3.66,192.91
Sep-11,2.16,200.67
Aug-11,0.37,174.45
Jul-11,-0.90,171.74
Jun-11,0.28,177.31
May-11,0.53,174.03
Apr-11,0.00,169.70
Mar-11,1.38,161.93
Feb-11,0.66,153.23
Jan-11,3.76,159.47
Dec-10,-1.50,145.58
Nov-10,-4.12,142.90
Oct-10,-1.26,139.56
Sep-10,-1.36,158.83
Aug-10,-2.93,170.17
Jul-10,-1.45,188.17
Jun-10,-0.81,185.92
May-10,0.07,183.80
Apr-10,0.09,182.03
Mar-10,-2.21,172.22
Feb-10,-2.53,167.95
Jan-10,-2.11,168.89
Dec-09,,178.31
Nov-09,,174.11
Oct-09,,176.70
Sep-09,,198.92
Aug-09,,217.45
Jul-09,,218.14
Jun-09,,211.07
May-09,,197.37
Apr-09,,204.39
Mar-09,,197.10
Feb-09,,191.99
Jan-09,,200.91
