"Senegal, Retail, SaintLouis, Millet",,
Date-Monthly,Ipa series,Real Price
Nov-20,0.27,281.70
Oct-20,1.38,346.10
Sep-20,0.76,306.43
Aug-20,-0.07,302.80
Jul-20,1.13,278.85
Jun-20,1.51,286.95
May-20,2.85,316.09
Apr-20,0.18,249.56
Mar-20,0.81,261.26
Feb-20,1.24,272.40
Jan-20,0.76,271.50
Dec-19,1.07,279.13
Nov-19,0.14,248.27
Oct-19,0.51,265.38
Sep-19,0.31,259.20
Aug-19,0.84,262.98
Jul-19,0.03,240.38
Jun-19,0.02,236.39
May-19,0.46,231.81
Apr-19,0.24,231.90
Mar-19,-0.02,225.02
Feb-19,-0.06,224.52
Jan-19,-0.04,231.72
Dec-18,-0.17,229.91
Nov-18,-0.15,231.41
Oct-18,-0.69,241.86
Sep-18,-0.61,251.27
Aug-18,-0.79,222.55
Jul-18,-1.19,227.63
Jun-18,-0.79,231.31
May-18,-0.70,217.47
Apr-18,-0.29,223.23
Mar-18,-0.89,221.35
Feb-18,-1.03,222.46
Jan-18,-0.91,234.07
Dec-17,-0.39,238.53
Nov-17,0.06,255.82
Oct-17,1.27,299.08
Sep-17,1.82,293.26
Aug-17,1.94,267.59
Jul-17,3.12,259.69
Jun-17,1.31,253.09
May-17,-0.20,228.93
Apr-17,0.70,222.76
Mar-17,0.81,238.46
Feb-17,1.36,246.45
Jan-17,1.34,240.60
Dec-16,0.86,229.56
Nov-16,1.49,245.17
Oct-16,0.85,233.78
Sep-16,1.39,231.91
Aug-16,-3.14,195.65
Jul-16,-0.20,206.51
Jun-16,-0.56,214.11
May-16,0.03,210.72
Apr-16,0.23,200.29
Mar-16,0.99,212.54
Feb-16,-0.20,193.11
Jan-16,-1.32,178.22
Dec-15,-0.66,179.57
Nov-15,-0.96,185.86
Oct-15,0.19,213.79
Sep-15,-0.82,201.93
Aug-15,2.34,261.83
Jul-15,-2.61,207.93
Jun-15,-0.49,218.13
May-15,-0.77,215.64
Apr-15,-1.27,205.56
Mar-15,-1.62,197.81
Feb-15,-1.15,206.35
Jan-15,-0.41,217.60
Dec-14,-0.64,222.95
Nov-14,-0.53,226.47
Oct-14,-0.01,224.45
Sep-14,-1.32,224.29
Aug-14,-1.66,233.45
Jul-14,-1.35,240.57
Jun-14,-0.27,238.30
May-14,-0.44,237.47
Apr-14,-0.75,225.54
Mar-14,-0.68,225.99
Feb-14,-0.56,235.50
Jan-14,0.08,234.07
Dec-13,0.94,282.32
Nov-13,0.93,277.89
Oct-13,-0.38,230.15
Sep-13,0.52,256.76
Aug-13,1.73,251.31
Jul-13,-0.31,255.44
Jun-13,-0.17,239.51
May-13,-0.35,236.23
Apr-13,-0.80,231.83
Mar-13,-2.08,220.17
Feb-13,-1.11,219.07
Jan-13,-0.83,226.36
Dec-12,0.04,228.50
Nov-12,0.19,224.29
Oct-12,0.44,259.17
Sep-12,0.13,240.49
Aug-12,-0.43,238.24
Jul-12,0.17,257.28
Jun-12,0.13,243.12
May-12,0.06,243.01
Apr-12,0.23,240.26
Mar-12,0.54,238.88
Feb-12,2.18,238.88
Jan-12,1.68,244.27
Dec-11,3.92,237.76
Nov-11,3.15,229.70
Oct-11,1.81,229.02
Sep-11,0.99,231.24
Aug-11,-0.29,240.95
Jul-11,-0.72,242.57
Jun-11,-3.35,218.23
May-11,-3.63,215.09
Apr-11,-0.38,217.77
Mar-11,1.74,215.90
Feb-11,2.38,191.30
Jan-11,-0.44,170.16
Dec-10,-1.01,152.42
Nov-10,-3.71,142.90
Oct-10,-0.91,154.20
Sep-10,-8.66,210.79
Aug-10,-1.39,247.34
Jul-10,-0.04,250.23
Jun-10,2.99,253.98
May-10,0.54,255.67
Apr-10,-0.93,230.10
Mar-10,0.36,208.69
Feb-10,-0.19,201.34
Jan-10,0.49,205.30
Dec-09,,191.56
Nov-09,,189.21
Oct-09,,188.68
Sep-09,,252.44
Aug-09,,252.85
Jul-09,,238.63
Jun-09,,224.46
May-09,,234.18
Apr-09,,228.67
Mar-09,,199.11
Feb-09,,204.06
Jan-09,,196.89
