"Senegal, Retail, Kolda, Millet",,
Date-Monthly,Ipa series,Real Price
Nov-20,0.57,234.61
Oct-20,0.43,237.73
Sep-20,1.35,255.65
Aug-20,-0.61,231.71
Jul-20,1.05,235.81
Jun-20,0.61,226.30
May-20,1.39,248.36
Apr-20,-1.21,209.16
Mar-20,0.51,219.53
Feb-20,1.48,249.70
Jan-20,2.53,260.64
Dec-19,1.09,212.97
Nov-19,0.79,215.89
Oct-19,-0.04,213.38
Sep-19,0.26,225.00
Aug-19,0.18,219.60
Jul-19,-0.23,211.83
Jun-19,-0.05,207.76
May-19,0.45,208.63
Apr-19,1.01,211.49
Mar-19,0.16,201.77
Feb-19,0.07,198.65
Jan-19,-0.95,188.16
Dec-18,-1.63,173.81
Nov-18,-0.93,185.13
Oct-18,-0.75,218.87
Sep-18,0.40,228.42
Aug-18,-0.70,215.20
Jul-18,-1.21,207.88
Jun-18,-1.15,210.19
May-18,-0.95,204.17
Apr-18,-1.14,199.78
Mar-18,-0.52,211.04
Feb-18,-1.76,200.31
Jan-18,-2.34,209.82
Dec-17,-0.48,207.78
Nov-17,-0.08,223.27
Oct-17,1.52,276.07
Sep-17,0.41,230.55
Aug-17,1.69,250.06
Jul-17,1.89,251.25
Jun-17,1.13,236.92
May-17,-0.41,224.16
Apr-17,0.15,220.86
Mar-17,-0.03,218.75
Feb-17,1.21,243.63
Jan-17,1.19,231.23
Dec-16,1.21,218.46
Nov-16,1.00,215.34
Oct-16,0.70,214.37
Sep-16,-0.53,205.01
Aug-16,-0.70,206.94
Jul-16,-1.01,207.47
Jun-16,-0.26,211.22
May-16,-0.87,210.72
Apr-16,-1.48,206.09
Mar-16,-0.64,208.70
Feb-16,0.08,206.49
Jan-16,-0.59,200.14
Dec-15,-2.03,189.02
Nov-15,-2.03,179.32
Oct-15,-1.63,197.21
Sep-15,-1.52,216.01
Aug-15,-2.00,220.89
Jul-15,-1.55,229.01
Jun-15,-1.10,216.19
May-15,-1.05,224.39
Apr-15,0.14,232.84
Mar-15,-0.39,228.99
Feb-15,-1.08,211.20
Jan-15,-1.11,224.37
Dec-14,-0.86,233.39
Nov-14,-0.28,244.47
Oct-14,0.27,244.17
Sep-14,1.17,257.41
Aug-14,1.12,262.03
Jul-14,0.85,250.27
Jun-14,-0.31,230.49
May-14,0.24,239.42
Apr-14,-0.84,223.60
Mar-14,-2.12,222.14
Feb-14,-1.34,224.01
Jan-14,-0.29,234.07
Dec-13,0.38,238.09
Nov-13,0.36,240.84
Oct-13,-0.55,222.79
Sep-13,-0.24,228.75
Aug-13,-0.48,230.60
Jul-13,-0.44,228.65
Jun-13,-0.33,232.75
May-13,0.51,230.47
Apr-13,0.99,228.00
Mar-13,2.33,241.23
Feb-13,1.19,240.98
Jan-13,1.02,245.38
Dec-12,0.85,220.98
Nov-12,0.30,222.42
Oct-12,0.99,238.66
Sep-12,0.67,226.34
Aug-12,1.52,229.66
Jul-12,1.23,223.43
Jun-12,0.48,214.92
May-12,1.29,207.05
Apr-12,-0.33,198.94
Mar-12,0.23,199.70
Feb-12,-0.37,199.71
Jan-12,0.74,198.29
Dec-11,0.79,190.20
Nov-11,0.94,201.11
Oct-11,1.85,200.51
Sep-11,1.93,205.44
Aug-11,2.24,202.40
Jul-11,0.21,198.91
Jun-11,-0.12,193.87
May-11,-0.24,193.58
Apr-11,0.70,196.19
Mar-11,1.48,188.42
Feb-11,0.34,193.25
Jan-11,0.91,173.08
Dec-10,12.39,167.07
Nov-10,2.76,164.43
Oct-10,1.12,162.98
Sep-10,0.07,178.44
Aug-10,-1.63,184.02
Jul-10,-0.46,190.17
Jun-10,-0.38,190.99
May-10,-0.84,194.06
Apr-10,-4.39,186.12
Mar-10,-0.53,180.33
Feb-10,1.07,182.12
Jan-10,1.71,164.84
Dec-09,,144.69
Nov-09,,126.81
Oct-09,,152.74
Sep-09,,189.84
Aug-09,,202.28
Jul-09,,204.83
Jun-09,,205.92
May-09,,202.48
Apr-09,,199.33
Mar-09,,186.04
Feb-09,,190.99
Jan-09,,164.75
