"Senegal, Retail, Kolda, Rice (imported)",,
Date-Monthly,Ipa series,Real Price
Nov-20,0.24,414.27
Oct-20,1.08,437.00
Sep-20,1.04,437.76
Aug-20,-0.91,406.37
Jul-20,0.21,437.55
Jun-20,0.21,437.21
May-20,-0.08,438.01
Apr-20,-0.28,
Mar-20,0.03,423.65
Feb-20,-0.12,
Jan-20,1.84,443.46
Dec-19,1.17,430.48
Nov-19,0.21,404.79
Oct-19,-0.89,381.04
Sep-19,-0.36,387.00
Aug-19,1.08,419.32
Jul-19,0.86,414.45
Jun-19,0.49,415.52
May-19,0.79,417.25
Apr-19,0.44,408.14
Mar-19,0.24,399.83
Feb-19,0.79,392.67
Jan-19,0.83,393.92
Dec-18,1.89,402.80
Nov-18,-0.72,370.26
Oct-18,-0.45,367.86
Sep-18,-0.85,365.48
Aug-18,-0.46,367.86
Jul-18,-0.35,376.25
Jun-18,-0.16,383.91
May-18,-0.38,379.86
Apr-18,-0.60,375.18
Mar-18,-0.69,368.61
Feb-18,-1.48,369.23
Jan-18,-0.42,373.02
Dec-17,-0.10,372.70
Nov-17,-0.07,406.53
Oct-17,-0.12,391.10
Sep-17,-0.52,384.56
Aug-17,-0.27,392.16
Jul-17,-0.31,398.44
Jun-17,-0.26,396.76
May-17,-0.40,402.53
Apr-17,-0.11,402.86
Mar-17,-0.26,394.31
Feb-17,-0.68,402.00
Jan-17,-1.44,374.47
Dec-16,-1.25,370.26
Nov-16,0.57,419.49
Oct-16,0.08,392.71
Sep-16,-0.10,394.25
Aug-16,0.02,405.41
Jul-16,-0.80,401.55
Jun-16,-0.23,398.32
May-16,-0.24,409.80
Apr-16,0.12,418.96
Mar-16,-0.19,410.66
Feb-16,-0.06,406.29
Jan-16,0.08,407.90
Dec-15,0.46,401.67
Nov-15,-0.62,393.20
Oct-15,-1.13,374.14
Sep-15,0.22,391.64
Aug-15,-0.19,406.55
Jul-15,-0.60,389.03
Jun-15,-1.05,377.12
May-15,-0.78,405.06
Apr-15,-0.97,395.54
Mar-15,-0.64,406.34
Feb-15,-1.02,402.05
Jan-15,-1.43,411.01
Dec-14,-3.24,396.57
Nov-14,-1.39,410.29
Oct-14,-0.24,428.23
Sep-14,-0.08,425.87
Aug-14,0.49,438.31
Jul-14,-0.37,
Jun-14,-0.64,
May-14,-0.41,439.76
Apr-14,-0.54,435.59
Mar-14,-0.63,434.67
Feb-14,-1.31,426.00
Jan-14,-0.45,429.44
Dec-13,0.02,436.66
Nov-13,1.77,439.99
Oct-13,-0.43,437.29
Sep-13,-0.07,436.03
Aug-13,-1.60,400.02
Jul-13,-0.36,446.78
Jun-13,-0.97,442.31
May-13,-0.64,445.58
Apr-13,-0.39,444.51
Mar-13,-0.11,443.22
Feb-13,0.56,441.00
Jan-13,-0.05,410.87
Dec-12,8.15,414.69
Nov-12,9.74,428.02
Oct-12,0.76,434.44
Sep-12,0.35,422.50
Aug-12,1.60,438.36
Jul-12,1.35,447.82
Jun-12,1.37,448.31
May-12,4.40,451.03
Apr-12,3.38,453.62
Mar-12,2.55,414.69
Feb-12,1.25,377.44
Jan-12,0.18,366.89
Dec-11,,332.86
Nov-11,,333.59
Oct-11,-0.19,332.61
Sep-11,-0.04,328.71
Aug-11,-0.36,325.76
Jul-11,-0.73,330.86
Jun-11,-0.58,328.32
May-11,-1.72,328.51
Apr-11,-4.00,326.65
Mar-11,-0.70,304.22
Feb-11,-0.81,329.89
Jan-11,-0.77,352.97
Dec-10,,341.96
Nov-10,,342.57
Oct-10,-0.67,341.58
Sep-10,-0.83,343.15
Aug-10,-0.33,346.28
Jul-10,-0.35,360.33
Jun-10,0.54,361.67
May-10,-0.05,357.33
Apr-10,-1.43,354.86
Mar-10,-0.88,314.05
Feb-10,-2.47,333.88
Jan-10,-68.90,353.96
Dec-09,,
Nov-09,,
Oct-09,,
Sep-09,,
Aug-09,,
Jul-09,,
Jun-09,,
May-09,,
Apr-09,,333.90
Mar-09,,335.88
Feb-09,,337.75
Jan-09,,339.54
