"Senegal, Retail, Zguinchor, Millet",,
Date-Monthly,Ipa series,Real Price
Nov-20,-0.06,261.64
Oct-20,0.75,269.19
Sep-20,1.82,284.55
Aug-20,0.37,275.59
Jul-20,1.83,268.99
Jun-20,1.38,260.70
May-20,2.70,316.09
Apr-20,-0.65,231.61
Mar-20,-1.19,226.79
Feb-20,0.60,249.70
Jan-20,0.90,248.88
Dec-19,0.92,249.22
Nov-19,0.15,247.37
Oct-19,0.50,235.79
Sep-19,0.74,236.70
Aug-19,0.38,225.93
Jul-19,-0.11,230.25
Jun-19,0.15,230.85
May-19,-1.32,208.63
Apr-19,-0.29,231.90
Mar-19,-0.76,232.46
Feb-19,0.44,230.98
Jan-19,-0.13,231.72
Dec-18,-0.01,229.91
Nov-18,-0.11,254.56
Oct-18,-0.79,222.55
Sep-18,-1.30,221.11
Aug-18,-1.17,229.91
Jul-18,-1.64,227.63
Jun-18,-1.54,223.63
May-18,0.39,245.01
Apr-18,-0.49,243.87
Mar-18,-0.41,250.43
Feb-18,-3.55,207.69
Jan-18,-0.52,245.26
Dec-17,-0.40,245.05
Nov-17,1.26,279.08
Oct-17,0.45,253.07
Sep-17,0.16,253.61
Aug-17,-0.01,253.75
Jul-17,-0.22,257.81
Jun-17,0.54,261.65
May-17,0.80,262.31
Apr-17,1.16,260.68
Mar-17,0.43,259.12
Feb-17,1.15,257.69
Jan-17,1.54,257.45
Dec-16,0.78,254.56
Nov-16,0.30,238.64
Oct-16,-0.06,231.00
Sep-16,0.62,243.97
Aug-16,-0.39,235.15
Jul-16,-0.11,239.02
Jun-16,-1.26,229.54
May-16,-1.84,218.49
Apr-16,-1.72,217.70
Mar-16,-0.21,240.43
Feb-16,0.17,238.99
Jan-16,0.79,238.26
Dec-15,0.22,236.28
Nov-15,-0.45,233.49
Oct-15,-1.13,230.38
Sep-15,-0.63,234.80
Aug-15,-0.47,261.83
Jul-15,0.72,263.50
Jun-15,0.70,266.60
May-15,0.66,267.13
Apr-15,-0.16,243.56
Mar-15,-1.00,243.61
Feb-15,-0.46,242.20
Jan-15,-0.05,241.77
Dec-14,-0.42,237.18
Nov-14,-1.39,236.89
Oct-14,-0.12,254.50
Sep-14,-1.01,236.59
Aug-14,-0.01,262.03
Jul-14,-1.20,242.51
Jun-14,-2.08,244.16
May-14,-1.82,244.31
Apr-14,-1.54,241.99
Mar-14,-0.41,267.34
Feb-14,-0.72,263.26
Jan-14,0.07,248.22
Dec-13,0.85,267.27
Nov-13,0.13,281.59
Oct-13,-1.16,259.61
Sep-13,-0.99,259.56
Aug-13,-0.62,266.37
Jul-13,0.21,276.49
Jun-13,0.64,278.14
May-13,0.80,276.56
Apr-13,1.50,271.11
Mar-13,1.26,263.25
Feb-13,1.46,264.79
Jan-13,-0.07,252.99
Dec-12,0.28,247.31
Nov-12,0.48,270.08
Oct-12,1.39,291.80
Sep-12,1.09,265.95
Aug-12,2.77,262.06
Jul-12,1.11,241.80
Jun-12,1.06,237.28
May-12,0.42,231.35
Apr-12,0.85,228.73
Mar-12,0.52,225.50
Feb-12,0.77,222.64
Jan-12,0.91,222.24
Dec-11,0.93,226.34
Nov-11,2.37,234.47
Oct-11,1.61,237.58
Sep-11,1.41,235.06
Aug-11,-0.95,205.29
Jul-11,-1.20,206.67
Jun-11,-3.06,203.62
May-11,-0.37,211.18
Apr-11,0.66,208.94
Mar-11,0.03,209.03
Feb-11,-0.35,203.98
Jan-11,-1.03,194.47
Dec-10,-0.68,195.41
Nov-10,-3.53,195.75
Oct-10,-6.00,211.78
Sep-10,-24.42,221.57
Aug-10,-1.66,225.58
Jul-10,-3.15,227.21
Jun-10,-2.08,235.70
May-10,-3.29,218.71
Apr-10,-1.25,217.83
Mar-10,-1.23,214.77
Feb-10,-0.69,214.49
Jan-10,-8.61,226.53
Dec-09,,239.45
Nov-09,,247.58
Oct-09,,261.55
Sep-09,,253.45
Aug-09,,255.88
Jul-09,,258.08
Jun-09,,251.23
May-09,,248.50
Apr-09,,231.71
Mar-09,,227.27
Feb-09,,202.05
Jan-09,,240.09
