Country,Price Type,Periodicity,Market,,,Region:,Commodity,Commodity Code,,,,Source,Source: 
Senegal,Retail,Monthly,Dakar,Main urban centre located on the coast with high consumption of imported rice.,National capital city,,Millet,100820,,,Important staple food produced and consumed throughout the country. Millet accounted for 8% of the total dietary energy supply (DES) in 2005-07. On average in 2004-08 per capita consumption (as food) of millet was 33 kg/yr. The self-sufficiency ratio of millet was 100%.,Agence Nationale de la Statistique et la Démographie (ANSD),http://www.ansd.sn/index.php?option=com_ansd&view=titrepublication&id=9
