Series / Monthly,Commodity Code,,,Start,End,Data points,Perc. change %,Avg Price,Std dev.,Min Price,Min Date,Max Price,Max Date,Price Range
"Senegal, Retail, Dakar, Millet, CFA Franc BCEAO/kg",100820,,,Jan-07,Nov-20,167,58.47,236.24,27.26,179.00,Jan-11,325.00,Oct-20,146.00
