,Country,Region,Service Type,Year,Coverage,Service level
119,Senegal,Sedhiou,Drinking water,2017,77.59371999999999,Unimproved
120,Senegal,Sedhiou,Sanitation,2017,18.4208,Unimproved
121,Senegal,Tambacounda,Drinking water,2017,52.36244,At least basic
122,Senegal,Tambacounda,Sanitation,2017,18.93976,At least basic
123,Senegal,Tambacounda,Hygiene,2017,7.85415,Basic service
124,Senegal,Tambacounda,Drinking water,2017,2.33488,Limited service
125,Senegal,Tambacounda,Hygiene,2017,3.0110799999999998,Limited service
126,Senegal,Tambacounda,Sanitation,2017,5.03031,Limited service
127,Senegal,Tambacounda,Hygiene,2017,89.13476999999999,No handwashing facility
128,Senegal,Tambacounda,Sanitation,2017,15.824079999999999,Open defecation
129,Senegal,Tambacounda,Drinking water,2017,1.24815,Surface water
130,Senegal,Tambacounda,Drinking water,2017,44.05454,Unimproved
131,Senegal,Tambacounda,Sanitation,2017,60.20585,Unimproved
132,Senegal,Thies,Drinking water,2017,91.99903,At least basic
133,Senegal,Thies,Sanitation,2017,65.64788,At least basic
134,Senegal,Thies,Hygiene,2017,27.13989,Basic service
135,Senegal,Thies,Drinking water,2017,0.5513100000000001,Limited service
136,Senegal,Thies,Hygiene,2017,24.49471,Limited service
137,Senegal,Thies,Sanitation,2017,14.858310000000001,Limited service
138,Senegal,Thies,Hygiene,2017,48.365390000000005,No handwashing facility
139,Senegal,Thies,Sanitation,2017,13.19045,Open defecation
140,Senegal,Thies,Drinking water,2017,0.0,Surface water
141,Senegal,Thies,Drinking water,2017,7.449660000000001,Unimproved
142,Senegal,Thies,Sanitation,2017,6.30336,Unimproved
143,Senegal,Ziguinchor,Drinking water,2017,33.83222,At least basic
144,Senegal,Ziguinchor,Sanitation,2017,61.9723,At least basic
145,Senegal,Ziguinchor,Hygiene,2017,62.703880000000005,Basic service
146,Senegal,Ziguinchor,Drinking water,2017,1.0175299999999998,Limited service
147,Senegal,Ziguinchor,Hygiene,2017,18.7156,Limited service
148,Senegal,Ziguinchor,Sanitation,2017,21.25713,Limited service
149,Senegal,Ziguinchor,Hygiene,2017,18.58052,No handwashing facility
150,Senegal,Ziguinchor,Sanitation,2017,3.20358,Open defecation
151,Senegal,Ziguinchor,Drinking water,2017,0.0,Surface water
152,Senegal,Ziguinchor,Drinking water,2017,65.15025,Unimproved
153,Senegal,Ziguinchor,Sanitation,2017,13.56698,Unimproved
154,Senegal,Dakar,Drinking water,2015,93.57559,At least basic
155,Senegal,Dakar,Sanitation,2015,62.028459999999995,At least basic
156,Senegal,Dakar,Hygiene,2015,27.574990000000003,Basic service
157,Senegal,Dakar,Drinking water,2015,1.1163299999999998,Limited service
158,Senegal,Dakar,Hygiene,2015,18.80801,Limited service
159,Senegal,Dakar,Sanitation,2015,37.05173,Limited service
160,Senegal,Dakar,Hygiene,2015,53.61701,No handwashing facility
161,Senegal,Dakar,Sanitation,2015,0.33476999999999996,Open defecation
162,Senegal,Dakar,Drinking water,2015,0.0,Surface water
163,Senegal,Dakar,Drinking water,2015,5.30808,Unimproved
164,Senegal,Dakar,Sanitation,2015,0.58505,Unimproved
165,Senegal,Diourbel,Drinking water,2015,84.1397,At least basic
166,Senegal,Diourbel,Sanitation,2015,68.873,At least basic
167,Senegal,Diourbel,Hygiene,2015,24.45136,Basic service
168,Senegal,Diourbel,Drinking water,2015,1.64202,Limited service
169,Senegal,Diourbel,Hygiene,2015,1.41154,Limited service
170,Senegal,Diourbel,Sanitation,2015,4.1581,Limited service
171,Senegal,Diourbel,Hygiene,2015,74.1371,No handwashing facility
172,Senegal,Diourbel,Sanitation,2015,15.40121,Open defecation
173,Senegal,Diourbel,Drinking water,2015,0.0,Surface water
174,Senegal,Diourbel,Drinking water,2015,14.218279999999998,Unimproved
175,Senegal,Diourbel,Sanitation,2015,11.567689999999999,Unimproved
176,Senegal,Fatick,Drinking water,2015,39.97238,At least basic
177,Senegal,Fatick,Sanitation,2015,28.58247,At least basic
178,Senegal,Fatick,Hygiene,2015,5.12956,Basic service
179,Senegal,Fatick,Drinking water,2015,2.1413900000000003,Limited service
180,Senegal,Fatick,Hygiene,2015,1.0613299999999999,Limited service
181,Senegal,Fatick,Sanitation,2015,7.74662,Limited service
182,Senegal,Fatick,Hygiene,2015,93.80911,No handwashing facility
183,Senegal,Fatick,Sanitation,2015,29.71459,Open defecation
184,Senegal,Fatick,Drinking water,2015,0.3059,Surface water
185,Senegal,Fatick,Drinking water,2015,57.580330000000004,Unimproved
186,Senegal,Fatick,Sanitation,2015,33.95632,Unimproved
187,Senegal,Kaffrine,Drinking water,2015,76.72918,At least basic
188,Senegal,Kaffrine,Sanitation,2015,24.94116,At least basic
189,Senegal,Kaffrine,Hygiene,2015,4.53524,Basic service
190,Senegal,Kaffrine,Drinking water,2015,5.0450099999999996,Limited service
191,Senegal,Kaffrine,Hygiene,2015,19.30355,Limited service
192,Senegal,Kaffrine,Sanitation,2015,8.20025,Limited service
193,Senegal,Kaffrine,Hygiene,2015,76.16121,No handwashing facility
194,Senegal,Kaffrine,Sanitation,2015,31.10197,Open defecation
195,Senegal,Kaffrine,Drinking water,2015,0.0,Surface water
196,Senegal,Kaffrine,Drinking water,2015,18.22581,Unimproved
197,Senegal,Kaffrine,Sanitation,2015,35.75662,Unimproved
198,Senegal,Kaolack,Drinking water,2015,79.33816999999999,At least basic
199,Senegal,Kaolack,Sanitation,2015,37.116240000000005,At least basic
200,Senegal,Kaolack,Hygiene,2015,7.98575,Basic service
201,Senegal,Kaolack,Drinking water,2015,4.01233,Limited service
202,Senegal,Kaolack,Hygiene,2015,16.48431,Limited service
203,Senegal,Kaolack,Sanitation,2015,8.49362,Limited service
204,Senegal,Kaolack,Hygiene,2015,75.52994,No handwashing facility
205,Senegal,Kaolack,Sanitation,2015,21.02445,Open defecation
206,Senegal,Kaolack,Drinking water,2015,0.22336,Surface water
207,Senegal,Kaolack,Drinking water,2015,16.42614,Unimproved
208,Senegal,Kaolack,Sanitation,2015,33.36568,Unimproved
209,Senegal,Kedougou,Drinking water,2015,71.55422,At least basic
210,Senegal,Kedougou,Sanitation,2015,11.456439999999999,At least basic
211,Senegal,Kedougou,Hygiene,2015,7.68703,Basic service
212,Senegal,Kedougou,Drinking water,2015,9.583680000000001,Limited service
213,Senegal,Kedougou,Hygiene,2015,14.500079999999999,Limited service
214,Senegal,Kedougou,Sanitation,2015,5.3122,Limited service
215,Senegal,Kedougou,Hygiene,2015,77.8129,No handwashing facility
216,Senegal,Kedougou,Sanitation,2015,31.082140000000003,Open defecation
217,Senegal,Kedougou,Drinking water,2015,2.5688299999999997,Surface water
218,Senegal,Kedougou,Drinking water,2015,16.29328,Unimproved
219,Senegal,Kedougou,Sanitation,2015,52.14922,Unimproved
220,Senegal,Kolda,Drinking water,2015,19.64764,At least basic
221,Senegal,Kolda,Sanitation,2015,13.99864,At least basic
222,Senegal,Kolda,Hygiene,2015,2.63315,Basic service
223,Senegal,Kolda,Drinking water,2015,0.79901,Limited service
224,Senegal,Kolda,Hygiene,2015,5.70402,Limited service
225,Senegal,Kolda,Sanitation,2015,1.84657,Limited service
226,Senegal,Kolda,Hygiene,2015,91.66284,No handwashing facility
227,Senegal,Kolda,Sanitation,2015,7.27952,Open defecation
228,Senegal,Kolda,Drinking water,2015,0.0,Surface water
229,Senegal,Kolda,Drinking water,2015,79.55336,Unimproved
230,Senegal,Kolda,Sanitation,2015,76.87527,Unimproved
231,Senegal,Louga,Drinking water,2015,70.26841999999999,At least basic
232,Senegal,Louga,Sanitation,2015,57.72354,At least basic
233,Senegal,Louga,Hygiene,2015,31.95935,Basic service
234,Senegal,Louga,Drinking water,2015,11.55766,Limited service
235,Senegal,Louga,Hygiene,2015,2.2711099999999997,Limited service
236,Senegal,Louga,Sanitation,2015,5.55656,Limited service
237,Senegal,Louga,Hygiene,2015,65.76953,No handwashing facility
238,Senegal,Louga,Sanitation,2015,28.356540000000003,Open defecation
239,Senegal,Louga,Drinking water,2015,0.0,Surface water
240,Senegal,Louga,Drinking water,2015,18.173920000000003,Unimproved
241,Senegal,Louga,Sanitation,2015,8.36336,Unimproved
242,Senegal,Matam,Drinking water,2015,75.91979,At least basic
243,Senegal,Matam,Sanitation,2015,48.049409999999995,At least basic
244,Senegal,Matam,Hygiene,2015,29.89457,Basic service
245,Senegal,Matam,Drinking water,2015,4.88376,Limited service
246,Senegal,Matam,Hygiene,2015,3.7803400000000003,Limited service
247,Senegal,Matam,Sanitation,2015,8.57136,Limited service
248,Senegal,Matam,Hygiene,2015,66.32509,No handwashing facility
249,Senegal,Matam,Sanitation,2015,28.664890000000003,Open defecation
250,Senegal,Matam,Drinking water,2015,0.58024,Surface water
251,Senegal,Matam,Drinking water,2015,18.616220000000002,Unimproved
252,Senegal,Matam,Sanitation,2015,14.71434,Unimproved
253,Senegal,Saint-Louis,Drinking water,2015,83.5822,At least basic
254,Senegal,Saint-Louis,Sanitation,2015,50.48635,At least basic
255,Senegal,Saint-Louis,Hygiene,2015,33.753809999999994,Basic service
256,Senegal,Saint-Louis,Drinking water,2015,4.1628,Limited service
257,Senegal,Saint-Louis,Hygiene,2015,1.9817900000000002,Limited service
258,Senegal,Saint-Louis,Sanitation,2015,8.54142,Limited service
259,Senegal,Saint-Louis,Hygiene,2015,64.2644,No handwashing facility
260,Senegal,Saint-Louis,Sanitation,2015,16.51855,Open defecation
261,Senegal,Saint-Louis,Drinking water,2015,0.0,Surface water
262,Senegal,Saint-Louis,Drinking water,2015,12.255,Unimproved
263,Senegal,Saint-Louis,Sanitation,2015,24.45368,Unimproved
264,Senegal,Sedhiou,Drinking water,2015,20.06806,At least basic
265,Senegal,Sedhiou,Sanitation,2015,10.91883,At least basic
266,Senegal,Sedhiou,Hygiene,2015,9.85796,Basic service
267,Senegal,Sedhiou,Drinking water,2015,3.0584700000000002,Limited service
268,Senegal,Sedhiou,Hygiene,2015,4.81062,Limited service
269,Senegal,Sedhiou,Sanitation,2015,1.92697,Limited service
270,Senegal,Sedhiou,Hygiene,2015,85.33142,No handwashing facility
271,Senegal,Sedhiou,Sanitation,2015,6.2045699999999995,Open defecation
272,Senegal,Sedhiou,Drinking water,2015,0.0,Surface water
273,Senegal,Sedhiou,Drinking water,2015,76.87347,Unimproved
274,Senegal,Sedhiou,Sanitation,2015,80.94963,Unimproved
275,Senegal,Tambacounda,Drinking water,2015,48.88159,At least basic
276,Senegal,Tambacounda,Sanitation,2015,14.39037,At least basic
277,Senegal,Tambacounda,Hygiene,2015,1.88662,Basic service
278,Senegal,Tambacounda,Drinking water,2015,2.0762099999999997,Limited service
279,Senegal,Tambacounda,Hygiene,2015,10.049489999999999,Limited service
280,Senegal,Tambacounda,Sanitation,2015,6.6283199999999995,Limited service
281,Senegal,Tambacounda,Hygiene,2015,88.06389,No handwashing facility
282,Senegal,Tambacounda,Sanitation,2015,14.214839999999999,Open defecation
283,Senegal,Tambacounda,Drinking water,2015,0.0,Surface water
284,Senegal,Tambacounda,Drinking water,2015,49.0422,Unimproved
285,Senegal,Tambacounda,Sanitation,2015,64.76648,Unimproved
286,Senegal,Thies,Drinking water,2015,87.75315,At least basic
287,Senegal,Thies,Sanitation,2015,65.81017,At least basic
288,Senegal,Thies,Hygiene,2015,6.9466399999999995,Basic service
289,Senegal,Thies,Drinking water,2015,3.38346,Limited service
290,Senegal,Thies,Hygiene,2015,3.6886300000000003,Limited service
291,Senegal,Thies,Sanitation,2015,14.63885,Limited service
292,Senegal,Thies,Hygiene,2015,89.36471999999999,No handwashing facility
293,Senegal,Thies,Sanitation,2015,9.89782,Open defecation
294,Senegal,Thies,Drinking water,2015,0.0,Surface water
295,Senegal,Thies,Drinking water,2015,8.863380000000001,Unimproved
296,Senegal,Thies,Sanitation,2015,9.65317,Unimproved
297,Senegal,Ziguinchor,Drinking water,2015,33.82268,At least basic
298,Senegal,Ziguinchor,Sanitation,2015,28.01574,At least basic
299,Senegal,Ziguinchor,Hygiene,2015,9.587539999999999,Basic service
300,Senegal,Ziguinchor,Drinking water,2015,0.84167,Limited service
301,Senegal,Ziguinchor,Hygiene,2015,5.38791,Limited service
302,Senegal,Ziguinchor,Sanitation,2015,11.42393,Limited service
303,Senegal,Ziguinchor,Hygiene,2015,85.02455,No handwashing facility
304,Senegal,Ziguinchor,Sanitation,2015,7.071739999999999,Open defecation
305,Senegal,Ziguinchor,Drinking water,2015,0.0,Surface water
306,Senegal,Ziguinchor,Drinking water,2015,65.33565,Unimproved
307,Senegal,Ziguinchor,Sanitation,2015,53.48859,Unimproved
308,Senegal,Dakar,Drinking water,2013,96.32856,At least basic
309,Senegal,Dakar,Sanitation,2013,57.26121,At least basic
310,Senegal,Dakar,Hygiene,2013,21.81795,Basic service
311,Senegal,Dakar,Drinking water,2013,1.86569,Limited service
312,Senegal,Dakar,Hygiene,2013,24.88162,Limited service
313,Senegal,Dakar,Sanitation,2013,41.337990000000005,Limited service
314,Senegal,Dakar,Hygiene,2013,53.300419999999995,No handwashing facility
315,Senegal,Dakar,Sanitation,2013,0.12015999999999999,Open defecation
316,Senegal,Dakar,Drinking water,2013,0.0,Surface water
317,Senegal,Dakar,Drinking water,2013,1.80575,Unimproved
318,Senegal,Dakar,Sanitation,2013,1.28063,Unimproved
319,Senegal,Diourbel,Drinking water,2013,87.99383,At least basic
320,Senegal,Diourbel,Sanitation,2013,62.743109999999994,At least basic
321,Senegal,Diourbel,Hygiene,2013,5.12091,Basic service
322,Senegal,Diourbel,Drinking water,2013,7.7557100000000005,Limited service
323,Senegal,Diourbel,Hygiene,2013,12.936860000000001,Limited service
324,Senegal,Diourbel,Sanitation,2013,5.12948,Limited service
325,Senegal,Diourbel,Hygiene,2013,81.94223000000001,No handwashing facility
326,Senegal,Diourbel,Sanitation,2013,23.01604,Open defecation
327,Senegal,Diourbel,Drinking water,2013,0.0,Surface water
328,Senegal,Diourbel,Drinking water,2013,4.2504599999999995,Unimproved
329,Senegal,Diourbel,Sanitation,2013,9.11138,Unimproved
330,Senegal,Fatick,Drinking water,2013,70.30798,At least basic
331,Senegal,Fatick,Sanitation,2013,36.7005,At least basic
332,Senegal,Fatick,Hygiene,2013,6.46155,Basic service
333,Senegal,Fatick,Drinking water,2013,3.0058700000000003,Limited service
334,Senegal,Fatick,Hygiene,2013,14.78137,Limited service
335,Senegal,Fatick,Sanitation,2013,10.59735,Limited service
336,Senegal,Fatick,Hygiene,2013,78.75708,No handwashing facility
337,Senegal,Fatick,Sanitation,2013,25.19683,Open defecation
338,Senegal,Fatick,Drinking water,2013,0.0,Surface water
339,Senegal,Fatick,Drinking water,2013,26.68615,Unimproved
340,Senegal,Fatick,Sanitation,2013,27.50532,Unimproved
341,Senegal,Kaffrine,Drinking water,2013,79.426,At least basic
342,Senegal,Kaffrine,Sanitation,2013,16.731170000000002,At least basic
343,Senegal,Kaffrine,Hygiene,2013,1.20339,Basic service
344,Senegal,Kaffrine,Drinking water,2013,3.5687800000000003,Limited service
345,Senegal,Kaffrine,Hygiene,2013,4.2879,Limited service
346,Senegal,Kaffrine,Sanitation,2013,4.744219999999999,Limited service
347,Senegal,Kaffrine,Hygiene,2013,94.50871,No handwashing facility
348,Senegal,Kaffrine,Sanitation,2013,55.966440000000006,Open defecation
349,Senegal,Kaffrine,Drinking water,2013,0.0,Surface water
350,Senegal,Kaffrine,Drinking water,2013,17.00522,Unimproved
351,Senegal,Kaffrine,Sanitation,2013,22.55817,Unimproved
352,Senegal,Kaolack,Drinking water,2013,76.9265,At least basic
353,Senegal,Kaolack,Sanitation,2013,44.62558,At least basic
354,Senegal,Kaolack,Hygiene,2013,5.87069,Basic service
355,Senegal,Kaolack,Drinking water,2013,1.33037,Limited service
356,Senegal,Kaolack,Hygiene,2013,13.99554,Limited service
357,Senegal,Kaolack,Sanitation,2013,15.66344,Limited service
358,Senegal,Kaolack,Hygiene,2013,80.13377,No handwashing facility
359,Senegal,Kaolack,Sanitation,2013,21.27901,Open defecation
360,Senegal,Kaolack,Drinking water,2013,0.0,Surface water
361,Senegal,Kaolack,Drinking water,2013,21.743129999999997,Unimproved
362,Senegal,Kaolack,Sanitation,2013,18.43197,Unimproved
363,Senegal,Kedougou,Drinking water,2013,54.77243000000001,At least basic
364,Senegal,Kedougou,Sanitation,2013,17.2882,At least basic
365,Senegal,Kedougou,Hygiene,2013,16.31346,Basic service
366,Senegal,Kedougou,Drinking water,2013,6.76963,Limited service
367,Senegal,Kedougou,Hygiene,2013,13.47065,Limited service
368,Senegal,Kedougou,Sanitation,2013,4.36626,Limited service
369,Senegal,Kedougou,Hygiene,2013,70.21589,No handwashing facility
370,Senegal,Kedougou,Sanitation,2013,30.29903,Open defecation
371,Senegal,Kedougou,Drinking water,2013,4.111190000000001,Surface water
372,Senegal,Kedougou,Drinking water,2013,34.34675,Unimproved
373,Senegal,Kedougou,Sanitation,2013,48.04652,Unimproved
374,Senegal,Kolda,Drinking water,2013,22.89049,At least basic
375,Senegal,Kolda,Sanitation,2013,18.22273,At least basic
376,Senegal,Kolda,Hygiene,2013,16.66808,Basic service
377,Senegal,Kolda,Drinking water,2013,0.44333999999999996,Limited service
378,Senegal,Kolda,Hygiene,2013,20.47227,Limited service
379,Senegal,Kolda,Sanitation,2013,3.16952,Limited service
380,Senegal,Kolda,Hygiene,2013,62.85964,No handwashing facility
381,Senegal,Kolda,Sanitation,2013,13.678270000000001,Open defecation
382,Senegal,Kolda,Drinking water,2013,0.0,Surface water
383,Senegal,Kolda,Drinking water,2013,76.66615999999999,Unimproved
384,Senegal,Kolda,Sanitation,2013,64.92948,Unimproved
385,Senegal,Louga,Drinking water,2013,75.88385,At least basic
386,Senegal,Louga,Sanitation,2013,61.781380000000006,At least basic
387,Senegal,Louga,Hygiene,2013,6.6623399999999995,Basic service
388,Senegal,Louga,Drinking water,2013,16.3201,Limited service
389,Senegal,Louga,Hygiene,2013,0.61528,Limited service
390,Senegal,Louga,Sanitation,2013,2.68315,Limited service
391,Senegal,Louga,Hygiene,2013,92.72237,No handwashing facility
392,Senegal,Louga,Sanitation,2013,28.17701,Open defecation
393,Senegal,Louga,Drinking water,2013,0.8844200000000001,Surface water
394,Senegal,Louga,Drinking water,2013,6.911630000000001,Unimproved
395,Senegal,Louga,Sanitation,2013,7.358460000000001,Unimproved
396,Senegal,Matam,Drinking water,2013,69.29423,At least basic
397,Senegal,Matam,Sanitation,2013,31.776790000000002,At least basic
398,Senegal,Matam,Hygiene,2013,4.2806,Basic service
399,Senegal,Matam,Drinking water,2013,3.4938300000000004,Limited service
400,Senegal,Matam,Hygiene,2013,0.70753,Limited service
401,Senegal,Matam,Sanitation,2013,9.07623,Limited service
402,Senegal,Matam,Hygiene,2013,95.01187,No handwashing facility
403,Senegal,Matam,Sanitation,2013,38.88183,Open defecation
404,Senegal,Matam,Drinking water,2013,1.48013,Surface water
405,Senegal,Matam,Drinking water,2013,25.73181,Unimproved
406,Senegal,Matam,Sanitation,2013,20.26515,Unimproved
407,Senegal,Saint-Louis,Drinking water,2013,79.11175,At least basic
408,Senegal,Saint-Louis,Sanitation,2013,46.759570000000004,At least basic
409,Senegal,Saint-Louis,Hygiene,2013,2.60507,Basic service
410,Senegal,Saint-Louis,Drinking water,2013,3.21057,Limited service
411,Senegal,Saint-Louis,Hygiene,2013,1.28783,Limited service
412,Senegal,Saint-Louis,Sanitation,2013,12.13247,Limited service
413,Senegal,Saint-Louis,Hygiene,2013,96.1071,No handwashing facility
414,Senegal,Saint-Louis,Sanitation,2013,30.85823,Open defecation
415,Senegal,Saint-Louis,Drinking water,2013,2.1350599999999997,Surface water
416,Senegal,Saint-Louis,Drinking water,2013,15.542620000000001,Unimproved
417,Senegal,Saint-Louis,Sanitation,2013,10.24974,Unimproved
418,Senegal,Sedhiou,Drinking water,2013,10.55675,At least basic
419,Senegal,Sedhiou,Sanitation,2013,12.65173,At least basic
420,Senegal,Sedhiou,Hygiene,2013,15.90308,Basic service
