Date-Monthly,"Senegal, Retail, Louga, Rice (imported), CFA Franc BCEAO/kg" Commodity Code: 100610_2 ,"Senegal, Retail, Louga, Millet, CFA Franc BCEAO/kg" Commodity Code: 100820 ,"Senegal, Retail, Kolda, Rice (imported), CFA Franc BCEAO/kg" Commodity Code: 100610_2 ,"Senegal, Retail, Kolda, Millet, CFA Franc BCEAO/kg" Commodity Code: 100820 ,"Senegal, Retail, Kaolack, Rice (imported), CFA Franc BCEAO/kg" Commodity Code: 100610_2 ,"Senegal, Retail, Kaolack, Millet, CFA Franc BCEAO/kg" Commodity Code: 100820 ,"Senegal, Retail, Matam, Millet, CFA Franc BCEAO/kg" Commodity Code: 100820 ,"Senegal, Retail, Fatick, Millet, CFA Franc BCEAO/kg" Commodity Code: 100820 ,"Senegal, Retail, Diourbel, Rice (imported), CFA Franc BCEAO/kg" Commodity Code: 100610_2 ,"Senegal, Retail, Diourbel, Millet, CFA Franc BCEAO/kg" Commodity Code: 100820 ,"Senegal, Retail, Matam, Millet, CFA Franc BCEAO-real/kg" Commodity Code: 100820 ,"Senegal, Retail, Louga, Rice (imported), CFA Franc BCEAO-real/kg" Commodity Code: 100610_2 ,"Senegal, Retail, Louga, Millet, CFA Franc BCEAO-real/kg" Commodity Code: 100820 ,"Senegal, Retail, Kolda, Rice (imported), CFA Franc BCEAO-real/kg" Commodity Code: 100610_2 ,"Senegal, Retail, Kolda, Millet, CFA Franc BCEAO-real/kg" Commodity Code: 100820 ,"Senegal, Retail, Kaolack, Rice (imported), CFA Franc BCEAO-real/kg" Commodity Code: 100610_2 ,"Senegal, Retail, Kaolack, Millet, CFA Franc BCEAO-real/kg" Commodity Code: 100820 ,"Senegal, Retail, Fatick, Millet, CFA Franc BCEAO-real/kg" Commodity Code: 100820 ,"Senegal, Retail, Diourbel, Rice (imported), CFA Franc BCEAO-real/kg" Commodity Code: 100610_2 ,"Senegal, Retail, Diourbel, Millet, CFA Franc BCEAO-real/kg" Commodity Code: 100820 
Jun-18,350.00,203.00,400.00,219.00,400.00,162.00,244.00,220.00,367.00,195.00,234.19,335.92,194.83,383.91,210.19,383.91,155.48,211.15,352.24,187.16
May-18,350.00,190.00,400.00,215.00,400.00,155.00,231.00,237.00,350.00,180.00,219.37,332.38,180.43,379.86,204.17,379.86,147.20,225.07,332.38,170.94
Apr-18,400.00,187.00,400.00,213.00,400.00,145.00,243.00,213.00,350.00,179.00,227.92,375.18,175.40,375.18,199.78,375.18,136.00,199.78,328.28,167.89
Mar-18,400.00,185.00,393.00,225.00,400.00,149.00,230.00,199.00,369.00,191.00,215.73,375.18,173.52,368.61,211.04,375.18,139.75,186.65,346.10,179.15
Feb-18,400.00,197.00,400.00,217.00,400.00,149.00,243.00,204.00,375.00,181.00,224.31,369.23,181.84,369.23,200.31,369.23,137.54,188.31,346.15,167.08
Jan-18,388.00,203.00,400.00,225.00,400.00,151.00,272.00,219.00,367.00,184.00,253.65,361.83,189.31,373.02,209.82,373.02,140.82,204.23,342.25,171.59
Dec-17,375.00,243.00,400.00,223.00,400.00,178.00,325.00,213.00,388.00,214.00,302.82,349.41,226.42,372.70,207.78,372.70,165.85,198.47,361.52,199.40
Nov-17,375.00,241.00,437.00,240.00,380.00,179.00,357.00,206.00,388.00,214.00,332.11,348.85,224.20,406.53,223.27,353.50,166.52,191.64,360.95,199.08
Oct-17,375.00,317.00,425.00,300.00,400.00,227.00,350.00,283.00,383.00,283.00,322.08,345.09,291.71,391.10,276.07,368.09,208.89,260.43,352.45,260.43
Sep-17,375.00,310.00,417.00,250.00,400.00,256.00,310.00,275.00,358.00,234.00,285.88,345.83,285.88,384.56,230.55,368.88,236.09,253.61,330.15,215.80
Aug-17,392.00,266.00,425.00,271.00,400.00,223.00,279.00,239.00,392.00,240.00,257.44,361.71,245.44,392.16,250.06,369.09,205.77,220.53,361.71,221.45
Jul-17,378.00,264.00,425.00,268.00,400.00,210.00,259.00,231.00,400.00,235.00,242.81,354.37,247.50,398.44,251.25,375.00,196.87,216.56,375.00,220.31
Jun-17,375.00,244.00,417.00,249.00,400.00,206.00,250.00,215.00,400.00,216.00,237.87,356.80,232.16,396.76,236.92,380.59,196.00,204.57,380.59,205.52
May-17,375.00,230.00,422.00,235.00,375.00,195.00,250.00,211.00,400.00,228.00,238.46,357.70,219.39,402.53,224.16,357.70,186.00,201.26,381.54,217.48
Apr-17,375.00,225.00,425.00,233.00,400.00,194.00,250.00,217.00,400.00,213.00,236.98,355.47,213.28,402.86,220.86,379.17,183.90,205.70,379.17,201.91
Mar-17,375.00,221.00,420.00,233.00,400.00,187.00,241.00,205.00,369.00,210.00,226.26,352.06,207.48,394.31,218.75,375.53,175.56,192.46,346.43,197.16
Feb-17,375.00,218.00,429.00,260.00,400.00,178.00,237.00,193.00,350.00,194.00,222.08,351.40,204.28,402.00,243.63,374.82,166.80,180.85,327.97,181.79
Jan-17,375.00,220.00,400.00,247.00,400.00,181.00,239.00,205.00,367.00,201.00,223.74,351.06,205.96,374.47,231.23,374.47,169.45,191.91,343.57,188.17
Dec-16,365.00,208.00,400.00,236.00,375.00,195.00,247.00,204.00,353.00,201.00,228.64,337.87,192.54,370.26,218.46,347.12,180.50,188.83,326.76,186.06
Nov-16,370.00,221.00,450.00,231.00,367.00,190.00,250.00,209.00,353.00,201.00,233.05,344.91,206.02,419.49,215.34,342.12,177.12,194.83,329.07,187.37
Oct-16,400.00,216.00,425.00,232.00,350.00,193.00,242.00,215.00,375.00,225.00,223.61,369.61,199.59,392.71,214.37,323.41,178.34,198.66,346.51,207.90
Sep-16,375.00,208.00,425.00,221.00,350.00,180.00,238.00,200.00,375.00,188.00,220.78,347.87,192.95,394.25,205.01,324.68,166.98,185.53,347.87,174.40
Aug-16,350.00,200.00,431.00,220.00,350.00,163.00,235.00,188.00,375.00,173.00,221.05,329.22,188.12,405.41,206.94,329.22,153.32,176.84,352.73,162.73
Jul-16,400.00,190.00,420.00,217.00,295.00,160.00,225.00,195.00,375.00,178.00,215.12,382.43,181.65,401.55,207.47,282.04,152.97,186.43,358.53,170.18
Jun-16,383.00,190.00,413.00,219.00,365.00,152.00,242.00,182.00,400.00,163.00,233.40,369.39,183.25,398.32,211.22,352.03,146.60,175.53,385.78,157.21
May-16,375.00,186.00,422.00,217.00,350.00,151.00,226.00,173.00,367.00,180.00,219.46,364.15,180.62,409.80,210.72,339.88,146.63,168.00,356.39,174.79
Apr-16,375.00,185.00,433.00,213.00,400.00,152.00,225.00,200.00,,160.00,217.70,362.84,179.00,418.96,206.09,387.03,147.07,193.51,,154.81
Mar-16,364.00,182.00,427.00,217.00,413.00,143.00,222.00,160.00,350.00,163.00,213.51,350.07,175.04,410.66,208.70,397.20,137.53,153.88,336.61,156.76
Feb-16,375.00,182.00,425.00,216.00,413.00,138.00,225.00,183.00,350.00,153.00,215.09,358.49,173.99,406.29,206.49,394.82,131.92,174.94,334.59,146.26
Jan-16,375.00,183.00,428.00,210.00,400.00,145.00,225.00,172.00,350.00,153.00,214.43,357.39,174.40,407.90,200.14,381.21,138.19,163.92,333.56,145.81
Dec-15,375.00,241.00,425.00,200.00,417.00,152.00,242.00,175.00,362.50,198.00,228.72,354.42,227.77,401.67,189.02,394.11,143.66,165.39,342.60,187.13
Nov-15,,195.00,421.00,192.00,400.00,130.00,242.00,175.00,363.00,198.00,226.02,,182.12,393.20,179.32,373.58,121.41,163.44,339.03,184.92
Oct-15,345.00,196.00,406.00,214.00,425.00,134.00,250.00,172.00,338.00,224.00,230.38,317.93,180.62,374.14,197.21,391.65,123.48,158.50,311.47,206.42
Sep-15,355.00,198.00,417.00,230.00,433.00,140.00,250.00,192.00,314.00,225.00,234.80,333.41,185.96,391.64,216.01,406.67,131.49,180.32,294.91,211.32
Aug-15,375.00,220.00,427.00,232.00,450.00,158.00,260.00,195.00,325.00,210.00,247.55,357.04,209.46,406.55,220.89,428.45,150.43,185.66,309.44,199.94
Jul-15,375.00,231.00,406.00,239.00,450.00,169.00,247.00,219.00,325.00,206.00,236.67,359.32,221.34,389.03,229.01,431.19,161.94,209.85,311.41,197.39
Jun-15,360.00,217.00,389.00,223.00,450.00,172.00,250.00,225.00,325.00,220.00,242.37,349.01,210.37,377.12,216.19,436.26,166.75,218.13,315.08,213.28
May-15,360.00,217.00,417.00,231.00,465.00,166.00,260.00,201.00,325.00,220.00,252.56,349.69,210.79,405.06,224.39,451.69,161.25,195.24,315.69,213.70
Apr-15,369.00,219.00,406.00,239.00,450.00,173.00,267.00,195.00,325.00,208.00,260.12,359.49,213.36,395.54,232.84,438.41,168.54,189.98,316.63,202.64
Mar-15,375.00,221.00,417.00,235.00,440.00,169.00,255.00,198.00,350.00,175.00,248.48,365.41,215.35,406.34,228.99,428.75,164.68,192.94,341.05,170.52
Feb-15,353.00,220.00,415.00,218.00,380.00,155.00,255.00,218.00,350.00,167.00,247.04,341.99,213.14,402.05,211.20,368.14,150.16,211.20,339.08,161.79
Jan-15,375.00,230.00,425.00,232.00,450.00,162.00,250.00,217.00,350.00,165.00,241.77,362.66,222.43,411.01,224.37,435.19,156.67,209.86,338.48,159.57
Dec-14,375.00,274.00,418.00,246.00,450.00,173.00,250.00,206.00,,,237.18,355.78,259.95,396.57,233.39,426.93,164.13,195.44,,
Nov-14,375.00,268.00,433.00,258.00,450.00,174.00,267.00,233.00,,,253.00,355.33,253.94,410.29,244.47,426.40,164.87,220.78,,
Oct-14,375.00,255.00,456.00,260.00,450.00,203.00,300.00,259.00,428.00,227.00,281.73,352.16,239.47,428.23,244.17,422.60,190.64,243.23,401.94,213.18
Sep-14,375.00,269.00,450.00,272.00,450.00,201.00,300.00,,428.00,227.00,283.91,354.89,254.58,425.87,257.41,425.87,190.22,,405.05,214.83
Aug-14,375.00,263.00,460.00,275.00,450.00,208.00,250.00,242.00,450.00,226.00,238.21,357.32,250.60,438.31,262.03,428.78,198.19,230.59,428.78,215.34
Jul-14,375.00,265.00,,258.00,450.00,196.00,275.00,,450.00,219.00,266.76,363.76,257.06,,250.27,436.51,190.13,,436.51,212.44
Jun-14,375.00,252.00,,236.00,450.00,188.00,273.00,223.00,450.00,217.00,266.63,366.24,246.12,,230.49,439.49,183.61,217.79,439.49,211.93
May-14,375.00,237.00,450.00,245.00,450.00,200.00,250.00,218.00,450.00,203.00,244.31,366.46,231.61,439.76,239.42,439.76,195.45,213.04,439.76,198.38
Apr-14,375.00,238.00,450.00,231.00,450.00,198.00,275.00,229.00,450.00,190.00,266.19,362.99,230.38,435.59,223.60,435.59,191.66,221.66,435.59,183.91
Mar-14,394.00,233.00,452.00,231.00,444.00,185.00,250.00,228.00,450.00,190.00,240.41,378.89,224.07,434.67,222.14,426.98,177.91,219.26,432.75,182.72
Feb-14,355.00,229.00,445.00,234.00,444.00,175.00,245.00,226.00,450.00,192.00,234.54,339.84,219.22,426.00,224.01,425.04,167.53,216.35,430.79,183.80
Jan-14,400.00,234.00,455.00,248.00,425.00,185.00,250.00,234.00,450.00,188.00,235.95,377.53,220.85,429.44,234.07,401.12,174.61,220.85,424.72,177.44
Dec-13,400.00,240.00,464.00,253.00,443.00,198.00,250.00,,,,235.27,376.43,225.86,436.66,238.09,416.90,186.33,,,
Nov-13,400.00,247.00,475.00,260.00,425.00,198.00,275.00,,,,254.73,370.52,228.80,439.99,240.84,393.68,183.41,,,
Oct-13,400.00,243.00,475.00,242.00,425.00,203.00,275.00,,428.00,,253.17,368.24,223.71,437.29,222.79,391.26,186.88,,394.02,
Sep-13,475.00,243.00,467.00,245.00,425.00,208.00,288.00,,428.00,207.00,268.90,443.50,226.88,436.03,228.75,396.81,194.21,,399.62,193.27
Aug-13,450.00,245.00,425.00,245.00,425.00,213.00,250.00,241.00,450.00,198.00,235.31,423.55,230.60,400.02,230.60,400.02,200.48,226.84,423.55,186.36
Jul-13,450.00,236.00,467.00,239.00,430.00,206.00,250.00,247.00,450.00,195.00,239.17,430.51,225.78,446.78,228.65,411.38,197.08,236.30,430.51,186.56
Jun-13,450.00,234.00,458.00,241.00,430.00,201.00,244.00,235.00,450.00,215.00,235.64,434.59,225.99,442.31,232.75,415.27,194.12,226.95,434.59,207.64
May-13,450.00,232.00,464.00,240.00,430.00,199.00,237.00,228.00,450.00,221.00,227.59,432.13,222.79,445.58,230.47,412.93,191.10,218.95,432.13,212.22
Apr-13,438.00,230.00,464.00,238.00,440.00,193.00,237.00,220.00,450.00,223.00,227.04,419.60,220.34,444.51,228.00,421.52,184.89,210.76,431.10,213.63
Mar-13,455.00,228.00,463.00,252.00,430.00,189.00,250.00,195.00,450.00,226.00,239.32,435.56,218.26,443.22,241.23,411.63,180.93,186.67,430.77,216.34
Feb-13,450.00,230.00,463.00,253.00,,185.00,255.00,208.00,450.00,228.00,242.89,428.62,219.07,441.00,240.98,,176.21,198.12,428.62,217.17
Jan-13,469.00,239.00,432.00,258.00,430.00,187.00,250.00,219.00,450.00,226.00,237.77,446.06,227.31,410.87,245.38,408.97,177.86,208.29,427.99,214.95
Dec-12,455.00,248.00,441.00,235.00,425.00,196.00,250.00,225.00,450.00,214.00,235.08,427.85,233.20,414.69,220.98,399.64,184.31,211.58,423.15,201.23
Nov-12,500.00,241.00,458.00,238.00,440.00,188.00,215.00,196.00,450.00,212.00,200.92,467.27,225.22,428.02,222.42,411.19,175.69,183.17,420.54,198.12
Oct-12,500.00,263.00,466.00,256.00,450.00,201.00,250.00,195.00,448.00,230.00,233.07,466.14,245.19,434.44,238.66,419.52,187.39,181.79,417.66,214.42
Sep-12,500.00,248.00,448.00,240.00,460.00,227.00,275.00,233.00,448.00,236.00,259.35,471.54,233.88,422.50,226.34,433.82,214.08,219.74,422.50,222.57
Aug-12,500.00,261.00,460.00,241.00,463.00,218.00,300.00,231.00,445.00,227.00,285.88,476.47,248.72,438.36,229.66,441.21,207.74,220.13,424.06,216.32
Jul-12,481.00,246.00,463.00,231.00,450.00,207.00,275.00,231.00,445.00,222.00,265.98,465.23,237.93,447.82,223.43,435.24,200.21,223.43,430.41,214.72
Jun-12,425.00,228.00,461.00,221.00,471.00,200.00,270.00,218.00,450.00,215.00,262.57,413.30,221.72,448.31,214.92,458.04,194.50,212.00,437.61,209.08
May-12,425.00,220.00,464.00,213.00,463.00,190.00,265.00,197.00,449.00,197.00,257.59,413.12,213.85,451.03,207.05,450.06,184.69,191.49,436.45,191.49
Apr-12,,219.00,472.00,207.00,500.00,179.00,269.00,193.00,469.50,189.00,258.52,,210.47,453.62,198.94,480.53,172.03,185.48,451.22,181.64
Mar-12,,220.00,434.00,209.00,500.00,171.00,280.00,194.00,490.00,181.00,267.54,,210.21,414.69,199.70,477.76,163.39,185.37,468.20,172.95
Feb-12,,221.00,395.00,209.00,393.00,172.00,281.00,192.00,367.00,180.00,268.51,,211.17,377.44,199.71,375.53,164.35,183.46,350.68,172.00
Jan-12,,221.00,383.00,207.00,355.00,178.00,282.00,190.00,363.00,174.00,270.14,,211.70,366.89,198.29,340.06,170.51,182.01,347.73,166.68
Dec-11,,210.00,350.00,200.00,356.00,183.00,253.00,175.00,342.00,169.00,240.61,,199.71,332.86,190.20,338.56,174.04,166.43,325.25,160.72
Nov-11,,214.00,350.00,211.00,342.00,169.00,250.00,182.00,342.00,201.00,238.28,,203.97,333.59,201.11,325.97,161.08,173.47,325.97,191.58
Oct-11,,214.00,350.00,211.00,342.00,169.00,250.00,182.00,342.00,201.00,237.58,,203.37,332.61,200.51,325.00,160.60,172.96,325.00,191.01
Sep-11,,213.00,344.00,215.00,290.00,176.00,242.00,200.00,325.00,173.00,231.24,,203.53,328.71,205.44,277.11,168.18,191.11,310.55,165.31
Aug-11,,208.00,338.00,210.00,324.00,176.00,222.00,190.00,344.00,182.00,213.96,,200.47,325.76,202.40,312.27,169.63,183.12,331.55,175.41
Jul-11,,194.00,341.00,205.00,323.00,164.00,223.00,195.00,331.00,168.00,216.37,,188.23,330.86,198.91,313.40,159.12,189.20,321.16,163.01
Jun-11,,193.00,337.00,199.00,326.00,160.00,204.00,192.00,358.00,170.00,198.74,,188.03,328.32,193.87,317.60,155.88,187.05,348.78,165.62
May-11,,191.00,336.00,198.00,326.00,162.00,213.00,181.00,317.00,167.00,208.25,,186.74,328.51,193.58,318.73,158.39,176.96,309.93,163.28
Apr-11,,178.00,333.00,200.00,327.00,150.00,190.00,181.00,338.00,156.00,186.38,,174.61,326.65,196.19,320.77,147.14,177.55,331.56,153.03
Mar-11,425.00,182.00,310.00,192.00,319.00,134.00,193.00,182.00,339.00,168.00,189.40,417.08,178.61,304.22,188.42,313.06,131.50,178.61,332.68,164.87
Feb-11,,183.00,338.00,198.00,338.00,134.00,198.00,180.00,358.00,155.00,193.25,,178.61,329.89,193.25,329.89,130.78,175.68,349.41,151.28
Jan-11,,185.00,363.00,178.00,346.00,142.00,190.00,173.00,355.33,145.00,184.75,,179.89,352.97,173.08,336.44,138.07,168.22,345.51,140.99
Dec-10,,179.00,350.00,171.00,331.00,140.00,194.00,158.00,352.67,150.00,189.54,,174.89,341.96,167.07,323.40,136.78,154.37,344.57,146.56
Nov-10,,160.00,350.00,168.00,348.00,123.00,193.00,145.00,350.00,110.00,188.90,,156.60,342.57,164.43,340.61,120.39,141.92,342.57,107.66
Oct-10,,160.00,350.00,167.00,350.00,114.00,189.00,152.00,350.00,118.00,184.45,,156.15,341.58,162.98,341.58,111.26,148.34,341.58,115.16
Sep-10,,173.00,350.00,182.00,333.00,124.00,223.00,158.00,300.00,132.00,218.63,,169.61,343.15,178.44,326.48,121.57,154.91,294.12,129.41
Aug-10,,182.00,350.00,186.00,328.00,137.00,239.00,173.00,304.00,166.00,236.46,,180.07,346.28,184.02,324.52,135.54,171.16,300.77,164.24
Jul-10,,185.00,360.00,190.00,328.00,164.00,238.00,176.00,311.00,171.00,238.22,,185.17,360.33,190.17,328.30,164.15,176.16,311.29,171.16
Jun-10,,188.00,356.00,188.00,324.00,159.00,218.00,171.00,316.00,161.00,221.47,,190.99,361.67,190.99,329.16,161.53,173.72,321.03,163.56
May-10,,185.00,348.00,189.00,325.00,153.00,206.00,169.00,324.00,161.00,211.52,,189.96,357.33,194.06,333.71,157.10,173.53,332.68,165.31
Apr-10,,191.00,347.00,182.00,325.00,148.00,216.00,159.00,333.00,154.00,220.89,,195.33,354.86,186.12,332.36,151.35,162.60,340.55,157.49
Mar-10,425.00,182.00,310.00,178.00,319.00,142.00,218.00,159.00,339.00,159.00,220.85,430.56,184.38,314.05,180.33,323.17,143.86,161.08,343.43,161.08
Feb-10,,186.00,330.00,180.00,329.00,142.00,200.00,160.00,375.00,153.00,202.35,,188.19,333.88,182.12,332.87,143.67,161.88,379.41,154.80
Jan-10,,190.00,350.00,163.00,361.00,146.00,200.00,164.00,357.00,153.00,202.26,,192.15,353.96,164.84,365.08,147.65,165.86,361.04,154.73
Dec-09,,182.00,,142.00,330.00,143.00,186.00,162.00,326.00,157.00,189.52,,185.45,,144.69,336.25,145.71,165.07,332.17,159.97
Nov-09,,188.00,,126.00,329.00,135.00,211.00,159.00,311.00,138.00,212.36,,189.21,,126.81,331.12,135.87,160.02,313.00,138.89
Oct-09,,199.00,,153.00,303.00,144.00,234.00,166.00,345.00,157.00,233.60,,198.66,,152.74,302.48,143.75,165.72,344.41,156.73
Sep-09,,209.00,,188.00,360.00,157.00,239.00,182.00,365.00,187.00,241.33,,211.04,,189.84,363.52,158.53,183.78,368.57,188.83
Aug-09,,218.00,,200.00,360.00,179.00,243.00,206.00,375.00,203.00,245.77,,220.48,,202.28,364.10,181.04,208.35,379.27,205.31
Jul-09,,216.00,,200.00,382.00,187.00,243.00,211.00,388.00,216.00,248.87,,221.21,,204.83,391.22,191.51,216.09,397.37,221.21
Jun-09,,208.00,,200.00,389.00,182.00,226.00,194.00,363.00,205.00,232.69,,214.16,,205.92,400.52,187.39,199.75,373.75,211.07
May-09,370.00,209.00,,198.00,383.00,178.00,224.00,195.00,371.00,213.00,229.07,378.38,213.73,,202.48,391.67,182.03,199.41,379.40,217.82
Apr-09,425.00,192.00,330.00,197.00,399.00,170.00,241.00,191.00,374.00,205.00,243.85,430.02,194.27,333.90,199.33,403.71,172.01,193.26,378.42,207.42
Mar-09,362.00,193.00,334.00,185.00,373.00,164.00,221.00,176.00,338.00,187.00,222.24,364.04,194.09,335.88,186.04,375.10,164.92,176.99,339.90,188.05
Feb-09,381.00,190.00,336.00,190.00,344.00,153.00,224.00,173.00,360.00,183.00,225.17,382.98,190.99,337.75,190.99,345.79,153.80,173.90,361.87,183.95
Jan-09,400.00,194.00,338.00,164.00,400.00,152.00,230.00,188.00,354.00,194.00,231.05,401.82,194.88,339.54,164.75,401.82,152.69,188.85,355.61,194.88
