Country,Admin 1,Market,Commodity,Price Type,Year,Month,Price,Trend,PEWI,ALPS phase,Data Type,Unit,Currency,Upper (95%) CI,Lower (95%) CI,Forecast Methodology
Senegal,Thies,Thies,Maize (imported),Retail,2013,01,250,248.67,0.07,,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (imported),Retail,2013,02,250,251.98,-0.104,,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (imported),Retail,2013,03,,,,,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (imported),Retail,2013,04,,,,,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (imported),Retail,2013,05,,,,,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (imported),Retail,2013,06,,,,,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (imported),Retail,2013,07,,,,,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (imported),Retail,2013,08,225,251.47,-1.382,,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (imported),Retail,2013,09,225,256.56,-1.618,,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (imported),Retail,2013,10,225,252.52,-1.396,,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (imported),Retail,2013,11,265,257.17,0.399,Stress,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (imported),Retail,2013,12,233.33,249.98,-0.85,,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (imported),Retail,2014,01,250,255.51,-0.283,,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (imported),Retail,2014,02,250,257.37,-0.381,,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (imported),Retail,2014,03,247.5,252.78,-0.275,,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (imported),Retail,2014,04,,,,,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (imported),Retail,2014,05,241.54,246.32,-0.251,,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (imported),Retail,2014,06,225,252.73,-1.435,,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (imported),Retail,2014,07,225,253.01,-1.434,,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (imported),Retail,2014,08,225,251.1,-1.325,,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (imported),Retail,2014,09,217.5,254.49,-1.84,,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (imported),Retail,2014,10,236.25,254.93,-0.929,,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (imported),Retail,2014,11,192.5,251.16,-2.761,,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (imported),Retail,2014,12,180,240.19,-2.686,,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (imported),Retail,2015,01,180,242.35,-2.649,,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (imported),Retail,2015,02,180,240,-2.447,,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (imported),Retail,2015,03,200,236.23,-1.463,,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (imported),Retail,2015,04,200,236.48,-1.458,,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (imported),Retail,2015,05,,,,,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (imported),Retail,2015,06,180,231.75,-2.019,,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (imported),Retail,2015,07,190,233.06,-1.656,,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (imported),Retail,2015,08,190,233.71,-1.659,,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (imported),Retail,2015,09,196,237.41,-1.555,,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (imported),Retail,2015,10,194,237.82,-1.626,,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (imported),Retail,2015,11,,,,,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (imported),Retail,2015,12,,,,,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (imported),Retail,2016,01,160,224.13,-2.307,,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (imported),Retail,2016,02,185,225.04,-1.429,,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (imported),Retail,2016,03,208,224.63,-0.595,,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (imported),Retail,2016,04,200,223.71,-0.85,,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (imported),Retail,2016,05,200,221.58,-0.775,,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (imported),Retail,2016,06,245,228,0.612,Stress,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (imported),Retail,2016,07,237.5,229.96,0.273,Stress,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (imported),Retail,2016,08,300,240.87,2.092,Crisis,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (imported),Retail,2016,09,275,243.42,1.115,Alert,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (imported),Retail,2016,10,275,245.39,1.044,Alert,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (imported),Retail,2016,11,275,249.69,0.893,Stress,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (imported),Retail,2016,12,255,242.1,0.457,Stress,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (imported),Retail,2017,01,238,232.69,0.189,,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (imported),Retail,2017,02,225,233.16,-0.292,,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (imported),Retail,2017,03,223,232.99,-0.358,,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (imported),Retail,2017,04,256,237.48,0.666,Stress,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (imported),Retail,2017,05,250,236.29,0.495,Stress,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (imported),Retail,2017,06,250,241.17,0.32,Stress,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (imported),Retail,2017,07,250,242.88,0.259,Stress,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (imported),Retail,2017,08,250,250.9,-0.033,,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (imported),Retail,2017,09,250,252.36,-0.087,,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (imported),Retail,2017,10,250,253.4,-0.125,,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (imported),Retail,2017,11,250,256.49,-0.241,,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (imported),Retail,2017,12,236,247.3,-0.42,,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (imported),Retail,2018,01,225,237.77,-0.476,,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (imported),Retail,2018,02,225,237.97,-0.485,,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (imported),Retail,2018,03,225,237.75,-0.479,,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (imported),Retail,2018,04,225,240.83,-0.596,,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (imported),Retail,2018,05,250,242.05,0.301,Stress,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (imported),Retail,2018,06,250,,,,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (imported),Retail,2018,07,250,247.83,0.083,,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (imported),Retail,2018,08,250,255.04,-0.193,,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (imported),Retail,2018,09,250,256.28,-0.241,,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (imported),Retail,2018,10,250,257.18,-0.277,,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (imported),Retail,2018,11,,,,,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (imported),Retail,2018,12,,,,,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (imported),Retail,2019,01,,,,,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (imported),Retail,2019,02,,,,,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (imported),Retail,2019,03,250,244.19,0.225,,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (imported),Retail,2019,04,250,247.42,0.1,,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (imported),Retail,2019,05,250,248.38,0.063,,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (imported),Retail,2019,06,250,252.22,-0.087,,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (imported),Retail,2019,07,250,253.4,-0.134,,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (imported),Retail,2019,08,250,259.93,-0.392,,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (imported),Retail,2019,09,250,260.97,-0.434,,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (imported),Retail,2019,10,250,261.75,-0.467,,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (imported),Retail,2019,11,,,,,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (imported),Retail,2019,12,250,256.78,-0.27,,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (imported),Retail,2020,01,237.5,,,,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (imported),Retail,2020,02,225,245.76,-0.831,,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (imported),Retail,2020,03,,,,,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (imported),Retail,2020,04,222.31,248.68,-1.054,,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (imported),Retail,2020,05,265,253.32,0.468,Stress,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (imported),Retail,2020,06,262.5,256.9,0.225,,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (imported),Retail,2020,07,250,256.87,-0.277,,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (imported),Retail,2020,08,250,262.87,-0.521,,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (imported),Retail,2020,09,250,263.78,-0.559,,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (imported),Retail,2020,10,233.33,262.99,-1.2,,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (imported),Retail,2020,11,250,267.28,-0.7,,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (imported),Retail,2020,12,245.23,257.44,-0.499,,Forecast,KG,XOF,275.83,214.64,AR(2);I(0);MA(3)
Senegal,Thies,Thies,Maize (imported),Retail,2021,01,243.54,248.73,-0.213,,Forecast,KG,XOF,274.13,212.94,AR(2);I(0);MA(3)
Senegal,Thies,Thies,Maize (imported),Retail,2021,02,242.08,247.59,-0.226,,Forecast,KG,XOF,272.67,211.48,AR(2);I(0);MA(3)
Senegal,Thies,Thies,Maize (imported),Retail,2021,03,240.75,249.97,-0.377,,Forecast,KG,XOF,271.34,210.15,AR(2);I(0);MA(3)
Senegal,Thies,Thies,Maize (imported),Retail,2021,04,239.51,250.74,-0.46,,Forecast,KG,XOF,270.1,208.91,AR(2);I(0);MA(3)
Senegal,Thies,Thies,Maize (imported),Retail,2021,05,238.33,254.65,-0.668,,Forecast,KG,XOF,268.92,207.73,AR(2);I(0);MA(3)
Senegal,Thies,Thies,Maize (local),Retail,2007,01,163.75,177.01,-0.62,,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (local),Retail,2007,02,165,177.43,-0.581,,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (local),Retail,2007,03,165,180.76,-0.737,,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (local),Retail,2007,04,165,173.26,-0.386,,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (local),Retail,2007,05,165,159.1,0.276,Stress,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (local),Retail,2007,06,172.5,196.6,-1.126,,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (local),Retail,2007,07,168.75,192.85,-1.126,,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (local),Retail,2007,08,175,194.1,-0.893,,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (local),Retail,2007,09,,,,,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (local),Retail,2007,10,,,,,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (local),Retail,2007,11,205,197.05,0.372,Stress,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (local),Retail,2007,12,,,,,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (local),Retail,2008,01,200,187.92,0.565,Stress,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (local),Retail,2008,02,200,188.33,0.545,Stress,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (local),Retail,2008,03,200,191.67,0.39,Stress,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (local),Retail,2008,04,,,,,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (local),Retail,2008,05,,,,,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (local),Retail,2008,06,250,207.5,1.986,Alert,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (local),Retail,2008,07,250,203.75,2.162,Crisis,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (local),Retail,2008,08,250,205,2.103,Crisis,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (local),Retail,2008,09,250,219.55,1.423,Alert,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (local),Retail,2008,10,233.33,233.33,0,,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (local),Retail,2008,11,200,207.95,-0.372,,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (local),Retail,2008,12,200,182.05,0.839,Stress,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (local),Retail,2009,01,200,198.82,0.055,,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (local),Retail,2009,02,200,199.24,0.036,,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (local),Retail,2009,03,210,202.57,0.347,Stress,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (local),Retail,2009,04,203.33,195.07,0.386,Stress,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (local),Retail,2009,05,175,180.9,-0.276,,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (local),Retail,2009,06,200,218.4,-0.86,,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (local),Retail,2009,07,192.5,214.65,-1.036,,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (local),Retail,2009,08,190,215.9,-1.211,,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (local),Retail,2009,09,200,230.45,-1.423,,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (local),Retail,2009,10,,,,,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (local),Retail,2009,11,,,,,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (local),Retail,2009,12,175,192.95,-0.839,,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (local),Retail,2010,01,175,197.23,-1.027,,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (local),Retail,2010,02,175,194.67,-0.905,,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (local),Retail,2010,03,175,194.66,-0.901,,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (local),Retail,2010,04,,,,,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (local),Retail,2010,05,,,,,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (local),Retail,2010,06,190,208.22,-0.835,,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (local),Retail,2010,07,200,207.18,-0.333,,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (local),Retail,2010,08,,,,,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (local),Retail,2010,09,,,,,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (local),Retail,2010,10,,,,,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (local),Retail,2010,11,,,,,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (local),Retail,2010,12,,,,,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (local),Retail,2011,01,200,194.43,0.262,Stress,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (local),Retail,2011,02,200,195.3,0.224,,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (local),Retail,2011,03,,,,,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (local),Retail,2011,04,,,,,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (local),Retail,2011,05,200,188.87,0.534,Stress,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (local),Retail,2011,06,200,210.31,-0.5,,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (local),Retail,2011,07,216.67,213.67,0.147,,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (local),Retail,2011,08,225,219.71,0.263,Stress,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (local),Retail,2011,09,226.67,232.38,-0.287,,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (local),Retail,2011,10,200,221.42,-1.057,,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (local),Retail,2011,11,212.5,213.16,-0.033,,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (local),Retail,2011,12,233.33,209.24,1.186,Alert,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (local),Retail,2012,01,225,205.35,0.964,Stress,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (local),Retail,2012,02,225,207,0.883,Stress,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (local),Retail,2012,03,237.5,214.14,1.137,Alert,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (local),Retail,2012,04,,,,,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (local),Retail,2012,05,200,198.46,0.076,,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (local),Retail,2012,06,,,,,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (local),Retail,2012,07,,,,,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (local),Retail,2012,08,,,,,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (local),Retail,2012,09,,,,,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (local),Retail,2012,10,,,,,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (local),Retail,2012,11,250,233.03,0.834,Stress,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (local),Retail,2012,12,250,228.42,1.055,Alert,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (local),Retail,2013,01,250,224.74,1.224,Alert,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (local),Retail,2013,02,250,226.65,1.125,Alert,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (local),Retail,2013,03,250,233.42,0.8,Stress,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (local),Retail,2013,04,250,236.12,0.671,Stress,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (local),Retail,2013,05,275,228.57,2.137,Crisis,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (local),Retail,2013,06,250,243.65,0.295,Stress,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (local),Retail,2013,07,250,246.45,0.166,,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (local),Retail,2013,08,250,252,-0.094,,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (local),Retail,2013,09,235,254.56,-0.922,,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (local),Retail,2013,10,250,250.37,-0.018,,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (local),Retail,2013,11,225,244.83,-0.942,,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (local),Retail,2013,12,238.33,241.81,-0.166,,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (local),Retail,2014,01,225,236.99,-0.577,,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (local),Retail,2014,02,225,236.57,-0.559,,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (local),Retail,2014,03,237.5,242.66,-0.252,,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (local),Retail,2014,04,228.33,240.2,-0.58,,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (local),Retail,2014,05,228.33,233.39,-0.249,,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (local),Retail,2014,06,216.67,242.47,-1.262,,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (local),Retail,2014,07,215,243.14,-1.363,,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (local),Retail,2014,08,221.67,246.97,-1.218,,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (local),Retail,2014,09,237.5,252.59,-0.728,,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (local),Retail,2014,10,262.5,255.57,0.336,Stress,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (local),Retail,2014,11,170,232.75,-2.846,,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (local),Retail,2014,12,170,229.7,-2.57,,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (local),Retail,2015,01,233.33,234.22,-0.038,,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (local),Retail,2015,02,200,229.45,-1.269,,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (local),Retail,2015,03,200,233.07,-1.412,,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (local),Retail,2015,04,200,228.61,-1.214,,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (local),Retail,2015,05,,,,,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (local),Retail,2015,06,,,,,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (local),Retail,2015,07,,,,,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (local),Retail,2015,08,,,,,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (local),Retail,2015,09,,,,,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (local),Retail,2015,10,,,,,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (local),Retail,2015,11,,,,,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (local),Retail,2015,12,,,,,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (local),Retail,2016,01,175,227.8,-2.174,,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (local),Retail,2016,02,198,225.68,-1.136,,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (local),Retail,2016,03,225,232.42,-0.306,,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (local),Retail,2016,04,225,229.39,-0.182,,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (local),Retail,2016,05,250,234.31,0.653,Stress,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (local),Retail,2016,06,270,244.35,1.066,Alert,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (local),Retail,2016,07,262.5,245.89,0.692,Stress,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (local),Retail,2016,08,325,262.16,2.512,Crisis,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (local),Retail,2016,09,275,262.08,0.519,Stress,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (local),Retail,2016,10,250,260.28,-0.415,,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (local),Retail,2016,11,250,242.3,0.312,Stress,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (local),Retail,2016,12,220,236.47,-0.669,,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (local),Retail,2017,01,219,234.52,-0.632,,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (local),Retail,2017,02,200,230.89,-1.253,,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (local),Retail,2017,03,225,238.93,-0.567,,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (local),Retail,2017,04,225,235.16,-0.415,,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (local),Retail,2017,05,225,239.08,-0.577,,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (local),Retail,2017,06,225,246.58,-0.886,,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (local),Retail,2017,07,250,250.05,-0.002,,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (local),Retail,2017,08,250,261.63,-0.482,,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (local),Retail,2017,09,250,261.2,-0.465,,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (local),Retail,2017,10,250,259.87,-0.412,,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (local),Retail,2017,11,250,243.88,0.257,Stress,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (local),Retail,2017,12,250,239.64,0.436,Stress,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (local),Retail,2018,01,,,,,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (local),Retail,2018,02,,,,,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (local),Retail,2018,03,,,,,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (local),Retail,2018,04,,,,,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (local),Retail,2018,05,225,240.58,-0.657,,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (local),Retail,2018,06,250,,,,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (local),Retail,2018,07,250,253.52,-0.15,,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (local),Retail,2018,08,,,,,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (local),Retail,2018,09,,,,,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (local),Retail,2018,10,,,,,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (local),Retail,2018,11,,,,,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (local),Retail,2018,12,,,,,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (local),Retail,2019,01,,,,,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (local),Retail,2019,02,,,,,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (local),Retail,2019,03,,,,,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (local),Retail,2019,04,,,,,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (local),Retail,2019,05,,,,,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (local),Retail,2019,06,,,,,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (local),Retail,2019,07,,,,,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (local),Retail,2019,08,,,,,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (local),Retail,2019,09,,,,,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (local),Retail,2019,10,250,,,,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (local),Retail,2019,11,,,,,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (local),Retail,2019,12,250,,,,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (local),Retail,2020,01,250,,,,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (local),Retail,2020,02,,,,,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (local),Retail,2020,03,,,,,Actual,KG,XOF,,,
Senegal,Thies,Thies,Maize (local),Retail,2020,04,206.25,,,,Actual,KG,XOF,,,
