,adm1_name,datetime,variable,value
2434,Kaffrine,2010-01-15,Maize,141.94443333333334
2435,Kaffrine,2010-01-15,Millet,143.75
2436,Kaffrine,2010-01-15,Rice,259.1666666666667
2437,Kaffrine,2010-01-15,Sorghum,140.0
2438,Kaffrine,2010-02-15,Maize,155.13886666666667
2439,Kaffrine,2010-02-15,Millet,153.03416666666666
2440,Kaffrine,2010-02-15,Rice,237.5
2441,Kaffrine,2010-02-15,Sorghum,140.0
2442,Kaffrine,2010-03-15,Maize,163.92856666666668
2443,Kaffrine,2010-03-15,Millet,149.6032
2444,Kaffrine,2010-03-15,Rice,283.7606666666667
2445,Kaffrine,2010-03-15,Sorghum,163.33335
2446,Kaffrine,2010-04-15,Maize,164.615375
2447,Kaffrine,2010-04-15,Millet,156.58655
2448,Kaffrine,2010-04-15,Rice,276.4423
2449,Kaffrine,2010-04-15,Sorghum,160.83333333333334
2450,Kaffrine,2010-05-15,Maize,165.89285
2451,Kaffrine,2010-05-15,Millet,157.678575
2452,Kaffrine,2010-05-15,Rice,275.0
2453,Kaffrine,2010-05-15,Sorghum,175.0
2454,Kaffrine,2010-06-15,Maize,175.0
2455,Kaffrine,2010-06-15,Millet,175.0
2456,Kaffrine,2010-06-15,Rice,275.0
2457,Kaffrine,2010-06-15,Sorghum,182.5
2458,Kaffrine,2010-07-15,Maize,196.875
2459,Kaffrine,2010-07-15,Millet,168.125
2460,Kaffrine,2010-07-15,Rice,270.0
2461,Kaffrine,2010-07-15,Sorghum,200.0
2462,Kaffrine,2010-08-15,Maize,178.75
2463,Kaffrine,2010-08-15,Millet,148.977275
2464,Kaffrine,2010-08-15,Rice,288.46590000000003
2465,Kaffrine,2010-08-15,Sorghum,150.0
2466,Kaffrine,2010-09-15,Maize,173.3333
2467,Kaffrine,2010-09-15,Millet,162.5
2468,Kaffrine,2010-09-15,Rice,274.1666666666667
2469,Kaffrine,2010-09-15,Sorghum,197.5
2470,Kaffrine,2010-10-15,Maize,115.66666666666667
2471,Kaffrine,2010-10-15,Millet,115.66666666666667
2472,Kaffrine,2010-10-15,Rice,359.1666666666667
2473,Kaffrine,2010-10-15,Sorghum,150.0
2474,Kaffrine,2010-11-15,Maize,120.0
2475,Kaffrine,2010-11-15,Millet,120.0
2476,Kaffrine,2010-11-15,Rice,300.0
2477,Kaffrine,2010-11-15,Sorghum,135.0
2478,Kaffrine,2010-12-15,Maize,135.0
2479,Kaffrine,2010-12-15,Millet,140.0
2480,Kaffrine,2010-12-15,Rice,300.0
2481,Kaffrine,2011-01-15,Maize,136.47436666666667
2482,Kaffrine,2011-01-15,Millet,141.15383333333332
2483,Kaffrine,2011-01-15,Rice,302.5641
2484,Kaffrine,2011-01-15,Sorghum,137.5
2485,Kaffrine,2011-02-15,Maize,144.30556666666666
2486,Kaffrine,2011-02-15,Millet,140.55556666666666
2487,Kaffrine,2011-02-15,Rice,300.0
2488,Kaffrine,2011-02-15,Sorghum,145.83335
2489,Kaffrine,2011-03-15,Maize,148.75
2490,Kaffrine,2011-03-15,Millet,157.5
2491,Kaffrine,2011-03-15,Rice,300.0
2492,Kaffrine,2011-03-15,Sorghum,160.0
2493,Kaffrine,2011-04-15,Maize,160.0
2494,Kaffrine,2011-04-15,Millet,160.0
2495,Kaffrine,2011-04-15,Rice,275.0
2496,Kaffrine,2011-04-15,Sorghum,150.0
2497,Kaffrine,2011-05-15,Maize,167.5
2498,Kaffrine,2011-05-15,Millet,167.5
2499,Kaffrine,2011-05-15,Rice,300.0
2500,Kaffrine,2011-05-15,Sorghum,156.25
2501,Kaffrine,2011-06-15,Maize,175.0
2502,Kaffrine,2011-06-15,Millet,171.25
2503,Kaffrine,2011-06-15,Rice,300.0
2504,Kaffrine,2011-06-15,Sorghum,160.0
2505,Kaffrine,2011-07-15,Maize,175.83333333333334
2506,Kaffrine,2011-07-15,Millet,170.83333333333334
2507,Kaffrine,2011-07-15,Rice,300.0
2508,Kaffrine,2011-07-15,Sorghum,160.0
2509,Kaffrine,2011-08-15,Maize,173.88888333333333
2510,Kaffrine,2011-08-15,Millet,171.66666666666666
2511,Kaffrine,2011-08-15,Rice,300.0
2512,Kaffrine,2011-08-15,Sorghum,157.5
2513,Kaffrine,2011-09-15,Maize,178.125
2514,Kaffrine,2011-09-15,Millet,176.875
2515,Kaffrine,2011-09-15,Rice,300.0
2516,Kaffrine,2011-09-15,Sorghum,170.625
2517,Kaffrine,2011-10-15,Maize,214.166675
2518,Kaffrine,2011-10-15,Millet,181.666675
2519,Kaffrine,2011-10-15,Rice,289.2857142857143
2520,Kaffrine,2011-10-15,Sorghum,192.083325
2521,Kaffrine,2011-11-15,Maize,200.83334
2522,Kaffrine,2011-11-15,Millet,175.416675
2523,Kaffrine,2011-11-15,Rice,289.2857142857143
2524,Kaffrine,2011-11-15,Sorghum,176.666675
2525,Kaffrine,2011-12-15,Maize,185.625
2526,Kaffrine,2011-12-15,Millet,185.0
2527,Kaffrine,2011-12-15,Rice,291.875
2528,Kaffrine,2011-12-15,Sorghum,180.9375
2529,Kaffrine,2012-01-15,Maize,205.83333333333334
2530,Kaffrine,2012-01-15,Millet,195.0
2531,Kaffrine,2012-01-15,Rice,312.76041250000003
2532,Kaffrine,2012-01-15,Sorghum,187.5
2533,Kaffrine,2012-02-15,Maize,205.0
2534,Kaffrine,2012-02-15,Millet,185.0
2535,Kaffrine,2012-02-15,Rice,336.5625
2536,Kaffrine,2012-02-15,Sorghum,186.458325
2537,Kaffrine,2012-03-15,Maize,210.0
2538,Kaffrine,2012-03-15,Millet,187.5
2539,Kaffrine,2012-03-15,Rice,500.0
2540,Kaffrine,2012-03-15,Sorghum,193.333325
2541,Kaffrine,2012-04-15,Maize,211.66666666666666
2542,Kaffrine,2012-04-15,Millet,185.0
2543,Kaffrine,2012-04-15,Rice,325.0
2544,Kaffrine,2012-04-15,Sorghum,195.0
2545,Kaffrine,2012-05-15,Maize,204.16666666666666
2546,Kaffrine,2012-05-15,Millet,175.20835
2547,Kaffrine,2012-05-15,Rice,304.6875
2548,Kaffrine,2012-05-15,Sorghum,185.3125
2549,Kaffrine,2012-06-15,Maize,243.33333333333334
2550,Kaffrine,2012-06-15,Millet,195.55556666666666
2551,Kaffrine,2012-06-15,Rice,378.3333333333333
2552,Kaffrine,2012-06-15,Sorghum,250.0
2553,Kaffrine,2012-07-15,Maize,242.1875
2554,Kaffrine,2012-07-15,Millet,206.875
2555,Kaffrine,2012-07-15,Rice,293.125
2556,Kaffrine,2012-07-15,Sorghum,250.0
2557,Kaffrine,2012-08-15,Maize,233.64585
2558,Kaffrine,2012-08-15,Millet,207.70835
2559,Kaffrine,2012-08-15,Rice,294.0625
2560,Kaffrine,2012-08-15,Sorghum,254.895825
2561,Kaffrine,2012-09-15,Maize,250.0
2562,Kaffrine,2012-09-15,Millet,210.0
2563,Kaffrine,2012-09-15,Rice,291.6666666666667
2564,Kaffrine,2012-09-15,Sorghum,250.0
2565,Kaffrine,2012-10-15,Maize,222.22223333333332
2566,Kaffrine,2012-10-15,Millet,190.55556666666666
2567,Kaffrine,2012-10-15,Rice,291.6666666666667
2568,Kaffrine,2012-10-15,Sorghum,233.33333333333334
2569,Kaffrine,2012-11-15,Maize,192.6389
2570,Kaffrine,2012-11-15,Millet,175.0
2571,Kaffrine,2012-11-15,Rice,291.6666666666667
2572,Kaffrine,2012-11-15,Sorghum,191.66666666666666
2573,Kaffrine,2012-12-15,Maize,168.8889
2574,Kaffrine,2012-12-15,Millet,186.1111
2575,Kaffrine,2012-12-15,Rice,292.77776666666665
2576,Kaffrine,2012-12-15,Sorghum,174.44443333333334
2577,Kaffrine,2013-01-15,Maize,175.0
2578,Kaffrine,2013-01-15,Millet,182.91666666666666
2579,Kaffrine,2013-01-15,Rice,294.5833333333333
2580,Kaffrine,2013-01-15,Sorghum,167.91666666666666
2581,Kaffrine,2013-02-15,Maize,175.0
2582,Kaffrine,2013-02-15,Millet,182.5
2583,Kaffrine,2013-02-15,Rice,292.5
2584,Kaffrine,2013-02-15,Sorghum,170.0
2585,Kaffrine,2013-03-15,Maize,175.0
2586,Kaffrine,2013-03-15,Millet,180.0
2587,Kaffrine,2013-03-15,Rice,297.5
2588,Kaffrine,2013-03-15,Sorghum,167.5
2589,Kaffrine,2013-04-15,Maize,175.0
2590,Kaffrine,2013-04-15,Millet,182.22223333333332
2591,Kaffrine,2013-04-15,Rice,295.97223333333335
2592,Kaffrine,2013-04-15,Sorghum,165.0
2593,Kaffrine,2013-05-15,Maize,180.83333333333334
2594,Kaffrine,2013-05-15,Millet,195.0
2595,Kaffrine,2013-05-15,Rice,293.3333333333333
2596,Kaffrine,2013-05-15,Sorghum,182.08333333333334
2597,Kaffrine,2013-06-15,Maize,185.0
2598,Kaffrine,2013-06-15,Millet,200.0
2599,Kaffrine,2013-06-15,Rice,270.0
2600,Kaffrine,2013-06-15,Sorghum,185.0
2601,Kaffrine,2013-07-15,Maize,175.0
2602,Kaffrine,2013-07-15,Millet,200.0
2603,Kaffrine,2013-07-15,Rice,270.0
2604,Kaffrine,2013-07-15,Sorghum,175.0
2605,Kaffrine,2013-08-15,Maize,178.75
2606,Kaffrine,2013-08-15,Millet,210.0
2607,Kaffrine,2013-08-15,Rice,270.0
2608,Kaffrine,2013-08-15,Sorghum,171.25
2609,Kaffrine,2013-09-15,Maize,191.66666666666666
2610,Kaffrine,2013-09-15,Millet,207.77779999999998
2611,Kaffrine,2013-09-15,Rice,280.0
2612,Kaffrine,2013-09-15,Sorghum,193.33333333333334
2613,Kaffrine,2013-10-15,Maize,175.0
2614,Kaffrine,2013-10-15,Millet,210.0
2615,Kaffrine,2013-10-15,Rice,270.0
2616,Kaffrine,2013-10-15,Sorghum,175.0
2617,Kaffrine,2013-11-15,Maize,195.0
2618,Kaffrine,2013-11-15,Millet,203.75
2619,Kaffrine,2013-11-15,Rice,270.0
2620,Kaffrine,2013-11-15,Sorghum,215.0
2621,Kaffrine,2013-12-15,Maize,140.0
2622,Kaffrine,2013-12-15,Millet,185.0
2623,Kaffrine,2013-12-15,Rice,270.0
2624,Kaffrine,2013-12-15,Sorghum,145.0
2625,Kaffrine,2014-01-15,Maize,155.0
2626,Kaffrine,2014-01-15,Millet,176.66666666666666
2627,Kaffrine,2014-01-15,Rice,270.0
2628,Kaffrine,2014-01-15,Sorghum,161.66666666666666
2629,Kaffrine,2014-02-15,Maize,155.0
2630,Kaffrine,2014-02-15,Millet,175.0
2631,Kaffrine,2014-02-15,Rice,270.0
2632,Kaffrine,2014-02-15,Sorghum,175.0
2633,Kaffrine,2014-03-15,Maize,166.66666666666666
2634,Kaffrine,2014-03-15,Millet,185.0
2635,Kaffrine,2014-03-15,Rice,270.0
2636,Kaffrine,2014-03-15,Sorghum,176.66666666666666
2637,Kaffrine,2014-04-15,Maize,165.83333333333334
2638,Kaffrine,2014-04-15,Millet,185.0
2639,Kaffrine,2014-04-15,Rice,270.0
2640,Kaffrine,2014-04-15,Sorghum,185.83333333333334
2641,Kaffrine,2014-05-15,Maize,180.0
2642,Kaffrine,2014-05-15,Millet,200.0
2643,Kaffrine,2014-05-15,Rice,270.0
2644,Kaffrine,2014-05-15,Sorghum,195.0
2645,Kaffrine,2014-06-15,Maize,157.5
2646,Kaffrine,2014-06-15,Millet,200.0
2647,Kaffrine,2014-06-15,Rice,326.6666666666667
2648,Kaffrine,2014-06-15,Sorghum,195.0
2649,Kaffrine,2014-07-15,Maize,153.33333333333334
2650,Kaffrine,2014-07-15,Millet,191.66666666666666
2651,Kaffrine,2014-07-15,Rice,270.0
2652,Kaffrine,2014-07-15,Sorghum,190.83333333333334
2653,Kaffrine,2014-08-15,Maize,176.94446666666667
2654,Kaffrine,2014-08-15,Millet,203.88886666666667
2655,Kaffrine,2014-08-15,Rice,270.0
2656,Kaffrine,2014-08-15,Sorghum,200.0
2657,Kaffrine,2014-09-15,Maize,172.16666666666666
2658,Kaffrine,2014-09-15,Millet,208.75
2659,Kaffrine,2014-09-15,Rice,270.0
2660,Kaffrine,2014-09-15,Sorghum,204.33333333333334
2661,Kaffrine,2014-10-15,Maize,175.83333333333334
2662,Kaffrine,2014-10-15,Millet,205.0
2663,Kaffrine,2014-10-15,Rice,270.0
2664,Kaffrine,2014-10-15,Sorghum,205.0
2665,Kaffrine,2014-11-15,Maize,177.08333333333334
2666,Kaffrine,2014-11-15,Millet,187.08333333333334
2667,Kaffrine,2014-11-15,Rice,270.0
2668,Kaffrine,2014-11-15,Sorghum,186.66666666666666
2669,Kaffrine,2014-12-15,Maize,160.27776666666668
2670,Kaffrine,2014-12-15,Millet,176.25
2671,Kaffrine,2014-12-15,Rice,270.0
2672,Kaffrine,2014-12-15,Sorghum,181.1111
2673,Kaffrine,2015-01-15,Maize,167.91666666666666
2674,Kaffrine,2015-01-15,Millet,213.75
2675,Kaffrine,2015-01-15,Rice,280.0
2676,Kaffrine,2015-01-15,Sorghum,216.66666666666666
2677,Kaffrine,2015-02-15,Maize,153.33333333333334
2678,Kaffrine,2015-02-15,Millet,157.5
2679,Kaffrine,2015-02-15,Rice,274.5833333333333
2680,Kaffrine,2015-02-15,Sorghum,175.41666666666666
2681,Kaffrine,2015-03-15,Maize,156.1111
2682,Kaffrine,2015-03-15,Millet,175.87300000000002
2683,Kaffrine,2015-03-15,Rice,278.73016666666666
2684,Kaffrine,2015-03-15,Sorghum,196.42856666666668
2685,Kaffrine,2015-04-15,Maize,163.33333333333334
2686,Kaffrine,2015-04-15,Millet,176.94446666666667
2687,Kaffrine,2015-04-15,Rice,300.0
2688,Kaffrine,2015-04-15,Sorghum,197.22220000000002
2689,Kaffrine,2015-05-15,Maize,160.66666666666666
2690,Kaffrine,2015-05-15,Millet,174.66666666666666
2691,Kaffrine,2015-05-15,Rice,300.0
2692,Kaffrine,2015-05-15,Sorghum,182.5
2693,Kaffrine,2015-06-15,Maize,155.0
2694,Kaffrine,2015-06-15,Millet,159.16666666666666
2695,Kaffrine,2015-06-15,Rice,277.77776666666665
2696,Kaffrine,2015-06-15,Sorghum,180.0
2697,Kaffrine,2015-07-15,Maize,191.5
2698,Kaffrine,2015-07-15,Millet,178.66666666666666
2699,Kaffrine,2015-07-15,Rice,275.0
2700,Kaffrine,2015-07-15,Sorghum,208.33333333333334
2701,Kaffrine,2015-08-15,Maize,166.66666666666666
2702,Kaffrine,2015-08-15,Millet,171.66666666666666
2703,Kaffrine,2015-08-15,Rice,275.0
2704,Kaffrine,2015-08-15,Sorghum,186.0
2705,Kaffrine,2015-09-15,Maize,155.0
2706,Kaffrine,2015-09-15,Millet,150.0
2707,Kaffrine,2015-09-15,Rice,287.5
2708,Kaffrine,2015-09-15,Sorghum,200.0
2709,Kaffrine,2015-12-15,Maize,160.33333333333334
2710,Kaffrine,2015-12-15,Millet,142.66666666666666
2711,Kaffrine,2015-12-15,Rice,275.0
2712,Kaffrine,2015-12-15,Sorghum,171.0
2713,Kaffrine,2016-01-15,Maize,156.0
2714,Kaffrine,2016-01-15,Millet,140.66666666666666
2715,Kaffrine,2016-01-15,Rice,275.0
2716,Kaffrine,2016-01-15,Sorghum,166.66666666666666
2717,Kaffrine,2016-02-15,Maize,160.66666666666666
2718,Kaffrine,2016-02-15,Millet,141.66666666666666
2719,Kaffrine,2016-02-15,Rice,286.1666666666667
2720,Kaffrine,2016-02-15,Sorghum,171.0
2721,Kaffrine,2016-03-15,Maize,159.66666666666666
2722,Kaffrine,2016-03-15,Millet,145.0
2723,Kaffrine,2016-03-15,Rice,281.0
2724,Kaffrine,2016-03-15,Sorghum,185.33333333333334
2725,Kaffrine,2016-04-15,Maize,167.66666666666666
2726,Kaffrine,2016-04-15,Millet,149.33333333333334
2727,Kaffrine,2016-04-15,Rice,260.0
2728,Kaffrine,2016-04-15,Sorghum,184.0
2729,Kaffrine,2016-05-15,Maize,173.66666666666666
2730,Kaffrine,2016-05-15,Millet,154.33333333333334
2731,Kaffrine,2016-05-15,Rice,262.0
2732,Kaffrine,2016-05-15,Sorghum,199.66666666666666
2733,Kaffrine,2016-06-15,Maize,165.0
2734,Kaffrine,2016-06-15,Millet,152.5
2735,Kaffrine,2016-06-15,Rice,275.0
2736,Kaffrine,2016-06-15,Sorghum,195.0
2737,Kaffrine,2016-07-15,Maize,180.33333333333334
2738,Kaffrine,2016-07-15,Millet,167.58333333333334
2739,Kaffrine,2016-07-15,Rice,270.0
2740,Kaffrine,2016-07-15,Sorghum,201.75
2741,Kaffrine,2016-08-15,Maize,198.66666666666666
2742,Kaffrine,2016-08-15,Millet,175.0
2743,Kaffrine,2016-08-15,Rice,270.0
2744,Kaffrine,2016-08-15,Sorghum,197.33333333333334
2745,Kaffrine,2016-09-15,Maize,203.0
2746,Kaffrine,2016-09-15,Millet,176.66666666666666
2747,Kaffrine,2016-09-15,Rice,270.0
2748,Kaffrine,2016-09-15,Sorghum,193.66666666666666
2749,Kaffrine,2016-10-15,Maize,250.0
2750,Kaffrine,2016-10-15,Millet,213.5
2751,Kaffrine,2016-10-15,Rice,270.0
2752,Kaffrine,2016-10-15,Sorghum,200.0
2753,Kaffrine,2016-11-15,Maize,250.0
2754,Kaffrine,2016-11-15,Millet,215.33333333333334
2755,Kaffrine,2016-11-15,Rice,270.0
2756,Kaffrine,2016-11-15,Sorghum,201.0
2757,Kaffrine,2016-12-15,Maize,203.66666666666666
2758,Kaffrine,2016-12-15,Millet,202.33333333333334
2759,Kaffrine,2016-12-15,Rice,270.0
2760,Kaffrine,2016-12-15,Sorghum,203.33333333333334
2761,Kaffrine,2017-01-15,Maize,225.0
2762,Kaffrine,2017-01-15,Millet,206.33333333333334
2763,Kaffrine,2017-01-15,Rice,285.0
2764,Kaffrine,2017-01-15,Sorghum,216.33333333333334
2765,Kaffrine,2017-02-15,Maize,183.66666666666666
2766,Kaffrine,2017-02-15,Millet,186.66666666666666
2767,Kaffrine,2017-02-15,Rice,300.0
2768,Kaffrine,2017-02-15,Sorghum,192.5
2769,Kaffrine,2017-03-15,Maize,179.33333333333334
2770,Kaffrine,2017-03-15,Millet,183.33333333333334
2771,Kaffrine,2017-03-15,Rice,300.0
2772,Kaffrine,2017-03-15,Sorghum,191.66666666666666
2773,Kaffrine,2017-04-15,Maize,185.0
2774,Kaffrine,2017-04-15,Millet,186.66666666666666
2775,Kaffrine,2017-04-15,Rice,300.0
2776,Kaffrine,2017-05-15,Maize,183.0
2777,Kaffrine,2017-05-15,Millet,193.66666666666666
2778,Kaffrine,2017-05-15,Rice,300.0
2779,Kaffrine,2017-06-15,Maize,201.33333333333334
2780,Kaffrine,2017-06-15,Millet,200.0
2781,Kaffrine,2017-06-15,Rice,300.0
2782,Kaffrine,2017-07-15,Maize,205.33333333333334
2783,Kaffrine,2017-07-15,Millet,210.0
2784,Kaffrine,2017-07-15,Rice,300.0
2785,Kaffrine,2017-08-15,Maize,200.0
2786,Kaffrine,2017-08-15,Millet,220.0
2787,Kaffrine,2017-08-15,Rice,300.0
2788,Kaffrine,2017-09-15,Maize,213.33333333333334
2789,Kaffrine,2017-09-15,Millet,232.0
2790,Kaffrine,2017-09-15,Rice,300.0
2791,Kaffrine,2017-10-15,Maize,200.0
2792,Kaffrine,2017-10-15,Millet,250.0
2793,Kaffrine,2017-10-15,Rice,225.0
2794,Kaffrine,2017-11-15,Maize,130.0
2795,Kaffrine,2017-11-15,Millet,165.0
2796,Kaffrine,2017-11-15,Rice,300.0
2797,Kaffrine,2017-12-15,Maize,141.33333333333334
2798,Kaffrine,2017-12-15,Millet,161.66666666666666
2799,Kaffrine,2017-12-15,Rice,325.0
2800,Kaffrine,2018-01-15,Maize,148.33333333333334
2801,Kaffrine,2018-01-15,Millet,159.0
2802,Kaffrine,2018-01-15,Rice,315.0
2803,Kaffrine,2018-02-15,Maize,150.0
2804,Kaffrine,2018-02-15,Millet,160.0
2805,Kaffrine,2018-02-15,Rice,300.0
2806,Kaffrine,2018-03-15,Maize,150.0
2807,Kaffrine,2018-03-15,Millet,150.0
2808,Kaffrine,2018-03-15,Rice,300.0
2809,Kaffrine,2018-03-15,Sorghum,175.0
2810,Kaffrine,2018-04-15,Maize,168.0
2811,Kaffrine,2018-04-15,Millet,147.66666666666666
2812,Kaffrine,2018-04-15,Rice,300.0
2813,Kaffrine,2018-04-15,Sorghum,208.66666666666666
2814,Kaffrine,2018-05-15,Maize,155.0
2815,Kaffrine,2018-05-15,Millet,153.66666666666666
2816,Kaffrine,2018-05-15,Rice,300.0
2817,Kaffrine,2018-05-15,Sorghum,225.0
2818,Kaffrine,2018-06-15,Maize,167.0
2819,Kaffrine,2018-06-15,Millet,167.0
2820,Kaffrine,2018-06-15,Rice,300.0
2821,Kaffrine,2018-06-15,Sorghum,250.0
2822,Kaffrine,2018-07-15,Maize,188.0
2823,Kaffrine,2018-07-15,Millet,175.33333333333334
2824,Kaffrine,2018-07-15,Rice,300.0
2825,Kaffrine,2018-07-15,Sorghum,288.6666666666667
2826,Kaffrine,2018-08-15,Maize,167.66666666666666
2827,Kaffrine,2018-08-15,Millet,167.66666666666666
2828,Kaffrine,2018-08-15,Rice,300.0
2829,Kaffrine,2018-08-15,Sorghum,300.0
2830,Kaffrine,2018-09-15,Maize,190.0
2831,Kaffrine,2018-09-15,Millet,188.33333333333334
2832,Kaffrine,2018-09-15,Rice,300.0
2833,Kaffrine,2018-11-15,Maize,154.33333333333334
2834,Kaffrine,2018-11-15,Millet,160.0
2835,Kaffrine,2018-11-15,Rice,300.0
2836,Kaffrine,2018-11-15,Sorghum,215.0
2837,Kaffrine,2018-12-15,Maize,150.0
2838,Kaffrine,2018-12-15,Millet,158.33333333333334
2839,Kaffrine,2018-12-15,Rice,300.0
2840,Kaffrine,2018-12-15,Sorghum,210.0
2841,Kaffrine,2019-01-15,Maize,168.33333333333334
2842,Kaffrine,2019-01-15,Millet,165.0
2843,Kaffrine,2019-01-15,Rice,300.0
2844,Kaffrine,2019-01-15,Sorghum,198.33333333333334
2845,Kaffrine,2019-02-15,Maize,163.33333333333334
2846,Kaffrine,2019-02-15,Millet,165.0
2847,Kaffrine,2019-02-15,Rice,300.0
2848,Kaffrine,2019-02-15,Sorghum,198.33333333333334
2849,Kaffrine,2019-03-15,Maize,172.0
2850,Kaffrine,2019-03-15,Millet,179.33333333333334
2851,Kaffrine,2019-03-15,Rice,300.0
2852,Kaffrine,2019-03-15,Sorghum,225.0
2853,Kaffrine,2019-04-15,Maize,174.66666666666666
2854,Kaffrine,2019-04-15,Millet,183.0
2855,Kaffrine,2019-04-15,Rice,300.0
2856,Kaffrine,2019-05-15,Maize,172.0
2857,Kaffrine,2019-05-15,Millet,187.66666666666666
2858,Kaffrine,2019-05-15,Rice,300.0
2859,Kaffrine,2019-06-15,Maize,170.0
2860,Kaffrine,2019-06-15,Millet,195.0
2861,Kaffrine,2019-06-15,Rice,300.0
2862,Kaffrine,2019-07-15,Maize,175.0
2863,Kaffrine,2019-07-15,Millet,190.0
2864,Kaffrine,2019-07-15,Rice,300.0
2865,Kaffrine,2019-08-15,Maize,177.66666666666666
2866,Kaffrine,2019-08-15,Millet,211.66666666666666
2867,Kaffrine,2019-08-15,Rice,300.0
2868,Kaffrine,2019-09-15,Maize,217.66666666666666
2869,Kaffrine,2019-09-15,Millet,246.0
2870,Kaffrine,2019-09-15,Rice,300.0
2871,Kaffrine,2019-10-15,Maize,208.33333333333334
2872,Kaffrine,2019-10-15,Millet,200.0
2873,Kaffrine,2019-10-15,Rice,300.0
2874,Kaffrine,2019-11-15,Maize,200.83333333333334
2875,Kaffrine,2019-11-15,Millet,195.0
2876,Kaffrine,2019-11-15,Rice,300.0
2877,Kaffrine,2019-12-15,Maize,193.33333333333334
2878,Kaffrine,2019-12-15,Millet,200.41666666666666
2879,Kaffrine,2019-12-15,Rice,300.0
2880,Kaffrine,2020-01-15,Maize,225.0
2881,Kaffrine,2020-01-15,Millet,250.0
2882,Kaffrine,2020-01-15,Rice,315.0
2883,Kaffrine,2020-02-15,Maize,200.0
2884,Kaffrine,2020-02-15,Millet,216.66666666666666
2885,Kaffrine,2020-02-15,Rice,315.0
2886,Kaffrine,2020-03-15,Maize,225.0
2887,Kaffrine,2020-03-15,Millet,250.0
2888,Kaffrine,2020-03-15,Rice,310.0
2890,Kaffrine,2020-04-15,Groundnuts,490.8333333333333
2891,Kaffrine,2020-04-15,Maize,188.78786666666667
2892,Kaffrine,2020-04-15,Millet,202.92926666666668
2893,Kaffrine,2020-04-15,Rice,366.52775
2894,Kaffrine,2020-04-15,Sorghum,225.0
2896,Kaffrine,2020-05-15,Maize,225.0
2897,Kaffrine,2020-05-15,Millet,225.0
2898,Kaffrine,2020-05-15,Rice,400.0
2900,Kaffrine,2020-06-15,Maize,203.125
2901,Kaffrine,2020-06-15,Millet,250.0
2902,Kaffrine,2020-06-15,Rice,400.9375
2904,Kaffrine,2020-07-15,Maize,187.5
2905,Kaffrine,2020-07-15,Millet,250.0
2906,Kaffrine,2020-07-15,Rice,400.0
2908,Kaffrine,2020-08-15,Maize,205.0
2909,Kaffrine,2020-08-15,Millet,266.6666666666667
2910,Kaffrine,2020-08-15,Rice,407.5
2912,Kaffrine,2020-09-15,Maize,217.0
2913,Kaffrine,2020-09-15,Millet,280.0
2914,Kaffrine,2020-09-15,Rice,412.5
2916,Kaffrine,2020-10-15,Maize,231.94443333333334
2917,Kaffrine,2020-10-15,Millet,280.55553333333336
2918,Kaffrine,2020-10-15,Rice,395.8333333333333
2920,Kaffrine,2020-11-15,Maize,202.77776666666668
2921,Kaffrine,2020-11-15,Millet,215.27776666666668
2922,Kaffrine,2020-11-15,Rice,395.8333333333333
2923,Kaolack,2007-01-15,Maize,138.33335
2924,Kaolack,2007-01-15,Millet,122.2222
2925,Kaolack,2007-01-15,Rice,227.91666666666666
2926,Kaolack,2007-01-15,Sorghum,135.20835
2927,Kaolack,2007-02-15,Maize,145.41666666666666
2928,Kaolack,2007-02-15,Millet,125.0
2929,Kaolack,2007-02-15,Rice,231.66666666666666
2930,Kaolack,2007-02-15,Sorghum,140.0
2931,Kaolack,2007-03-15,Maize,153.6111
2932,Kaolack,2007-03-15,Millet,133.33333333333334
2933,Kaolack,2007-03-15,Rice,232.63886666666667
2934,Kaolack,2007-03-15,Sorghum,154.72223333333332
2935,Kaolack,2007-04-15,Maize,146.1111
2936,Kaolack,2007-04-15,Millet,140.0
2937,Kaolack,2007-04-15,Rice,252.08333333333334
2938,Kaolack,2007-04-15,Sorghum,158.19443333333334
2939,Kaolack,2007-05-15,Maize,151.66666666666666
2940,Kaolack,2007-05-15,Millet,147.5
2941,Kaolack,2007-05-15,Rice,272.22223333333335
2942,Kaolack,2007-05-15,Sorghum,170.97223333333332
2943,Kaolack,2007-06-15,Maize,158.16666666666666
2944,Kaolack,2007-06-15,Millet,147.58333333333334
2945,Kaolack,2007-06-15,Rice,260.8333333333333
2946,Kaolack,2007-06-15,Sorghum,164.8611
2947,Kaolack,2007-07-15,Maize,163.58333333333334
2948,Kaolack,2007-07-15,Millet,160.08333333333334
2949,Kaolack,2007-07-15,Rice,240.41666666666666
2950,Kaolack,2007-07-15,Sorghum,174.66666666666666
2951,Kaolack,2007-08-15,Maize,170.625
2952,Kaolack,2007-08-15,Millet,184.41666666666666
2953,Kaolack,2007-08-15,Rice,240.66666666666666
2954,Kaolack,2007-08-15,Sorghum,185.8611
2955,Kaolack,2007-09-15,Maize,163.333325
2956,Kaolack,2007-09-15,Millet,177.77776666666668
2957,Kaolack,2007-09-15,Rice,241.66666666666666
2958,Kaolack,2007-09-15,Sorghum,180.83333333333334
2959,Kaolack,2007-10-15,Maize,140.41666666666666
2960,Kaolack,2007-10-15,Millet,146.66666666666666
2961,Kaolack,2007-10-15,Rice,254.44443333333334
