,adm1_name,datetime,variable,value
298,Dakar,2006-07-15,Maize,150.0
299,Dakar,2006-07-15,Millet,153.0
300,Dakar,2006-07-15,Rice,225.0
301,Dakar,2006-07-15,Sorghum,175.0
302,Dakar,2006-08-15,Maize,150.0
303,Dakar,2006-08-15,Millet,173.0
304,Dakar,2006-08-15,Rice,225.0
305,Dakar,2006-08-15,Sorghum,185.8824
306,Dakar,2006-09-15,Maize,150.0
307,Dakar,2006-09-15,Millet,171.0
308,Dakar,2006-09-15,Rice,225.0
309,Dakar,2006-09-15,Sorghum,198.125
310,Dakar,2006-10-15,Maize,150.0
311,Dakar,2006-10-15,Millet,152.0
312,Dakar,2006-10-15,Rice,225.0
313,Dakar,2006-10-15,Sorghum,200.0
314,Dakar,2006-11-15,Maize,150.0
315,Dakar,2006-11-15,Millet,172.0
316,Dakar,2006-11-15,Rice,225.0
317,Dakar,2006-11-15,Sorghum,194.0
318,Dakar,2006-12-15,Maize,179.0
319,Dakar,2006-12-15,Millet,172.0
320,Dakar,2006-12-15,Rice,225.0
321,Dakar,2006-12-15,Sorghum,185.0
322,Dakar,2007-01-15,Maize,189.5833375
323,Dakar,2007-01-15,Millet,183.35
324,Dakar,2007-01-15,Rice,226.65
325,Dakar,2007-01-15,Sorghum,183.0
326,Dakar,2007-02-15,Maize,188.33332857142858
327,Dakar,2007-02-15,Millet,187.6
328,Dakar,2007-02-15,Rice,230.95
329,Dakar,2007-02-15,Sorghum,179.75
330,Dakar,2007-03-15,Maize,196.42857142857142
331,Dakar,2007-03-15,Millet,190.7
332,Dakar,2007-03-15,Rice,246.9
333,Dakar,2007-03-15,Sorghum,192.375
334,Dakar,2007-04-15,Maize,197.91666666666666
335,Dakar,2007-04-15,Millet,193.8
336,Dakar,2007-04-15,Rice,250.0
337,Dakar,2007-04-15,Sorghum,200.0
338,Dakar,2007-05-15,Maize,194.04761666666664
339,Dakar,2007-05-15,Millet,197.25714
340,Dakar,2007-05-15,Rice,250.0
341,Dakar,2007-05-15,Sorghum,185.0
342,Dakar,2007-06-15,Maize,196.25
343,Dakar,2007-06-15,Millet,186.2
344,Dakar,2007-06-15,Rice,250.0
345,Dakar,2007-06-15,Sorghum,180.0
346,Dakar,2007-07-15,Maize,190.625
347,Dakar,2007-07-15,Millet,196.9
348,Dakar,2007-07-15,Rice,231.2
349,Dakar,2007-07-15,Sorghum,200.0
350,Dakar,2007-08-15,Maize,193.75
351,Dakar,2007-08-15,Millet,223.15
352,Dakar,2007-08-15,Rice,219.75
353,Dakar,2007-08-15,Sorghum,204.0
354,Dakar,2007-09-15,Maize,192.02381428571428
355,Dakar,2007-09-15,Millet,228.35
356,Dakar,2007-09-15,Rice,232.15
357,Dakar,2007-09-15,Sorghum,206.6
358,Dakar,2007-10-15,Maize,187.1875
359,Dakar,2007-10-15,Millet,225.7
360,Dakar,2007-10-15,Rice,247.85
361,Dakar,2007-10-15,Sorghum,235.2
362,Dakar,2007-11-15,Maize,196.16666
363,Dakar,2007-11-15,Millet,225.25
364,Dakar,2007-11-15,Rice,251.65
365,Dakar,2007-11-15,Sorghum,201.041675
366,Dakar,2007-12-15,Maize,207.8125
367,Dakar,2007-12-15,Millet,213.1
368,Dakar,2007-12-15,Rice,250.0
369,Dakar,2007-12-15,Sorghum,207.25
370,Dakar,2008-01-15,Maize,211.30952857142856
371,Dakar,2008-01-15,Millet,235.13334
372,Dakar,2008-01-15,Rice,275.30555555555554
373,Dakar,2008-01-15,Sorghum,205.6
374,Dakar,2008-02-15,Maize,196.25
375,Dakar,2008-02-15,Millet,218.8
376,Dakar,2008-02-15,Rice,287.6
377,Dakar,2008-02-15,Sorghum,212.75
378,Dakar,2008-03-15,Maize,220.0
379,Dakar,2008-03-15,Millet,231.2
380,Dakar,2008-03-15,Rice,281.2
381,Dakar,2008-03-15,Sorghum,212.75
382,Dakar,2008-04-15,Maize,218.75
383,Dakar,2008-04-15,Millet,231.2
384,Dakar,2008-04-15,Rice,300.0
385,Dakar,2008-04-15,Sorghum,212.75
386,Dakar,2008-05-15,Maize,225.83334
387,Dakar,2008-05-15,Millet,232.93332
388,Dakar,2008-05-15,Rice,300.0
389,Dakar,2008-05-15,Sorghum,231.0
390,Dakar,2008-06-15,Maize,236.875
391,Dakar,2008-06-15,Millet,242.15
392,Dakar,2008-06-15,Rice,308.5
393,Dakar,2008-06-15,Sorghum,228.75
394,Dakar,2008-07-15,Maize,226.5625
395,Dakar,2008-07-15,Millet,241.9
396,Dakar,2008-07-15,Rice,467.15
397,Dakar,2008-07-15,Sorghum,225.0
398,Dakar,2008-08-15,Maize,218.75
399,Dakar,2008-08-15,Millet,244.3
400,Dakar,2008-08-15,Rice,415.25
401,Dakar,2008-08-15,Sorghum,225.0
402,Dakar,2008-09-15,Maize,217.1875
403,Dakar,2008-09-15,Millet,257.85
404,Dakar,2008-09-15,Rice,468.8
405,Dakar,2008-09-15,Sorghum,200.0
406,Dakar,2008-10-15,Maize,214.583325
407,Dakar,2008-10-15,Millet,258.26668
408,Dakar,2008-10-15,Rice,460.33333999999996
409,Dakar,2008-10-15,Sorghum,208.5
410,Dakar,2008-11-15,Maize,197.91666666666666
411,Dakar,2008-11-15,Millet,211.9
412,Dakar,2008-11-15,Rice,456.2
413,Dakar,2008-11-15,Sorghum,214.0
414,Dakar,2008-12-15,Maize,201.1904857142857
415,Dakar,2008-12-15,Millet,210.86666
416,Dakar,2008-12-15,Rice,453.3
417,Dakar,2008-12-15,Sorghum,193.333325
418,Dakar,2009-01-15,Maize,193.33333333333334
419,Dakar,2009-01-15,Millet,225.0
420,Dakar,2009-01-15,Rice,450.0
421,Dakar,2009-01-15,Sorghum,200.0
422,Dakar,2009-02-15,Millet,225.0
423,Dakar,2009-02-15,Rice,427.0
424,Dakar,2009-02-15,Sorghum,200.0
425,Dakar,2009-03-15,Maize,211.5104125
426,Dakar,2009-03-15,Millet,215.35
427,Dakar,2009-03-15,Rice,403.35
428,Dakar,2009-03-15,Sorghum,204.625
429,Dakar,2009-04-15,Maize,210.0
430,Dakar,2009-04-15,Millet,207.6
431,Dakar,2009-04-15,Rice,370.3125
432,Dakar,2009-04-15,Sorghum,200.0
433,Dakar,2009-05-15,Maize,205.71428571428572
434,Dakar,2009-05-15,Millet,214.75
435,Dakar,2009-05-15,Rice,302.0416666666667
436,Dakar,2009-05-15,Sorghum,200.0
437,Dakar,2009-06-15,Maize,198.75
438,Dakar,2009-06-15,Millet,212.6
439,Dakar,2009-06-15,Rice,307.2083333333333
440,Dakar,2009-06-15,Sorghum,208.0
441,Dakar,2009-07-15,Maize,204.0416625
442,Dakar,2009-07-15,Millet,227.8
443,Dakar,2009-07-15,Rice,308.6666666666667
444,Dakar,2009-07-15,Sorghum,214.833325
445,Dakar,2009-08-15,Maize,202.0625
446,Dakar,2009-08-15,Millet,267.85
447,Dakar,2009-08-15,Rice,288.65
448,Dakar,2009-08-15,Sorghum,208.0
449,Dakar,2009-09-15,Maize,202.0625
450,Dakar,2009-09-15,Millet,246.9
451,Dakar,2009-09-15,Rice,290.45
452,Dakar,2009-09-15,Sorghum,200.0
453,Dakar,2009-10-15,Maize,200.0
454,Dakar,2009-10-15,Millet,212.6
455,Dakar,2009-10-15,Rice,273.4
456,Dakar,2009-10-15,Sorghum,203.0
457,Dakar,2009-11-15,Maize,196.875
458,Dakar,2009-11-15,Millet,217.15
459,Dakar,2009-11-15,Rice,271.7
460,Dakar,2009-11-15,Sorghum,206.2
461,Dakar,2009-12-15,Maize,200.71428571428572
462,Dakar,2009-12-15,Millet,197.0
463,Dakar,2009-12-15,Rice,297.9375
464,Dakar,2009-12-15,Sorghum,221.0
465,Dakar,2010-01-15,Maize,225.0
466,Dakar,2010-01-15,Millet,206.25
467,Dakar,2010-01-15,Rice,295.3125
468,Dakar,2010-01-15,Sorghum,227.6
469,Dakar,2010-02-15,Maize,192.85714285714286
470,Dakar,2010-02-15,Millet,195.0
471,Dakar,2010-02-15,Rice,296.666675
472,Dakar,2010-02-15,Sorghum,200.0
473,Dakar,2010-03-15,Maize,191.11111111111111
474,Dakar,2010-03-15,Millet,199.16667999999999
475,Dakar,2010-03-15,Rice,298.33334
476,Dakar,2010-03-15,Sorghum,193.8
477,Dakar,2010-04-15,Maize,192.9321
478,Dakar,2010-04-15,Millet,201.25
479,Dakar,2010-04-15,Rice,296.666675
480,Dakar,2010-04-15,Sorghum,211.333325
481,Dakar,2010-05-15,Maize,191.0
482,Dakar,2010-05-15,Millet,201.25
483,Dakar,2010-05-15,Rice,296.666675
484,Dakar,2010-05-15,Sorghum,175.0
485,Dakar,2010-06-15,Maize,187.5
486,Dakar,2010-06-15,Millet,201.26666
487,Dakar,2010-06-15,Rice,298.83334
488,Dakar,2010-06-15,Sorghum,175.0
489,Dakar,2010-07-15,Maize,184.79166666666666
490,Dakar,2010-07-15,Millet,197.8125
491,Dakar,2010-07-15,Rice,298.33334
492,Dakar,2010-07-15,Sorghum,175.0
493,Dakar,2010-08-15,Maize,182.5
494,Dakar,2010-08-15,Millet,196.25
495,Dakar,2010-08-15,Rice,299.33334
496,Dakar,2010-08-15,Sorghum,187.5
497,Dakar,2010-09-15,Maize,190.4241125
498,Dakar,2010-09-15,Millet,200.3125
499,Dakar,2010-09-15,Rice,292.27563333333336
500,Dakar,2010-09-15,Sorghum,200.0
501,Dakar,2010-10-15,Maize,196.60714285714286
502,Dakar,2010-10-15,Millet,183.4375
503,Dakar,2010-10-15,Rice,299.33334
504,Dakar,2010-10-15,Sorghum,200.0
505,Dakar,2010-11-15,Maize,199.28571428571428
506,Dakar,2010-11-15,Millet,181.25
507,Dakar,2010-11-15,Rice,296.666675
508,Dakar,2010-11-15,Sorghum,188.0
509,Dakar,2010-12-15,Maize,203.19445000000002
510,Dakar,2010-12-15,Millet,179.16667999999999
511,Dakar,2010-12-15,Rice,300.37038333333334
512,Dakar,2010-12-15,Sorghum,200.0
513,Dakar,2011-01-15,Maize,196.04166666666666
514,Dakar,2011-01-15,Millet,178.75
515,Dakar,2011-01-15,Rice,296.666675
516,Dakar,2011-01-15,Sorghum,200.0
517,Dakar,2011-02-15,Maize,189.16666666666666
518,Dakar,2011-02-15,Millet,182.5
519,Dakar,2011-02-15,Rice,309.77778333333333
520,Dakar,2011-02-15,Sorghum,200.0
521,Dakar,2011-03-15,Maize,190.83333333333334
522,Dakar,2011-03-15,Millet,182.15
523,Dakar,2011-03-15,Rice,317.1666666666667
524,Dakar,2011-03-15,Sorghum,187.0
525,Dakar,2011-04-15,Maize,193.21428571428572
526,Dakar,2011-04-15,Millet,183.1
527,Dakar,2011-04-15,Rice,295.625
528,Dakar,2011-04-15,Sorghum,192.1
529,Dakar,2011-05-15,Maize,195.0
530,Dakar,2011-05-15,Millet,188.0
531,Dakar,2011-05-15,Rice,331.0
532,Dakar,2011-05-15,Sorghum,187.75
533,Dakar,2011-06-15,Maize,194.64285714285714
534,Dakar,2011-06-15,Millet,226.2
535,Dakar,2011-06-15,Rice,321.2
536,Dakar,2011-06-15,Sorghum,216.2
537,Dakar,2011-07-15,Maize,215.0
538,Dakar,2011-07-15,Millet,200.0
539,Dakar,2011-07-15,Rice,350.0
540,Dakar,2011-07-15,Sorghum,225.0
541,Dakar,2011-08-15,Maize,216.66666666666666
542,Dakar,2011-08-15,Millet,220.0
543,Dakar,2011-08-15,Rice,322.0
544,Dakar,2011-08-15,Sorghum,225.0
545,Dakar,2011-09-15,Maize,212.5
546,Dakar,2011-09-15,Millet,220.0
547,Dakar,2011-09-15,Rice,316.8
548,Dakar,2011-09-15,Sorghum,225.0
549,Dakar,2011-10-15,Maize,212.5
550,Dakar,2011-10-15,Millet,221.2
551,Dakar,2011-10-15,Rice,317.2
552,Dakar,2011-10-15,Sorghum,222.91666666666666
553,Dakar,2011-11-15,Millet,221.0
554,Dakar,2011-11-15,Rice,346.0
555,Dakar,2011-11-15,Sorghum,225.0
556,Dakar,2011-12-15,Maize,225.0
557,Dakar,2011-12-15,Millet,248.6
558,Dakar,2011-12-15,Rice,316.5
559,Dakar,2011-12-15,Sorghum,225.0
560,Dakar,2012-01-15,Maize,225.0
561,Dakar,2012-01-15,Millet,241.2
562,Dakar,2012-01-15,Rice,328.8333333333333
563,Dakar,2012-02-15,Maize,223.33333333333334
564,Dakar,2012-02-15,Millet,256.2
565,Dakar,2012-02-15,Rice,331.2857142857143
566,Dakar,2012-02-15,Sorghum,232.5
567,Dakar,2012-03-15,Maize,216.25
568,Dakar,2012-03-15,Millet,233.8
569,Dakar,2012-03-15,Rice,365.0
570,Dakar,2012-03-15,Sorghum,205.0
571,Dakar,2012-04-15,Maize,225.0
572,Dakar,2012-04-15,Millet,231.16666666666666
573,Dakar,2012-04-15,Rice,368.8333333333333
574,Dakar,2012-04-15,Sorghum,225.0
575,Dakar,2012-05-15,Maize,207.20238571428573
576,Dakar,2012-05-15,Millet,226.08890000000002
577,Dakar,2012-05-15,Rice,342.55555
578,Dakar,2012-05-15,Sorghum,201.75
579,Dakar,2012-06-15,Maize,229.16666666666666
580,Dakar,2012-06-15,Millet,248.1
581,Dakar,2012-06-15,Rice,344.6875
582,Dakar,2012-06-15,Sorghum,233.33333333333334
583,Dakar,2012-07-15,Maize,238.33333333333334
584,Dakar,2012-07-15,Millet,250.0
585,Dakar,2012-07-15,Rice,333.0
586,Dakar,2012-07-15,Sorghum,287.5
587,Dakar,2012-08-15,Maize,250.55556666666666
588,Dakar,2012-08-15,Millet,252.6
589,Dakar,2012-08-15,Rice,333.0
590,Dakar,2012-08-15,Sorghum,283.3333333333333
591,Dakar,2012-09-15,Maize,238.33333333333334
592,Dakar,2012-09-15,Millet,252.6
593,Dakar,2012-09-15,Rice,327.0
594,Dakar,2012-09-15,Sorghum,285.0
595,Dakar,2012-10-15,Maize,245.0
596,Dakar,2012-10-15,Millet,252.6
597,Dakar,2012-10-15,Rice,319.26666
598,Dakar,2012-10-15,Sorghum,278.75
599,Dakar,2012-11-15,Maize,257.1875
600,Dakar,2012-11-15,Millet,259.7
601,Dakar,2012-11-15,Rice,309.9
602,Dakar,2012-11-15,Sorghum,250.0
603,Dakar,2012-12-15,Maize,243.4375
604,Dakar,2012-12-15,Millet,215.0
605,Dakar,2012-12-15,Rice,264.2
606,Dakar,2012-12-15,Sorghum,240.0
