Location,1976,1988,2002,2013
Dakar,96.3,96.5,97.2,96.4
Diourbel,21.0,21.5,15.9,16.1
Fatick,9.0,10.6,12.7,16.1
Kaffrine,,,,15.8
Kaolack,20.7,23.0,23.3,35.5
Kédougou,,,,25.7
Kolda,8.4,10.6,13.5,26.0
Louga,11.5,14.9,18.4,22.0
Matam,,,13.7,22.1
Saint-Louis,23.4,27.1,36.7,45.7
Sédhiou,,,,20.0
Tambacounda,13.9,15.7,16.9,23.9
Thies,29.0,34.0,42.7,49.0
Ziguinchor,29.7,33.7,46.9,46.0
