adm1_name,adm2_name,datetime,population,phase_class,phase1,phase2,phase3,phase4,phase5,phase35
Diourbel,Bambey,2019-01-01,360380.0,1.0,302719.0,54057.0,3604.0,0.0,0.0,3604.0
Diourbel,Mbacke,2019-01-01,1118849.0,1.0,962210.0,156639.0,0.0,0.0,0.0,0.0
Fatick,Foundiougne,2019-01-01,340444.0,1.0,302995.0,37449.0,0.0,0.0,0.0,0.0
Ziguinchor,Bignona,2020-01-01,314549.0,1.0,295676.0,18873.0,0.0,0.0,0.0,0.0
Sedhiou,Bounkiling,2020-01-01,183842.0,1.0,163619.0,20223.0,0.0,0.0,0.0,0.0
Diourbel,Diourbel,2020-01-01,333063.0,2.0,233144.0,83266.0,16653.0,0.0,0.0,16653.0
Fatick,Fatick,2020-01-01,427752.0,1.0,384977.0,42775.0,0.0,0.0,0.0,0.0
Fatick,Foundiougne,2020-01-01,352346.0,1.0,338252.0,14094.0,0.0,0.0,0.0,0.0
Fatick,Gossas,2020-01-01,120689.0,2.0,88103.0,27758.0,4828.0,0.0,0.0,4828.0
Tambacounda,Goudiry,2020-01-01,147018.0,2.0,113204.0,32344.0,1470.0,0.0,0.0,1470.0
Sedhiou,Goudomp,2020-01-01,197137.0,1.0,187280.0,9857.0,0.0,0.0,0.0,0.0
Kaolack,Guinguineo,2020-01-01,142838.0,1.0,122841.0,19997.0,0.0,0.0,0.0,0.0
Kaffrine,Kaffrine,2020-01-01,266997.0,2.0,189568.0,61409.0,16020.0,0.0,0.0,16020.0
Matam,Kanel,2020-01-01,310850.0,2.0,245572.0,46628.0,18651.0,0.0,0.0,18651.0
Kaolack,Kaolack,2020-01-01,606110.0,1.0,533377.0,72733.0,0.0,0.0,0.0,0.0
Louga,Kebemer,2020-01-01,314627.0,1.0,270579.0,40902.0,3146.0,0.0,0.0,3146.0
Kedougou,Kedougou,2020-01-01,98836.0,2.0,59302.0,29651.0,9884.0,0.0,0.0,9884.0
Kaffrine,Koungheul,2020-01-01,210123.0,2.0,163896.0,35721.0,10506.0,0.0,0.0,10506.0
Louga,Linguere,2020-01-01,293757.0,1.0,252631.0,29376.0,11750.0,0.0,0.0,11750.0
Louga,Louga,2020-01-01,453223.0,2.0,317256.0,99709.0,36258.0,0.0,0.0,36258.0
Kaffrine,Malem Hodar,2020-01-01,121701.0,1.0,107097.0,12170.0,2434.0,0.0,0.0,2434.0
Matam,Matam,2020-01-01,355166.0,2.0,230858.0,88792.0,35517.0,0.0,0.0,35517.0
Diourbel,Mbacke,2020-01-01,1154558.0,1.0,1073739.0,80819.0,0.0,0.0,0.0,0.0
Kaffrine,Birkelane,2020-01-01,130129.0,2.0,84584.0,32532.0,13013.0,0.0,0.0,13013.0
Thies,Mbour,2020-01-01,808709.0,1.0,744012.0,64697.0,0.0,0.0,0.0,0.0
Kolda,Medina Yoro Foulah,2020-01-01,171340.0,2.0,133645.0,25701.0,11994.0,0.0,0.0,11994.0
Kaolack,Nioro Du Rip,2020-01-01,442620.0,1.0,380653.0,48688.0,13279.0,0.0,0.0,13279.0
Ziguinchor,Oussouye,2020-01-01,60196.0,1.0,48759.0,9631.0,1806.0,0.0,0.0,1806.0
Saint Louis,Podor,2020-01-01,445313.0,2.0,311719.0,97969.0,35625.0,0.0,0.0,35625.0
Matam,Ranerou,2020-01-01,66850.0,2.0,46795.0,16713.0,3343.0,0.0,0.0,3343.0
Saint Louis,Saint Louis,2020-01-01,356125.0,1.0,331196.0,24929.0,0.0,0.0,0.0,0.0
Kedougou,Salemata,2020-01-01,27831.0,3.0,13637.0,7793.0,6401.0,0.0,0.0,6401.0
Kedougou,Saraya,2020-01-01,63846.0,1.0,52992.0,9577.0,1277.0,0.0,0.0,1277.0
Sedhiou,Sedhiou,2020-01-01,191120.0,1.0,158630.0,28668.0,3822.0,0.0,0.0,3822.0
Tambacounda,Tambacounda,2020-01-01,382963.0,2.0,298711.0,84252.0,0.0,0.0,0.0,0.0
Thies,Thies,2020-01-01,807422.0,1.0,702457.0,104965.0,0.0,0.0,0.0,0.0
Kolda,Velingara,2020-01-01,345426.0,1.0,279795.0,44905.0,20726.0,0.0,0.0,20726.0
Ziguinchor,Ziguinchor,2020-01-01,309207.0,1.0,284470.0,24737.0,0.0,0.0,0.0,0.0
Tambacounda,Bakel,2020-01-01,177766.0,1.0,156434.0,21332.0,0.0,0.0,0.0,0.0
Diourbel,Bambey,2020-01-01,371882.0,1.0,312381.0,44626.0,14875.0,0.0,0.0,14875.0
Saint Louis,Dagana,2020-01-01,290302.0,2.0,217727.0,63866.0,8709.0,0.0,0.0,8709.0
Dakar,Dakar,2020-01-01,1400974.0,2.0,1050731.0,322224.0,28019.0,0.0,0.0,28019.0
Dakar,Guediawaye,2020-01-01,402986.0,1.0,362687.0,40299.0,0.0,0.0,0.0,0.0
Kolda,Kolda,2020-01-01,305233.0,1.0,259448.0,39680.0,6105.0,0.0,0.0,6105.0
Dakar,Pikine,2020-01-01,1431216.0,2.0,1059100.0,300555.0,71561.0,0.0,0.0,71561.0
Dakar,Rufisque,2020-01-01,599843.0,1.0,527862.0,71981.0,0.0,0.0,0.0,0.0
Thies,Tivaouane,2020-01-01,546700.0,1.0,448294.0,71071.0,27335.0,0.0,0.0,27335.0
Tambacounda,Koumpentoum,2020-01-01,164409.0,1.0,142214.0,20551.0,1644.0,0.0,0.0,1644.0
Tambacounda,Bakel,2014-09-01,138867.0,2.0,111094.0,20830.0,6943.0,0.0,0.0,6943.0
Diourbel,Bambey,2014-09-01,299476.0,2.0,209633.0,74869.0,14974.0,0.0,0.0,14974.0
Ziguinchor,Bignona,2014-09-01,252556.0,2.0,189417.0,50511.0,12628.0,0.0,0.0,12628.0
Kaffrine,Birkelane,2014-09-01,101216.0,2.0,70851.0,30365.0,0.0,0.0,0.0,0.0
Sedhiou,Bounkiling,2014-09-01,145569.0,1.0,123734.0,14557.0,7278.0,0.0,0.0,7278.0
Saint Louis,Dagana,2014-09-01,241695.0,1.0,198190.0,38671.0,4834.0,0.0,0.0,4834.0
Diourbel,Diourbel,2014-09-01,268215.0,2.0,174340.0,80464.0,13411.0,0.0,0.0,13411.0
Fatick,Fatick,2014-09-01,339241.0,2.0,254431.0,67848.0,16962.0,0.0,0.0,16962.0
Fatick,Foundiougne,2014-09-01,279436.0,1.0,237521.0,41915.0,0.0,0.0,0.0,0.0
Fatick,Gossas,2014-09-01,95715.0,1.0,81358.0,14357.0,0.0,0.0,0.0,0.0
Tambacounda,Goudiry,2014-09-01,114846.0,2.0,91877.0,17227.0,5742.0,0.0,0.0,5742.0
Sedhiou,Goudomp,2014-09-01,156097.0,1.0,132682.0,15610.0,7805.0,0.0,0.0,7805.0
Kaolack,Guinguineo,2014-09-01,115183.0,2.0,63351.0,46073.0,5759.0,0.0,0.0,5759.0
Kaffrine,Kaffrine,2014-09-01,207676.0,2.0,145373.0,62303.0,0.0,0.0,0.0,0.0
Matam,Kanel,2014-09-01,238606.0,3.0,119303.0,71582.0,47721.0,0.0,0.0,47721.0
Kaolack,Kaolack,2014-09-01,488765.0,2.0,317697.0,171068.0,0.0,0.0,0.0,0.0
Louga,Kebemer,2014-09-01,259085.0,1.0,209859.0,38863.0,10363.0,0.0,0.0,10363.0
Kedougou,Kedougou,2014-09-01,78522.0,2.0,58892.0,15704.0,3926.0,0.0,0.0,3926.0
Kolda,Kolda,2014-09-01,245990.0,2.0,184492.0,49198.0,12300.0,0.0,0.0,12300.0
Tambacounda,Koumpentoum,2014-09-01,128433.0,1.0,115590.0,12843.0,0.0,0.0,0.0,0.0
Kaffrine,Koungheul,2014-09-01,163438.0,2.0,122578.0,40860.0,0.0,0.0,0.0,0.0
Louga,Linguere,2014-09-01,373211.0,2.0,242587.0,93303.0,37321.0,0.0,0.0,37321.0
Louga,Louga,2014-09-01,241897.0,1.0,205612.0,31447.0,4838.0,0.0,0.0,4838.0
Kaffrine,Malem Hodar,2014-09-01,94662.0,1.0,80463.0,14199.0,0.0,0.0,0.0,0.0
Matam,Matam,2014-09-01,272620.0,2.0,204465.0,54524.0,13631.0,0.0,0.0,13631.0
Diourbel,Mbacke,2014-09-01,929764.0,2.0,743811.0,139465.0,46488.0,0.0,0.0,46488.0
Thies,Mbour,2014-09-01,668878.0,2.0,468215.0,167220.0,33444.0,0.0,0.0,33444.0
Kolda,Medina Yoro Foulah,2014-09-01,138084.0,2.0,103563.0,20713.0,13808.0,0.0,0.0,13808.0
Kaolack,Nioro Du Rip,2014-09-01,356927.0,1.0,303388.0,53539.0,0.0,0.0,0.0,0.0
Ziguinchor,Oussouye,2014-09-01,48331.0,2.0,31415.0,12083.0,4833.0,0.0,0.0,4833.0
Saint Louis,Podor,2014-09-01,370751.0,2.0,222451.0,111225.0,37075.0,0.0,0.0,37075.0
Matam,Ranerou,2014-09-01,51313.0,2.0,28222.0,15394.0,7697.0,0.0,0.0,7697.0
Dakar,Rufisque,2014-09-01,490694.0,1.0,456345.0,34349.0,0.0,0.0,0.0,0.0
Kedougou,Salemata,2014-09-01,22111.0,2.0,14372.0,4422.0,3317.0,0.0,0.0,3317.0
Kedougou,Saraya,2014-09-01,50724.0,2.0,40579.0,7609.0,2536.0,0.0,0.0,2536.0
Sedhiou,Sedhiou,2014-09-01,151327.0,1.0,128628.0,15133.0,7566.0,0.0,0.0,7566.0
Saint Louis,Saint Louis,2014-09-01,296497.0,1.0,246093.0,44475.0,5930.0,0.0,0.0,5930.0
Tambacounda,Tambacounda,2014-09-01,299163.0,2.0,209414.0,74791.0,14958.0,0.0,0.0,14958.0
Thies,Thies,2014-09-01,667814.0,1.0,547607.0,100172.0,20034.0,0.0,0.0,20034.0
Thies,Tivaouane,2014-09-01,452172.0,1.0,370781.0,67826.0,13565.0,0.0,0.0,13565.0
Kolda,Velingara,2014-09-01,278381.0,2.0,194867.0,55676.0,27838.0,0.0,0.0,27838.0
Ziguinchor,Ziguinchor,2014-09-01,248264.0,2.0,161372.0,74479.0,12413.0,0.0,0.0,12413.0
Tambacounda,Bakel,2015-09-01,148888.0,1.0,128044.0,20844.0,0.0,0.0,0.0,0.0
Diourbel,Bambey,2015-09-01,318303.0,1.0,264191.0,54112.0,0.0,0.0,0.0,0.0
Ziguinchor,Bignona,2015-09-01,129293.0,1.0,109899.0,19394.0,0.0,0.0,0.0,0.0
Sedhiou,Bounkiling,2015-09-01,155457.0,1.0,136802.0,18655.0,0.0,0.0,0.0,0.0
Saint Louis,Dagana,2015-09-01,254634.0,1.0,229171.0,25463.0,0.0,0.0,0.0,0.0
Diourbel,Diourbel,2015-09-01,285076.0,1.0,242315.0,42761.0,0.0,0.0,0.0,0.0
Fatick,Fatick,2015-09-01,361708.0,1.0,296601.0,65107.0,0.0,0.0,0.0,0.0
Fatick,Foundiougne,2015-09-01,297945.0,1.0,268150.0,29794.0,0.0,0.0,0.0,0.0
Fatick,Gossas,2015-09-01,102055.0,1.0,96952.0,5103.0,0.0,0.0,0.0,0.0
Tambacounda,Goudiry,2015-09-01,123134.0,1.0,107127.0,16007.0,0.0,0.0,0.0,0.0
Sedhiou,Goudomp,2015-09-01,166699.0,1.0,148362.0,18337.0,0.0,0.0,0.0,0.0
Kaolack,Guinguineo,2015-09-01,122470.0,1.0,110223.0,12247.0,0.0,0.0,0.0,0.0
Kaffrine,Kaffrine,2015-09-01,223296.0,1.0,200966.0,22330.0,0.0,0.0,0.0,0.0
Matam,Kanel,2015-09-01,252611.0,2.0,189458.0,50522.0,12631.0,0.0,0.0,12631.0
Kaolack,Kaolack,2015-09-01,519682.0,1.0,462517.0,57165.0,0.0,0.0,0.0,0.0
Louga,Kebemer,2015-09-01,273859.0,1.0,232780.0,41079.0,0.0,0.0,0.0,0.0
Kolda,Kolda,2015-09-01,295745.0,1.0,260256.0,35489.0,0.0,0.0,0.0,0.0
Tambacounda,Koumpentoum,2015-09-01,137701.0,1.0,129439.0,8262.0,0.0,0.0,0.0,0.0
Kaffrine,Koungheul,2015-09-01,175731.0,1.0,149371.0,26360.0,0.0,0.0,0.0,0.0
Louga,Linguere,2015-09-01,255694.0,1.0,207112.0,48582.0,0.0,0.0,0.0,0.0
Louga,Louga,2015-09-01,394497.0,1.0,319543.0,74954.0,0.0,0.0,0.0,0.0
Kaffrine,Malem Hodar,2015-09-01,101782.0,1.0,94657.0,7125.0,0.0,0.0,0.0,0.0
Matam,Matam,2015-09-01,291207.0,2.0,221317.0,58241.0,11648.0,0.0,0.0,11648.0
Diourbel,Mbacke,2015-09-01,988214.0,1.0,849864.0,138350.0,0.0,0.0,0.0,0.0
Kaffrine,Birkelane,2015-09-01,108830.0,1.0,95770.0,13060.0,0.0,0.0,0.0,0.0
Thies,Mbour,2015-09-01,706441.0,1.0,607539.0,98902.0,0.0,0.0,0.0,0.0
Kolda,Medina Yoro Foulah,2015-09-01,146697.0,1.0,123225.0,23472.0,0.0,0.0,0.0,0.0
Kaolack,Nioro Du Rip,2015-09-01,379505.0,1.0,360530.0,18975.0,0.0,0.0,0.0,0.0
Ziguinchor,Oussouye,2015-09-01,51358.0,1.0,45195.0,6163.0,0.0,0.0,0.0,0.0
Saint Louis,Podor,2015-09-01,390599.0,2.0,308573.0,78120.0,3906.0,0.0,0.0,3906.0
Matam,Ranerou,2015-09-01,54579.0,2.0,40934.0,10916.0,2729.0,0.0,0.0,2729.0
Dakar,Rufisque,2015-09-01,520960.0,1.0,442816.0,78144.0,0.0,0.0,0.0,0.0
Saint Louis,Saint Louis,2015-09-01,312369.0,1.0,281132.0,31237.0,0.0,0.0,0.0,0.0
Sedhiou,Sedhiou,2015-09-01,483768.0,1.0,435391.0,48377.0,0.0,0.0,0.0,0.0
Tambacounda,Tambacounda,2015-09-01,320750.0,1.0,288675.0,32075.0,0.0,0.0,0.0,0.0
Thies,Thies,2015-09-01,705317.0,1.0,592466.0,112851.0,0.0,0.0,0.0,0.0
Thies,Tivaouane,2015-09-01,477565.0,1.0,420257.0,57308.0,0.0,0.0,0.0,0.0
Kolda,Velingara,2015-09-01,280287.0,1.0,241047.0,39240.0,0.0,0.0,0.0,0.0
Ziguinchor,Ziguinchor,2015-09-01,129935.0,1.0,116942.0,12994.0,0.0,0.0,0.0,0.0
Dakar,Rufisque,2016-09-01,536395.0,1.0,482756.0,53640.0,0.0,0.0,0.0,0.0
Matam,Matam,2016-09-01,305655.0,2.0,235354.0,55018.0,15283.0,0.0,0.0,15283.0
Matam,Ranerou,2016-09-01,57531.0,2.0,43724.0,11506.0,2301.0,0.0,0.0,2301.0
Matam,Kanel,2016-09-01,267517.0,2.0,181912.0,66879.0,18726.0,0.0,0.0,18726.0
Louga,Louga,2016-09-01,405619.0,2.0,316383.0,68955.0,20281.0,0.0,0.0,20281.0
Louga,Kebemer,2016-09-01,281580.0,2.0,225264.0,42237.0,14079.0,0.0,0.0,14079.0
Louga,Linguere,2016-09-01,262903.0,2.0,205064.0,47323.0,10516.0,0.0,0.0,10516.0
Saint Louis,Saint Louis,2016-09-01,320664.0,1.0,278978.0,38480.0,3207.0,0.0,0.0,3207.0
Saint Louis,Dagana,2016-09-01,261396.0,1.0,222187.0,36595.0,2614.0,0.0,0.0,2614.0
Saint Louis,Podor,2016-09-01,400972.0,1.0,324787.0,68165.0,8019.0,0.0,0.0,8019.0
Thies,Tivaouane,2016-09-01,490966.0,1.0,412411.0,78555.0,0.0,0.0,0.0,0.0
Thies,Thies,2016-09-01,724814.0,1.0,623340.0,101474.0,0.0,0.0,0.0,0.0
Thies,Mbour,2016-09-01,725969.0,1.0,609814.0,116155.0,0.0,0.0,0.0,0.0
Kedougou,Kedougou,2016-09-01,86589.0,2.0,56283.0,25977.0,4329.0,0.0,0.0,4329.0
Kedougou,Salemata,2016-09-01,24383.0,2.0,17068.0,6827.0,488.0,0.0,0.0,488.0
Kedougou,Saraya,2016-09-01,55935.0,2.0,41392.0,13984.0,559.0,0.0,0.0,559.0
Kolda,Kolda,2016-09-01,269471.0,2.0,188630.0,72757.0,8084.0,0.0,0.0,8084.0
Kolda,Medina Yoro Foulah,2016-09-01,151265.0,1.0,122525.0,27228.0,1513.0,0.0,0.0,1513.0
Kolda,Velingara,2016-09-01,304955.0,2.0,222617.0,76239.0,6099.0,0.0,0.0,6099.0
Sedhiou,Bounkiling,2016-09-01,160694.0,2.0,117307.0,40174.0,3214.0,0.0,0.0,3214.0
Sedhiou,Goudomp,2016-09-01,172315.0,2.0,130959.0,37909.0,3446.0,0.0,0.0,3446.0
Sedhiou,Sedhiou,2016-09-01,167056.0,2.0,121951.0,40093.0,5012.0,0.0,0.0,5012.0
Ziguinchor,Bignona,2016-09-01,276827.0,1.0,224230.0,47061.0,5537.0,0.0,0.0,5537.0
Ziguinchor,Oussouye,2016-09-01,52977.0,1.0,43441.0,9006.0,530.0,0.0,0.0,530.0
Ziguinchor,Ziguinchor,2016-09-01,272125.0,1.0,225864.0,43540.0,2721.0,0.0,0.0,2721.0
Kaffrine,Birkelane,2016-09-01,112826.0,1.0,91389.0,19180.0,2257.0,0.0,0.0,2257.0
Kaffrine,Kaffrine,2016-09-01,231495.0,1.0,203716.0,23150.0,4630.0,0.0,0.0,4630.0
Kaffrine,Koungheul,2016-09-01,182183.0,2.0,132994.0,36437.0,12753.0,0.0,0.0,12753.0
Kaffrine,Malem Hodar,2016-09-01,105519.0,1.0,93912.0,10552.0,1055.0,0.0,0.0,1055.0
Kaolack,Nioro Du Rip,2016-09-01,391347.0,1.0,324818.0,58702.0,7827.0,0.0,0.0,7827.0
Kaolack,Kaolack,2016-09-01,535898.0,1.0,439436.0,91103.0,5359.0,0.0,0.0,5359.0
Kaolack,Guinguineo,2016-09-01,126292.0,1.0,104822.0,20207.0,1263.0,0.0,0.0,1263.0
Tambacounda,Bakel,2016-09-01,154210.0,1.0,124910.0,23132.0,6168.0,0.0,0.0,6168.0
Tambacounda,Tambacounda,2016-09-01,332218.0,2.0,232553.0,66444.0,33222.0,0.0,0.0,33222.0
Tambacounda,Goudiry,2016-09-01,127536.0,2.0,84174.0,28058.0,15304.0,0.0,0.0,15304.0
Tambacounda,Koumpentoum,2016-09-01,142624.0,2.0,91279.0,34230.0,17115.0,0.0,0.0,17115.0
Fatick,Fatick,2016-09-01,373734.0,1.0,302725.0,56060.0,14949.0,0.0,0.0,14949.0
Fatick,Foundiougne,2016-09-01,307851.0,1.0,258595.0,43099.0,6157.0,0.0,0.0,6157.0
Fatick,Gossas,2016-09-01,105448.0,2.0,73814.0,26362.0,5272.0,0.0,0.0,5272.0
Diourbel,Bambey,2016-09-01,328254.0,2.0,219930.0,88629.0,19695.0,0.0,0.0,19695.0
Diourbel,Diourbel,2016-09-01,293989.0,2.0,208732.0,70557.0,14699.0,0.0,0.0,14699.0
Diourbel,Mbacke,2016-09-01,1019108.0,2.0,754140.0,224204.0,40764.0,0.0,0.0,40764.0
Dakar,Rufisque,2017-09-01,567826.0,1.0,476974.0,90852.0,0.0,0.0,0.0,0.0
Diourbel,Bambey,2017-09-01,349282.0,1.0,293397.0,55885.0,0.0,0.0,0.0,0.0
Diourbel,Diourbel,2017-09-01,312822.0,2.0,244001.0,62564.0,6256.0,0.0,0.0,6256.0
Diourbel,Mbacke,2017-09-01,1084393.0,1.0,921734.0,162659.0,0.0,0.0,0.0,0.0
Fatick,Fatick,2017-09-01,399499.0,1.0,323594.0,71910.0,3995.0,0.0,0.0,3995.0
Fatick,Foundiougne,2017-09-01,329074.0,1.0,279713.0,49361.0,0.0,0.0,0.0,0.0
Fatick,Gossas,2017-09-01,112717.0,2.0,76648.0,29306.0,6763.0,0.0,0.0,6763.0
Kaffrine,Birkelane,2017-09-01,121204.0,1.0,105447.0,14544.0,1212.0,0.0,0.0,1212.0
Kaffrine,Kaffrine,2017-09-01,248685.0,1.0,206409.0,42276.0,0.0,0.0,0.0,0.0
Kaffrine,Koungheul,2017-09-01,195712.0,1.0,162441.0,33271.0,0.0,0.0,0.0,0.0
Kaffrine,Malem Hodar,2017-09-01,113355.0,2.0,83883.0,28339.0,1134.0,0.0,0.0,1134.0
Kaolack,Guinguineo,2017-09-01,134307.0,1.0,112818.0,18803.0,2686.0,0.0,0.0,2686.0
Kaolack,Kaolack,2017-09-01,569912.0,1.0,495823.0,68389.0,5699.0,0.0,0.0,5699.0
Kaolack,Nioro Du Rip,2017-09-01,416186.0,1.0,345434.0,66590.0,4162.0,0.0,0.0,4162.0
Kedougou,Kedougou,2017-09-01,92484.0,2.0,55490.0,32369.0,4624.0,0.0,0.0,4624.0
Kedougou,Salemata,2017-09-01,26042.0,2.0,13021.0,11198.0,1823.0,0.0,0.0,1823.0
Kedougou,Saraya,2017-09-01,59743.0,2.0,32261.0,23300.0,4182.0,0.0,0.0,4182.0
Kolda,Kolda,2017-09-01,286695.0,2.0,172017.0,100343.0,14335.0,0.0,0.0,14335.0
Kolda,Medina Yoro Foulah,2017-09-01,160933.0,1.0,130356.0,28968.0,1609.0,0.0,0.0,1609.0
Kolda,Velingara,2017-09-01,324447.0,2.0,171957.0,129779.0,22711.0,0.0,0.0,22711.0
Louga,Kebemer,2017-09-01,297673.0,2.0,217301.0,77395.0,2977.0,0.0,0.0,2977.0
Louga,Linguere,2017-09-01,277928.0,1.0,233460.0,41689.0,2779.0,0.0,0.0,2779.0
Louga,Louga,2017-09-01,428801.0,2.0,304449.0,120064.0,4288.0,0.0,0.0,4288.0
Matam,Kanel,2017-09-01,288463.0,2.0,135578.0,106731.0,46154.0,0.0,0.0,46154.0
Matam,Matam,2017-09-01,329587.0,2.0,191160.0,98876.0,39550.0,0.0,0.0,39550.0
Matam,Ranerou,2017-09-01,62035.0,2.0,31018.0,21712.0,9305.0,0.0,0.0,9305.0
Saint Louis,Dagana,2017-09-01,275483.0,2.0,214877.0,55097.0,5510.0,0.0,0.0,5510.0
Saint Louis,Podor,2017-09-01,422581.0,2.0,283129.0,92968.0,46484.0,0.0,0.0,46484.0
Saint Louis,Saint Louis,2017-09-01,337945.0,1.0,300771.0,37174.0,0.0,0.0,0.0,0.0
Sedhiou,Bounkiling,2017-09-01,171809.0,1.0,140883.0,25771.0,5154.0,0.0,0.0,5154.0
Sedhiou,Goudomp,2017-09-01,184234.0,1.0,162126.0,18423.0,3685.0,0.0,0.0,3685.0
Sedhiou,Sedhiou,2017-09-01,178611.0,1.0,144675.0,28578.0,5358.0,0.0,0.0,5358.0
Tambacounda,Bakel,2017-09-01,165520.0,2.0,120830.0,41380.0,3310.0,0.0,0.0,3310.0
Tambacounda,Goudiry,2017-09-01,136890.0,2.0,91716.0,41067.0,4107.0,0.0,0.0,4107.0
Tambacounda,Koumpentoum,2017-09-01,153083.0,1.0,130121.0,22962.0,0.0,0.0,0.0,0.0
Tambacounda,Tambacounda,2017-09-01,356582.0,2.0,231778.0,114106.0,10697.0,0.0,0.0,10697.0
Thies,Mbour,2017-09-01,766432.0,1.0,651467.0,114965.0,0.0,0.0,0.0,0.0
Thies,Thies,2017-09-01,765213.0,1.0,650431.0,114782.0,0.0,0.0,0.0,0.0
Thies,Tivaouane,2017-09-01,518120.0,2.0,362684.0,145074.0,10362.0,0.0,0.0,10362.0
Ziguinchor,Bignona,2017-09-01,294912.0,1.0,262472.0,23593.0,8847.0,0.0,0.0,8847.0
Ziguinchor,Oussouye,2017-09-01,56438.0,1.0,48537.0,6773.0,1129.0,0.0,0.0,1129.0
Ziguinchor,Ziguinchor,2017-09-01,289904.0,1.0,243519.0,40587.0,5798.0,0.0,0.0,5798.0
Kedougou,Salemata,2018-09-01,26920.0,1.0,22074.0,4307.0,538.0,0.0,0.0,538.0
Kedougou,Kedougou,2018-09-01,95599.0,1.0,81259.0,11472.0,2868.0,0.0,0.0,2868.0
Kedougou,Saraya,2018-09-01,61756.0,1.0,50022.0,10499.0,1235.0,0.0,0.0,1235.0
Ziguinchor,Ziguinchor,2018-09-01,299364.0,1.0,254459.0,44905.0,0.0,0.0,0.0,0.0
Ziguinchor,Bignona,2018-09-01,304535.0,1.0,274082.0,30454.0,0.0,0.0,0.0,0.0
Ziguinchor,Oussouye,2018-09-01,58280.0,1.0,53035.0,5245.0,0.0,0.0,0.0,0.0
Kolda,Kolda,2018-09-01,295795.0,2.0,227762.0,62117.0,5916.0,0.0,0.0,5916.0
Kolda,Medina Yoro Foulah,2018-09-01,166042.0,2.0,129513.0,31548.0,4981.0,0.0,0.0,4981.0
Kolda,Velingara,2018-09-01,334746.0,1.0,297924.0,36822.0,0.0,0.0,0.0,0.0
Sedhiou,Sedhiou,2018-09-01,184742.0,1.0,155183.0,27711.0,1847.0,0.0,0.0,1847.0
Sedhiou,Bounkiling,2018-09-01,177706.0,1.0,159935.0,17771.0,0.0,0.0,0.0,0.0
Sedhiou,Goudomp,2018-09-01,190557.0,1.0,167690.0,22867.0,0.0,0.0,0.0,0.0
Fatick,Fatick,2018-09-01,413302.0,1.0,371972.0,37197.0,4133.0,0.0,0.0,4133.0
Fatick,Foundiougne,2018-09-01,340444.0,1.0,306400.0,34044.0,0.0,0.0,0.0,0.0
Fatick,Gossas,2018-09-01,116612.0,1.0,101452.0,13993.0,1166.0,0.0,0.0,1166.0
Kaffrine,Kaffrine,2018-09-01,257696.0,1.0,234503.0,20616.0,2577.0,0.0,0.0,2577.0
Kaffrine,Birkelane,2018-09-01,125596.0,1.0,109269.0,13816.0,2512.0,0.0,0.0,2512.0
Kaffrine,Koungheul,2018-09-01,202803.0,1.0,186579.0,14196.0,2028.0,0.0,0.0,2028.0
Kaffrine,Malem Hodar,2018-09-01,117462.0,1.0,105716.0,10572.0,1175.0,0.0,0.0,1175.0
Tambacounda,Bakel,2018-09-01,171521.0,1.0,156084.0,12006.0,3430.0,0.0,0.0,3430.0
Tambacounda,Tambacounda,2018-09-01,369510.0,1.0,314084.0,40646.0,14780.0,0.0,0.0,14780.0
Tambacounda,Goudiry,2018-09-01,141853.0,1.0,123412.0,14185.0,4256.0,0.0,0.0,4256.0
Tambacounda,Koumpentoum,2018-09-01,158634.0,1.0,130080.0,20622.0,7932.0,0.0,0.0,7932.0
Dakar,Rufisque,2018-09-01,583774.0,1.0,502046.0,81728.0,0.0,0.0,0.0,0.0
Louga,Kebemer,2018-09-01,306043.0,1.0,254016.0,52027.0,0.0,0.0,0.0,0.0
Louga,Linguere,2018-09-01,285743.0,2.0,200020.0,80008.0,5715.0,0.0,0.0,5715.0
Louga,Louga,2018-09-01,440859.0,1.0,374730.0,66129.0,0.0,0.0,0.0,0.0
Matam,Matam,2018-09-01,342164.0,2.0,266888.0,68433.0,6843.0,0.0,0.0,6843.0
Matam,Kanel,2018-09-01,299471.0,2.0,233587.0,59894.0,5989.0,0.0,0.0,5989.0
Matam,Ranerou,2018-09-01,64402.0,2.0,45725.0,14168.0,4508.0,0.0,0.0,4508.0
Saint Louis,Dagana,2018-09-01,282804.0,1.0,243211.0,39593.0,0.0,0.0,0.0,0.0
Saint Louis,Podor,2018-09-01,433811.0,1.0,368739.0,65072.0,0.0,0.0,0.0,0.0
Saint Louis,Saint Louis,2018-09-01,346926.0,1.0,305295.0,41631.0,0.0,0.0,0.0,0.0
Diourbel,Diourbel,2018-09-01,322762.0,2.0,242072.0,74235.0,6455.0,0.0,0.0,6455.0
Diourbel,Bambey,2018-09-01,360380.0,1.0,302719.0,54057.0,3604.0,0.0,0.0,3604.0
Diourbel,Mbacke,2018-09-01,1118849.0,1.0,1006964.0,111885.0,0.0,0.0,0.0,0.0
Thies,Mbour,2018-09-01,787349.0,1.0,645626.0,141723.0,0.0,0.0,0.0,0.0
Thies,Thies,2018-09-01,786097.0,1.0,668182.0,117915.0,0.0,0.0,0.0,0.0
Thies,Tivaouane,2018-09-01,532261.0,1.0,447099.0,85162.0,0.0,0.0,0.0,0.0
