date,cmname,unit,category,price,currency,country,admname,adm1id,mktname,mktid,cmid,ptid,umid,catid,sn,default,year,label,cmnameshort,scaling,interpolated,x
2016-01-15,Beans (niebe) - Retail,KG,pulses and nuts,650.0,,,,,,,120,,,5,,,,Beans (niebe) - Retail (KG),Beans niebe,1.0,1.0,
2016-02-15,Beans (niebe) - Retail,KG,pulses and nuts,650.0,,,,,,,120,,,5,,,,Beans (niebe) - Retail (KG),Beans niebe,1.0,1.0,
2016-03-15,Beans (niebe) - Retail,KG,pulses and nuts,650.0,,,,,,,120,,,5,,,,Beans (niebe) - Retail (KG),Beans niebe,1.0,1.0,
2016-04-15,Beans (niebe) - Retail,KG,pulses and nuts,650.0,,,,,,,120,,,5,,,,Beans (niebe) - Retail (KG),Beans niebe,1.0,1.0,
2016-05-15,Beans (niebe) - Retail,KG,pulses and nuts,650.0,,,,,,,120,,,5,,,,Beans (niebe) - Retail (KG),Beans niebe,1.0,1.0,
2016-06-15,Beans (niebe) - Retail,KG,pulses and nuts,650.0,,,,,,,120,,,5,,,,Beans (niebe) - Retail (KG),Beans niebe,1.0,1.0,
2016-07-15,Beans (niebe) - Retail,KG,pulses and nuts,650.0,,,,,,,120,,,5,,,,Beans (niebe) - Retail (KG),Beans niebe,1.0,1.0,
2016-08-15,Beans (niebe) - Retail,KG,pulses and nuts,650.0,,,,,,,120,,,5,,,,Beans (niebe) - Retail (KG),Beans niebe,1.0,1.0,
2016-09-15,Beans (niebe) - Retail,KG,pulses and nuts,650.0,,,,,,,120,,,5,,,,Beans (niebe) - Retail (KG),Beans niebe,1.0,1.0,
2016-10-15,Beans (niebe) - Retail,KG,pulses and nuts,650.0,,,,,,,120,,,5,,,,Beans (niebe) - Retail (KG),Beans niebe,1.0,1.0,
2016-11-15,Beans (niebe) - Retail,KG,pulses and nuts,650.0,,,,,,,120,,,5,,,,Beans (niebe) - Retail (KG),Beans niebe,1.0,1.0,
2016-12-15,Beans (niebe) - Retail,KG,pulses and nuts,650.0,,,,,,,120,,,5,,,,Beans (niebe) - Retail (KG),Beans niebe,1.0,1.0,
2017-01-15,Beans (niebe) - Retail,KG,pulses and nuts,650.0,,,,,,,120,,,5,,,,Beans (niebe) - Retail (KG),Beans niebe,1.0,1.0,
2017-02-15,Beans (niebe) - Retail,KG,pulses and nuts,650.0,,,,,,,120,,,5,,,,Beans (niebe) - Retail (KG),Beans niebe,1.0,1.0,
2017-03-15,Beans (niebe) - Retail,KG,pulses and nuts,650.0,,,,,,,120,,,5,,,,Beans (niebe) - Retail (KG),Beans niebe,1.0,1.0,
2017-04-15,Beans (niebe) - Retail,KG,pulses and nuts,650.0,,,,,,,120,,,5,,,,Beans (niebe) - Retail (KG),Beans niebe,1.0,1.0,
2017-05-15,Beans (niebe) - Retail,KG,pulses and nuts,650.0,,,,,,,120,,,5,,,,Beans (niebe) - Retail (KG),Beans niebe,1.0,1.0,
2017-06-15,Beans (niebe) - Retail,KG,pulses and nuts,650.0,,,,,,,120,,,5,,,,Beans (niebe) - Retail (KG),Beans niebe,1.0,1.0,
2017-07-15,Beans (niebe) - Retail,KG,pulses and nuts,650.0,,,,,,,120,,,5,,,,Beans (niebe) - Retail (KG),Beans niebe,1.0,1.0,
2017-08-15,Beans (niebe) - Retail,KG,pulses and nuts,650.0,,,,,,,120,,,5,,,,Beans (niebe) - Retail (KG),Beans niebe,1.0,1.0,
2017-09-15,Beans (niebe) - Retail,KG,pulses and nuts,650.0,,,,,,,120,,,5,,,,Beans (niebe) - Retail (KG),Beans niebe,1.0,1.0,
2017-10-15,Beans (niebe) - Retail,KG,pulses and nuts,650.0,,,,,,,120,,,5,,,,Beans (niebe) - Retail (KG),Beans niebe,1.0,1.0,
2017-11-15,Beans (niebe) - Retail,KG,pulses and nuts,650.0,,,,,,,120,,,5,,,,Beans (niebe) - Retail (KG),Beans niebe,1.0,1.0,
2017-12-15,Beans (niebe) - Retail,KG,pulses and nuts,650.0,,,,,,,120,,,5,,,,Beans (niebe) - Retail (KG),Beans niebe,1.0,1.0,
2018-01-15,Beans (niebe) - Retail,KG,pulses and nuts,650.0,,,,,,,120,,,5,,,,Beans (niebe) - Retail (KG),Beans niebe,1.0,1.0,
2018-02-15,Beans (niebe) - Retail,KG,pulses and nuts,650.0,,,,,,,120,,,5,,,,Beans (niebe) - Retail (KG),Beans niebe,1.0,1.0,
2018-03-15,Beans (niebe) - Retail,KG,pulses and nuts,650.0,,,,,,,120,,,5,,,,Beans (niebe) - Retail (KG),Beans niebe,1.0,1.0,
2018-04-15,Beans (niebe) - Retail,KG,pulses and nuts,650.0,,,,,,,120,,,5,,,,Beans (niebe) - Retail (KG),Beans niebe,1.0,1.0,
2018-05-15,Beans (niebe) - Retail,KG,pulses and nuts,650.0,,,,,,,120,,,5,,,,Beans (niebe) - Retail (KG),Beans niebe,1.0,1.0,
2018-06-15,Beans (niebe) - Retail,KG,pulses and nuts,650.0,,,,,,,120,,,5,,,,Beans (niebe) - Retail (KG),Beans niebe,1.0,1.0,
2018-07-15,Beans (niebe) - Retail,KG,pulses and nuts,650.0,,,,,,,120,,,5,,,,Beans (niebe) - Retail (KG),Beans niebe,1.0,1.0,
2018-08-15,Beans (niebe) - Retail,KG,pulses and nuts,650.0,,,,,,,120,,,5,,,,Beans (niebe) - Retail (KG),Beans niebe,1.0,1.0,
2018-09-15,Beans (niebe) - Retail,KG,pulses and nuts,650.0,,,,,,,120,,,5,,,,Beans (niebe) - Retail (KG),Beans niebe,1.0,1.0,
2018-10-15,Beans (niebe) - Retail,KG,pulses and nuts,650.0,,,,,,,120,,,5,,,,Beans (niebe) - Retail (KG),Beans niebe,1.0,1.0,
2018-11-15,Beans (niebe) - Retail,KG,pulses and nuts,650.0,,,,,,,120,,,5,,,,Beans (niebe) - Retail (KG),Beans niebe,1.0,1.0,
2018-12-15,Beans (niebe) - Retail,KG,pulses and nuts,650.0,,,,,,,120,,,5,,,,Beans (niebe) - Retail (KG),Beans niebe,1.0,1.0,
2019-01-15,Beans (niebe) - Retail,KG,pulses and nuts,650.0,,,,,,,120,,,5,,,,Beans (niebe) - Retail (KG),Beans niebe,1.0,1.0,
2019-02-15,Beans (niebe) - Retail,KG,pulses and nuts,650.0,,,,,,,120,,,5,,,,Beans (niebe) - Retail (KG),Beans niebe,1.0,1.0,
2019-03-15,Beans (niebe) - Retail,KG,pulses and nuts,650.0,,,,,,,120,,,5,,,,Beans (niebe) - Retail (KG),Beans niebe,1.0,1.0,
2019-04-15,Beans (niebe) - Retail,KG,pulses and nuts,650.0,,,,,,,120,,,5,,,,Beans (niebe) - Retail (KG),Beans niebe,1.0,1.0,
2019-05-15,Beans (niebe) - Retail,KG,pulses and nuts,650.0,,,,,,,120,,,5,,,,Beans (niebe) - Retail (KG),Beans niebe,1.0,1.0,
2019-06-15,Beans (niebe) - Retail,KG,pulses and nuts,650.0,,,,,,,120,,,5,,,,Beans (niebe) - Retail (KG),Beans niebe,1.0,1.0,
2019-07-15,Beans (niebe) - Retail,KG,pulses and nuts,650.0,,,,,,,120,,,5,,,,Beans (niebe) - Retail (KG),Beans niebe,1.0,1.0,
2019-08-15,Beans (niebe) - Retail,KG,pulses and nuts,650.0,,,,,,,120,,,5,,,,Beans (niebe) - Retail (KG),Beans niebe,1.0,1.0,
2019-09-15,Beans (niebe) - Retail,KG,pulses and nuts,650.0,,,,,,,120,,,5,,,,Beans (niebe) - Retail (KG),Beans niebe,1.0,1.0,
2019-10-15,Beans (niebe) - Retail,KG,pulses and nuts,650.0,,,,,,,120,,,5,,,,Beans (niebe) - Retail (KG),Beans niebe,1.0,1.0,
2019-11-15,Beans (niebe) - Retail,KG,pulses and nuts,650.0,,,,,,,120,,,5,,,,Beans (niebe) - Retail (KG),Beans niebe,1.0,1.0,
2019-12-15,Beans (niebe) - Retail,KG,pulses and nuts,650.0,,,,,,,120,,,5,,,,Beans (niebe) - Retail (KG),Beans niebe,1.0,1.0,
2020-01-15,Beans (niebe) - Retail,KG,pulses and nuts,650.0,,,,,,,120,,,5,,,,Beans (niebe) - Retail (KG),Beans niebe,1.0,1.0,
2020-02-15,Beans (niebe) - Retail,KG,pulses and nuts,650.0,,,,,,,120,,,5,,,,Beans (niebe) - Retail (KG),Beans niebe,1.0,1.0,
2020-03-15,Beans (niebe) - Retail,KG,pulses and nuts,650.0,,,,,,,120,,,5,,,,Beans (niebe) - Retail (KG),Beans niebe,1.0,1.0,
2020-04-15,Beans (niebe) - Retail,KG,pulses and nuts,650.0,XOF,Senegal,Fatick,47586.0,Fatick,414.0,120,15.0,5.0,5,414_120_15_5,,2020.0,Beans (niebe) - Retail (KG),Beans niebe,1.0,0.0,1586908800.0
2020-05-15,Beans (niebe) - Retail,KG,pulses and nuts,600.0,XOF,Senegal,Kolda,2640.0,Kolda,421.0,120,15.0,5.0,5,421_120_15_5,,2020.0,Beans (niebe) - Retail (KG),Beans niebe,1.0,0.0,1589500800.0
2020-06-15,Beans (niebe) - Retail,KG,pulses and nuts,600.0,XOF,Senegal,Kolda,2640.0,Kolda,421.0,120,15.0,5.0,5,421_120_15_5,,2020.0,Beans (niebe) - Retail (KG),Beans niebe,1.0,0.0,1592179200.0
2020-07-15,Beans (niebe) - Retail,KG,pulses and nuts,600.0,XOF,Senegal,Tambacounda,2643.0,Tambacounda,441.0,120,15.0,5.0,5,441_120_15_5,,2020.0,Beans (niebe) - Retail (KG),Beans niebe,1.0,0.0,1594771200.0
2020-08-15,Beans (niebe) - Retail,KG,pulses and nuts,600.0,XOF,Senegal,Kaolack,2639.0,Kaolack,418.0,120,15.0,5.0,5,418_120_15_5,,2020.0,Beans (niebe) - Retail (KG),Beans niebe,1.0,0.0,1597449600.0
2020-09-15,Beans (niebe) - Retail,KG,pulses and nuts,580.0,XOF,Senegal,Fatick,47586.0,Gossas,415.0,120,15.0,5.0,5,415_120_15_5,,2020.0,Beans (niebe) - Retail (KG),Beans niebe,1.0,0.0,1600128000.0
2020-10-15,Beans (niebe) - Retail,KG,pulses and nuts,500.0,XOF,Senegal,Kedougou,1374.0,Kedougou,419.0,120,15.0,5.0,5,419_120_15_5,,2020.0,Beans (niebe) - Retail (KG),Beans niebe,1.0,0.0,1602720000.0
2020-11-15,Beans (niebe) - Retail,KG,pulses and nuts,500.0,XOF,Senegal,Kaolack,2639.0,Porokhane,437.0,120,15.0,5.0,5,437_120_15_5,,2020.0,Beans (niebe) - Retail (KG),Beans niebe,1.0,0.0,1605398400.0
2015-01-15,Groundnuts (shelled) - Retail,KG,pulses and nuts,600.0,,,,,,,119,,,5,,,,Groundnuts (shelled) - Retail (KG),Groundnuts shelled,1.0,1.0,
2015-02-15,Groundnuts (shelled) - Retail,KG,pulses and nuts,600.0,,,,,,,119,,,5,,,,Groundnuts (shelled) - Retail (KG),Groundnuts shelled,1.0,1.0,
2015-03-15,Groundnuts (shelled) - Retail,KG,pulses and nuts,600.0,,,,,,,119,,,5,,,,Groundnuts (shelled) - Retail (KG),Groundnuts shelled,1.0,1.0,
2015-04-15,Groundnuts (shelled) - Retail,KG,pulses and nuts,600.0,,,,,,,119,,,5,,,,Groundnuts (shelled) - Retail (KG),Groundnuts shelled,1.0,1.0,
2015-05-15,Groundnuts (shelled) - Retail,KG,pulses and nuts,600.0,,,,,,,119,,,5,,,,Groundnuts (shelled) - Retail (KG),Groundnuts shelled,1.0,1.0,
2015-06-15,Groundnuts (shelled) - Retail,KG,pulses and nuts,600.0,,,,,,,119,,,5,,,,Groundnuts (shelled) - Retail (KG),Groundnuts shelled,1.0,1.0,
2015-07-15,Groundnuts (shelled) - Retail,KG,pulses and nuts,600.0,,,,,,,119,,,5,,,,Groundnuts (shelled) - Retail (KG),Groundnuts shelled,1.0,1.0,
2015-08-15,Groundnuts (shelled) - Retail,KG,pulses and nuts,600.0,,,,,,,119,,,5,,,,Groundnuts (shelled) - Retail (KG),Groundnuts shelled,1.0,1.0,
2015-09-15,Groundnuts (shelled) - Retail,KG,pulses and nuts,600.0,,,,,,,119,,,5,,,,Groundnuts (shelled) - Retail (KG),Groundnuts shelled,1.0,1.0,
2015-10-15,Groundnuts (shelled) - Retail,KG,pulses and nuts,600.0,,,,,,,119,,,5,,,,Groundnuts (shelled) - Retail (KG),Groundnuts shelled,1.0,1.0,
2015-11-15,Groundnuts (shelled) - Retail,KG,pulses and nuts,600.0,,,,,,,119,,,5,,,,Groundnuts (shelled) - Retail (KG),Groundnuts shelled,1.0,1.0,
2015-12-15,Groundnuts (shelled) - Retail,KG,pulses and nuts,600.0,,,,,,,119,,,5,,,,Groundnuts (shelled) - Retail (KG),Groundnuts shelled,1.0,1.0,
2016-01-15,Groundnuts (shelled) - Retail,KG,pulses and nuts,600.0,,,,,,,119,,,5,,,,Groundnuts (shelled) - Retail (KG),Groundnuts shelled,1.0,1.0,
2016-02-15,Groundnuts (shelled) - Retail,KG,pulses and nuts,600.0,,,,,,,119,,,5,,,,Groundnuts (shelled) - Retail (KG),Groundnuts shelled,1.0,1.0,
2016-03-15,Groundnuts (shelled) - Retail,KG,pulses and nuts,600.0,,,,,,,119,,,5,,,,Groundnuts (shelled) - Retail (KG),Groundnuts shelled,1.0,1.0,
2016-04-15,Groundnuts (shelled) - Retail,KG,pulses and nuts,600.0,,,,,,,119,,,5,,,,Groundnuts (shelled) - Retail (KG),Groundnuts shelled,1.0,1.0,
2016-05-15,Groundnuts (shelled) - Retail,KG,pulses and nuts,600.0,,,,,,,119,,,5,,,,Groundnuts (shelled) - Retail (KG),Groundnuts shelled,1.0,1.0,
2016-06-15,Groundnuts (shelled) - Retail,KG,pulses and nuts,600.0,,,,,,,119,,,5,,,,Groundnuts (shelled) - Retail (KG),Groundnuts shelled,1.0,1.0,
2016-07-15,Groundnuts (shelled) - Retail,KG,pulses and nuts,600.0,,,,,,,119,,,5,,,,Groundnuts (shelled) - Retail (KG),Groundnuts shelled,1.0,1.0,
2016-08-15,Groundnuts (shelled) - Retail,KG,pulses and nuts,600.0,,,,,,,119,,,5,,,,Groundnuts (shelled) - Retail (KG),Groundnuts shelled,1.0,1.0,
2016-09-15,Groundnuts (shelled) - Retail,KG,pulses and nuts,600.0,,,,,,,119,,,5,,,,Groundnuts (shelled) - Retail (KG),Groundnuts shelled,1.0,1.0,
2016-10-15,Groundnuts (shelled) - Retail,KG,pulses and nuts,600.0,,,,,,,119,,,5,,,,Groundnuts (shelled) - Retail (KG),Groundnuts shelled,1.0,1.0,
2016-11-15,Groundnuts (shelled) - Retail,KG,pulses and nuts,600.0,,,,,,,119,,,5,,,,Groundnuts (shelled) - Retail (KG),Groundnuts shelled,1.0,1.0,
2016-12-15,Groundnuts (shelled) - Retail,KG,pulses and nuts,600.0,,,,,,,119,,,5,,,,Groundnuts (shelled) - Retail (KG),Groundnuts shelled,1.0,1.0,
2017-01-15,Groundnuts (shelled) - Retail,KG,pulses and nuts,600.0,,,,,,,119,,,5,,,,Groundnuts (shelled) - Retail (KG),Groundnuts shelled,1.0,1.0,
2017-02-15,Groundnuts (shelled) - Retail,KG,pulses and nuts,600.0,,,,,,,119,,,5,,,,Groundnuts (shelled) - Retail (KG),Groundnuts shelled,1.0,1.0,
2017-03-15,Groundnuts (shelled) - Retail,KG,pulses and nuts,600.0,,,,,,,119,,,5,,,,Groundnuts (shelled) - Retail (KG),Groundnuts shelled,1.0,1.0,
2017-04-15,Groundnuts (shelled) - Retail,KG,pulses and nuts,600.0,,,,,,,119,,,5,,,,Groundnuts (shelled) - Retail (KG),Groundnuts shelled,1.0,1.0,
2017-05-15,Groundnuts (shelled) - Retail,KG,pulses and nuts,600.0,,,,,,,119,,,5,,,,Groundnuts (shelled) - Retail (KG),Groundnuts shelled,1.0,1.0,
2017-06-15,Groundnuts (shelled) - Retail,KG,pulses and nuts,600.0,,,,,,,119,,,5,,,,Groundnuts (shelled) - Retail (KG),Groundnuts shelled,1.0,1.0,
2017-07-15,Groundnuts (shelled) - Retail,KG,pulses and nuts,600.0,,,,,,,119,,,5,,,,Groundnuts (shelled) - Retail (KG),Groundnuts shelled,1.0,1.0,
2017-08-15,Groundnuts (shelled) - Retail,KG,pulses and nuts,600.0,,,,,,,119,,,5,,,,Groundnuts (shelled) - Retail (KG),Groundnuts shelled,1.0,1.0,
2017-09-15,Groundnuts (shelled) - Retail,KG,pulses and nuts,600.0,,,,,,,119,,,5,,,,Groundnuts (shelled) - Retail (KG),Groundnuts shelled,1.0,1.0,
2017-10-15,Groundnuts (shelled) - Retail,KG,pulses and nuts,600.0,,,,,,,119,,,5,,,,Groundnuts (shelled) - Retail (KG),Groundnuts shelled,1.0,1.0,
2017-11-15,Groundnuts (shelled) - Retail,KG,pulses and nuts,600.0,,,,,,,119,,,5,,,,Groundnuts (shelled) - Retail (KG),Groundnuts shelled,1.0,1.0,
2017-12-15,Groundnuts (shelled) - Retail,KG,pulses and nuts,600.0,,,,,,,119,,,5,,,,Groundnuts (shelled) - Retail (KG),Groundnuts shelled,1.0,1.0,
2018-01-15,Groundnuts (shelled) - Retail,KG,pulses and nuts,600.0,,,,,,,119,,,5,,,,Groundnuts (shelled) - Retail (KG),Groundnuts shelled,1.0,1.0,
2018-02-15,Groundnuts (shelled) - Retail,KG,pulses and nuts,600.0,,,,,,,119,,,5,,,,Groundnuts (shelled) - Retail (KG),Groundnuts shelled,1.0,1.0,
2018-03-15,Groundnuts (shelled) - Retail,KG,pulses and nuts,600.0,,,,,,,119,,,5,,,,Groundnuts (shelled) - Retail (KG),Groundnuts shelled,1.0,1.0,
2018-04-15,Groundnuts (shelled) - Retail,KG,pulses and nuts,600.0,,,,,,,119,,,5,,,,Groundnuts (shelled) - Retail (KG),Groundnuts shelled,1.0,1.0,
2018-05-15,Groundnuts (shelled) - Retail,KG,pulses and nuts,600.0,,,,,,,119,,,5,,,,Groundnuts (shelled) - Retail (KG),Groundnuts shelled,1.0,1.0,
2018-06-15,Groundnuts (shelled) - Retail,KG,pulses and nuts,600.0,,,,,,,119,,,5,,,,Groundnuts (shelled) - Retail (KG),Groundnuts shelled,1.0,1.0,
2018-07-15,Groundnuts (shelled) - Retail,KG,pulses and nuts,600.0,,,,,,,119,,,5,,,,Groundnuts (shelled) - Retail (KG),Groundnuts shelled,1.0,1.0,
2018-08-15,Groundnuts (shelled) - Retail,KG,pulses and nuts,600.0,,,,,,,119,,,5,,,,Groundnuts (shelled) - Retail (KG),Groundnuts shelled,1.0,1.0,
2018-09-15,Groundnuts (shelled) - Retail,KG,pulses and nuts,600.0,,,,,,,119,,,5,,,,Groundnuts (shelled) - Retail (KG),Groundnuts shelled,1.0,1.0,
2018-10-15,Groundnuts (shelled) - Retail,KG,pulses and nuts,600.0,,,,,,,119,,,5,,,,Groundnuts (shelled) - Retail (KG),Groundnuts shelled,1.0,1.0,
2018-11-15,Groundnuts (shelled) - Retail,KG,pulses and nuts,600.0,,,,,,,119,,,5,,,,Groundnuts (shelled) - Retail (KG),Groundnuts shelled,1.0,1.0,
2018-12-15,Groundnuts (shelled) - Retail,KG,pulses and nuts,600.0,,,,,,,119,,,5,,,,Groundnuts (shelled) - Retail (KG),Groundnuts shelled,1.0,1.0,
2019-01-15,Groundnuts (shelled) - Retail,KG,pulses and nuts,600.0,,,,,,,119,,,5,,,,Groundnuts (shelled) - Retail (KG),Groundnuts shelled,1.0,1.0,
2019-02-15,Groundnuts (shelled) - Retail,KG,pulses and nuts,600.0,,,,,,,119,,,5,,,,Groundnuts (shelled) - Retail (KG),Groundnuts shelled,1.0,1.0,
2019-03-15,Groundnuts (shelled) - Retail,KG,pulses and nuts,600.0,,,,,,,119,,,5,,,,Groundnuts (shelled) - Retail (KG),Groundnuts shelled,1.0,1.0,
2019-04-15,Groundnuts (shelled) - Retail,KG,pulses and nuts,600.0,,,,,,,119,,,5,,,,Groundnuts (shelled) - Retail (KG),Groundnuts shelled,1.0,1.0,
2019-05-15,Groundnuts (shelled) - Retail,KG,pulses and nuts,600.0,,,,,,,119,,,5,,,,Groundnuts (shelled) - Retail (KG),Groundnuts shelled,1.0,1.0,
2019-06-15,Groundnuts (shelled) - Retail,KG,pulses and nuts,600.0,,,,,,,119,,,5,,,,Groundnuts (shelled) - Retail (KG),Groundnuts shelled,1.0,1.0,
2019-07-15,Groundnuts (shelled) - Retail,KG,pulses and nuts,600.0,,,,,,,119,,,5,,,,Groundnuts (shelled) - Retail (KG),Groundnuts shelled,1.0,1.0,
2019-08-15,Groundnuts (shelled) - Retail,KG,pulses and nuts,600.0,,,,,,,119,,,5,,,,Groundnuts (shelled) - Retail (KG),Groundnuts shelled,1.0,1.0,
2019-09-15,Groundnuts (shelled) - Retail,KG,pulses and nuts,600.0,,,,,,,119,,,5,,,,Groundnuts (shelled) - Retail (KG),Groundnuts shelled,1.0,1.0,
2019-10-15,Groundnuts (shelled) - Retail,KG,pulses and nuts,600.0,,,,,,,119,,,5,,,,Groundnuts (shelled) - Retail (KG),Groundnuts shelled,1.0,1.0,
2019-11-15,Groundnuts (shelled) - Retail,KG,pulses and nuts,600.0,,,,,,,119,,,5,,,,Groundnuts (shelled) - Retail (KG),Groundnuts shelled,1.0,1.0,
2019-12-15,Groundnuts (shelled) - Retail,KG,pulses and nuts,600.0,,,,,,,119,,,5,,,,Groundnuts (shelled) - Retail (KG),Groundnuts shelled,1.0,1.0,
2020-01-15,Groundnuts (shelled) - Retail,KG,pulses and nuts,600.0,,,,,,,119,,,5,,,,Groundnuts (shelled) - Retail (KG),Groundnuts shelled,1.0,1.0,
2020-02-15,Groundnuts (shelled) - Retail,KG,pulses and nuts,600.0,,,,,,,119,,,5,,,,Groundnuts (shelled) - Retail (KG),Groundnuts shelled,1.0,1.0,
2020-03-15,Groundnuts (shelled) - Retail,KG,pulses and nuts,600.0,,,,,,,119,,,5,,,,Groundnuts (shelled) - Retail (KG),Groundnuts shelled,1.0,1.0,
2020-04-15,Groundnuts (shelled) - Retail,KG,pulses and nuts,600.0,XOF,Senegal,Kedougou,1374.0,Kedougou,419.0,119,15.0,5.0,5,419_119_15_5,,2020.0,Groundnuts (shelled) - Retail (KG),Groundnuts shelled,1.0,0.0,1586908800.0
2020-05-15,Groundnuts (shelled) - Retail,KG,pulses and nuts,600.0,,,,,,,119,,,5,,,,Groundnuts (shelled) - Retail (KG),Groundnuts shelled,1.0,1.0,
2020-06-15,Groundnuts (shelled) - Retail,KG,pulses and nuts,600.0,,,,,,,119,,,5,,,,Groundnuts (shelled) - Retail (KG),Groundnuts shelled,1.0,1.0,
2020-07-15,Groundnuts (shelled) - Retail,KG,pulses and nuts,600.0,,,,,,,119,,,5,,,,Groundnuts (shelled) - Retail (KG),Groundnuts shelled,1.0,1.0,
2020-08-15,Groundnuts (shelled) - Retail,KG,pulses and nuts,600.0,,,,,,,119,,,5,,,,Groundnuts (shelled) - Retail (KG),Groundnuts shelled,1.0,1.0,
2020-09-15,Groundnuts (shelled) - Retail,KG,pulses and nuts,600.0,,,,,,,119,,,5,,,,Groundnuts (shelled) - Retail (KG),Groundnuts shelled,1.0,1.0,
2020-10-15,Groundnuts (shelled) - Retail,KG,pulses and nuts,600.0,,,,,,,119,,,5,,,,Groundnuts (shelled) - Retail (KG),Groundnuts shelled,1.0,1.0,
2020-11-15,Groundnuts (shelled) - Retail,KG,pulses and nuts,600.0,,,,,,,119,,,5,,,,Groundnuts (shelled) - Retail (KG),Groundnuts shelled,1.0,1.0,
2015-01-15,Groundnuts (unshelled) - Retail,KG,pulses and nuts,275.0,,,,,,,118,,,5,,,,Groundnuts (unshelled) - Retail (KG),Groundnuts unshelled,1.0,1.0,
2015-02-15,Groundnuts (unshelled) - Retail,KG,pulses and nuts,275.0,,,,,,,118,,,5,,,,Groundnuts (unshelled) - Retail (KG),Groundnuts unshelled,1.0,1.0,
2015-03-15,Groundnuts (unshelled) - Retail,KG,pulses and nuts,275.0,,,,,,,118,,,5,,,,Groundnuts (unshelled) - Retail (KG),Groundnuts unshelled,1.0,1.0,
2015-04-15,Groundnuts (unshelled) - Retail,KG,pulses and nuts,275.0,,,,,,,118,,,5,,,,Groundnuts (unshelled) - Retail (KG),Groundnuts unshelled,1.0,1.0,
2015-05-15,Groundnuts (unshelled) - Retail,KG,pulses and nuts,275.0,,,,,,,118,,,5,,,,Groundnuts (unshelled) - Retail (KG),Groundnuts unshelled,1.0,1.0,
2015-06-15,Groundnuts (unshelled) - Retail,KG,pulses and nuts,275.0,,,,,,,118,,,5,,,,Groundnuts (unshelled) - Retail (KG),Groundnuts unshelled,1.0,1.0,
2015-07-15,Groundnuts (unshelled) - Retail,KG,pulses and nuts,275.0,,,,,,,118,,,5,,,,Groundnuts (unshelled) - Retail (KG),Groundnuts unshelled,1.0,1.0,
2015-08-15,Groundnuts (unshelled) - Retail,KG,pulses and nuts,275.0,,,,,,,118,,,5,,,,Groundnuts (unshelled) - Retail (KG),Groundnuts unshelled,1.0,1.0,
2015-09-15,Groundnuts (unshelled) - Retail,KG,pulses and nuts,275.0,,,,,,,118,,,5,,,,Groundnuts (unshelled) - Retail (KG),Groundnuts unshelled,1.0,1.0,
2015-10-15,Groundnuts (unshelled) - Retail,KG,pulses and nuts,275.0,,,,,,,118,,,5,,,,Groundnuts (unshelled) - Retail (KG),Groundnuts unshelled,1.0,1.0,
2015-11-15,Groundnuts (unshelled) - Retail,KG,pulses and nuts,275.0,,,,,,,118,,,5,,,,Groundnuts (unshelled) - Retail (KG),Groundnuts unshelled,1.0,1.0,
