date,cmname,unit,category,price,currency,country,admname,adm1id,mktname,mktid,cmid,ptid,umid,catid,sn,default,year,label,cmnameshort,scaling,interpolated,x
2015-12-15,Groundnuts (unshelled) - Retail,KG,pulses and nuts,275.0,,,,,,,118,,,5,,,,Groundnuts (unshelled) - Retail (KG),Groundnuts unshelled,1.0,1.0,
2016-01-15,Groundnuts (unshelled) - Retail,KG,pulses and nuts,275.0,,,,,,,118,,,5,,,,Groundnuts (unshelled) - Retail (KG),Groundnuts unshelled,1.0,1.0,
2016-02-15,Groundnuts (unshelled) - Retail,KG,pulses and nuts,275.0,,,,,,,118,,,5,,,,Groundnuts (unshelled) - Retail (KG),Groundnuts unshelled,1.0,1.0,
2016-03-15,Groundnuts (unshelled) - Retail,KG,pulses and nuts,275.0,,,,,,,118,,,5,,,,Groundnuts (unshelled) - Retail (KG),Groundnuts unshelled,1.0,1.0,
2016-04-15,Groundnuts (unshelled) - Retail,KG,pulses and nuts,275.0,,,,,,,118,,,5,,,,Groundnuts (unshelled) - Retail (KG),Groundnuts unshelled,1.0,1.0,
2016-05-15,Groundnuts (unshelled) - Retail,KG,pulses and nuts,275.0,,,,,,,118,,,5,,,,Groundnuts (unshelled) - Retail (KG),Groundnuts unshelled,1.0,1.0,
2016-06-15,Groundnuts (unshelled) - Retail,KG,pulses and nuts,275.0,,,,,,,118,,,5,,,,Groundnuts (unshelled) - Retail (KG),Groundnuts unshelled,1.0,1.0,
2016-07-15,Groundnuts (unshelled) - Retail,KG,pulses and nuts,275.0,,,,,,,118,,,5,,,,Groundnuts (unshelled) - Retail (KG),Groundnuts unshelled,1.0,1.0,
2016-08-15,Groundnuts (unshelled) - Retail,KG,pulses and nuts,275.0,,,,,,,118,,,5,,,,Groundnuts (unshelled) - Retail (KG),Groundnuts unshelled,1.0,1.0,
2016-09-15,Groundnuts (unshelled) - Retail,KG,pulses and nuts,275.0,,,,,,,118,,,5,,,,Groundnuts (unshelled) - Retail (KG),Groundnuts unshelled,1.0,1.0,
2016-10-15,Groundnuts (unshelled) - Retail,KG,pulses and nuts,275.0,,,,,,,118,,,5,,,,Groundnuts (unshelled) - Retail (KG),Groundnuts unshelled,1.0,1.0,
2016-11-15,Groundnuts (unshelled) - Retail,KG,pulses and nuts,275.0,,,,,,,118,,,5,,,,Groundnuts (unshelled) - Retail (KG),Groundnuts unshelled,1.0,1.0,
2016-12-15,Groundnuts (unshelled) - Retail,KG,pulses and nuts,275.0,,,,,,,118,,,5,,,,Groundnuts (unshelled) - Retail (KG),Groundnuts unshelled,1.0,1.0,
2017-01-15,Groundnuts (unshelled) - Retail,KG,pulses and nuts,275.0,,,,,,,118,,,5,,,,Groundnuts (unshelled) - Retail (KG),Groundnuts unshelled,1.0,1.0,
2017-02-15,Groundnuts (unshelled) - Retail,KG,pulses and nuts,275.0,,,,,,,118,,,5,,,,Groundnuts (unshelled) - Retail (KG),Groundnuts unshelled,1.0,1.0,
2017-03-15,Groundnuts (unshelled) - Retail,KG,pulses and nuts,275.0,,,,,,,118,,,5,,,,Groundnuts (unshelled) - Retail (KG),Groundnuts unshelled,1.0,1.0,
2017-04-15,Groundnuts (unshelled) - Retail,KG,pulses and nuts,275.0,,,,,,,118,,,5,,,,Groundnuts (unshelled) - Retail (KG),Groundnuts unshelled,1.0,1.0,
2017-05-15,Groundnuts (unshelled) - Retail,KG,pulses and nuts,275.0,,,,,,,118,,,5,,,,Groundnuts (unshelled) - Retail (KG),Groundnuts unshelled,1.0,1.0,
2017-06-15,Groundnuts (unshelled) - Retail,KG,pulses and nuts,275.0,,,,,,,118,,,5,,,,Groundnuts (unshelled) - Retail (KG),Groundnuts unshelled,1.0,1.0,
2017-07-15,Groundnuts (unshelled) - Retail,KG,pulses and nuts,275.0,,,,,,,118,,,5,,,,Groundnuts (unshelled) - Retail (KG),Groundnuts unshelled,1.0,1.0,
2017-08-15,Groundnuts (unshelled) - Retail,KG,pulses and nuts,275.0,,,,,,,118,,,5,,,,Groundnuts (unshelled) - Retail (KG),Groundnuts unshelled,1.0,1.0,
2017-09-15,Groundnuts (unshelled) - Retail,KG,pulses and nuts,275.0,,,,,,,118,,,5,,,,Groundnuts (unshelled) - Retail (KG),Groundnuts unshelled,1.0,1.0,
2017-10-15,Groundnuts (unshelled) - Retail,KG,pulses and nuts,275.0,,,,,,,118,,,5,,,,Groundnuts (unshelled) - Retail (KG),Groundnuts unshelled,1.0,1.0,
2017-11-15,Groundnuts (unshelled) - Retail,KG,pulses and nuts,275.0,,,,,,,118,,,5,,,,Groundnuts (unshelled) - Retail (KG),Groundnuts unshelled,1.0,1.0,
2017-12-15,Groundnuts (unshelled) - Retail,KG,pulses and nuts,275.0,,,,,,,118,,,5,,,,Groundnuts (unshelled) - Retail (KG),Groundnuts unshelled,1.0,1.0,
2018-01-15,Groundnuts (unshelled) - Retail,KG,pulses and nuts,275.0,,,,,,,118,,,5,,,,Groundnuts (unshelled) - Retail (KG),Groundnuts unshelled,1.0,1.0,
2018-02-15,Groundnuts (unshelled) - Retail,KG,pulses and nuts,275.0,,,,,,,118,,,5,,,,Groundnuts (unshelled) - Retail (KG),Groundnuts unshelled,1.0,1.0,
2018-03-15,Groundnuts (unshelled) - Retail,KG,pulses and nuts,275.0,,,,,,,118,,,5,,,,Groundnuts (unshelled) - Retail (KG),Groundnuts unshelled,1.0,1.0,
2018-04-15,Groundnuts (unshelled) - Retail,KG,pulses and nuts,275.0,,,,,,,118,,,5,,,,Groundnuts (unshelled) - Retail (KG),Groundnuts unshelled,1.0,1.0,
2018-05-15,Groundnuts (unshelled) - Retail,KG,pulses and nuts,275.0,,,,,,,118,,,5,,,,Groundnuts (unshelled) - Retail (KG),Groundnuts unshelled,1.0,1.0,
2018-06-15,Groundnuts (unshelled) - Retail,KG,pulses and nuts,275.0,,,,,,,118,,,5,,,,Groundnuts (unshelled) - Retail (KG),Groundnuts unshelled,1.0,1.0,
2018-07-15,Groundnuts (unshelled) - Retail,KG,pulses and nuts,275.0,,,,,,,118,,,5,,,,Groundnuts (unshelled) - Retail (KG),Groundnuts unshelled,1.0,1.0,
2018-08-15,Groundnuts (unshelled) - Retail,KG,pulses and nuts,275.0,,,,,,,118,,,5,,,,Groundnuts (unshelled) - Retail (KG),Groundnuts unshelled,1.0,1.0,
2018-09-15,Groundnuts (unshelled) - Retail,KG,pulses and nuts,275.0,,,,,,,118,,,5,,,,Groundnuts (unshelled) - Retail (KG),Groundnuts unshelled,1.0,1.0,
2018-10-15,Groundnuts (unshelled) - Retail,KG,pulses and nuts,275.0,,,,,,,118,,,5,,,,Groundnuts (unshelled) - Retail (KG),Groundnuts unshelled,1.0,1.0,
2018-11-15,Groundnuts (unshelled) - Retail,KG,pulses and nuts,275.0,,,,,,,118,,,5,,,,Groundnuts (unshelled) - Retail (KG),Groundnuts unshelled,1.0,1.0,
2018-12-15,Groundnuts (unshelled) - Retail,KG,pulses and nuts,275.0,,,,,,,118,,,5,,,,Groundnuts (unshelled) - Retail (KG),Groundnuts unshelled,1.0,1.0,
2019-01-15,Groundnuts (unshelled) - Retail,KG,pulses and nuts,275.0,,,,,,,118,,,5,,,,Groundnuts (unshelled) - Retail (KG),Groundnuts unshelled,1.0,1.0,
2019-02-15,Groundnuts (unshelled) - Retail,KG,pulses and nuts,275.0,,,,,,,118,,,5,,,,Groundnuts (unshelled) - Retail (KG),Groundnuts unshelled,1.0,1.0,
2019-03-15,Groundnuts (unshelled) - Retail,KG,pulses and nuts,275.0,,,,,,,118,,,5,,,,Groundnuts (unshelled) - Retail (KG),Groundnuts unshelled,1.0,1.0,
2019-04-15,Groundnuts (unshelled) - Retail,KG,pulses and nuts,275.0,,,,,,,118,,,5,,,,Groundnuts (unshelled) - Retail (KG),Groundnuts unshelled,1.0,1.0,
2019-05-15,Groundnuts (unshelled) - Retail,KG,pulses and nuts,275.0,,,,,,,118,,,5,,,,Groundnuts (unshelled) - Retail (KG),Groundnuts unshelled,1.0,1.0,
2019-06-15,Groundnuts (unshelled) - Retail,KG,pulses and nuts,275.0,,,,,,,118,,,5,,,,Groundnuts (unshelled) - Retail (KG),Groundnuts unshelled,1.0,1.0,
2019-07-15,Groundnuts (unshelled) - Retail,KG,pulses and nuts,275.0,,,,,,,118,,,5,,,,Groundnuts (unshelled) - Retail (KG),Groundnuts unshelled,1.0,1.0,
2019-08-15,Groundnuts (unshelled) - Retail,KG,pulses and nuts,275.0,,,,,,,118,,,5,,,,Groundnuts (unshelled) - Retail (KG),Groundnuts unshelled,1.0,1.0,
2019-09-15,Groundnuts (unshelled) - Retail,KG,pulses and nuts,275.0,,,,,,,118,,,5,,,,Groundnuts (unshelled) - Retail (KG),Groundnuts unshelled,1.0,1.0,
2019-10-15,Groundnuts (unshelled) - Retail,KG,pulses and nuts,275.0,,,,,,,118,,,5,,,,Groundnuts (unshelled) - Retail (KG),Groundnuts unshelled,1.0,1.0,
2019-11-15,Groundnuts (unshelled) - Retail,KG,pulses and nuts,275.0,,,,,,,118,,,5,,,,Groundnuts (unshelled) - Retail (KG),Groundnuts unshelled,1.0,1.0,
2019-12-15,Groundnuts (unshelled) - Retail,KG,pulses and nuts,275.0,,,,,,,118,,,5,,,,Groundnuts (unshelled) - Retail (KG),Groundnuts unshelled,1.0,1.0,
2020-01-15,Groundnuts (unshelled) - Retail,KG,pulses and nuts,275.0,,,,,,,118,,,5,,,,Groundnuts (unshelled) - Retail (KG),Groundnuts unshelled,1.0,1.0,
2020-02-15,Groundnuts (unshelled) - Retail,KG,pulses and nuts,275.0,,,,,,,118,,,5,,,,Groundnuts (unshelled) - Retail (KG),Groundnuts unshelled,1.0,1.0,
2020-03-15,Groundnuts (unshelled) - Retail,KG,pulses and nuts,275.0,,,,,,,118,,,5,,,,Groundnuts (unshelled) - Retail (KG),Groundnuts unshelled,1.0,1.0,
2020-04-15,Groundnuts (unshelled) - Retail,KG,pulses and nuts,275.0,XOF,Senegal,Tambacounda,2643.0,Tambacounda,441.0,118,15.0,5.0,5,441_118_15_5,,2020.0,Groundnuts (unshelled) - Retail (KG),Groundnuts unshelled,1.0,0.0,1586908800.0
2020-05-15,Groundnuts (unshelled) - Retail,KG,pulses and nuts,275.0,,,,,,,118,,,5,,,,Groundnuts (unshelled) - Retail (KG),Groundnuts unshelled,1.0,1.0,
2020-06-15,Groundnuts (unshelled) - Retail,KG,pulses and nuts,275.0,,,,,,,118,,,5,,,,Groundnuts (unshelled) - Retail (KG),Groundnuts unshelled,1.0,1.0,
2020-07-15,Groundnuts (unshelled) - Retail,KG,pulses and nuts,275.0,,,,,,,118,,,5,,,,Groundnuts (unshelled) - Retail (KG),Groundnuts unshelled,1.0,1.0,
2020-08-15,Groundnuts (unshelled) - Retail,KG,pulses and nuts,275.0,,,,,,,118,,,5,,,,Groundnuts (unshelled) - Retail (KG),Groundnuts unshelled,1.0,1.0,
2020-09-15,Groundnuts (unshelled) - Retail,KG,pulses and nuts,275.0,,,,,,,118,,,5,,,,Groundnuts (unshelled) - Retail (KG),Groundnuts unshelled,1.0,1.0,
2020-10-15,Groundnuts (unshelled) - Retail,KG,pulses and nuts,275.0,,,,,,,118,,,5,,,,Groundnuts (unshelled) - Retail (KG),Groundnuts unshelled,1.0,1.0,
2020-11-15,Groundnuts (unshelled) - Retail,KG,pulses and nuts,275.0,,,,,,,118,,,5,,,,Groundnuts (unshelled) - Retail (KG),Groundnuts unshelled,1.0,1.0,
2015-01-15,Maize (imported) - Retail,KG,cereals and tubers,200.0,XOF,Senegal,Fatick,47586.0,Fatick,414.0,158,15.0,5.0,1,414_158_15_5,,2015.0,Maize (imported) - Retail (KG),Maize imp.,1.0,0.0,1421280000.0
2015-02-15,Maize (imported) - Retail,KG,cereals and tubers,200.0,XOF,Senegal,Kedougou,1374.0,Kedougou,419.0,158,15.0,5.0,1,419_158_15_5,,2015.0,Maize (imported) - Retail (KG),Maize imp.,1.0,0.0,1423958400.0
2015-03-15,Maize (imported) - Retail,KG,cereals and tubers,220.0,XOF,Senegal,Dakar,2636.0,Thiaroye,442.0,158,15.0,5.0,1,442_158_15_5,,2015.0,Maize (imported) - Retail (KG),Maize imp.,1.0,0.0,1426377600.0
2015-04-15,Maize (imported) - Retail,KG,cereals and tubers,220.0,XOF,Senegal,Dakar,2636.0,Castors,408.0,158,15.0,5.0,1,408_158_15_5,,2015.0,Maize (imported) - Retail (KG),Maize imp.,1.0,0.0,1429056000.0
2015-05-15,Maize (imported) - Retail,KG,cereals and tubers,220.0,,,,,,,158,,,1,,,,Maize (imported) - Retail (KG),Maize imp.,1.0,1.0,
2015-06-15,Maize (imported) - Retail,KG,cereals and tubers,220.0,XOF,Senegal,Dakar,2636.0,Castors,408.0,158,15.0,5.0,1,408_158_15_5,,2015.0,Maize (imported) - Retail (KG),Maize imp.,1.0,0.0,1434326400.0
2015-07-15,Maize (imported) - Retail,KG,cereals and tubers,220.0,XOF,Senegal,Dakar,2636.0,Castors,408.0,158,15.0,5.0,1,408_158_15_5,,2015.0,Maize (imported) - Retail (KG),Maize imp.,1.0,0.0,1436918400.0
2015-08-15,Maize (imported) - Retail,KG,cereals and tubers,227.0,XOF,Senegal,Diourbel,47585.0,Diourbel,413.0,158,15.0,5.0,1,413_158_15_5,,2015.0,Maize (imported) - Retail (KG),Maize imp.,1.0,0.0,1439596800.0
2015-09-15,Maize (imported) - Retail,KG,cereals and tubers,210.0,XOF,Senegal,Matam,47588.0,Orkodiere,433.0,158,15.0,5.0,1,433_158_15_5,,2015.0,Maize (imported) - Retail (KG),Maize imp.,1.0,0.0,1442275200.0
2015-10-15,Maize (imported) - Retail,KG,cereals and tubers,225.0,XOF,Senegal,Kedougou,1374.0,Kedougou,419.0,158,15.0,5.0,1,419_158_15_5,,2015.0,Maize (imported) - Retail (KG),Maize imp.,1.0,0.0,1444867200.0
2015-11-15,Maize (imported) - Retail,KG,cereals and tubers,223.98360655737704,,,,,,,158,,,1,,,,Maize (imported) - Retail (KG),Maize imp.,1.0,1.0,
2015-12-15,Maize (imported) - Retail,KG,cereals and tubers,223.0,XOF,Senegal,Dakar,2636.0,Thiaroye,442.0,158,15.0,5.0,1,442_158_15_5,,2015.0,Maize (imported) - Retail (KG),Maize imp.,1.0,0.0,1450137600.0
2016-01-15,Maize (imported) - Retail,KG,cereals and tubers,200.0,XOF,Senegal,Dakar,2636.0,Gueule Tapee,457.0,158,15.0,5.0,1,457_158_15_5,,2016.0,Maize (imported) - Retail (KG),Maize imp.,1.0,0.0,1452816000.0
2016-02-15,Maize (imported) - Retail,KG,cereals and tubers,213.0,XOF,Senegal,Dakar,2636.0,Thiaroye,442.0,158,15.0,5.0,1,442_158_15_5,,2016.0,Maize (imported) - Retail (KG),Maize imp.,1.0,0.0,1455494400.0
2016-03-15,Maize (imported) - Retail,KG,cereals and tubers,208.0,XOF,Senegal,Thies,2644.0,Thies,443.0,158,15.0,5.0,1,443_158_15_5,,2016.0,Maize (imported) - Retail (KG),Maize imp.,1.0,0.0,1458000000.0
2016-04-15,Maize (imported) - Retail,KG,cereals and tubers,215.0,XOF,Senegal,Thies,2644.0,Touba Toul,449.0,158,15.0,5.0,1,449_158_15_5,,2016.0,Maize (imported) - Retail (KG),Maize imp.,1.0,0.0,1460678400.0
2016-05-15,Maize (imported) - Retail,KG,cereals and tubers,220.0,XOF,Senegal,Dakar,2636.0,Castors,408.0,158,15.0,5.0,1,408_158_15_5,,2016.0,Maize (imported) - Retail (KG),Maize imp.,1.0,0.0,1463270400.0
2016-06-15,Maize (imported) - Retail,KG,cereals and tubers,225.0,XOF,Senegal,Thies,2644.0,Thilmakha,445.0,158,15.0,5.0,1,445_158_15_5,,2016.0,Maize (imported) - Retail (KG),Maize imp.,1.0,0.0,1465948800.0
2016-07-15,Maize (imported) - Retail,KG,cereals and tubers,220.0,XOF,Senegal,Dakar,2636.0,Castors,408.0,158,15.0,5.0,1,408_158_15_5,,2016.0,Maize (imported) - Retail (KG),Maize imp.,1.0,0.0,1468540800.0
2016-08-15,Maize (imported) - Retail,KG,cereals and tubers,225.0,XOF,Senegal,Diourbel,47585.0,Diourbel,413.0,158,15.0,5.0,1,413_158_15_5,,2016.0,Maize (imported) - Retail (KG),Maize imp.,1.0,0.0,1471219200.0
2016-09-15,Maize (imported) - Retail,KG,cereals and tubers,225.0,XOF,Senegal,Dakar,2636.0,Castors,408.0,158,15.0,5.0,1,408_158_15_5,,2016.0,Maize (imported) - Retail (KG),Maize imp.,1.0,0.0,1473897600.0
2016-10-15,Maize (imported) - Retail,KG,cereals and tubers,225.0,XOF,Senegal,Dakar,2636.0,Castors,408.0,158,15.0,5.0,1,408_158_15_5,,2016.0,Maize (imported) - Retail (KG),Maize imp.,1.0,0.0,1476489600.0
2016-11-15,Maize (imported) - Retail,KG,cereals and tubers,225.0,XOF,Senegal,Dakar,2636.0,Castors,408.0,158,15.0,5.0,1,408_158_15_5,,2016.0,Maize (imported) - Retail (KG),Maize imp.,1.0,0.0,1479168000.0
2016-12-15,Maize (imported) - Retail,KG,cereals and tubers,225.0,XOF,Senegal,Dakar,2636.0,Castors,408.0,158,15.0,5.0,1,408_158_15_5,,2016.0,Maize (imported) - Retail (KG),Maize imp.,1.0,0.0,1481760000.0
2017-01-15,Maize (imported) - Retail,KG,cereals and tubers,225.0,XOF,Senegal,Dakar,2636.0,Castors,408.0,158,15.0,5.0,1,408_158_15_5,,2017.0,Maize (imported) - Retail (KG),Maize imp.,1.0,0.0,1484438400.0
2017-02-15,Maize (imported) - Retail,KG,cereals and tubers,207.0,XOF,Senegal,Thies,2644.0,Thilmakha,445.0,158,15.0,5.0,1,445_158_15_5,,2017.0,Maize (imported) - Retail (KG),Maize imp.,1.0,0.0,1487116800.0
2017-03-15,Maize (imported) - Retail,KG,cereals and tubers,213.0,XOF,Senegal,Kolda,2640.0,Diaobe,412.0,158,15.0,5.0,1,412_158_15_5,,2017.0,Maize (imported) - Retail (KG),Maize imp.,1.0,0.0,1489536000.0
2017-04-15,Maize (imported) - Retail,KG,cereals and tubers,225.0,XOF,Senegal,Dakar,2636.0,Castors,408.0,158,15.0,5.0,1,408_158_15_5,,2017.0,Maize (imported) - Retail (KG),Maize imp.,1.0,0.0,1492214400.0
2017-05-15,Maize (imported) - Retail,KG,cereals and tubers,225.0,XOF,Senegal,Dakar,2636.0,Castors,408.0,158,15.0,5.0,1,408_158_15_5,,2017.0,Maize (imported) - Retail (KG),Maize imp.,1.0,0.0,1494806400.0
2017-06-15,Maize (imported) - Retail,KG,cereals and tubers,225.0,XOF,Senegal,Dakar,2636.0,Castors,408.0,158,15.0,5.0,1,408_158_15_5,,2017.0,Maize (imported) - Retail (KG),Maize imp.,1.0,0.0,1497484800.0
2017-07-15,Maize (imported) - Retail,KG,cereals and tubers,225.0,XOF,Senegal,Kolda,2640.0,Kolda,421.0,158,15.0,5.0,1,421_158_15_5,,2017.0,Maize (imported) - Retail (KG),Maize imp.,1.0,0.0,1500076800.0
2017-08-15,Maize (imported) - Retail,KG,cereals and tubers,225.0,XOF,Senegal,Thies,2644.0,Mbafaye,427.0,158,15.0,5.0,1,427_158_15_5,,2017.0,Maize (imported) - Retail (KG),Maize imp.,1.0,0.0,1502755200.0
2017-09-15,Maize (imported) - Retail,KG,cereals and tubers,225.0,XOF,Senegal,Dakar,2636.0,Thiaroye,442.0,158,15.0,5.0,1,442_158_15_5,,2017.0,Maize (imported) - Retail (KG),Maize imp.,1.0,0.0,1505433600.0
2017-10-15,Maize (imported) - Retail,KG,cereals and tubers,220.0,XOF,Senegal,Dakar,2636.0,Tilene,447.0,158,15.0,5.0,1,447_158_15_5,,2017.0,Maize (imported) - Retail (KG),Maize imp.,1.0,0.0,1508025600.0
2017-11-15,Maize (imported) - Retail,KG,cereals and tubers,220.0,XOF,Senegal,Dakar,2636.0,Tilene,447.0,158,15.0,5.0,1,447_158_15_5,,2017.0,Maize (imported) - Retail (KG),Maize imp.,1.0,0.0,1510704000.0
2017-12-15,Maize (imported) - Retail,KG,cereals and tubers,220.0,XOF,Senegal,Dakar,2636.0,Tilene,447.0,158,15.0,5.0,1,447_158_15_5,,2017.0,Maize (imported) - Retail (KG),Maize imp.,1.0,0.0,1513296000.0
2018-01-15,Maize (imported) - Retail,KG,cereals and tubers,213.0,XOF,Senegal,Dakar,2636.0,Castors,408.0,158,15.0,5.0,1,408_158_15_5,,2018.0,Maize (imported) - Retail (KG),Maize imp.,1.0,0.0,1515974400.0
2018-02-15,Maize (imported) - Retail,KG,cereals and tubers,210.0,XOF,Senegal,Fatick,47586.0,Keur I. Yacine,420.0,158,15.0,5.0,1,420_158_15_5,,2018.0,Maize (imported) - Retail (KG),Maize imp.,1.0,0.0,1518652800.0
2018-03-15,Maize (imported) - Retail,KG,cereals and tubers,218.0,XOF,Senegal,Thies,2644.0,Mbafaye,427.0,158,15.0,5.0,1,427_158_15_5,,2018.0,Maize (imported) - Retail (KG),Maize imp.,1.0,0.0,1521072000.0
2018-04-15,Maize (imported) - Retail,KG,cereals and tubers,200.0,XOF,Senegal,Thies,2644.0,Touba Toul,449.0,158,15.0,5.0,1,449_158_15_5,,2018.0,Maize (imported) - Retail (KG),Maize imp.,1.0,0.0,1523750400.0
2018-05-15,Maize (imported) - Retail,KG,cereals and tubers,200.0,XOF,Senegal,Thies,2644.0,Touba Toul,449.0,158,15.0,5.0,1,449_158_15_5,,2018.0,Maize (imported) - Retail (KG),Maize imp.,1.0,0.0,1526342400.0
2018-06-15,Maize (imported) - Retail,KG,cereals and tubers,213.0,XOF,Senegal,Dakar,2636.0,Thiaroye,442.0,158,15.0,5.0,1,442_158_15_5,,2018.0,Maize (imported) - Retail (KG),Maize imp.,1.0,0.0,1529020800.0
2018-07-15,Maize (imported) - Retail,KG,cereals and tubers,225.0,XOF,Senegal,Kolda,2640.0,Sare Yoba,439.0,158,15.0,5.0,1,439_158_15_5,,2018.0,Maize (imported) - Retail (KG),Maize imp.,1.0,0.0,1531612800.0
2018-08-15,Maize (imported) - Retail,KG,cereals and tubers,225.0,XOF,Senegal,Dakar,2636.0,Thiaroye,442.0,158,15.0,5.0,1,442_158_15_5,,2018.0,Maize (imported) - Retail (KG),Maize imp.,1.0,0.0,1534291200.0
2018-09-15,Maize (imported) - Retail,KG,cereals and tubers,225.0,XOF,Senegal,Dakar,2636.0,Thiaroye,442.0,158,15.0,5.0,1,442_158_15_5,,2018.0,Maize (imported) - Retail (KG),Maize imp.,1.0,0.0,1536969600.0
2018-10-15,Maize (imported) - Retail,KG,cereals and tubers,225.0,XOF,Senegal,Kolda,2640.0,Kolda,421.0,158,15.0,5.0,1,421_158_15_5,,2018.0,Maize (imported) - Retail (KG),Maize imp.,1.0,0.0,1539561600.0
2018-11-15,Maize (imported) - Retail,KG,cereals and tubers,225.0,,,,,,,158,,,1,,,,Maize (imported) - Retail (KG),Maize imp.,1.0,1.0,
2018-12-15,Maize (imported) - Retail,KG,cereals and tubers,225.0,,,,,,,158,,,1,,,,Maize (imported) - Retail (KG),Maize imp.,1.0,1.0,
2019-01-15,Maize (imported) - Retail,KG,cereals and tubers,225.0,,,,,,,158,,,1,,,,Maize (imported) - Retail (KG),Maize imp.,1.0,1.0,
2019-02-15,Maize (imported) - Retail,KG,cereals and tubers,225.0,,,,,,,158,,,1,,,,Maize (imported) - Retail (KG),Maize imp.,1.0,1.0,
2019-03-15,Maize (imported) - Retail,KG,cereals and tubers,225.0,XOF,Senegal,Thies,2644.0,Thilmakha,445.0,158,15.0,5.0,1,445_158_15_5,,2019.0,Maize (imported) - Retail (KG),Maize imp.,1.0,0.0,1552608000.0
2019-04-15,Maize (imported) - Retail,KG,cereals and tubers,225.0,XOF,Senegal,Kedougou,1374.0,Kedougou,419.0,158,15.0,5.0,1,419_158_15_5,,2019.0,Maize (imported) - Retail (KG),Maize imp.,1.0,0.0,1555286400.0
2019-05-15,Maize (imported) - Retail,KG,cereals and tubers,225.0,XOF,Senegal,Thies,2644.0,Thilmakha,445.0,158,15.0,5.0,1,445_158_15_5,,2019.0,Maize (imported) - Retail (KG),Maize imp.,1.0,0.0,1557878400.0
2019-06-15,Maize (imported) - Retail,KG,cereals and tubers,225.0,XOF,Senegal,Dakar,2636.0,Thiaroye,442.0,158,15.0,5.0,1,442_158_15_5,,2019.0,Maize (imported) - Retail (KG),Maize imp.,1.0,0.0,1560556800.0
2019-07-15,Maize (imported) - Retail,KG,cereals and tubers,225.0,XOF,Senegal,Thies,2644.0,Thilmakha,445.0,158,15.0,5.0,1,445_158_15_5,,2019.0,Maize (imported) - Retail (KG),Maize imp.,1.0,0.0,1563148800.0
2019-08-15,Maize (imported) - Retail,KG,cereals and tubers,225.0,XOF,Senegal,Dakar,2636.0,Thiaroye,442.0,158,15.0,5.0,1,442_158_15_5,,2019.0,Maize (imported) - Retail (KG),Maize imp.,1.0,0.0,1565827200.0
2019-09-15,Maize (imported) - Retail,KG,cereals and tubers,225.0,XOF,Senegal,Dakar,2636.0,Thiaroye,442.0,158,15.0,5.0,1,442_158_15_5,,2019.0,Maize (imported) - Retail (KG),Maize imp.,1.0,0.0,1568505600.0
2019-10-15,Maize (imported) - Retail,KG,cereals and tubers,225.0,XOF,Senegal,Thies,2644.0,Mbafaye,427.0,158,15.0,5.0,1,427_158_15_5,,2019.0,Maize (imported) - Retail (KG),Maize imp.,1.0,0.0,1571097600.0
2019-11-15,Maize (imported) - Retail,KG,cereals and tubers,225.0,XOF,Senegal,Diourbel,47585.0,Bambey,406.0,158,15.0,5.0,1,406_158_15_5,,2019.0,Maize (imported) - Retail (KG),Maize imp.,1.0,0.0,1573776000.0
2019-12-15,Maize (imported) - Retail,KG,cereals and tubers,225.0,XOF,Senegal,Diourbel,47585.0,Bambey,406.0,158,15.0,5.0,1,406_158_15_5,,2019.0,Maize (imported) - Retail (KG),Maize imp.,1.0,0.0,1576368000.0
2020-01-15,Maize (imported) - Retail,KG,cereals and tubers,225.0,XOF,Senegal,Diourbel,47585.0,Bambey,406.0,158,15.0,5.0,1,406_158_15_5,,2020.0,Maize (imported) - Retail (KG),Maize imp.,1.0,0.0,1579046400.0
2020-02-15,Maize (imported) - Retail,KG,cereals and tubers,225.0,XOF,Senegal,Thies,2644.0,Thies,443.0,158,15.0,5.0,1,443_158_15_5,,2020.0,Maize (imported) - Retail (KG),Maize imp.,1.0,0.0,1581724800.0
2020-03-15,Maize (imported) - Retail,KG,cereals and tubers,200.0,XOF,Senegal,Dakar,2636.0,Tilene,447.0,158,15.0,5.0,1,447_158_15_5,,2020.0,Maize (imported) - Retail (KG),Maize imp.,1.0,0.0,1584230400.0
2020-04-15,Maize (imported) - Retail,KG,cereals and tubers,225.0,XOF,Senegal,Sedhiou,1376.0,Sedhiou,452.0,158,15.0,5.0,1,452_158_15_5,,2020.0,Maize (imported) - Retail (KG),Maize imp.,1.0,0.0,1586908800.0
2020-05-15,Maize (imported) - Retail,KG,cereals and tubers,225.0,XOF,Senegal,Diourbel,47585.0,Diourbel,413.0,158,15.0,5.0,1,413_158_15_5,,2020.0,Maize (imported) - Retail (KG),Maize imp.,1.0,0.0,1589500800.0
2020-06-15,Maize (imported) - Retail,KG,cereals and tubers,216.6666,XOF,Senegal,Dakar,2636.0,Tilene,447.0,158,15.0,5.0,1,447_158_15_5,,2020.0,Maize (imported) - Retail (KG),Maize imp.,1.0,0.0,1592179200.0
2020-07-15,Maize (imported) - Retail,KG,cereals and tubers,200.0,XOF,Senegal,Kaffrine,1378.0,Kaffrine,417.0,158,15.0,5.0,1,417_158_15_5,,2020.0,Maize (imported) - Retail (KG),Maize imp.,1.0,0.0,1594771200.0
