field_1,field_2,field_3,GID_0,NAME_0
"235",16.4200000762939,-14.6300001144409,SEN,Senegal
"236",16.4200000762939,-14.5299997329712,SEN,Senegal
"237",16.4200000762939,-14.4300003051758,SEN,Senegal
"238",16.4200000762939,-14.3299999237061,SEN,Senegal
"239",16.4200000762939,-14.2299995422363,SEN,Senegal
"240",16.4200000762939,-14.1300001144409,SEN,Senegal
"285",16.3199996948242,-16.3299999237061,SEN,Senegal
"286",16.3199996948242,-16.2299995422363,SEN,Senegal
"287",16.3199996948242,-16.1299991607666,SEN,Senegal
"288",16.3199996948242,-16.0300006866455,SEN,Senegal
"289",16.3199996948242,-15.9300003051758,SEN,Senegal
"290",16.3199996948242,-15.8299999237061,SEN,Senegal
"291",16.3199996948242,-15.7299995422363,SEN,Senegal
"292",16.3199996948242,-15.6300001144409,SEN,Senegal
"293",16.3199996948242,-15.5299997329712,SEN,Senegal
"294",16.3199996948242,-15.4300003051758,SEN,Senegal
"295",16.3199996948242,-15.3299999237061,SEN,Senegal
"296",16.3199996948242,-15.2299995422363,SEN,Senegal
"297",16.3199996948242,-15.1300001144409,SEN,Senegal
"298",16.3199996948242,-15.0299997329712,SEN,Senegal
"299",16.3199996948242,-14.9300003051758,SEN,Senegal
"300",16.3199996948242,-14.8299999237061,SEN,Senegal
"301",16.3199996948242,-14.7299995422363,SEN,Senegal
"302",16.3199996948242,-14.6300001144409,SEN,Senegal
"303",16.3199996948242,-14.5299997329712,SEN,Senegal
"304",16.3199996948242,-14.4300003051758,SEN,Senegal
"305",16.3199996948242,-14.3299999237061,SEN,Senegal
"306",16.3199996948242,-14.2299995422363,SEN,Senegal
"307",16.3199996948242,-14.1300001144409,SEN,Senegal
"308",16.3199996948242,-14.0299997329712,SEN,Senegal
"352",16.2199993133545,-16.3299999237061,SEN,Senegal
"353",16.2199993133545,-16.2299995422363,SEN,Senegal
"354",16.2199993133545,-16.1299991607666,SEN,Senegal
"355",16.2199993133545,-16.0300006866455,SEN,Senegal
"356",16.2199993133545,-15.9300003051758,SEN,Senegal
"357",16.2199993133545,-15.8299999237061,SEN,Senegal
"358",16.2199993133545,-15.7299995422363,SEN,Senegal
"359",16.2199993133545,-15.6300001144409,SEN,Senegal
"360",16.2199993133545,-15.5299997329712,SEN,Senegal
"361",16.2199993133545,-15.4300003051758,SEN,Senegal
"362",16.2199993133545,-15.3299999237061,SEN,Senegal
"363",16.2199993133545,-15.2299995422363,SEN,Senegal
"364",16.2199993133545,-15.1300001144409,SEN,Senegal
"365",16.2199993133545,-15.0299997329712,SEN,Senegal
"366",16.2199993133545,-14.9300003051758,SEN,Senegal
"367",16.2199993133545,-14.8299999237061,SEN,Senegal
"368",16.2199993133545,-14.7299995422363,SEN,Senegal
"369",16.2199993133545,-14.6300001144409,SEN,Senegal
"370",16.2199993133545,-14.5299997329712,SEN,Senegal
"371",16.2199993133545,-14.4300003051758,SEN,Senegal
"372",16.2199993133545,-14.3299999237061,SEN,Senegal
"373",16.2199993133545,-14.2299995422363,SEN,Senegal
"374",16.2199993133545,-14.1300001144409,SEN,Senegal
"375",16.2199993133545,-14.0299997329712,SEN,Senegal
"376",16.2199993133545,-13.9300003051758,SEN,Senegal
"418",16.1200008392334,-16.4300003051758,SEN,Senegal
"419",16.1200008392334,-16.3299999237061,SEN,Senegal
"420",16.1200008392334,-16.2299995422363,SEN,Senegal
"421",16.1200008392334,-16.1299991607666,SEN,Senegal
"422",16.1200008392334,-16.0300006866455,SEN,Senegal
"423",16.1200008392334,-15.9300003051758,SEN,Senegal
"424",16.1200008392334,-15.8299999237061,SEN,Senegal
"425",16.1200008392334,-15.7299995422363,SEN,Senegal
"426",16.1200008392334,-15.6300001144409,SEN,Senegal
"427",16.1200008392334,-15.5299997329712,SEN,Senegal
"428",16.1200008392334,-15.4300003051758,SEN,Senegal
"429",16.1200008392334,-15.3299999237061,SEN,Senegal
"430",16.1200008392334,-15.2299995422363,SEN,Senegal
"431",16.1200008392334,-15.1300001144409,SEN,Senegal
"432",16.1200008392334,-15.0299997329712,SEN,Senegal
"433",16.1200008392334,-14.9300003051758,SEN,Senegal
"434",16.1200008392334,-14.8299999237061,SEN,Senegal
"435",16.1200008392334,-14.7299995422363,SEN,Senegal
"436",16.1200008392334,-14.6300001144409,SEN,Senegal
"437",16.1200008392334,-14.5299997329712,SEN,Senegal
"438",16.1200008392334,-14.4300003051758,SEN,Senegal
"439",16.1200008392334,-14.3299999237061,SEN,Senegal
"440",16.1200008392334,-14.2299995422363,SEN,Senegal
"441",16.1200008392334,-14.1300001144409,SEN,Senegal
"442",16.1200008392334,-14.0299997329712,SEN,Senegal
"443",16.1200008392334,-13.9300003051758,SEN,Senegal
"444",16.1200008392334,-13.8299999237061,SEN,Senegal
"445",16.1200008392334,-13.7299995422363,SEN,Senegal
"447",16.1200008392334,-13.5299997329712,SEN,Senegal
"485",16.0200004577637,-16.4300003051758,SEN,Senegal
"486",16.0200004577637,-16.3299999237061,SEN,Senegal
"487",16.0200004577637,-16.2299995422363,SEN,Senegal
"488",16.0200004577637,-16.1299991607666,SEN,Senegal
"489",16.0200004577637,-16.0300006866455,SEN,Senegal
"490",16.0200004577637,-15.9300003051758,SEN,Senegal
"491",16.0200004577637,-15.8299999237061,SEN,Senegal
"492",16.0200004577637,-15.7299995422363,SEN,Senegal
"493",16.0200004577637,-15.6300001144409,SEN,Senegal
"494",16.0200004577637,-15.5299997329712,SEN,Senegal
"495",16.0200004577637,-15.4300003051758,SEN,Senegal
"496",16.0200004577637,-15.3299999237061,SEN,Senegal
"497",16.0200004577637,-15.2299995422363,SEN,Senegal
"498",16.0200004577637,-15.1300001144409,SEN,Senegal
"499",16.0200004577637,-15.0299997329712,SEN,Senegal
"500",16.0200004577637,-14.9300003051758,SEN,Senegal
"501",16.0200004577637,-14.8299999237061,SEN,Senegal
"502",16.0200004577637,-14.7299995422363,SEN,Senegal
"503",16.0200004577637,-14.6300001144409,SEN,Senegal
"504",16.0200004577637,-14.5299997329712,SEN,Senegal
"505",16.0200004577637,-14.4300003051758,SEN,Senegal
"506",16.0200004577637,-14.3299999237061,SEN,Senegal
"507",16.0200004577637,-14.2299995422363,SEN,Senegal
"508",16.0200004577637,-14.1300001144409,SEN,Senegal
"509",16.0200004577637,-14.0299997329712,SEN,Senegal
"510",16.0200004577637,-13.9300003051758,SEN,Senegal
"511",16.0200004577637,-13.8299999237061,SEN,Senegal
"512",16.0200004577637,-13.7299995422363,SEN,Senegal
"513",16.0200004577637,-13.6300001144409,SEN,Senegal
"514",16.0200004577637,-13.5299997329712,SEN,Senegal
"515",16.0200004577637,-13.4300003051758,SEN,Senegal
"552",15.9200000762939,-16.4300003051758,SEN,Senegal
"553",15.9200000762939,-16.3299999237061,SEN,Senegal
"554",15.9200000762939,-16.2299995422363,SEN,Senegal
"555",15.9200000762939,-16.1299991607666,SEN,Senegal
"556",15.9200000762939,-16.0300006866455,SEN,Senegal
"557",15.9200000762939,-15.9300003051758,SEN,Senegal
"558",15.9200000762939,-15.8299999237061,SEN,Senegal
"559",15.9200000762939,-15.7299995422363,SEN,Senegal
"560",15.9200000762939,-15.6300001144409,SEN,Senegal
"561",15.9200000762939,-15.5299997329712,SEN,Senegal
"562",15.9200000762939,-15.4300003051758,SEN,Senegal
"563",15.9200000762939,-15.3299999237061,SEN,Senegal
"564",15.9200000762939,-15.2299995422363,SEN,Senegal
"565",15.9200000762939,-15.1300001144409,SEN,Senegal
"566",15.9200000762939,-15.0299997329712,SEN,Senegal
"567",15.9200000762939,-14.9300003051758,SEN,Senegal
"568",15.9200000762939,-14.8299999237061,SEN,Senegal
"569",15.9200000762939,-14.7299995422363,SEN,Senegal
"570",15.9200000762939,-14.6300001144409,SEN,Senegal
"571",15.9200000762939,-14.5299997329712,SEN,Senegal
"572",15.9200000762939,-14.4300003051758,SEN,Senegal
"573",15.9200000762939,-14.3299999237061,SEN,Senegal
"574",15.9200000762939,-14.2299995422363,SEN,Senegal
"575",15.9200000762939,-14.1300001144409,SEN,Senegal
"576",15.9200000762939,-14.0299997329712,SEN,Senegal
"577",15.9200000762939,-13.9300003051758,SEN,Senegal
"578",15.9200000762939,-13.8299999237061,SEN,Senegal
"579",15.9200000762939,-13.7299995422363,SEN,Senegal
"580",15.9200000762939,-13.6300001144409,SEN,Senegal
"581",15.9200000762939,-13.5299997329712,SEN,Senegal
"582",15.9200000762939,-13.4300003051758,SEN,Senegal
"583",15.9200000762939,-13.3299999237061,SEN,Senegal
"618",15.8199996948242,-16.5300006866455,SEN,Senegal
"619",15.8199996948242,-16.4300003051758,SEN,Senegal
"620",15.8199996948242,-16.3299999237061,SEN,Senegal
"621",15.8199996948242,-16.2299995422363,SEN,Senegal
"622",15.8199996948242,-16.1299991607666,SEN,Senegal
"623",15.8199996948242,-16.0300006866455,SEN,Senegal
"624",15.8199996948242,-15.9300003051758,SEN,Senegal
"625",15.8199996948242,-15.8299999237061,SEN,Senegal
"626",15.8199996948242,-15.7299995422363,SEN,Senegal
"627",15.8199996948242,-15.6300001144409,SEN,Senegal
"628",15.8199996948242,-15.5299997329712,SEN,Senegal
"629",15.8199996948242,-15.4300003051758,SEN,Senegal
"630",15.8199996948242,-15.3299999237061,SEN,Senegal
"631",15.8199996948242,-15.2299995422363,SEN,Senegal
"632",15.8199996948242,-15.1300001144409,SEN,Senegal
"633",15.8199996948242,-15.0299997329712,SEN,Senegal
"634",15.8199996948242,-14.9300003051758,SEN,Senegal
"635",15.8199996948242,-14.8299999237061,SEN,Senegal
"636",15.8199996948242,-14.7299995422363,SEN,Senegal
"637",15.8199996948242,-14.6300001144409,SEN,Senegal
"638",15.8199996948242,-14.5299997329712,SEN,Senegal
"639",15.8199996948242,-14.4300003051758,SEN,Senegal
"640",15.8199996948242,-14.3299999237061,SEN,Senegal
"641",15.8199996948242,-14.2299995422363,SEN,Senegal
"642",15.8199996948242,-14.1300001144409,SEN,Senegal
"643",15.8199996948242,-14.0299997329712,SEN,Senegal
"644",15.8199996948242,-13.9300003051758,SEN,Senegal
"645",15.8199996948242,-13.8299999237061,SEN,Senegal
"646",15.8199996948242,-13.7299995422363,SEN,Senegal
"647",15.8199996948242,-13.6300001144409,SEN,Senegal
"648",15.8199996948242,-13.5299997329712,SEN,Senegal
"649",15.8199996948242,-13.4300003051758,SEN,Senegal
"650",15.8199996948242,-13.3299999237061,SEN,Senegal
"685",15.7200002670288,-16.5300006866455,SEN,Senegal
"686",15.7200002670288,-16.4300003051758,SEN,Senegal
"687",15.7200002670288,-16.3299999237061,SEN,Senegal
"688",15.7200002670288,-16.2299995422363,SEN,Senegal
"689",15.7200002670288,-16.1299991607666,SEN,Senegal
"690",15.7200002670288,-16.0300006866455,SEN,Senegal
"691",15.7200002670288,-15.9300003051758,SEN,Senegal
"692",15.7200002670288,-15.8299999237061,SEN,Senegal
"693",15.7200002670288,-15.7299995422363,SEN,Senegal
"694",15.7200002670288,-15.6300001144409,SEN,Senegal
"695",15.7200002670288,-15.5299997329712,SEN,Senegal
"696",15.7200002670288,-15.4300003051758,SEN,Senegal
"697",15.7200002670288,-15.3299999237061,SEN,Senegal
"698",15.7200002670288,-15.2299995422363,SEN,Senegal
"699",15.7200002670288,-15.1300001144409,SEN,Senegal
"700",15.7200002670288,-15.0299997329712,SEN,Senegal
"701",15.7200002670288,-14.9300003051758,SEN,Senegal
"702",15.7200002670288,-14.8299999237061,SEN,Senegal
"703",15.7200002670288,-14.7299995422363,SEN,Senegal
"704",15.7200002670288,-14.6300001144409,SEN,Senegal
"705",15.7200002670288,-14.5299997329712,SEN,Senegal
"706",15.7200002670288,-14.4300003051758,SEN,Senegal
"707",15.7200002670288,-14.3299999237061,SEN,Senegal
"708",15.7200002670288,-14.2299995422363,SEN,Senegal
"709",15.7200002670288,-14.1300001144409,SEN,Senegal
"710",15.7200002670288,-14.0299997329712,SEN,Senegal
"711",15.7200002670288,-13.9300003051758,SEN,Senegal
"712",15.7200002670288,-13.8299999237061,SEN,Senegal
"713",15.7200002670288,-13.7299995422363,SEN,Senegal
"714",15.7200002670288,-13.6300001144409,SEN,Senegal
"715",15.7200002670288,-13.5299997329712,SEN,Senegal
"716",15.7200002670288,-13.4300003051758,SEN,Senegal
"717",15.7200002670288,-13.3299999237061,SEN,Senegal
"752",15.6199998855591,-16.5300006866455,SEN,Senegal
"753",15.6199998855591,-16.4300003051758,SEN,Senegal
"754",15.6199998855591,-16.3299999237061,SEN,Senegal
"755",15.6199998855591,-16.2299995422363,SEN,Senegal
"756",15.6199998855591,-16.1299991607666,SEN,Senegal
"757",15.6199998855591,-16.0300006866455,SEN,Senegal
"758",15.6199998855591,-15.9300003051758,SEN,Senegal
"759",15.6199998855591,-15.8299999237061,SEN,Senegal
"760",15.6199998855591,-15.7299995422363,SEN,Senegal
"761",15.6199998855591,-15.6300001144409,SEN,Senegal
"762",15.6199998855591,-15.5299997329712,SEN,Senegal
"763",15.6199998855591,-15.4300003051758,SEN,Senegal
"764",15.6199998855591,-15.3299999237061,SEN,Senegal
"765",15.6199998855591,-15.2299995422363,SEN,Senegal
"766",15.6199998855591,-15.1300001144409,SEN,Senegal
"767",15.6199998855591,-15.0299997329712,SEN,Senegal
"768",15.6199998855591,-14.9300003051758,SEN,Senegal
"769",15.6199998855591,-14.8299999237061,SEN,Senegal
"770",15.6199998855591,-14.7299995422363,SEN,Senegal
"771",15.6199998855591,-14.6300001144409,SEN,Senegal
"772",15.6199998855591,-14.5299997329712,SEN,Senegal
"773",15.6199998855591,-14.4300003051758,SEN,Senegal
"774",15.6199998855591,-14.3299999237061,SEN,Senegal
"775",15.6199998855591,-14.2299995422363,SEN,Senegal
"776",15.6199998855591,-14.1300001144409,SEN,Senegal
"777",15.6199998855591,-14.0299997329712,SEN,Senegal
"778",15.6199998855591,-13.9300003051758,SEN,Senegal
"779",15.6199998855591,-13.8299999237061,SEN,Senegal
"780",15.6199998855591,-13.7299995422363,SEN,Senegal
"781",15.6199998855591,-13.6300001144409,SEN,Senegal
"782",15.6199998855591,-13.5299997329712,SEN,Senegal
"783",15.6199998855591,-13.4300003051758,SEN,Senegal
"784",15.6199998855591,-13.3299999237061,SEN,Senegal
"818",15.5200004577637,-16.6299991607666,SEN,Senegal
"819",15.5200004577637,-16.5300006866455,SEN,Senegal
"820",15.5200004577637,-16.4300003051758,SEN,Senegal
"821",15.5200004577637,-16.3299999237061,SEN,Senegal
"822",15.5200004577637,-16.2299995422363,SEN,Senegal
"823",15.5200004577637,-16.1299991607666,SEN,Senegal
"824",15.5200004577637,-16.0300006866455,SEN,Senegal
"825",15.5200004577637,-15.9300003051758,SEN,Senegal
"826",15.5200004577637,-15.8299999237061,SEN,Senegal
"827",15.5200004577637,-15.7299995422363,SEN,Senegal
"828",15.5200004577637,-15.6300001144409,SEN,Senegal
"829",15.5200004577637,-15.5299997329712,SEN,Senegal
"830",15.5200004577637,-15.4300003051758,SEN,Senegal
"831",15.5200004577637,-15.3299999237061,SEN,Senegal
"832",15.5200004577637,-15.2299995422363,SEN,Senegal
"833",15.5200004577637,-15.1300001144409,SEN,Senegal
"834",15.5200004577637,-15.0299997329712,SEN,Senegal
"835",15.5200004577637,-14.9300003051758,SEN,Senegal
"836",15.5200004577637,-14.8299999237061,SEN,Senegal
"837",15.5200004577637,-14.7299995422363,SEN,Senegal
"838",15.5200004577637,-14.6300001144409,SEN,Senegal
"839",15.5200004577637,-14.5299997329712,SEN,Senegal
"840",15.5200004577637,-14.4300003051758,SEN,Senegal
"841",15.5200004577637,-14.3299999237061,SEN,Senegal
"842",15.5200004577637,-14.2299995422363,SEN,Senegal
"843",15.5200004577637,-14.1300001144409,SEN,Senegal
"844",15.5200004577637,-14.0299997329712,SEN,Senegal
"845",15.5200004577637,-13.9300003051758,SEN,Senegal
"846",15.5200004577637,-13.8299999237061,SEN,Senegal
"847",15.5200004577637,-13.7299995422363,SEN,Senegal
"848",15.5200004577637,-13.6300001144409,SEN,Senegal
"849",15.5200004577637,-13.5299997329712,SEN,Senegal
"850",15.5200004577637,-13.4300003051758,SEN,Senegal
"851",15.5200004577637,-13.3299999237061,SEN,Senegal
"852",15.5200004577637,-13.2299995422363,SEN,Senegal
"853",15.5200004577637,-13.1300001144409,SEN,Senegal
"884",15.4200000762939,-16.7299995422363,SEN,Senegal
"885",15.4200000762939,-16.6299991607666,SEN,Senegal
"886",15.4200000762939,-16.5300006866455,SEN,Senegal
"887",15.4200000762939,-16.4300003051758,SEN,Senegal
"888",15.4200000762939,-16.3299999237061,SEN,Senegal
"889",15.4200000762939,-16.2299995422363,SEN,Senegal
"890",15.4200000762939,-16.1299991607666,SEN,Senegal
"891",15.4200000762939,-16.0300006866455,SEN,Senegal
"892",15.4200000762939,-15.9300003051758,SEN,Senegal
"893",15.4200000762939,-15.8299999237061,SEN,Senegal
"894",15.4200000762939,-15.7299995422363,SEN,Senegal
"895",15.4200000762939,-15.6300001144409,SEN,Senegal
"896",15.4200000762939,-15.5299997329712,SEN,Senegal
"897",15.4200000762939,-15.4300003051758,SEN,Senegal
"898",15.4200000762939,-15.3299999237061,SEN,Senegal
"899",15.4200000762939,-15.2299995422363,SEN,Senegal
"900",15.4200000762939,-15.1300001144409,SEN,Senegal
"901",15.4200000762939,-15.0299997329712,SEN,Senegal
"902",15.4200000762939,-14.9300003051758,SEN,Senegal
"903",15.4200000762939,-14.8299999237061,SEN,Senegal
"904",15.4200000762939,-14.7299995422363,SEN,Senegal
"905",15.4200000762939,-14.6300001144409,SEN,Senegal
"906",15.4200000762939,-14.5299997329712,SEN,Senegal
"907",15.4200000762939,-14.4300003051758,SEN,Senegal
"908",15.4200000762939,-14.3299999237061,SEN,Senegal
"909",15.4200000762939,-14.2299995422363,SEN,Senegal
"910",15.4200000762939,-14.1300001144409,SEN,Senegal
"911",15.4200000762939,-14.0299997329712,SEN,Senegal
"912",15.4200000762939,-13.9300003051758,SEN,Senegal
"913",15.4200000762939,-13.8299999237061,SEN,Senegal
"914",15.4200000762939,-13.7299995422363,SEN,Senegal
"915",15.4200000762939,-13.6300001144409,SEN,Senegal
"916",15.4200000762939,-13.5299997329712,SEN,Senegal
"917",15.4200000762939,-13.4300003051758,SEN,Senegal
"918",15.4200000762939,-13.3299999237061,SEN,Senegal
"919",15.4200000762939,-13.2299995422363,SEN,Senegal
"920",15.4200000762939,-13.1300001144409,SEN,Senegal
"921",15.4200000762939,-13.0299997329712,SEN,Senegal
"951",15.3199996948242,-16.7299995422363,SEN,Senegal
"952",15.3199996948242,-16.6299991607666,SEN,Senegal
"953",15.3199996948242,-16.5300006866455,SEN,Senegal
"954",15.3199996948242,-16.4300003051758,SEN,Senegal
"955",15.3199996948242,-16.3299999237061,SEN,Senegal
"956",15.3199996948242,-16.2299995422363,SEN,Senegal
"957",15.3199996948242,-16.1299991607666,SEN,Senegal
"958",15.3199996948242,-16.0300006866455,SEN,Senegal
"959",15.3199996948242,-15.9300003051758,SEN,Senegal
"960",15.3199996948242,-15.8299999237061,SEN,Senegal
"961",15.3199996948242,-15.7299995422363,SEN,Senegal
"962",15.3199996948242,-15.6300001144409,SEN,Senegal
"963",15.3199996948242,-15.5299997329712,SEN,Senegal
"964",15.3199996948242,-15.4300003051758,SEN,Senegal
"965",15.3199996948242,-15.3299999237061,SEN,Senegal
"966",15.3199996948242,-15.2299995422363,SEN,Senegal
"967",15.3199996948242,-15.1300001144409,SEN,Senegal
"968",15.3199996948242,-15.0299997329712,SEN,Senegal
"969",15.3199996948242,-14.9300003051758,SEN,Senegal
"970",15.3199996948242,-14.8299999237061,SEN,Senegal
"971",15.3199996948242,-14.7299995422363,SEN,Senegal
"972",15.3199996948242,-14.6300001144409,SEN,Senegal
"973",15.3199996948242,-14.5299997329712,SEN,Senegal
"974",15.3199996948242,-14.4300003051758,SEN,Senegal
"975",15.3199996948242,-14.3299999237061,SEN,Senegal
"976",15.3199996948242,-14.2299995422363,SEN,Senegal
"977",15.3199996948242,-14.1300001144409,SEN,Senegal
"978",15.3199996948242,-14.0299997329712,SEN,Senegal
"979",15.3199996948242,-13.9300003051758,SEN,Senegal
"980",15.3199996948242,-13.8299999237061,SEN,Senegal
"981",15.3199996948242,-13.7299995422363,SEN,Senegal
"982",15.3199996948242,-13.6300001144409,SEN,Senegal
"983",15.3199996948242,-13.5299997329712,SEN,Senegal
"984",15.3199996948242,-13.4300003051758,SEN,Senegal
"985",15.3199996948242,-13.3299999237061,SEN,Senegal
"986",15.3199996948242,-13.2299995422363,SEN,Senegal
"987",15.3199996948242,-13.1300001144409,SEN,Senegal
"988",15.3199996948242,-13.0299997329712,SEN,Senegal
"989",15.3199996948242,-12.9300003051758,SEN,Senegal
"1017",15.2200002670288,-16.8299999237061,SEN,Senegal
"1018",15.2200002670288,-16.7299995422363,SEN,Senegal
"1019",15.2200002670288,-16.6299991607666,SEN,Senegal
"1020",15.2200002670288,-16.5300006866455,SEN,Senegal
"1021",15.2200002670288,-16.4300003051758,SEN,Senegal
"1022",15.2200002670288,-16.3299999237061,SEN,Senegal
"1023",15.2200002670288,-16.2299995422363,SEN,Senegal
"1024",15.2200002670288,-16.1299991607666,SEN,Senegal
"1025",15.2200002670288,-16.0300006866455,SEN,Senegal
"1026",15.2200002670288,-15.9300003051758,SEN,Senegal
"1027",15.2200002670288,-15.8299999237061,SEN,Senegal
"1028",15.2200002670288,-15.7299995422363,SEN,Senegal
"1029",15.2200002670288,-15.6300001144409,SEN,Senegal
"1030",15.2200002670288,-15.5299997329712,SEN,Senegal
"1031",15.2200002670288,-15.4300003051758,SEN,Senegal
"1032",15.2200002670288,-15.3299999237061,SEN,Senegal
"1033",15.2200002670288,-15.2299995422363,SEN,Senegal
"1034",15.2200002670288,-15.1300001144409,SEN,Senegal
"1035",15.2200002670288,-15.0299997329712,SEN,Senegal
"1036",15.2200002670288,-14.9300003051758,SEN,Senegal
"1037",15.2200002670288,-14.8299999237061,SEN,Senegal
"1038",15.2200002670288,-14.7299995422363,SEN,Senegal
"1039",15.2200002670288,-14.6300001144409,SEN,Senegal
"1040",15.2200002670288,-14.5299997329712,SEN,Senegal
"1041",15.2200002670288,-14.4300003051758,SEN,Senegal
"1042",15.2200002670288,-14.3299999237061,SEN,Senegal
"1043",15.2200002670288,-14.2299995422363,SEN,Senegal
"1044",15.2200002670288,-14.1300001144409,SEN,Senegal
"1045",15.2200002670288,-14.0299997329712,SEN,Senegal
"1046",15.2200002670288,-13.9300003051758,SEN,Senegal
"1047",15.2200002670288,-13.8299999237061,SEN,Senegal
"1048",15.2200002670288,-13.7299995422363,SEN,Senegal
"1049",15.2200002670288,-13.6300001144409,SEN,Senegal
"1050",15.2200002670288,-13.5299997329712,SEN,Senegal
"1051",15.2200002670288,-13.4300003051758,SEN,Senegal
"1052",15.2200002670288,-13.3299999237061,SEN,Senegal
"1053",15.2200002670288,-13.2299995422363,SEN,Senegal
"1054",15.2200002670288,-13.1300001144409,SEN,Senegal
"1055",15.2200002670288,-13.0299997329712,SEN,Senegal
"1056",15.2200002670288,-12.9300003051758,SEN,Senegal
"1083",15.1199998855591,-16.9300003051758,SEN,Senegal
"1084",15.1199998855591,-16.8299999237061,SEN,Senegal
"1085",15.1199998855591,-16.7299995422363,SEN,Senegal
"1086",15.1199998855591,-16.6299991607666,SEN,Senegal
"1087",15.1199998855591,-16.5300006866455,SEN,Senegal
"1088",15.1199998855591,-16.4300003051758,SEN,Senegal
"1089",15.1199998855591,-16.3299999237061,SEN,Senegal
"1090",15.1199998855591,-16.2299995422363,SEN,Senegal
"1091",15.1199998855591,-16.1299991607666,SEN,Senegal
"1092",15.1199998855591,-16.0300006866455,SEN,Senegal
"1093",15.1199998855591,-15.9300003051758,SEN,Senegal
"1094",15.1199998855591,-15.8299999237061,SEN,Senegal
"1095",15.1199998855591,-15.7299995422363,SEN,Senegal
"1096",15.1199998855591,-15.6300001144409,SEN,Senegal
"1097",15.1199998855591,-15.5299997329712,SEN,Senegal
"1098",15.1199998855591,-15.4300003051758,SEN,Senegal
"1099",15.1199998855591,-15.3299999237061,SEN,Senegal
"1100",15.1199998855591,-15.2299995422363,SEN,Senegal
"1101",15.1199998855591,-15.1300001144409,SEN,Senegal
"1102",15.1199998855591,-15.0299997329712,SEN,Senegal
"1103",15.1199998855591,-14.9300003051758,SEN,Senegal
"1104",15.1199998855591,-14.8299999237061,SEN,Senegal
"1105",15.1199998855591,-14.7299995422363,SEN,Senegal
"1106",15.1199998855591,-14.6300001144409,SEN,Senegal
"1107",15.1199998855591,-14.5299997329712,SEN,Senegal
"1108",15.1199998855591,-14.4300003051758,SEN,Senegal
"1109",15.1199998855591,-14.3299999237061,SEN,Senegal
"1110",15.1199998855591,-14.2299995422363,SEN,Senegal
"1111",15.1199998855591,-14.1300001144409,SEN,Senegal
"1112",15.1199998855591,-14.0299997329712,SEN,Senegal
"1113",15.1199998855591,-13.9300003051758,SEN,Senegal
"1114",15.1199998855591,-13.8299999237061,SEN,Senegal
"1115",15.1199998855591,-13.7299995422363,SEN,Senegal
"1116",15.1199998855591,-13.6300001144409,SEN,Senegal
"1117",15.1199998855591,-13.5299997329712,SEN,Senegal
"1118",15.1199998855591,-13.4300003051758,SEN,Senegal
"1119",15.1199998855591,-13.3299999237061,SEN,Senegal
"1120",15.1199998855591,-13.2299995422363,SEN,Senegal
