date,cmname,unit,category,price,currency,country,admname,adm1id,mktname,mktid,cmid,ptid,umid,catid,sn,default
2012-11-15,Rice (imported) - Retail,KG,cereals and tubers,290.0,XOF,Senegal,Kaffrine,1378,Kaffrine,417,64,15,5,1,417_64_15_5,
2012-12-15,Rice (imported) - Retail,KG,cereals and tubers,293.3333,XOF,Senegal,Kaffrine,1378,Kaffrine,417,64,15,5,1,417_64_15_5,
2013-01-15,Rice (imported) - Retail,KG,cereals and tubers,293.75,XOF,Senegal,Kaffrine,1378,Kaffrine,417,64,15,5,1,417_64_15_5,
2013-02-15,Rice (imported) - Retail,KG,cereals and tubers,295.0,XOF,Senegal,Kaffrine,1378,Kaffrine,417,64,15,5,1,417_64_15_5,
2013-03-15,Rice (imported) - Retail,KG,cereals and tubers,295.0,XOF,Senegal,Kaffrine,1378,Kaffrine,417,64,15,5,1,417_64_15_5,
2013-04-15,Rice (imported) - Retail,KG,cereals and tubers,296.25,XOF,Senegal,Kaffrine,1378,Kaffrine,417,64,15,5,1,417_64_15_5,
2013-05-15,Rice (imported) - Retail,KG,cereals and tubers,293.75,XOF,Senegal,Kaffrine,1378,Kaffrine,417,64,15,5,1,417_64_15_5,
2013-06-15,Rice (imported) - Retail,KG,cereals and tubers,270.0,XOF,Senegal,Kaffrine,1378,Kaffrine,417,64,15,5,1,417_64_15_5,
2013-07-15,Rice (imported) - Retail,KG,cereals and tubers,270.0,XOF,Senegal,Kaffrine,1378,Kaffrine,417,64,15,5,1,417_64_15_5,
2013-08-15,Rice (imported) - Retail,KG,cereals and tubers,270.0,XOF,Senegal,Kaffrine,1378,Kaffrine,417,64,15,5,1,417_64_15_5,
2013-09-15,Rice (imported) - Retail,KG,cereals and tubers,270.0,XOF,Senegal,Kaffrine,1378,Kaffrine,417,64,15,5,1,417_64_15_5,
2013-10-15,Rice (imported) - Retail,KG,cereals and tubers,270.0,XOF,Senegal,Kaffrine,1378,Kaffrine,417,64,15,5,1,417_64_15_5,
2013-11-15,Rice (imported) - Retail,KG,cereals and tubers,270.0,XOF,Senegal,Kaffrine,1378,Kaffrine,417,64,15,5,1,417_64_15_5,
2013-12-15,Rice (imported) - Retail,KG,cereals and tubers,270.0,XOF,Senegal,Kaffrine,1378,Kaffrine,417,64,15,5,1,417_64_15_5,
2014-01-15,Rice (imported) - Retail,KG,cereals and tubers,270.0,XOF,Senegal,Kaffrine,1378,Kaffrine,417,64,15,5,1,417_64_15_5,
2014-02-15,Rice (imported) - Retail,KG,cereals and tubers,270.0,XOF,Senegal,Kaffrine,1378,Kaffrine,417,64,15,5,1,417_64_15_5,
2014-03-15,Rice (imported) - Retail,KG,cereals and tubers,270.0,XOF,Senegal,Kaffrine,1378,Kaffrine,417,64,15,5,1,417_64_15_5,
2014-04-15,Rice (imported) - Retail,KG,cereals and tubers,270.0,XOF,Senegal,Kaffrine,1378,Kaffrine,417,64,15,5,1,417_64_15_5,
2014-05-15,Rice (imported) - Retail,KG,cereals and tubers,270.0,XOF,Senegal,Kaffrine,1378,Kaffrine,417,64,15,5,1,417_64_15_5,
2014-06-15,Rice (imported) - Retail,KG,cereals and tubers,270.0,XOF,Senegal,Kaffrine,1378,Kaffrine,417,64,15,5,1,417_64_15_5,
2014-07-15,Rice (imported) - Retail,KG,cereals and tubers,270.0,XOF,Senegal,Kaffrine,1378,Kaffrine,417,64,15,5,1,417_64_15_5,
2014-08-15,Rice (imported) - Retail,KG,cereals and tubers,270.0,XOF,Senegal,Kaffrine,1378,Kaffrine,417,64,15,5,1,417_64_15_5,
2014-09-15,Rice (imported) - Retail,KG,cereals and tubers,270.0,XOF,Senegal,Kaffrine,1378,Kaffrine,417,64,15,5,1,417_64_15_5,
2014-10-15,Rice (imported) - Retail,KG,cereals and tubers,270.0,XOF,Senegal,Kaffrine,1378,Kaffrine,417,64,15,5,1,417_64_15_5,
2014-11-15,Rice (imported) - Retail,KG,cereals and tubers,270.0,XOF,Senegal,Kaffrine,1378,Kaffrine,417,64,15,5,1,417_64_15_5,
2014-12-15,Rice (imported) - Retail,KG,cereals and tubers,270.0,XOF,Senegal,Kaffrine,1378,Kaffrine,417,64,15,5,1,417_64_15_5,
2015-01-15,Rice (imported) - Retail,KG,cereals and tubers,270.0,XOF,Senegal,Kaffrine,1378,Kaffrine,417,64,15,5,1,417_64_15_5,
2015-02-15,Rice (imported) - Retail,KG,cereals and tubers,275.0,XOF,Senegal,Kaffrine,1378,Kaffrine,417,64,15,5,1,417_64_15_5,
2015-03-15,Rice (imported) - Retail,KG,cereals and tubers,281.4286,XOF,Senegal,Kaffrine,1378,Kaffrine,417,64,15,5,1,417_64_15_5,
2015-04-15,Rice (imported) - Retail,KG,cereals and tubers,300.0,XOF,Senegal,Kaffrine,1378,Kaffrine,417,64,15,5,1,417_64_15_5,
2015-05-15,Rice (imported) - Retail,KG,cereals and tubers,300.0,XOF,Senegal,Kaffrine,1378,Kaffrine,417,64,15,5,1,417_64_15_5,
2015-06-15,Rice (imported) - Retail,KG,cereals and tubers,275.0,XOF,Senegal,Kaffrine,1378,Kaffrine,417,64,15,5,1,417_64_15_5,
2015-07-15,Rice (imported) - Retail,KG,cereals and tubers,275.0,XOF,Senegal,Kaffrine,1378,Kaffrine,417,64,15,5,1,417_64_15_5,
2015-08-15,Rice (imported) - Retail,KG,cereals and tubers,275.0,XOF,Senegal,Kaffrine,1378,Kaffrine,417,64,15,5,1,417_64_15_5,
2015-09-15,Rice (imported) - Retail,KG,cereals and tubers,300.0,XOF,Senegal,Kaffrine,1378,Kaffrine,417,64,15,5,1,417_64_15_5,
2015-12-15,Rice (imported) - Retail,KG,cereals and tubers,275.0,XOF,Senegal,Kaffrine,1378,Kaffrine,417,64,15,5,1,417_64_15_5,
2016-01-15,Rice (imported) - Retail,KG,cereals and tubers,275.0,XOF,Senegal,Kaffrine,1378,Kaffrine,417,64,15,5,1,417_64_15_5,
2016-02-15,Rice (imported) - Retail,KG,cereals and tubers,295.0,XOF,Senegal,Kaffrine,1378,Kaffrine,417,64,15,5,1,417_64_15_5,
2016-03-15,Rice (imported) - Retail,KG,cereals and tubers,278.0,XOF,Senegal,Kaffrine,1378,Kaffrine,417,64,15,5,1,417_64_15_5,
2016-04-15,Rice (imported) - Retail,KG,cereals and tubers,260.0,XOF,Senegal,Kaffrine,1378,Kaffrine,417,64,15,5,1,417_64_15_5,
2016-05-15,Rice (imported) - Retail,KG,cereals and tubers,263.0,XOF,Senegal,Kaffrine,1378,Kaffrine,417,64,15,5,1,417_64_15_5,
2016-06-15,Rice (imported) - Retail,KG,cereals and tubers,275.0,XOF,Senegal,Kaffrine,1378,Kaffrine,417,64,15,5,1,417_64_15_5,
2016-07-15,Rice (imported) - Retail,KG,cereals and tubers,270.0,XOF,Senegal,Kaffrine,1378,Kaffrine,417,64,15,5,1,417_64_15_5,
2016-08-15,Rice (imported) - Retail,KG,cereals and tubers,270.0,XOF,Senegal,Kaffrine,1378,Kaffrine,417,64,15,5,1,417_64_15_5,
2016-09-15,Rice (imported) - Retail,KG,cereals and tubers,270.0,XOF,Senegal,Kaffrine,1378,Kaffrine,417,64,15,5,1,417_64_15_5,
2016-10-15,Rice (imported) - Retail,KG,cereals and tubers,270.0,XOF,Senegal,Kaffrine,1378,Kaffrine,417,64,15,5,1,417_64_15_5,
2016-11-15,Rice (imported) - Retail,KG,cereals and tubers,270.0,XOF,Senegal,Kaffrine,1378,Kaffrine,417,64,15,5,1,417_64_15_5,
2016-12-15,Rice (imported) - Retail,KG,cereals and tubers,270.0,XOF,Senegal,Kaffrine,1378,Kaffrine,417,64,15,5,1,417_64_15_5,
2017-01-15,Rice (imported) - Retail,KG,cereals and tubers,285.0,XOF,Senegal,Kaffrine,1378,Kaffrine,417,64,15,5,1,417_64_15_5,
2017-02-15,Rice (imported) - Retail,KG,cereals and tubers,300.0,XOF,Senegal,Kaffrine,1378,Kaffrine,417,64,15,5,1,417_64_15_5,
2017-03-15,Rice (imported) - Retail,KG,cereals and tubers,300.0,XOF,Senegal,Kaffrine,1378,Kaffrine,417,64,15,5,1,417_64_15_5,
2017-04-15,Rice (imported) - Retail,KG,cereals and tubers,300.0,XOF,Senegal,Kaffrine,1378,Kaffrine,417,64,15,5,1,417_64_15_5,
2017-05-15,Rice (imported) - Retail,KG,cereals and tubers,300.0,XOF,Senegal,Kaffrine,1378,Kaffrine,417,64,15,5,1,417_64_15_5,
2017-06-15,Rice (imported) - Retail,KG,cereals and tubers,300.0,XOF,Senegal,Kaffrine,1378,Kaffrine,417,64,15,5,1,417_64_15_5,
2017-07-15,Rice (imported) - Retail,KG,cereals and tubers,300.0,XOF,Senegal,Kaffrine,1378,Kaffrine,417,64,15,5,1,417_64_15_5,
2017-08-15,Rice (imported) - Retail,KG,cereals and tubers,300.0,XOF,Senegal,Kaffrine,1378,Kaffrine,417,64,15,5,1,417_64_15_5,
2017-09-15,Rice (imported) - Retail,KG,cereals and tubers,300.0,XOF,Senegal,Kaffrine,1378,Kaffrine,417,64,15,5,1,417_64_15_5,
2017-10-15,Rice (imported) - Retail,KG,cereals and tubers,185.0,XOF,Senegal,Kaffrine,1378,Kaffrine,417,64,15,5,1,417_64_15_5,
2017-11-15,Rice (imported) - Retail,KG,cereals and tubers,300.0,XOF,Senegal,Kaffrine,1378,Kaffrine,417,64,15,5,1,417_64_15_5,
2017-12-15,Rice (imported) - Retail,KG,cereals and tubers,325.0,XOF,Senegal,Kaffrine,1378,Kaffrine,417,64,15,5,1,417_64_15_5,
2018-01-15,Rice (imported) - Retail,KG,cereals and tubers,317.0,XOF,Senegal,Kaffrine,1378,Kaffrine,417,64,15,5,1,417_64_15_5,
2018-02-15,Rice (imported) - Retail,KG,cereals and tubers,300.0,XOF,Senegal,Kaffrine,1378,Kaffrine,417,64,15,5,1,417_64_15_5,
2018-03-15,Rice (imported) - Retail,KG,cereals and tubers,300.0,XOF,Senegal,Kaffrine,1378,Kaffrine,417,64,15,5,1,417_64_15_5,
2018-04-15,Rice (imported) - Retail,KG,cereals and tubers,300.0,XOF,Senegal,Kaffrine,1378,Kaffrine,417,64,15,5,1,417_64_15_5,
2018-05-15,Rice (imported) - Retail,KG,cereals and tubers,300.0,XOF,Senegal,Kaffrine,1378,Kaffrine,417,64,15,5,1,417_64_15_5,
2018-06-15,Rice (imported) - Retail,KG,cereals and tubers,300.0,XOF,Senegal,Kaffrine,1378,Kaffrine,417,64,15,5,1,417_64_15_5,
2018-07-15,Rice (imported) - Retail,KG,cereals and tubers,300.0,XOF,Senegal,Kaffrine,1378,Kaffrine,417,64,15,5,1,417_64_15_5,
2018-08-15,Rice (imported) - Retail,KG,cereals and tubers,300.0,XOF,Senegal,Kaffrine,1378,Kaffrine,417,64,15,5,1,417_64_15_5,
2018-09-15,Rice (imported) - Retail,KG,cereals and tubers,300.0,XOF,Senegal,Kaffrine,1378,Kaffrine,417,64,15,5,1,417_64_15_5,
2018-11-15,Rice (imported) - Retail,KG,cereals and tubers,300.0,XOF,Senegal,Kaffrine,1378,Kaffrine,417,64,15,5,1,417_64_15_5,
2018-12-15,Rice (imported) - Retail,KG,cereals and tubers,300.0,XOF,Senegal,Kaffrine,1378,Kaffrine,417,64,15,5,1,417_64_15_5,
2019-01-15,Rice (imported) - Retail,KG,cereals and tubers,300.0,XOF,Senegal,Kaffrine,1378,Kaffrine,417,64,15,5,1,417_64_15_5,
2019-02-15,Rice (imported) - Retail,KG,cereals and tubers,300.0,XOF,Senegal,Kaffrine,1378,Kaffrine,417,64,15,5,1,417_64_15_5,
2019-03-15,Rice (imported) - Retail,KG,cereals and tubers,300.0,XOF,Senegal,Kaffrine,1378,Kaffrine,417,64,15,5,1,417_64_15_5,
2019-04-15,Rice (imported) - Retail,KG,cereals and tubers,300.0,XOF,Senegal,Kaffrine,1378,Kaffrine,417,64,15,5,1,417_64_15_5,
2019-05-15,Rice (imported) - Retail,KG,cereals and tubers,300.0,XOF,Senegal,Kaffrine,1378,Kaffrine,417,64,15,5,1,417_64_15_5,
2019-07-15,Rice (imported) - Retail,KG,cereals and tubers,300.0,XOF,Senegal,Kaffrine,1378,Kaffrine,417,64,15,5,1,417_64_15_5,
2019-08-15,Rice (imported) - Retail,KG,cereals and tubers,300.0,XOF,Senegal,Kaffrine,1378,Kaffrine,417,64,15,5,1,417_64_15_5,
2019-09-15,Rice (imported) - Retail,KG,cereals and tubers,300.0,XOF,Senegal,Kaffrine,1378,Kaffrine,417,64,15,5,1,417_64_15_5,
2019-10-15,Rice (imported) - Retail,KG,cereals and tubers,300.0,XOF,Senegal,Kaffrine,1378,Kaffrine,417,64,15,5,1,417_64_15_5,
2019-11-15,Rice (imported) - Retail,KG,cereals and tubers,300.0,XOF,Senegal,Kaffrine,1378,Kaffrine,417,64,15,5,1,417_64_15_5,
2019-12-15,Rice (imported) - Retail,KG,cereals and tubers,300.0,XOF,Senegal,Kaffrine,1378,Kaffrine,417,64,15,5,1,417_64_15_5,
2020-01-15,Rice (imported) - Retail,KG,cereals and tubers,315.0,XOF,Senegal,Kaffrine,1378,Kaffrine,417,64,15,5,1,417_64_15_5,
2020-02-15,Rice (imported) - Retail,KG,cereals and tubers,315.0,XOF,Senegal,Kaffrine,1378,Kaffrine,417,64,15,5,1,417_64_15_5,
2020-03-15,Rice (imported) - Retail,KG,cereals and tubers,307.5,XOF,Senegal,Kaffrine,1378,Kaffrine,417,64,15,5,1,417_64_15_5,
2020-04-15,Rice (imported) - Retail,KG,cereals and tubers,302.7272,XOF,Senegal,Kaffrine,1378,Kaffrine,417,64,15,5,1,417_64_15_5,
2020-05-15,Rice (imported) - Retail,KG,cereals and tubers,300.0,XOF,Senegal,Kaffrine,1378,Kaffrine,417,64,15,5,1,417_64_15_5,
2020-06-15,Rice (imported) - Retail,KG,cereals and tubers,303.75,XOF,Senegal,Kaffrine,1378,Kaffrine,417,64,15,5,1,417_64_15_5,
2020-07-15,Rice (imported) - Retail,KG,cereals and tubers,300.0,XOF,Senegal,Kaffrine,1378,Kaffrine,417,64,15,5,1,417_64_15_5,
2020-08-15,Rice (imported) - Retail,KG,cereals and tubers,315.0,XOF,Senegal,Kaffrine,1378,Kaffrine,417,64,15,5,1,417_64_15_5,
2020-09-15,Rice (imported) - Retail,KG,cereals and tubers,325.0,XOF,Senegal,Kaffrine,1378,Kaffrine,417,64,15,5,1,417_64_15_5,
2020-10-15,Rice (imported) - Retail,KG,cereals and tubers,325.0,XOF,Senegal,Kaffrine,1378,Kaffrine,417,64,15,5,1,417_64_15_5,
2020-11-15,Rice (imported) - Retail,KG,cereals and tubers,325.0,XOF,Senegal,Kaffrine,1378,Kaffrine,417,64,15,5,1,417_64_15_5,
2011-06-15,Sorghum - Retail,KG,cereals and tubers,160.0,XOF,Senegal,Kaffrine,1378,Kaffrine,417,65,15,5,1,417_65_15_5,
2011-07-15,Sorghum - Retail,KG,cereals and tubers,160.0,XOF,Senegal,Kaffrine,1378,Kaffrine,417,65,15,5,1,417_65_15_5,
2011-08-15,Sorghum - Retail,KG,cereals and tubers,150.0,XOF,Senegal,Kaffrine,1378,Kaffrine,417,65,15,5,1,417_65_15_5,
2011-09-15,Sorghum - Retail,KG,cereals and tubers,162.5,XOF,Senegal,Kaffrine,1378,Kaffrine,417,65,15,5,1,417_65_15_5,
2011-10-15,Sorghum - Retail,KG,cereals and tubers,183.3333,XOF,Senegal,Kaffrine,1378,Kaffrine,417,65,15,5,1,417_65_15_5,
2011-11-15,Sorghum - Retail,KG,cereals and tubers,176.6667,XOF,Senegal,Kaffrine,1378,Kaffrine,417,65,15,5,1,417_65_15_5,
2011-12-15,Sorghum - Retail,KG,cereals and tubers,181.25,XOF,Senegal,Kaffrine,1378,Kaffrine,417,65,15,5,1,417_65_15_5,
2012-01-15,Sorghum - Retail,KG,cereals and tubers,185.0,XOF,Senegal,Kaffrine,1378,Kaffrine,417,65,15,5,1,417_65_15_5,
2012-02-15,Sorghum - Retail,KG,cereals and tubers,188.3333,XOF,Senegal,Kaffrine,1378,Kaffrine,417,65,15,5,1,417_65_15_5,
2012-03-15,Sorghum - Retail,KG,cereals and tubers,193.3333,XOF,Senegal,Kaffrine,1378,Kaffrine,417,65,15,5,1,417_65_15_5,
2012-04-15,Sorghum - Retail,KG,cereals and tubers,195.0,XOF,Senegal,Kaffrine,1378,Kaffrine,417,65,15,5,1,417_65_15_5,
2012-05-15,Sorghum - Retail,KG,cereals and tubers,178.3333,XOF,Senegal,Kaffrine,1378,Kaffrine,417,65,15,5,1,417_65_15_5,
2012-06-15,Sorghum - Retail,KG,cereals and tubers,250.0,XOF,Senegal,Kaffrine,1378,Kaffrine,417,65,15,5,1,417_65_15_5,
2012-07-15,Sorghum - Retail,KG,cereals and tubers,245.0,XOF,Senegal,Kaffrine,1378,Kaffrine,417,65,15,5,1,417_65_15_5,
2012-08-15,Sorghum - Retail,KG,cereals and tubers,256.25,XOF,Senegal,Kaffrine,1378,Kaffrine,417,65,15,5,1,417_65_15_5,
2012-09-15,Sorghum - Retail,KG,cereals and tubers,250.0,XOF,Senegal,Kaffrine,1378,Kaffrine,417,65,15,5,1,417_65_15_5,
2012-10-15,Sorghum - Retail,KG,cereals and tubers,250.0,XOF,Senegal,Kaffrine,1378,Kaffrine,417,65,15,5,1,417_65_15_5,
2012-11-15,Sorghum - Retail,KG,cereals and tubers,193.3333,XOF,Senegal,Kaffrine,1378,Kaffrine,417,65,15,5,1,417_65_15_5,
2012-12-15,Sorghum - Retail,KG,cereals and tubers,171.6667,XOF,Senegal,Kaffrine,1378,Kaffrine,417,65,15,5,1,417_65_15_5,
2013-01-15,Sorghum - Retail,KG,cereals and tubers,170.0,XOF,Senegal,Kaffrine,1378,Kaffrine,417,65,15,5,1,417_65_15_5,
2013-02-15,Sorghum - Retail,KG,cereals and tubers,175.0,XOF,Senegal,Kaffrine,1378,Kaffrine,417,65,15,5,1,417_65_15_5,
2013-03-15,Sorghum - Retail,KG,cereals and tubers,170.0,XOF,Senegal,Kaffrine,1378,Kaffrine,417,65,15,5,1,417_65_15_5,
2013-04-15,Sorghum - Retail,KG,cereals and tubers,165.0,XOF,Senegal,Kaffrine,1378,Kaffrine,417,65,15,5,1,417_65_15_5,
2013-05-15,Sorghum - Retail,KG,cereals and tubers,181.25,XOF,Senegal,Kaffrine,1378,Kaffrine,417,65,15,5,1,417_65_15_5,
2013-06-15,Sorghum - Retail,KG,cereals and tubers,185.0,XOF,Senegal,Kaffrine,1378,Kaffrine,417,65,15,5,1,417_65_15_5,
2013-07-15,Sorghum - Retail,KG,cereals and tubers,175.0,XOF,Senegal,Kaffrine,1378,Kaffrine,417,65,15,5,1,417_65_15_5,
2013-08-15,Sorghum - Retail,KG,cereals and tubers,171.25,XOF,Senegal,Kaffrine,1378,Kaffrine,417,65,15,5,1,417_65_15_5,
2013-09-15,Sorghum - Retail,KG,cereals and tubers,165.0,XOF,Senegal,Kaffrine,1378,Kaffrine,417,65,15,5,1,417_65_15_5,
2013-10-15,Sorghum - Retail,KG,cereals and tubers,175.0,XOF,Senegal,Kaffrine,1378,Kaffrine,417,65,15,5,1,417_65_15_5,
2013-11-15,Sorghum - Retail,KG,cereals and tubers,187.5,XOF,Senegal,Kaffrine,1378,Kaffrine,417,65,15,5,1,417_65_15_5,
2013-12-15,Sorghum - Retail,KG,cereals and tubers,145.0,XOF,Senegal,Kaffrine,1378,Kaffrine,417,65,15,5,1,417_65_15_5,
2014-01-15,Sorghum - Retail,KG,cereals and tubers,162.5,XOF,Senegal,Kaffrine,1378,Kaffrine,417,65,15,5,1,417_65_15_5,
2014-02-15,Sorghum - Retail,KG,cereals and tubers,175.0,XOF,Senegal,Kaffrine,1378,Kaffrine,417,65,15,5,1,417_65_15_5,
2014-03-15,Sorghum - Retail,KG,cereals and tubers,177.5,XOF,Senegal,Kaffrine,1378,Kaffrine,417,65,15,5,1,417_65_15_5,
2014-04-15,Sorghum - Retail,KG,cereals and tubers,190.0,XOF,Senegal,Kaffrine,1378,Kaffrine,417,65,15,5,1,417_65_15_5,
2014-05-15,Sorghum - Retail,KG,cereals and tubers,195.0,XOF,Senegal,Kaffrine,1378,Kaffrine,417,65,15,5,1,417_65_15_5,
2014-06-15,Sorghum - Retail,KG,cereals and tubers,195.0,XOF,Senegal,Kaffrine,1378,Kaffrine,417,65,15,5,1,417_65_15_5,
2014-07-15,Sorghum - Retail,KG,cereals and tubers,190.0,XOF,Senegal,Kaffrine,1378,Kaffrine,417,65,15,5,1,417_65_15_5,
2014-08-15,Sorghum - Retail,KG,cereals and tubers,200.0,XOF,Senegal,Kaffrine,1378,Kaffrine,417,65,15,5,1,417_65_15_5,
2014-09-15,Sorghum - Retail,KG,cereals and tubers,203.0,XOF,Senegal,Kaffrine,1378,Kaffrine,417,65,15,5,1,417_65_15_5,
2014-10-15,Sorghum - Retail,KG,cereals and tubers,210.0,XOF,Senegal,Kaffrine,1378,Kaffrine,417,65,15,5,1,417_65_15_5,
2014-11-15,Sorghum - Retail,KG,cereals and tubers,185.0,XOF,Senegal,Kaffrine,1378,Kaffrine,417,65,15,5,1,417_65_15_5,
2014-12-15,Sorghum - Retail,KG,cereals and tubers,177.5,XOF,Senegal,Kaffrine,1378,Kaffrine,417,65,15,5,1,417_65_15_5,
2015-01-15,Sorghum - Retail,KG,cereals and tubers,170.0,XOF,Senegal,Kaffrine,1378,Kaffrine,417,65,15,5,1,417_65_15_5,
2015-02-15,Sorghum - Retail,KG,cereals and tubers,176.25,XOF,Senegal,Kaffrine,1378,Kaffrine,417,65,15,5,1,417_65_15_5,
2015-03-15,Sorghum - Retail,KG,cereals and tubers,193.5714,XOF,Senegal,Kaffrine,1378,Kaffrine,417,65,15,5,1,417_65_15_5,
2015-04-15,Sorghum - Retail,KG,cereals and tubers,198.3333,XOF,Senegal,Kaffrine,1378,Kaffrine,417,65,15,5,1,417_65_15_5,
2015-05-15,Sorghum - Retail,KG,cereals and tubers,185.0,XOF,Senegal,Kaffrine,1378,Kaffrine,417,65,15,5,1,417_65_15_5,
2015-06-15,Sorghum - Retail,KG,cereals and tubers,180.0,XOF,Senegal,Kaffrine,1378,Kaffrine,417,65,15,5,1,417_65_15_5,
2015-07-15,Sorghum - Retail,KG,cereals and tubers,210.0,XOF,Senegal,Kaffrine,1378,Kaffrine,417,65,15,5,1,417_65_15_5,
2015-08-15,Sorghum - Retail,KG,cereals and tubers,188.0,XOF,Senegal,Kaffrine,1378,Kaffrine,417,65,15,5,1,417_65_15_5,
2015-09-15,Sorghum - Retail,KG,cereals and tubers,200.0,XOF,Senegal,Kaffrine,1378,Kaffrine,417,65,15,5,1,417_65_15_5,
2015-12-15,Sorghum - Retail,KG,cereals and tubers,170.0,XOF,Senegal,Kaffrine,1378,Kaffrine,417,65,15,5,1,417_65_15_5,
2016-01-15,Sorghum - Retail,KG,cereals and tubers,165.0,XOF,Senegal,Kaffrine,1378,Kaffrine,417,65,15,5,1,417_65_15_5,
2016-02-15,Sorghum - Retail,KG,cereals and tubers,171.0,XOF,Senegal,Kaffrine,1378,Kaffrine,417,65,15,5,1,417_65_15_5,
2016-03-15,Sorghum - Retail,KG,cereals and tubers,185.0,XOF,Senegal,Kaffrine,1378,Kaffrine,417,65,15,5,1,417_65_15_5,
2016-04-15,Sorghum - Retail,KG,cereals and tubers,185.0,XOF,Senegal,Kaffrine,1378,Kaffrine,417,65,15,5,1,417_65_15_5,
2016-05-15,Sorghum - Retail,KG,cereals and tubers,192.0,XOF,Senegal,Kaffrine,1378,Kaffrine,417,65,15,5,1,417_65_15_5,
2016-06-15,Sorghum - Retail,KG,cereals and tubers,205.0,XOF,Senegal,Kaffrine,1378,Kaffrine,417,65,15,5,1,417_65_15_5,
2016-07-15,Sorghum - Retail,KG,cereals and tubers,201.25,XOF,Senegal,Kaffrine,1378,Kaffrine,417,65,15,5,1,417_65_15_5,
2016-08-15,Sorghum - Retail,KG,cereals and tubers,196.0,XOF,Senegal,Kaffrine,1378,Kaffrine,417,65,15,5,1,417_65_15_5,
2016-09-15,Sorghum - Retail,KG,cereals and tubers,192.0,XOF,Senegal,Kaffrine,1378,Kaffrine,417,65,15,5,1,417_65_15_5,
2016-10-15,Sorghum - Retail,KG,cereals and tubers,205.0,XOF,Senegal,Kaffrine,1378,Kaffrine,417,65,15,5,1,417_65_15_5,
2016-11-15,Sorghum - Retail,KG,cereals and tubers,205.0,XOF,Senegal,Kaffrine,1378,Kaffrine,417,65,15,5,1,417_65_15_5,
2016-12-15,Sorghum - Retail,KG,cereals and tubers,206.0,XOF,Senegal,Kaffrine,1378,Kaffrine,417,65,15,5,1,417_65_15_5,
2017-01-15,Sorghum - Retail,KG,cereals and tubers,218.0,XOF,Senegal,Kaffrine,1378,Kaffrine,417,65,15,5,1,417_65_15_5,
2017-02-15,Sorghum - Retail,KG,cereals and tubers,190.0,XOF,Senegal,Kaffrine,1378,Kaffrine,417,65,15,5,1,417_65_15_5,
2017-03-15,Sorghum - Retail,KG,cereals and tubers,190.0,XOF,Senegal,Kaffrine,1378,Kaffrine,417,65,15,5,1,417_65_15_5,
2018-03-15,Sorghum - Retail,KG,cereals and tubers,175.0,XOF,Senegal,Kaffrine,1378,Kaffrine,417,65,15,5,1,417_65_15_5,
2018-04-15,Sorghum - Retail,KG,cereals and tubers,206.0,XOF,Senegal,Kaffrine,1378,Kaffrine,417,65,15,5,1,417_65_15_5,
2018-05-15,Sorghum - Retail,KG,cereals and tubers,225.0,XOF,Senegal,Kaffrine,1378,Kaffrine,417,65,15,5,1,417_65_15_5,
2018-06-15,Sorghum - Retail,KG,cereals and tubers,250.0,XOF,Senegal,Kaffrine,1378,Kaffrine,417,65,15,5,1,417_65_15_5,
2018-07-15,Sorghum - Retail,KG,cereals and tubers,283.0,XOF,Senegal,Kaffrine,1378,Kaffrine,417,65,15,5,1,417_65_15_5,
2018-08-15,Sorghum - Retail,KG,cereals and tubers,300.0,XOF,Senegal,Kaffrine,1378,Kaffrine,417,65,15,5,1,417_65_15_5,
2018-12-15,Sorghum - Retail,KG,cereals and tubers,200.0,XOF,Senegal,Kaffrine,1378,Kaffrine,417,65,15,5,1,417_65_15_5,
2019-01-15,Sorghum - Retail,KG,cereals and tubers,205.0,XOF,Senegal,Kaffrine,1378,Kaffrine,417,65,15,5,1,417_65_15_5,
2019-02-15,Sorghum - Retail,KG,cereals and tubers,205.0,XOF,Senegal,Kaffrine,1378,Kaffrine,417,65,15,5,1,417_65_15_5,
2019-03-15,Sorghum - Retail,KG,cereals and tubers,225.0,XOF,Senegal,Kaffrine,1378,Kaffrine,417,65,15,5,1,417_65_15_5,
2020-04-15,Sorghum - Retail,KG,cereals and tubers,225.0,XOF,Senegal,Kaffrine,1378,Kaffrine,417,65,15,5,1,417_65_15_5,
2011-10-15,Rice (local) - Retail,KG,cereals and tubers,275.0,XOF,Senegal,Kaffrine,1378,Kaffrine,417,71,15,5,1,417_71_15_5,
2011-11-15,Rice (local) - Retail,KG,cereals and tubers,275.0,XOF,Senegal,Kaffrine,1378,Kaffrine,417,71,15,5,1,417_71_15_5,
2011-12-15,Rice (local) - Retail,KG,cereals and tubers,275.0,XOF,Senegal,Kaffrine,1378,Kaffrine,417,71,15,5,1,417_71_15_5,
2012-01-15,Rice (local) - Retail,KG,cereals and tubers,282.5,XOF,Senegal,Kaffrine,1378,Kaffrine,417,71,15,5,1,417_71_15_5,
2012-02-15,Rice (local) - Retail,KG,cereals and tubers,285.0,XOF,Senegal,Kaffrine,1378,Kaffrine,417,71,15,5,1,417_71_15_5,
2014-08-15,Rice (local) - Retail,KG,cereals and tubers,270.0,XOF,Senegal,Kaffrine,1378,Kaffrine,417,71,15,5,1,417_71_15_5,
