date,cmname,unit,category,price,currency,country,admname,adm1id,mktname,mktid,cmid,ptid,umid,catid,sn,default
2010-01-15,Maize (local) - Retail,KG,cereals and tubers,180.0,XOF,Senegal,Kedougou,1374,Kedougou,419,56,15,5,1,419_56_15_5,
2010-02-15,Maize (local) - Retail,KG,cereals and tubers,200.0,XOF,Senegal,Kedougou,1374,Kedougou,419,56,15,5,1,419_56_15_5,
2010-03-15,Maize (local) - Retail,KG,cereals and tubers,200.0,XOF,Senegal,Kedougou,1374,Kedougou,419,56,15,5,1,419_56_15_5,
2010-04-15,Maize (local) - Retail,KG,cereals and tubers,200.0,XOF,Senegal,Kedougou,1374,Kedougou,419,56,15,5,1,419_56_15_5,
2010-06-15,Maize (local) - Retail,KG,cereals and tubers,200.0,XOF,Senegal,Kedougou,1374,Kedougou,419,56,15,5,1,419_56_15_5,
2010-07-15,Maize (local) - Retail,KG,cereals and tubers,200.0,XOF,Senegal,Kedougou,1374,Kedougou,419,56,15,5,1,419_56_15_5,
2010-08-15,Maize (local) - Retail,KG,cereals and tubers,180.0,XOF,Senegal,Kedougou,1374,Kedougou,419,56,15,5,1,419_56_15_5,
2010-09-15,Maize (local) - Retail,KG,cereals and tubers,192.5,XOF,Senegal,Kedougou,1374,Kedougou,419,56,15,5,1,419_56_15_5,
2010-10-15,Maize (local) - Retail,KG,cereals and tubers,200.0,XOF,Senegal,Kedougou,1374,Kedougou,419,56,15,5,1,419_56_15_5,
2010-11-15,Maize (local) - Retail,KG,cereals and tubers,123.3333,XOF,Senegal,Kedougou,1374,Kedougou,419,56,15,5,1,419_56_15_5,
2010-12-15,Maize (local) - Retail,KG,cereals and tubers,131.6667,XOF,Senegal,Kedougou,1374,Kedougou,419,56,15,5,1,419_56_15_5,
2011-01-15,Maize (local) - Retail,KG,cereals and tubers,148.75,XOF,Senegal,Kedougou,1374,Kedougou,419,56,15,5,1,419_56_15_5,
2011-02-15,Maize (local) - Retail,KG,cereals and tubers,175.0,XOF,Senegal,Kedougou,1374,Kedougou,419,56,15,5,1,419_56_15_5,
2011-03-15,Maize (local) - Retail,KG,cereals and tubers,175.0,XOF,Senegal,Kedougou,1374,Kedougou,419,56,15,5,1,419_56_15_5,
2011-04-15,Maize (local) - Retail,KG,cereals and tubers,175.0,XOF,Senegal,Kedougou,1374,Kedougou,419,56,15,5,1,419_56_15_5,
2011-05-15,Maize (local) - Retail,KG,cereals and tubers,175.0,XOF,Senegal,Kedougou,1374,Kedougou,419,56,15,5,1,419_56_15_5,
2011-06-15,Maize (local) - Retail,KG,cereals and tubers,191.6667,XOF,Senegal,Kedougou,1374,Kedougou,419,56,15,5,1,419_56_15_5,
2011-07-15,Maize (local) - Retail,KG,cereals and tubers,200.0,XOF,Senegal,Kedougou,1374,Kedougou,419,56,15,5,1,419_56_15_5,
2011-08-15,Maize (local) - Retail,KG,cereals and tubers,212.5,XOF,Senegal,Kedougou,1374,Kedougou,419,56,15,5,1,419_56_15_5,
2011-09-15,Maize (local) - Retail,KG,cereals and tubers,200.0,XOF,Senegal,Kedougou,1374,Kedougou,419,56,15,5,1,419_56_15_5,
2011-10-15,Maize (local) - Retail,KG,cereals and tubers,225.0,XOF,Senegal,Kedougou,1374,Kedougou,419,56,15,5,1,419_56_15_5,
2011-11-15,Maize (local) - Retail,KG,cereals and tubers,200.0,XOF,Senegal,Kedougou,1374,Kedougou,419,56,15,5,1,419_56_15_5,
2011-12-15,Maize (local) - Retail,KG,cereals and tubers,250.0,XOF,Senegal,Kedougou,1374,Kedougou,419,56,15,5,1,419_56_15_5,
2012-01-15,Maize (local) - Retail,KG,cereals and tubers,225.0,XOF,Senegal,Kedougou,1374,Kedougou,419,56,15,5,1,419_56_15_5,
2012-02-15,Maize (local) - Retail,KG,cereals and tubers,200.0,XOF,Senegal,Kedougou,1374,Kedougou,419,56,15,5,1,419_56_15_5,
2012-03-15,Maize (local) - Retail,KG,cereals and tubers,300.0,XOF,Senegal,Kedougou,1374,Kedougou,419,56,15,5,1,419_56_15_5,
2012-04-15,Maize (local) - Retail,KG,cereals and tubers,250.0,XOF,Senegal,Kedougou,1374,Kedougou,419,56,15,5,1,419_56_15_5,
2012-05-15,Maize (local) - Retail,KG,cereals and tubers,175.0,XOF,Senegal,Kedougou,1374,Kedougou,419,56,15,5,1,419_56_15_5,
2012-07-15,Maize (local) - Retail,KG,cereals and tubers,275.0,XOF,Senegal,Kedougou,1374,Kedougou,419,56,15,5,1,419_56_15_5,
2012-08-15,Maize (local) - Retail,KG,cereals and tubers,275.0,XOF,Senegal,Kedougou,1374,Kedougou,419,56,15,5,1,419_56_15_5,
2012-09-15,Maize (local) - Retail,KG,cereals and tubers,275.0,XOF,Senegal,Kedougou,1374,Kedougou,419,56,15,5,1,419_56_15_5,
2012-10-15,Maize (local) - Retail,KG,cereals and tubers,250.0,XOF,Senegal,Kedougou,1374,Kedougou,419,56,15,5,1,419_56_15_5,
2012-11-15,Maize (local) - Retail,KG,cereals and tubers,250.0,XOF,Senegal,Kedougou,1374,Kedougou,419,56,15,5,1,419_56_15_5,
2012-12-15,Maize (local) - Retail,KG,cereals and tubers,210.0,XOF,Senegal,Kedougou,1374,Kedougou,419,56,15,5,1,419_56_15_5,
2013-02-15,Maize (local) - Retail,KG,cereals and tubers,235.0,XOF,Senegal,Kedougou,1374,Kedougou,419,56,15,5,1,419_56_15_5,
2013-03-15,Maize (local) - Retail,KG,cereals and tubers,210.0,XOF,Senegal,Kedougou,1374,Kedougou,419,56,15,5,1,419_56_15_5,
2013-04-15,Maize (local) - Retail,KG,cereals and tubers,200.0,XOF,Senegal,Kedougou,1374,Kedougou,419,56,15,5,1,419_56_15_5,
2013-05-15,Maize (local) - Retail,KG,cereals and tubers,176.25,XOF,Senegal,Kedougou,1374,Kedougou,419,56,15,5,1,419_56_15_5,
2013-06-15,Maize (local) - Retail,KG,cereals and tubers,250.0,XOF,Senegal,Kedougou,1374,Kedougou,419,56,15,5,1,419_56_15_5,
2013-07-15,Maize (local) - Retail,KG,cereals and tubers,250.0,XOF,Senegal,Kedougou,1374,Kedougou,419,56,15,5,1,419_56_15_5,
2013-08-15,Maize (local) - Retail,KG,cereals and tubers,250.0,XOF,Senegal,Kedougou,1374,Kedougou,419,56,15,5,1,419_56_15_5,
2013-10-15,Maize (local) - Retail,KG,cereals and tubers,237.5,XOF,Senegal,Kedougou,1374,Kedougou,419,56,15,5,1,419_56_15_5,
2013-11-15,Maize (local) - Retail,KG,cereals and tubers,250.0,XOF,Senegal,Kedougou,1374,Kedougou,419,56,15,5,1,419_56_15_5,
2013-12-15,Maize (local) - Retail,KG,cereals and tubers,216.6667,XOF,Senegal,Kedougou,1374,Kedougou,419,56,15,5,1,419_56_15_5,
2014-01-15,Maize (local) - Retail,KG,cereals and tubers,200.0,XOF,Senegal,Kedougou,1374,Kedougou,419,56,15,5,1,419_56_15_5,
2014-02-15,Maize (local) - Retail,KG,cereals and tubers,200.0,XOF,Senegal,Kedougou,1374,Kedougou,419,56,15,5,1,419_56_15_5,
2014-03-15,Maize (local) - Retail,KG,cereals and tubers,250.0,XOF,Senegal,Kedougou,1374,Kedougou,419,56,15,5,1,419_56_15_5,
2014-04-15,Maize (local) - Retail,KG,cereals and tubers,200.0,XOF,Senegal,Kedougou,1374,Kedougou,419,56,15,5,1,419_56_15_5,
2014-05-15,Maize (local) - Retail,KG,cereals and tubers,200.0,XOF,Senegal,Kedougou,1374,Kedougou,419,56,15,5,1,419_56_15_5,
2014-06-15,Maize (local) - Retail,KG,cereals and tubers,200.0,XOF,Senegal,Kedougou,1374,Kedougou,419,56,15,5,1,419_56_15_5,
2014-07-15,Maize (local) - Retail,KG,cereals and tubers,200.0,XOF,Senegal,Kedougou,1374,Kedougou,419,56,15,5,1,419_56_15_5,
2014-08-15,Maize (local) - Retail,KG,cereals and tubers,198.75,XOF,Senegal,Kedougou,1374,Kedougou,419,56,15,5,1,419_56_15_5,
2014-09-15,Maize (local) - Retail,KG,cereals and tubers,212.5,XOF,Senegal,Kedougou,1374,Kedougou,419,56,15,5,1,419_56_15_5,
2014-10-15,Maize (local) - Retail,KG,cereals and tubers,250.0,XOF,Senegal,Kedougou,1374,Kedougou,419,56,15,5,1,419_56_15_5,
2014-11-15,Maize (local) - Retail,KG,cereals and tubers,225.0,XOF,Senegal,Kedougou,1374,Kedougou,419,56,15,5,1,419_56_15_5,
2015-02-15,Maize (local) - Retail,KG,cereals and tubers,200.0,XOF,Senegal,Kedougou,1374,Kedougou,419,56,15,5,1,419_56_15_5,
2015-03-15,Maize (local) - Retail,KG,cereals and tubers,225.0,XOF,Senegal,Kedougou,1374,Kedougou,419,56,15,5,1,419_56_15_5,
2015-04-15,Maize (local) - Retail,KG,cereals and tubers,241.6667,XOF,Senegal,Kedougou,1374,Kedougou,419,56,15,5,1,419_56_15_5,
2015-05-15,Maize (local) - Retail,KG,cereals and tubers,250.0,XOF,Senegal,Kedougou,1374,Kedougou,419,56,15,5,1,419_56_15_5,
2015-06-15,Maize (local) - Retail,KG,cereals and tubers,250.0,XOF,Senegal,Kedougou,1374,Kedougou,419,56,15,5,1,419_56_15_5,
2015-07-15,Maize (local) - Retail,KG,cereals and tubers,250.0,XOF,Senegal,Kedougou,1374,Kedougou,419,56,15,5,1,419_56_15_5,
2015-08-15,Maize (local) - Retail,KG,cereals and tubers,237.0,XOF,Senegal,Kedougou,1374,Kedougou,419,56,15,5,1,419_56_15_5,
2015-09-15,Maize (local) - Retail,KG,cereals and tubers,208.0,XOF,Senegal,Kedougou,1374,Kedougou,419,56,15,5,1,419_56_15_5,
2015-10-15,Maize (local) - Retail,KG,cereals and tubers,225.0,XOF,Senegal,Kedougou,1374,Kedougou,419,56,15,5,1,419_56_15_5,
2015-12-15,Maize (local) - Retail,KG,cereals and tubers,200.0,XOF,Senegal,Kedougou,1374,Kedougou,419,56,15,5,1,419_56_15_5,
2016-01-15,Maize (local) - Retail,KG,cereals and tubers,225.0,XOF,Senegal,Kedougou,1374,Kedougou,419,56,15,5,1,419_56_15_5,
2016-02-15,Maize (local) - Retail,KG,cereals and tubers,200.0,XOF,Senegal,Kedougou,1374,Kedougou,419,56,15,5,1,419_56_15_5,
2016-03-15,Maize (local) - Retail,KG,cereals and tubers,212.0,XOF,Senegal,Kedougou,1374,Kedougou,419,56,15,5,1,419_56_15_5,
2016-04-15,Maize (local) - Retail,KG,cereals and tubers,212.0,XOF,Senegal,Kedougou,1374,Kedougou,419,56,15,5,1,419_56_15_5,
2016-05-15,Maize (local) - Retail,KG,cereals and tubers,250.0,XOF,Senegal,Kedougou,1374,Kedougou,419,56,15,5,1,419_56_15_5,
2016-06-15,Maize (local) - Retail,KG,cereals and tubers,293.0,XOF,Senegal,Kedougou,1374,Kedougou,419,56,15,5,1,419_56_15_5,
2016-08-15,Maize (local) - Retail,KG,cereals and tubers,250.0,XOF,Senegal,Kedougou,1374,Kedougou,419,56,15,5,1,419_56_15_5,
2016-12-15,Maize (local) - Retail,KG,cereals and tubers,300.0,XOF,Senegal,Kedougou,1374,Kedougou,419,56,15,5,1,419_56_15_5,
2017-01-15,Maize (local) - Retail,KG,cereals and tubers,250.0,XOF,Senegal,Kedougou,1374,Kedougou,419,56,15,5,1,419_56_15_5,
2017-02-15,Maize (local) - Retail,KG,cereals and tubers,250.0,XOF,Senegal,Kedougou,1374,Kedougou,419,56,15,5,1,419_56_15_5,
2017-03-15,Maize (local) - Retail,KG,cereals and tubers,250.0,XOF,Senegal,Kedougou,1374,Kedougou,419,56,15,5,1,419_56_15_5,
2017-05-15,Maize (local) - Retail,KG,cereals and tubers,283.0,XOF,Senegal,Kedougou,1374,Kedougou,419,56,15,5,1,419_56_15_5,
2017-06-15,Maize (local) - Retail,KG,cereals and tubers,250.0,XOF,Senegal,Kedougou,1374,Kedougou,419,56,15,5,1,419_56_15_5,
2017-07-15,Maize (local) - Retail,KG,cereals and tubers,250.0,XOF,Senegal,Kedougou,1374,Kedougou,419,56,15,5,1,419_56_15_5,
2017-08-15,Maize (local) - Retail,KG,cereals and tubers,225.0,XOF,Senegal,Kedougou,1374,Kedougou,419,56,15,5,1,419_56_15_5,
2017-09-15,Maize (local) - Retail,KG,cereals and tubers,250.0,XOF,Senegal,Kedougou,1374,Kedougou,419,56,15,5,1,419_56_15_5,
2017-10-15,Maize (local) - Retail,KG,cereals and tubers,250.0,XOF,Senegal,Kedougou,1374,Kedougou,419,56,15,5,1,419_56_15_5,
2017-11-15,Maize (local) - Retail,KG,cereals and tubers,213.0,XOF,Senegal,Kedougou,1374,Kedougou,419,56,15,5,1,419_56_15_5,
2017-12-15,Maize (local) - Retail,KG,cereals and tubers,250.0,XOF,Senegal,Kedougou,1374,Kedougou,419,56,15,5,1,419_56_15_5,
2018-01-15,Maize (local) - Retail,KG,cereals and tubers,225.0,XOF,Senegal,Kedougou,1374,Kedougou,419,56,15,5,1,419_56_15_5,
2018-03-15,Maize (local) - Retail,KG,cereals and tubers,200.0,XOF,Senegal,Kedougou,1374,Kedougou,419,56,15,5,1,419_56_15_5,
2018-04-15,Maize (local) - Retail,KG,cereals and tubers,200.0,XOF,Senegal,Kedougou,1374,Kedougou,419,56,15,5,1,419_56_15_5,
2018-05-15,Maize (local) - Retail,KG,cereals and tubers,200.0,XOF,Senegal,Kedougou,1374,Kedougou,419,56,15,5,1,419_56_15_5,
2018-06-15,Maize (local) - Retail,KG,cereals and tubers,250.0,XOF,Senegal,Kedougou,1374,Kedougou,419,56,15,5,1,419_56_15_5,
2018-07-15,Maize (local) - Retail,KG,cereals and tubers,250.0,XOF,Senegal,Kedougou,1374,Kedougou,419,56,15,5,1,419_56_15_5,
2018-10-15,Maize (local) - Retail,KG,cereals and tubers,238.0,XOF,Senegal,Kedougou,1374,Kedougou,419,56,15,5,1,419_56_15_5,
2018-11-15,Maize (local) - Retail,KG,cereals and tubers,225.0,XOF,Senegal,Kedougou,1374,Kedougou,419,56,15,5,1,419_56_15_5,
2018-12-15,Maize (local) - Retail,KG,cereals and tubers,225.0,XOF,Senegal,Kedougou,1374,Kedougou,419,56,15,5,1,419_56_15_5,
2019-01-15,Maize (local) - Retail,KG,cereals and tubers,250.0,XOF,Senegal,Kedougou,1374,Kedougou,419,56,15,5,1,419_56_15_5,
2019-02-15,Maize (local) - Retail,KG,cereals and tubers,175.0,XOF,Senegal,Kedougou,1374,Kedougou,419,56,15,5,1,419_56_15_5,
2019-03-15,Maize (local) - Retail,KG,cereals and tubers,250.0,XOF,Senegal,Kedougou,1374,Kedougou,419,56,15,5,1,419_56_15_5,
2019-04-15,Maize (local) - Retail,KG,cereals and tubers,200.0,XOF,Senegal,Kedougou,1374,Kedougou,419,56,15,5,1,419_56_15_5,
2019-05-15,Maize (local) - Retail,KG,cereals and tubers,225.0,XOF,Senegal,Kedougou,1374,Kedougou,419,56,15,5,1,419_56_15_5,
2019-07-15,Maize (local) - Retail,KG,cereals and tubers,200.0,XOF,Senegal,Kedougou,1374,Kedougou,419,56,15,5,1,419_56_15_5,
2019-08-15,Maize (local) - Retail,KG,cereals and tubers,225.0,XOF,Senegal,Kedougou,1374,Kedougou,419,56,15,5,1,419_56_15_5,
2019-10-15,Maize (local) - Retail,KG,cereals and tubers,200.0,XOF,Senegal,Kedougou,1374,Kedougou,419,56,15,5,1,419_56_15_5,
2019-12-15,Maize (local) - Retail,KG,cereals and tubers,250.0,XOF,Senegal,Kedougou,1374,Kedougou,419,56,15,5,1,419_56_15_5,
2020-02-15,Maize (local) - Retail,KG,cereals and tubers,250.0,XOF,Senegal,Kedougou,1374,Kedougou,419,56,15,5,1,419_56_15_5,
2020-04-15,Maize (local) - Retail,KG,cereals and tubers,225.0,XOF,Senegal,Kedougou,1374,Kedougou,419,56,15,5,1,419_56_15_5,
2020-05-15,Maize (local) - Retail,KG,cereals and tubers,275.0,XOF,Senegal,Kedougou,1374,Kedougou,419,56,15,5,1,419_56_15_5,
2020-06-15,Maize (local) - Retail,KG,cereals and tubers,250.0,XOF,Senegal,Kedougou,1374,Kedougou,419,56,15,5,1,419_56_15_5,
2020-07-15,Maize (local) - Retail,KG,cereals and tubers,250.0,XOF,Senegal,Kedougou,1374,Kedougou,419,56,15,5,1,419_56_15_5,
2020-08-15,Maize (local) - Retail,KG,cereals and tubers,275.0,XOF,Senegal,Kedougou,1374,Kedougou,419,56,15,5,1,419_56_15_5,
2020-09-15,Maize (local) - Retail,KG,cereals and tubers,200.0,XOF,Senegal,Kedougou,1374,Kedougou,419,56,15,5,1,419_56_15_5,
2020-10-15,Maize (local) - Retail,KG,cereals and tubers,212.5,XOF,Senegal,Kedougou,1374,Kedougou,419,56,15,5,1,419_56_15_5,
2020-11-15,Maize (local) - Retail,KG,cereals and tubers,206.25,XOF,Senegal,Kedougou,1374,Kedougou,419,56,15,5,1,419_56_15_5,
2007-01-15,Rice (imported) - Retail,KG,cereals and tubers,225.0,XOF,Senegal,Kedougou,1374,Kedougou,419,64,15,5,1,419_64_15_5,
2007-03-15,Rice (imported) - Retail,KG,cereals and tubers,250.0,XOF,Senegal,Kedougou,1374,Kedougou,419,64,15,5,1,419_64_15_5,
2007-04-15,Rice (imported) - Retail,KG,cereals and tubers,225.0,XOF,Senegal,Kedougou,1374,Kedougou,419,64,15,5,1,419_64_15_5,
2007-05-15,Rice (imported) - Retail,KG,cereals and tubers,245.0,XOF,Senegal,Kedougou,1374,Kedougou,419,64,15,5,1,419_64_15_5,
2007-07-15,Rice (imported) - Retail,KG,cereals and tubers,250.0,XOF,Senegal,Kedougou,1374,Kedougou,419,64,15,5,1,419_64_15_5,
2007-08-15,Rice (imported) - Retail,KG,cereals and tubers,250.0,XOF,Senegal,Kedougou,1374,Kedougou,419,64,15,5,1,419_64_15_5,
2007-09-15,Rice (imported) - Retail,KG,cereals and tubers,250.0,XOF,Senegal,Kedougou,1374,Kedougou,419,64,15,5,1,419_64_15_5,
2007-10-15,Rice (imported) - Retail,KG,cereals and tubers,275.0,XOF,Senegal,Kedougou,1374,Kedougou,419,64,15,5,1,419_64_15_5,
2007-11-15,Rice (imported) - Retail,KG,cereals and tubers,262.5,XOF,Senegal,Kedougou,1374,Kedougou,419,64,15,5,1,419_64_15_5,
2008-02-15,Rice (imported) - Retail,KG,cereals and tubers,300.0,XOF,Senegal,Kedougou,1374,Kedougou,419,64,15,5,1,419_64_15_5,
2008-03-15,Rice (imported) - Retail,KG,cereals and tubers,325.0,XOF,Senegal,Kedougou,1374,Kedougou,419,64,15,5,1,419_64_15_5,
2008-04-15,Rice (imported) - Retail,KG,cereals and tubers,375.0,XOF,Senegal,Kedougou,1374,Kedougou,419,64,15,5,1,419_64_15_5,
2008-05-15,Rice (imported) - Retail,KG,cereals and tubers,305.0,XOF,Senegal,Kedougou,1374,Kedougou,419,64,15,5,1,419_64_15_5,
2008-06-15,Rice (imported) - Retail,KG,cereals and tubers,325.0,XOF,Senegal,Kedougou,1374,Kedougou,419,64,15,5,1,419_64_15_5,
2008-07-15,Rice (imported) - Retail,KG,cereals and tubers,325.0,XOF,Senegal,Kedougou,1374,Kedougou,419,64,15,5,1,419_64_15_5,
2008-08-15,Rice (imported) - Retail,KG,cereals and tubers,330.0,XOF,Senegal,Kedougou,1374,Kedougou,419,64,15,5,1,419_64_15_5,
2008-09-15,Rice (imported) - Retail,KG,cereals and tubers,440.0,XOF,Senegal,Kedougou,1374,Kedougou,419,64,15,5,1,419_64_15_5,
2008-10-15,Rice (imported) - Retail,KG,cereals and tubers,440.0,XOF,Senegal,Kedougou,1374,Kedougou,419,64,15,5,1,419_64_15_5,
2008-11-15,Rice (imported) - Retail,KG,cereals and tubers,391.6667,XOF,Senegal,Kedougou,1374,Kedougou,419,64,15,5,1,419_64_15_5,
2008-12-15,Rice (imported) - Retail,KG,cereals and tubers,425.0,XOF,Senegal,Kedougou,1374,Kedougou,419,64,15,5,1,419_64_15_5,
2009-02-15,Rice (imported) - Retail,KG,cereals and tubers,450.0,XOF,Senegal,Kedougou,1374,Kedougou,419,64,15,5,1,419_64_15_5,
2009-03-15,Rice (imported) - Retail,KG,cereals and tubers,425.0,XOF,Senegal,Kedougou,1374,Kedougou,419,64,15,5,1,419_64_15_5,
2009-04-15,Rice (imported) - Retail,KG,cereals and tubers,320.0,XOF,Senegal,Kedougou,1374,Kedougou,419,64,15,5,1,419_64_15_5,
2009-05-15,Rice (imported) - Retail,KG,cereals and tubers,320.0,XOF,Senegal,Kedougou,1374,Kedougou,419,64,15,5,1,419_64_15_5,
2009-06-15,Rice (imported) - Retail,KG,cereals and tubers,303.3333,XOF,Senegal,Kedougou,1374,Kedougou,419,64,15,5,1,419_64_15_5,
2009-07-15,Rice (imported) - Retail,KG,cereals and tubers,290.0,XOF,Senegal,Kedougou,1374,Kedougou,419,64,15,5,1,419_64_15_5,
2009-08-15,Rice (imported) - Retail,KG,cereals and tubers,286.6667,XOF,Senegal,Kedougou,1374,Kedougou,419,64,15,5,1,419_64_15_5,
2009-09-15,Rice (imported) - Retail,KG,cereals and tubers,325.0,XOF,Senegal,Kedougou,1374,Kedougou,419,64,15,5,1,419_64_15_5,
2009-10-15,Rice (imported) - Retail,KG,cereals and tubers,250.0,XOF,Senegal,Kedougou,1374,Kedougou,419,64,15,5,1,419_64_15_5,
2009-11-15,Rice (imported) - Retail,KG,cereals and tubers,250.0,XOF,Senegal,Kedougou,1374,Kedougou,419,64,15,5,1,419_64_15_5,
2009-12-15,Rice (imported) - Retail,KG,cereals and tubers,250.0,XOF,Senegal,Kedougou,1374,Kedougou,419,64,15,5,1,419_64_15_5,
2010-01-15,Rice (imported) - Retail,KG,cereals and tubers,250.0,XOF,Senegal,Kedougou,1374,Kedougou,419,64,15,5,1,419_64_15_5,
2010-02-15,Rice (imported) - Retail,KG,cereals and tubers,230.0,XOF,Senegal,Kedougou,1374,Kedougou,419,64,15,5,1,419_64_15_5,
2010-03-15,Rice (imported) - Retail,KG,cereals and tubers,250.0,XOF,Senegal,Kedougou,1374,Kedougou,419,64,15,5,1,419_64_15_5,
2010-04-15,Rice (imported) - Retail,KG,cereals and tubers,250.0,XOF,Senegal,Kedougou,1374,Kedougou,419,64,15,5,1,419_64_15_5,
2010-06-15,Rice (imported) - Retail,KG,cereals and tubers,290.0,XOF,Senegal,Kedougou,1374,Kedougou,419,64,15,5,1,419_64_15_5,
2010-07-15,Rice (imported) - Retail,KG,cereals and tubers,250.0,XOF,Senegal,Kedougou,1374,Kedougou,419,64,15,5,1,419_64_15_5,
2010-08-15,Rice (imported) - Retail,KG,cereals and tubers,300.0,XOF,Senegal,Kedougou,1374,Kedougou,419,64,15,5,1,419_64_15_5,
