,adm1_name,year,dec_day,variable,value
103,Kolda,2014,310,Rainfall,0.003
104,Kolda,2014,320,Rainfall,0.003
105,Kolda,2014,330,Rainfall,0.35700000000000004
106,Kolda,2014,340,Rainfall,0.069
107,Kolda,2014,350,Rainfall,0.066
108,Kolda,2015,0,Rainfall,0.0
109,Kolda,2015,10,Rainfall,0.0
110,Kolda,2015,20,Rainfall,0.0
111,Kolda,2015,30,Rainfall,0.0
112,Kolda,2015,40,Rainfall,0.0
113,Kolda,2015,50,Rainfall,0.0
114,Kolda,2015,60,Rainfall,0.0
115,Kolda,2015,70,Rainfall,0.0
116,Kolda,2015,80,Rainfall,0.0
117,Kolda,2015,90,Rainfall,0.052000000000000005
118,Kolda,2015,100,Rainfall,0.097
119,Kolda,2015,110,Rainfall,1.164
120,Kolda,2015,120,Rainfall,2.5810000000000004
121,Kolda,2015,130,Rainfall,1.706
122,Kolda,2015,140,Rainfall,4.853
123,Kolda,2015,150,Rainfall,12.013
124,Kolda,2015,160,Rainfall,33.708
125,Kolda,2015,170,Rainfall,28.46
126,Kolda,2015,180,Rainfall,56.401
127,Kolda,2015,190,Rainfall,68.63600000000001
128,Kolda,2015,200,Rainfall,55.745
129,Kolda,2015,210,Rainfall,70.134
130,Kolda,2015,220,Rainfall,135.727
131,Kolda,2015,230,Rainfall,120.04
132,Kolda,2015,240,Rainfall,133.382
133,Kolda,2015,250,Rainfall,61.048
134,Kolda,2015,260,Rainfall,93.562
135,Kolda,2015,270,Rainfall,24.181
136,Kolda,2015,280,Rainfall,77.015
137,Kolda,2015,290,Rainfall,28.497
138,Kolda,2015,300,Rainfall,3.013
139,Kolda,2015,310,Rainfall,0.003
140,Kolda,2015,320,Rainfall,0.0
141,Kolda,2015,330,Rainfall,0.343
142,Kolda,2015,340,Rainfall,0.266
143,Kolda,2015,350,Rainfall,0.165
144,Kolda,2016,0,Rainfall,0.0
145,Kolda,2016,10,Rainfall,0.0
146,Kolda,2016,20,Rainfall,0.0
147,Kolda,2016,30,Rainfall,0.0
148,Kolda,2016,40,Rainfall,0.0
149,Kolda,2016,50,Rainfall,0.0
150,Kolda,2016,60,Rainfall,0.0
151,Kolda,2016,70,Rainfall,0.0
152,Kolda,2016,80,Rainfall,0.0
153,Kolda,2016,90,Rainfall,0.052000000000000005
154,Kolda,2016,100,Rainfall,0.097
155,Kolda,2016,110,Rainfall,1.172
156,Kolda,2016,120,Rainfall,2.229
157,Kolda,2016,130,Rainfall,2.065
158,Kolda,2016,140,Rainfall,6.674
159,Kolda,2016,150,Rainfall,24.261
160,Kolda,2016,160,Rainfall,27.158
161,Kolda,2016,170,Rainfall,35.922
162,Kolda,2016,180,Rainfall,28.656
163,Kolda,2016,190,Rainfall,41.341
164,Kolda,2016,200,Rainfall,115.53
165,Kolda,2016,210,Rainfall,42.653
166,Kolda,2016,220,Rainfall,127.447
167,Kolda,2016,230,Rainfall,90.225
168,Kolda,2016,240,Rainfall,82.36
169,Kolda,2016,250,Rainfall,142.747
170,Kolda,2016,260,Rainfall,103.396
171,Kolda,2016,270,Rainfall,7.792000000000002
172,Kolda,2016,280,Rainfall,7.633999999999999
173,Kolda,2016,290,Rainfall,10.675999999999998
174,Kolda,2016,300,Rainfall,2.341
175,Kolda,2016,310,Rainfall,0.021
176,Kolda,2016,320,Rainfall,0.0
177,Kolda,2016,330,Rainfall,0.343
178,Kolda,2016,340,Rainfall,0.095
179,Kolda,2016,350,Rainfall,0.066
180,Kolda,2017,0,Rainfall,0.0
181,Kolda,2017,10,Rainfall,0.0
182,Kolda,2017,20,Rainfall,0.0
183,Kolda,2017,30,Rainfall,0.0
184,Kolda,2017,40,Rainfall,0.0
185,Kolda,2017,50,Rainfall,0.0
186,Kolda,2017,60,Rainfall,0.0
187,Kolda,2017,70,Rainfall,0.0
188,Kolda,2017,80,Rainfall,0.0
189,Kolda,2017,90,Rainfall,0.052000000000000005
190,Kolda,2017,100,Rainfall,0.097
191,Kolda,2017,110,Rainfall,1.153
192,Kolda,2017,120,Rainfall,2.199
193,Kolda,2017,130,Rainfall,4.088
194,Kolda,2017,140,Rainfall,15.119000000000002
195,Kolda,2017,150,Rainfall,24.7
196,Kolda,2017,160,Rainfall,20.413
197,Kolda,2017,170,Rainfall,65.615
198,Kolda,2017,180,Rainfall,34.232
199,Kolda,2017,190,Rainfall,56.459
200,Kolda,2017,200,Rainfall,99.765
201,Kolda,2017,210,Rainfall,126.707
202,Kolda,2017,220,Rainfall,130.201
203,Kolda,2017,230,Rainfall,207.45
204,Kolda,2017,240,Rainfall,45.112
205,Kolda,2017,250,Rainfall,49.81
206,Kolda,2017,260,Rainfall,39.203
207,Kolda,2017,270,Rainfall,18.156
208,Kolda,2017,280,Rainfall,10.451
209,Kolda,2017,290,Rainfall,2.275
210,Kolda,2017,300,Rainfall,1.3230000000000002
211,Kolda,2017,310,Rainfall,0.008
212,Kolda,2017,320,Rainfall,0.0
213,Kolda,2017,330,Rainfall,0.343
214,Kolda,2017,340,Rainfall,0.069
215,Kolda,2017,350,Rainfall,0.066
216,Kolda,2018,0,Rainfall,0.0
217,Kolda,2018,10,Rainfall,0.0
218,Kolda,2018,20,Rainfall,0.0
219,Kolda,2018,30,Rainfall,0.0
220,Kolda,2018,40,Rainfall,0.0
221,Kolda,2018,50,Rainfall,0.0
222,Kolda,2018,60,Rainfall,0.0
223,Kolda,2018,70,Rainfall,0.0
224,Kolda,2018,80,Rainfall,0.0
225,Kolda,2018,90,Rainfall,0.052000000000000005
226,Kolda,2018,100,Rainfall,0.097
227,Kolda,2018,110,Rainfall,1.144
228,Kolda,2018,120,Rainfall,1.085
229,Kolda,2018,130,Rainfall,1.062
230,Kolda,2018,140,Rainfall,1.019
231,Kolda,2018,150,Rainfall,23.34
232,Kolda,2018,160,Rainfall,30.687
233,Kolda,2018,170,Rainfall,31.552
234,Kolda,2018,180,Rainfall,66.855
235,Kolda,2018,190,Rainfall,82.465
236,Kolda,2018,200,Rainfall,38.864
237,Kolda,2018,210,Rainfall,85.38799999999998
238,Kolda,2018,220,Rainfall,51.148
239,Kolda,2018,230,Rainfall,115.581
240,Kolda,2018,240,Rainfall,139.931
241,Kolda,2018,250,Rainfall,69.962
242,Kolda,2018,260,Rainfall,68.949
243,Kolda,2018,270,Rainfall,61.883
244,Kolda,2018,280,Rainfall,21.718000000000004
245,Kolda,2018,290,Rainfall,3.817
246,Kolda,2018,300,Rainfall,1.339
247,Kolda,2018,310,Rainfall,0.28800000000000003
248,Kolda,2018,320,Rainfall,0.0
249,Kolda,2018,330,Rainfall,0.343
250,Kolda,2018,340,Rainfall,0.069
251,Kolda,2018,350,Rainfall,0.066
252,Kolda,2019,0,Rainfall,0.0
253,Kolda,2019,10,Rainfall,0.0
254,Kolda,2019,20,Rainfall,0.0
255,Kolda,2019,30,Rainfall,0.0
256,Kolda,2019,40,Rainfall,0.0
257,Kolda,2019,50,Rainfall,0.0
258,Kolda,2019,60,Rainfall,0.0
259,Kolda,2019,70,Rainfall,0.0
260,Kolda,2019,80,Rainfall,0.0
261,Kolda,2019,90,Rainfall,0.052000000000000005
262,Kolda,2019,100,Rainfall,0.097
263,Kolda,2019,110,Rainfall,1.164
264,Kolda,2019,120,Rainfall,1.198
265,Kolda,2019,130,Rainfall,1.108
266,Kolda,2019,140,Rainfall,1.6230000000000002
267,Kolda,2019,150,Rainfall,11.919
268,Kolda,2019,160,Rainfall,47.356
269,Kolda,2019,170,Rainfall,60.233
270,Kolda,2019,180,Rainfall,63.195
271,Kolda,2019,190,Rainfall,38.663
272,Kolda,2019,200,Rainfall,41.691
273,Kolda,2019,210,Rainfall,15.183
274,Kolda,2019,220,Rainfall,107.723
275,Kolda,2019,230,Rainfall,123.301
276,Kolda,2019,240,Rainfall,78.132
277,Kolda,2019,250,Rainfall,93.842
278,Kolda,2019,260,Rainfall,87.867
279,Kolda,2019,270,Rainfall,52.937
280,Kolda,2019,280,Rainfall,31.6
281,Kolda,2019,290,Rainfall,11.01
282,Kolda,2019,300,Rainfall,2.292
283,Kolda,2019,310,Rainfall,0.133
284,Kolda,2019,320,Rainfall,0.0
285,Kolda,2019,330,Rainfall,0.343
286,Kolda,2019,340,Rainfall,0.069
287,Kolda,2019,350,Rainfall,0.066
288,Kolda,2020,0,Rainfall,0.0
289,Kolda,2020,10,Rainfall,0.0
290,Kolda,2020,20,Rainfall,0.0
291,Kolda,2020,30,Rainfall,0.0
292,Kolda,2020,40,Rainfall,0.0
293,Kolda,2020,50,Rainfall,0.0
294,Kolda,2020,60,Rainfall,0.0
295,Kolda,2020,70,Rainfall,0.0
296,Kolda,2020,80,Rainfall,0.0
297,Kolda,2020,90,Rainfall,0.052000000000000005
298,Kolda,2020,100,Rainfall,0.133
299,Kolda,2020,110,Rainfall,1.22
300,Kolda,2020,120,Rainfall,1.318
301,Kolda,2020,130,Rainfall,1.683
302,Kolda,2020,140,Rainfall,4.218
303,Kolda,2020,150,Rainfall,37.285
304,Kolda,2020,160,Rainfall,55.994
305,Kolda,2020,170,Rainfall,40.406
306,Kolda,2020,180,Rainfall,33.832
307,Kolda,2020,190,Rainfall,94.832
308,Kolda,2020,200,Rainfall,123.694
309,Kolda,2020,210,Rainfall,75.508
310,Kolda,2020,220,Rainfall,72.688
311,Kolda,2020,230,Rainfall,122.32
312,Kolda,2020,240,Rainfall,146.911
313,Kolda,2020,250,Rainfall,116.651
314,Kolda,2020,260,Rainfall,99.459
315,Kolda,2020,270,Rainfall,51.955
316,Kolda,2020,280,Rainfall,32.859
317,Kolda,2020,290,Rainfall,2.237
318,Kolda,2020,300,Rainfall,1.218
319,Kolda,2020,310,Rainfall,0.003
320,Kolda,2020,320,Rainfall,0.0
321,Fatick,2012,0,Rainfall,0.0
322,Fatick,2012,10,Rainfall,0.0
323,Fatick,2012,20,Rainfall,0.0
324,Fatick,2012,30,Rainfall,0.0
325,Fatick,2012,40,Rainfall,0.0
326,Fatick,2012,50,Rainfall,0.0
327,Fatick,2012,60,Rainfall,0.0
328,Fatick,2012,70,Rainfall,0.0
329,Fatick,2012,80,Rainfall,0.0
330,Fatick,2012,90,Rainfall,0.0
331,Fatick,2012,100,Rainfall,0.0
332,Fatick,2012,110,Rainfall,0.0
333,Fatick,2012,120,Rainfall,0.0
334,Fatick,2012,130,Rainfall,0.0
335,Fatick,2012,140,Rainfall,1.016
336,Fatick,2012,150,Rainfall,9.111
337,Fatick,2012,160,Rainfall,4.487
338,Fatick,2012,170,Rainfall,18.005
339,Fatick,2012,180,Rainfall,64.207
340,Fatick,2012,190,Rainfall,53.226000000000006
341,Fatick,2012,200,Rainfall,46.35
342,Fatick,2012,210,Rainfall,40.114
343,Fatick,2012,220,Rainfall,97.551
344,Fatick,2012,230,Rainfall,85.58200000000002
345,Fatick,2012,240,Rainfall,102.012
346,Fatick,2012,250,Rainfall,31.124
347,Fatick,2012,260,Rainfall,79.382
348,Fatick,2012,270,Rainfall,23.738000000000003
349,Fatick,2012,280,Rainfall,8.964
350,Fatick,2012,290,Rainfall,10.772
351,Fatick,2012,300,Rainfall,1.0
352,Fatick,2012,310,Rainfall,0.0
353,Fatick,2012,320,Rainfall,0.0
354,Fatick,2012,330,Rainfall,0.0
355,Fatick,2012,340,Rainfall,0.0
356,Fatick,2012,350,Rainfall,0.0
357,Fatick,2013,0,Rainfall,0.14800000000000002
358,Fatick,2013,10,Rainfall,0.0
359,Fatick,2013,20,Rainfall,0.215
360,Fatick,2013,30,Rainfall,0.0
361,Fatick,2013,40,Rainfall,0.0
362,Fatick,2013,50,Rainfall,0.0
363,Fatick,2013,60,Rainfall,0.0
364,Fatick,2013,70,Rainfall,0.0
365,Fatick,2013,80,Rainfall,0.0
366,Fatick,2013,90,Rainfall,0.0
367,Fatick,2013,100,Rainfall,0.0
368,Fatick,2013,110,Rainfall,0.0
369,Fatick,2013,120,Rainfall,0.0
370,Fatick,2013,130,Rainfall,0.0
371,Fatick,2013,140,Rainfall,1.0
372,Fatick,2013,150,Rainfall,8.312000000000001
373,Fatick,2013,160,Rainfall,5.2879999999999985
374,Fatick,2013,170,Rainfall,8.621
375,Fatick,2013,180,Rainfall,31.352
376,Fatick,2013,190,Rainfall,13.52
377,Fatick,2013,200,Rainfall,31.856
378,Fatick,2013,210,Rainfall,60.334
379,Fatick,2013,220,Rainfall,64.57
380,Fatick,2013,230,Rainfall,117.604
381,Fatick,2013,240,Rainfall,47.077
382,Fatick,2013,250,Rainfall,43.252
383,Fatick,2013,260,Rainfall,25.587
384,Fatick,2013,270,Rainfall,22.655
385,Fatick,2013,280,Rainfall,14.123
386,Fatick,2013,290,Rainfall,6.77
387,Fatick,2013,300,Rainfall,1.0
388,Fatick,2013,310,Rainfall,0.01
389,Fatick,2013,320,Rainfall,0.0
390,Fatick,2013,330,Rainfall,0.0
391,Fatick,2013,340,Rainfall,0.0
392,Fatick,2013,350,Rainfall,0.0
393,Fatick,2014,0,Rainfall,0.0
394,Fatick,2014,10,Rainfall,0.0
395,Fatick,2014,20,Rainfall,0.0
396,Fatick,2014,30,Rainfall,0.0
397,Fatick,2014,40,Rainfall,0.0
398,Fatick,2014,50,Rainfall,0.0
399,Fatick,2014,60,Rainfall,0.0
400,Fatick,2014,70,Rainfall,0.0
401,Fatick,2014,80,Rainfall,0.0
402,Fatick,2014,90,Rainfall,0.0
403,Fatick,2014,100,Rainfall,0.0
404,Fatick,2014,110,Rainfall,0.0
405,Fatick,2014,120,Rainfall,0.0
406,Fatick,2014,130,Rainfall,0.0
407,Fatick,2014,140,Rainfall,1.016
408,Fatick,2014,150,Rainfall,8.847000000000003
409,Fatick,2014,160,Rainfall,1.244
410,Fatick,2014,170,Rainfall,4.182
411,Fatick,2014,180,Rainfall,13.425
412,Fatick,2014,190,Rainfall,28.073
413,Fatick,2014,200,Rainfall,6.966
414,Fatick,2014,210,Rainfall,29.84800000000001
415,Fatick,2014,220,Rainfall,77.482
416,Fatick,2014,230,Rainfall,63.803
417,Fatick,2014,240,Rainfall,42.187
418,Fatick,2014,250,Rainfall,86.387
419,Fatick,2014,260,Rainfall,39.52
420,Fatick,2014,270,Rainfall,27.657
421,Fatick,2014,280,Rainfall,5.3370000000000015
422,Fatick,2014,290,Rainfall,2.721
423,Fatick,2014,300,Rainfall,1.0
424,Fatick,2014,310,Rainfall,0.003
425,Fatick,2014,320,Rainfall,0.0
426,Fatick,2014,330,Rainfall,0.0
427,Fatick,2014,340,Rainfall,0.0
428,Fatick,2014,350,Rainfall,0.0
429,Fatick,2015,0,Rainfall,0.396
430,Fatick,2015,10,Rainfall,0.077
431,Fatick,2015,20,Rainfall,0.0
432,Fatick,2015,30,Rainfall,0.0
433,Fatick,2015,40,Rainfall,0.0
434,Fatick,2015,50,Rainfall,0.0
435,Fatick,2015,60,Rainfall,0.0
436,Fatick,2015,70,Rainfall,0.0
437,Fatick,2015,80,Rainfall,0.0
438,Fatick,2015,90,Rainfall,0.0
439,Fatick,2015,100,Rainfall,0.0
440,Fatick,2015,110,Rainfall,0.0
441,Fatick,2015,120,Rainfall,0.0
442,Fatick,2015,130,Rainfall,0.0
443,Fatick,2015,140,Rainfall,1.0
444,Fatick,2015,150,Rainfall,2.869
445,Fatick,2015,160,Rainfall,3.133
446,Fatick,2015,170,Rainfall,1.93
447,Fatick,2015,180,Rainfall,29.663
448,Fatick,2015,190,Rainfall,35.639
449,Fatick,2015,200,Rainfall,42.19
450,Fatick,2015,210,Rainfall,60.225
451,Fatick,2015,220,Rainfall,91.266
452,Fatick,2015,230,Rainfall,61.29
453,Fatick,2015,240,Rainfall,92.428
454,Fatick,2015,250,Rainfall,61.603
455,Fatick,2015,260,Rainfall,100.505
456,Fatick,2015,270,Rainfall,13.628
457,Fatick,2015,280,Rainfall,16.046
458,Fatick,2015,290,Rainfall,12.424
459,Fatick,2015,300,Rainfall,1.001
460,Fatick,2015,310,Rainfall,0.003
461,Fatick,2015,320,Rainfall,0.0
462,Fatick,2015,330,Rainfall,0.0
463,Fatick,2015,340,Rainfall,0.013
464,Fatick,2015,350,Rainfall,0.063
465,Fatick,2016,0,Rainfall,0.426
466,Fatick,2016,10,Rainfall,0.0
467,Fatick,2016,20,Rainfall,0.0
468,Fatick,2016,30,Rainfall,0.0
469,Fatick,2016,40,Rainfall,0.0
470,Fatick,2016,50,Rainfall,0.0
471,Fatick,2016,60,Rainfall,0.0
472,Fatick,2016,70,Rainfall,0.0
473,Fatick,2016,80,Rainfall,0.0
474,Fatick,2016,90,Rainfall,0.0
475,Fatick,2016,100,Rainfall,0.0
476,Fatick,2016,110,Rainfall,0.0
477,Fatick,2016,120,Rainfall,0.0
478,Fatick,2016,130,Rainfall,0.0
479,Fatick,2016,140,Rainfall,1.0
480,Fatick,2016,150,Rainfall,1.394
481,Fatick,2016,160,Rainfall,1.062
482,Fatick,2016,170,Rainfall,10.383
483,Fatick,2016,180,Rainfall,13.544
484,Fatick,2016,190,Rainfall,30.535
485,Fatick,2016,200,Rainfall,102.833
486,Fatick,2016,210,Rainfall,11.406
487,Fatick,2016,220,Rainfall,70.587
488,Fatick,2016,230,Rainfall,45.742
489,Fatick,2016,240,Rainfall,88.12100000000002
490,Fatick,2016,250,Rainfall,79.767
491,Fatick,2016,260,Rainfall,79.968
492,Fatick,2016,270,Rainfall,1.59
493,Fatick,2016,280,Rainfall,3.832
494,Fatick,2016,290,Rainfall,3.43
495,Fatick,2016,300,Rainfall,1.0
496,Fatick,2016,310,Rainfall,0.003
497,Fatick,2016,320,Rainfall,0.0
498,Fatick,2016,330,Rainfall,0.0
499,Fatick,2016,340,Rainfall,0.0
500,Fatick,2016,350,Rainfall,0.0
501,Fatick,2017,0,Rainfall,0.339
502,Fatick,2017,10,Rainfall,0.0
503,Fatick,2017,20,Rainfall,0.0
504,Fatick,2017,30,Rainfall,0.0
505,Fatick,2017,40,Rainfall,0.0
506,Fatick,2017,50,Rainfall,0.0
507,Fatick,2017,60,Rainfall,0.0
508,Fatick,2017,70,Rainfall,0.0
509,Fatick,2017,80,Rainfall,0.0
510,Fatick,2017,90,Rainfall,0.0
511,Fatick,2017,100,Rainfall,0.0
512,Fatick,2017,110,Rainfall,0.0
513,Fatick,2017,120,Rainfall,0.0
514,Fatick,2017,130,Rainfall,0.0
515,Fatick,2017,140,Rainfall,1.0
516,Fatick,2017,150,Rainfall,3.241
517,Fatick,2017,160,Rainfall,2.196
518,Fatick,2017,170,Rainfall,46.86
519,Fatick,2017,180,Rainfall,50.459
520,Fatick,2017,190,Rainfall,29.516
521,Fatick,2017,200,Rainfall,77.28
522,Fatick,2017,210,Rainfall,42.7
523,Fatick,2017,220,Rainfall,105.386
524,Fatick,2017,230,Rainfall,77.207
525,Fatick,2017,240,Rainfall,38.56800000000001
526,Fatick,2017,250,Rainfall,31.079
527,Fatick,2017,260,Rainfall,18.123
528,Fatick,2017,270,Rainfall,11.005999999999998
529,Fatick,2017,280,Rainfall,6.989
530,Fatick,2017,290,Rainfall,1.7819999999999998
531,Fatick,2017,300,Rainfall,1.042
532,Fatick,2017,310,Rainfall,0.005
533,Fatick,2017,320,Rainfall,0.0
534,Fatick,2017,330,Rainfall,0.0
535,Fatick,2017,340,Rainfall,0.0
536,Fatick,2017,350,Rainfall,0.0
537,Fatick,2018,0,Rainfall,0.0
538,Fatick,2018,10,Rainfall,0.0
539,Fatick,2018,20,Rainfall,0.0
540,Fatick,2018,30,Rainfall,0.0
541,Fatick,2018,40,Rainfall,0.0
542,Fatick,2018,50,Rainfall,0.0
543,Fatick,2018,60,Rainfall,0.0
544,Fatick,2018,70,Rainfall,0.0
545,Fatick,2018,80,Rainfall,0.0
546,Fatick,2018,90,Rainfall,0.0
547,Fatick,2018,100,Rainfall,0.0
548,Fatick,2018,110,Rainfall,0.0
549,Fatick,2018,120,Rainfall,0.0
550,Fatick,2018,130,Rainfall,0.0
551,Fatick,2018,140,Rainfall,1.0
552,Fatick,2018,150,Rainfall,1.907
553,Fatick,2018,160,Rainfall,2.4290000000000003
554,Fatick,2018,170,Rainfall,14.798
555,Fatick,2018,180,Rainfall,19.754
556,Fatick,2018,190,Rainfall,23.682
557,Fatick,2018,200,Rainfall,17.515
558,Fatick,2018,210,Rainfall,56.86600000000001
559,Fatick,2018,220,Rainfall,35.667
560,Fatick,2018,230,Rainfall,108.358
561,Fatick,2018,240,Rainfall,105.269
562,Fatick,2018,250,Rainfall,40.842
563,Fatick,2018,260,Rainfall,37.008
564,Fatick,2018,270,Rainfall,17.956
565,Fatick,2018,280,Rainfall,4.758
566,Fatick,2018,290,Rainfall,2.052
567,Fatick,2018,300,Rainfall,1.0
568,Fatick,2018,310,Rainfall,0.006999999999999999
569,Fatick,2018,320,Rainfall,0.0
570,Fatick,2018,330,Rainfall,0.0
571,Fatick,2018,340,Rainfall,0.0
572,Fatick,2018,350,Rainfall,0.0
573,Fatick,2019,0,Rainfall,0.171
574,Fatick,2019,10,Rainfall,0.0
575,Fatick,2019,20,Rainfall,0.0
576,Fatick,2019,30,Rainfall,0.0
577,Fatick,2019,40,Rainfall,0.0
578,Fatick,2019,50,Rainfall,0.0
579,Fatick,2019,60,Rainfall,0.0
580,Fatick,2019,70,Rainfall,0.0
581,Fatick,2019,80,Rainfall,0.0
582,Fatick,2019,90,Rainfall,0.0
583,Fatick,2019,100,Rainfall,0.0
584,Fatick,2019,110,Rainfall,0.0
585,Fatick,2019,120,Rainfall,0.0
586,Fatick,2019,130,Rainfall,0.0
587,Fatick,2019,140,Rainfall,1.0
588,Fatick,2019,150,Rainfall,3.656
589,Fatick,2019,160,Rainfall,5.778
590,Fatick,2019,170,Rainfall,12.082
591,Fatick,2019,180,Rainfall,10.942
592,Fatick,2019,190,Rainfall,6.7079999999999975
593,Fatick,2019,200,Rainfall,38.064
594,Fatick,2019,210,Rainfall,3.492
595,Fatick,2019,220,Rainfall,82.037
596,Fatick,2019,230,Rainfall,127.975
597,Fatick,2019,240,Rainfall,75.28
598,Fatick,2019,250,Rainfall,50.652
599,Fatick,2019,260,Rainfall,31.244
600,Fatick,2019,270,Rainfall,23.364
601,Fatick,2019,280,Rainfall,10.833
602,Fatick,2019,290,Rainfall,2.7710000000000004
603,Fatick,2019,300,Rainfall,1.0
604,Fatick,2019,310,Rainfall,0.003
605,Fatick,2019,320,Rainfall,0.0
606,Fatick,2019,330,Rainfall,0.0
607,Fatick,2019,340,Rainfall,0.0
608,Fatick,2019,350,Rainfall,0.0
609,Fatick,2020,0,Rainfall,0.0
610,Fatick,2020,10,Rainfall,0.0
611,Fatick,2020,20,Rainfall,0.0
612,Fatick,2020,30,Rainfall,0.0
613,Fatick,2020,40,Rainfall,0.0
614,Fatick,2020,50,Rainfall,0.0
615,Fatick,2020,60,Rainfall,0.0
616,Fatick,2020,70,Rainfall,0.0
617,Fatick,2020,80,Rainfall,0.0
618,Fatick,2020,90,Rainfall,0.0
619,Fatick,2020,100,Rainfall,0.0
620,Fatick,2020,110,Rainfall,0.0
621,Fatick,2020,120,Rainfall,0.0
622,Fatick,2020,130,Rainfall,0.0
623,Fatick,2020,140,Rainfall,1.0
624,Fatick,2020,150,Rainfall,3.391
