,adm1_name,year,dec_day,variable,value
2632,Thies,2013,280,Rainfall,7.9129999999999985
2633,Thies,2013,290,Rainfall,2.734
2634,Thies,2013,300,Rainfall,1.027
2635,Thies,2013,310,Rainfall,0.195
2636,Thies,2013,320,Rainfall,0.08
2637,Thies,2013,330,Rainfall,0.405
2638,Thies,2013,340,Rainfall,0.329
2639,Thies,2013,350,Rainfall,0.131
2640,Thies,2014,0,Rainfall,0.26
2641,Thies,2014,10,Rainfall,0.0
2642,Thies,2014,20,Rainfall,0.116
2643,Thies,2014,30,Rainfall,0.009000000000000001
2644,Thies,2014,40,Rainfall,0.021
2645,Thies,2014,50,Rainfall,0.006
2646,Thies,2014,60,Rainfall,0.0
2647,Thies,2014,70,Rainfall,0.0
2648,Thies,2014,80,Rainfall,0.0
2649,Thies,2014,90,Rainfall,0.0
2650,Thies,2014,100,Rainfall,0.0
2651,Thies,2014,110,Rainfall,0.0
2652,Thies,2014,120,Rainfall,0.0
2653,Thies,2014,130,Rainfall,0.031
2654,Thies,2014,140,Rainfall,0.6970000000000001
2655,Thies,2014,150,Rainfall,1.1840000000000002
2656,Thies,2014,160,Rainfall,1.023
2657,Thies,2014,170,Rainfall,1.412
2658,Thies,2014,180,Rainfall,8.436
2659,Thies,2014,190,Rainfall,13.647
2660,Thies,2014,200,Rainfall,3.32
2661,Thies,2014,210,Rainfall,19.036
2662,Thies,2014,220,Rainfall,46.784
2663,Thies,2014,230,Rainfall,64.625
2664,Thies,2014,240,Rainfall,29.199
2665,Thies,2014,250,Rainfall,48.739
2666,Thies,2014,260,Rainfall,34.889
2667,Thies,2014,270,Rainfall,11.305
2668,Thies,2014,280,Rainfall,1.281
2669,Thies,2014,290,Rainfall,1.7990000000000002
2670,Thies,2014,300,Rainfall,0.973
2671,Thies,2014,310,Rainfall,0.048
2672,Thies,2014,320,Rainfall,0.048
2673,Thies,2014,330,Rainfall,0.046
2674,Thies,2014,340,Rainfall,0.031
2675,Thies,2014,350,Rainfall,0.009000000000000001
2676,Thies,2015,0,Rainfall,0.688
2677,Thies,2015,10,Rainfall,0.625
2678,Thies,2015,20,Rainfall,0.34
2679,Thies,2015,30,Rainfall,0.009000000000000001
2680,Thies,2015,40,Rainfall,0.021
2681,Thies,2015,50,Rainfall,0.006
2682,Thies,2015,60,Rainfall,0.0
2683,Thies,2015,70,Rainfall,0.0
2684,Thies,2015,80,Rainfall,0.0
2685,Thies,2015,90,Rainfall,0.0
2686,Thies,2015,100,Rainfall,0.0
2687,Thies,2015,110,Rainfall,0.0
2688,Thies,2015,120,Rainfall,0.0
2689,Thies,2015,130,Rainfall,0.031
2690,Thies,2015,140,Rainfall,0.6970000000000001
2691,Thies,2015,150,Rainfall,1.223
2692,Thies,2015,160,Rainfall,1.56
2693,Thies,2015,170,Rainfall,1.009
2694,Thies,2015,180,Rainfall,20.517
2695,Thies,2015,190,Rainfall,7.414
2696,Thies,2015,200,Rainfall,29.951
2697,Thies,2015,210,Rainfall,83.00200000000002
2698,Thies,2015,220,Rainfall,96.189
2699,Thies,2015,230,Rainfall,97.482
2700,Thies,2015,240,Rainfall,74.273
2701,Thies,2015,250,Rainfall,44.502
2702,Thies,2015,260,Rainfall,98.576
2703,Thies,2015,270,Rainfall,14.862
2704,Thies,2015,280,Rainfall,7.647
2705,Thies,2015,290,Rainfall,10.632
2706,Thies,2015,300,Rainfall,0.973
2707,Thies,2015,310,Rainfall,0.048
2708,Thies,2015,320,Rainfall,0.048
2709,Thies,2015,330,Rainfall,0.061
2710,Thies,2015,340,Rainfall,0.031
2711,Thies,2015,350,Rainfall,0.016
2712,Thies,2016,0,Rainfall,0.305
2713,Thies,2016,10,Rainfall,0.0
2714,Thies,2016,20,Rainfall,0.0
2715,Thies,2016,30,Rainfall,0.009000000000000001
2716,Thies,2016,40,Rainfall,0.021
2717,Thies,2016,50,Rainfall,0.006
2718,Thies,2016,60,Rainfall,0.0
2719,Thies,2016,70,Rainfall,0.0
2720,Thies,2016,80,Rainfall,0.0
2721,Thies,2016,90,Rainfall,0.0
2722,Thies,2016,100,Rainfall,0.0
2723,Thies,2016,110,Rainfall,0.0
2724,Thies,2016,120,Rainfall,0.0
2725,Thies,2016,130,Rainfall,0.032
2726,Thies,2016,140,Rainfall,0.6970000000000001
2727,Thies,2016,150,Rainfall,0.742
2728,Thies,2016,160,Rainfall,0.858
2729,Thies,2016,170,Rainfall,5.5820000000000025
2730,Thies,2016,180,Rainfall,3.353
2731,Thies,2016,190,Rainfall,9.556
2732,Thies,2016,200,Rainfall,80.87100000000002
2733,Thies,2016,210,Rainfall,8.605
2734,Thies,2016,220,Rainfall,77.459
2735,Thies,2016,230,Rainfall,39.779
2736,Thies,2016,240,Rainfall,67.173
2737,Thies,2016,250,Rainfall,69.785
2738,Thies,2016,260,Rainfall,54.095
2739,Thies,2016,270,Rainfall,1.849
2740,Thies,2016,280,Rainfall,1.289
2741,Thies,2016,290,Rainfall,2.789
2742,Thies,2016,300,Rainfall,0.988
2743,Thies,2016,310,Rainfall,0.048
2744,Thies,2016,320,Rainfall,0.048
2745,Thies,2016,330,Rainfall,0.042
2746,Thies,2016,340,Rainfall,0.031
2747,Thies,2016,350,Rainfall,0.009000000000000001
2748,Thies,2017,0,Rainfall,0.722
2749,Thies,2017,10,Rainfall,0.486
2750,Thies,2017,20,Rainfall,0.0
2751,Thies,2017,30,Rainfall,0.009000000000000001
2752,Thies,2017,40,Rainfall,0.021
2753,Thies,2017,50,Rainfall,0.006
2754,Thies,2017,60,Rainfall,0.0
2755,Thies,2017,70,Rainfall,0.0
2756,Thies,2017,80,Rainfall,0.0
2757,Thies,2017,90,Rainfall,0.0
2758,Thies,2017,100,Rainfall,0.0
2759,Thies,2017,110,Rainfall,0.0
2760,Thies,2017,120,Rainfall,0.0
2761,Thies,2017,130,Rainfall,0.031
2762,Thies,2017,140,Rainfall,0.6970000000000001
2763,Thies,2017,150,Rainfall,1.145
2764,Thies,2017,160,Rainfall,1.113
2765,Thies,2017,170,Rainfall,23.651
2766,Thies,2017,180,Rainfall,33.798
2767,Thies,2017,190,Rainfall,13.137
2768,Thies,2017,200,Rainfall,53.405
2769,Thies,2017,210,Rainfall,26.582
2770,Thies,2017,220,Rainfall,80.60300000000002
2771,Thies,2017,230,Rainfall,58.045
2772,Thies,2017,240,Rainfall,38.51
2773,Thies,2017,250,Rainfall,19.52
2774,Thies,2017,260,Rainfall,19.944000000000006
2775,Thies,2017,270,Rainfall,4.789
2776,Thies,2017,280,Rainfall,3.635
2777,Thies,2017,290,Rainfall,1.084
2778,Thies,2017,300,Rainfall,1.068
2779,Thies,2017,310,Rainfall,0.101
2780,Thies,2017,320,Rainfall,0.048
2781,Thies,2017,330,Rainfall,0.042
2782,Thies,2017,340,Rainfall,0.031
2783,Thies,2017,350,Rainfall,0.009000000000000001
2784,Thies,2018,0,Rainfall,0.021
2785,Thies,2018,10,Rainfall,0.0
2786,Thies,2018,20,Rainfall,0.0
2787,Thies,2018,30,Rainfall,0.009000000000000001
2788,Thies,2018,40,Rainfall,0.021
2789,Thies,2018,50,Rainfall,0.006
2790,Thies,2018,60,Rainfall,0.0
2791,Thies,2018,70,Rainfall,0.0
2792,Thies,2018,80,Rainfall,0.0
2793,Thies,2018,90,Rainfall,0.0
2794,Thies,2018,100,Rainfall,0.0
2795,Thies,2018,110,Rainfall,0.0
2796,Thies,2018,120,Rainfall,0.0
2797,Thies,2018,130,Rainfall,0.032
2798,Thies,2018,140,Rainfall,0.6970000000000001
2799,Thies,2018,150,Rainfall,1.195
2800,Thies,2018,160,Rainfall,0.973
2801,Thies,2018,170,Rainfall,10.845999999999998
2802,Thies,2018,180,Rainfall,3.785
2803,Thies,2018,190,Rainfall,7.817
2804,Thies,2018,200,Rainfall,6.888
2805,Thies,2018,210,Rainfall,29.801
2806,Thies,2018,220,Rainfall,19.247
2807,Thies,2018,230,Rainfall,92.105
2808,Thies,2018,240,Rainfall,75.613
2809,Thies,2018,250,Rainfall,23.964
2810,Thies,2018,260,Rainfall,20.844
2811,Thies,2018,270,Rainfall,13.913
2812,Thies,2018,280,Rainfall,2.234
2813,Thies,2018,290,Rainfall,1.973
2814,Thies,2018,300,Rainfall,0.981
2815,Thies,2018,310,Rainfall,0.048
2816,Thies,2018,320,Rainfall,0.048
2817,Thies,2018,330,Rainfall,0.042
2818,Thies,2018,340,Rainfall,0.031
2819,Thies,2018,350,Rainfall,0.01
2820,Thies,2019,0,Rainfall,0.505
2821,Thies,2019,10,Rainfall,0.024
2822,Thies,2019,20,Rainfall,0.094
2823,Thies,2019,30,Rainfall,0.009000000000000001
2824,Thies,2019,40,Rainfall,0.021
2825,Thies,2019,50,Rainfall,0.006
2826,Thies,2019,60,Rainfall,0.0
2827,Thies,2019,70,Rainfall,0.0
2828,Thies,2019,80,Rainfall,0.0
2829,Thies,2019,90,Rainfall,0.0
2830,Thies,2019,100,Rainfall,0.0
2831,Thies,2019,110,Rainfall,0.0
2832,Thies,2019,120,Rainfall,0.0
2833,Thies,2019,130,Rainfall,0.032
2834,Thies,2019,140,Rainfall,0.6970000000000001
2835,Thies,2019,150,Rainfall,1.878
2836,Thies,2019,160,Rainfall,1.863
2837,Thies,2019,170,Rainfall,2.685
2838,Thies,2019,180,Rainfall,2.362
2839,Thies,2019,190,Rainfall,2.279
2840,Thies,2019,200,Rainfall,13.720999999999998
2841,Thies,2019,210,Rainfall,2.039
2842,Thies,2019,220,Rainfall,61.875
2843,Thies,2019,230,Rainfall,101.581
2844,Thies,2019,240,Rainfall,80.926
2845,Thies,2019,250,Rainfall,49.407
2846,Thies,2019,260,Rainfall,15.389
2847,Thies,2019,270,Rainfall,19.5
2848,Thies,2019,280,Rainfall,12.06
2849,Thies,2019,290,Rainfall,1.29
2850,Thies,2019,300,Rainfall,0.973
2851,Thies,2019,310,Rainfall,0.048
2852,Thies,2019,320,Rainfall,0.048
2853,Thies,2019,330,Rainfall,0.061
2854,Thies,2019,340,Rainfall,0.032
2855,Thies,2019,350,Rainfall,0.015
2856,Thies,2020,0,Rainfall,0.0
2857,Thies,2020,10,Rainfall,0.009000000000000001
2858,Thies,2020,20,Rainfall,0.588
2859,Thies,2020,30,Rainfall,0.009000000000000001
2860,Thies,2020,40,Rainfall,0.021
2861,Thies,2020,50,Rainfall,0.006
2862,Thies,2020,60,Rainfall,0.0
2863,Thies,2020,70,Rainfall,0.0
2864,Thies,2020,80,Rainfall,0.0
2865,Thies,2020,90,Rainfall,0.0
2866,Thies,2020,100,Rainfall,0.0
2867,Thies,2020,110,Rainfall,0.0
2868,Thies,2020,120,Rainfall,0.0
2869,Thies,2020,130,Rainfall,0.032
2870,Thies,2020,140,Rainfall,0.6970000000000001
2871,Thies,2020,150,Rainfall,1.644
2872,Thies,2020,160,Rainfall,5.431
2873,Thies,2020,170,Rainfall,1.801
2874,Thies,2020,180,Rainfall,9.685
2875,Thies,2020,190,Rainfall,66.887
2876,Thies,2020,200,Rainfall,72.609
2877,Thies,2020,210,Rainfall,22.943
2878,Thies,2020,220,Rainfall,35.866
2879,Thies,2020,230,Rainfall,73.72
2880,Thies,2020,240,Rainfall,116.241
2881,Thies,2020,250,Rainfall,85.07799999999997
2882,Thies,2020,260,Rainfall,33.777
2883,Thies,2020,270,Rainfall,18.241
2884,Thies,2020,280,Rainfall,8.105
2885,Thies,2020,290,Rainfall,1.543
2886,Thies,2020,300,Rainfall,1.037
2887,Thies,2020,310,Rainfall,0.048
2888,Thies,2020,320,Rainfall,0.048
2889,Ziguinchor,2012,0,Rainfall,0.0
2890,Ziguinchor,2012,10,Rainfall,0.0
2891,Ziguinchor,2012,20,Rainfall,0.0
2892,Ziguinchor,2012,30,Rainfall,0.0
2893,Ziguinchor,2012,40,Rainfall,0.0
2894,Ziguinchor,2012,50,Rainfall,0.0
2895,Ziguinchor,2012,60,Rainfall,0.0
2896,Ziguinchor,2012,70,Rainfall,0.0
2897,Ziguinchor,2012,80,Rainfall,0.0
2898,Ziguinchor,2012,90,Rainfall,0.0
2899,Ziguinchor,2012,100,Rainfall,0.0
2900,Ziguinchor,2012,110,Rainfall,0.326
2901,Ziguinchor,2012,120,Rainfall,0.0
2902,Ziguinchor,2012,130,Rainfall,0.095
2903,Ziguinchor,2012,140,Rainfall,2.822
2904,Ziguinchor,2012,150,Rainfall,13.785
2905,Ziguinchor,2012,160,Rainfall,14.683
2906,Ziguinchor,2012,170,Rainfall,57.139
2907,Ziguinchor,2012,180,Rainfall,99.686
2908,Ziguinchor,2012,190,Rainfall,96.877
2909,Ziguinchor,2012,200,Rainfall,126.478
2910,Ziguinchor,2012,210,Rainfall,106.15
2911,Ziguinchor,2012,220,Rainfall,214.967
2912,Ziguinchor,2012,230,Rainfall,142.256
2913,Ziguinchor,2012,240,Rainfall,213.529
2914,Ziguinchor,2012,250,Rainfall,63.315
2915,Ziguinchor,2012,260,Rainfall,101.502
2916,Ziguinchor,2012,270,Rainfall,24.457
2917,Ziguinchor,2012,280,Rainfall,28.967
2918,Ziguinchor,2012,290,Rainfall,36.158
2919,Ziguinchor,2012,300,Rainfall,1.971
2920,Ziguinchor,2012,310,Rainfall,0.0
2921,Ziguinchor,2012,320,Rainfall,0.0
2922,Ziguinchor,2012,330,Rainfall,0.521
2923,Ziguinchor,2012,340,Rainfall,0.0
2924,Ziguinchor,2012,350,Rainfall,0.0
2925,Ziguinchor,2013,0,Rainfall,0.0
2926,Ziguinchor,2013,10,Rainfall,0.0
2927,Ziguinchor,2013,20,Rainfall,0.0
2928,Ziguinchor,2013,30,Rainfall,0.0
2929,Ziguinchor,2013,40,Rainfall,0.0
2930,Ziguinchor,2013,50,Rainfall,0.0
2931,Ziguinchor,2013,60,Rainfall,0.0
2932,Ziguinchor,2013,70,Rainfall,0.0
2933,Ziguinchor,2013,80,Rainfall,0.0
2934,Ziguinchor,2013,90,Rainfall,0.0
2935,Ziguinchor,2013,100,Rainfall,0.0
2936,Ziguinchor,2013,110,Rainfall,0.326
2937,Ziguinchor,2013,120,Rainfall,0.0
2938,Ziguinchor,2013,130,Rainfall,0.0
2939,Ziguinchor,2013,140,Rainfall,3.701
2940,Ziguinchor,2013,150,Rainfall,19.195
2941,Ziguinchor,2013,160,Rainfall,5.331
2942,Ziguinchor,2013,170,Rainfall,9.939
2943,Ziguinchor,2013,180,Rainfall,94.091
2944,Ziguinchor,2013,190,Rainfall,41.979
2945,Ziguinchor,2013,200,Rainfall,129.07299999999998
2946,Ziguinchor,2013,210,Rainfall,137.85299999999998
2947,Ziguinchor,2013,220,Rainfall,150.154
2948,Ziguinchor,2013,230,Rainfall,280.92900000000003
2949,Ziguinchor,2013,240,Rainfall,91.566
2950,Ziguinchor,2013,250,Rainfall,96.678
2951,Ziguinchor,2013,260,Rainfall,58.431
2952,Ziguinchor,2013,270,Rainfall,55.755
2953,Ziguinchor,2013,280,Rainfall,44.316
2954,Ziguinchor,2013,290,Rainfall,34.555
2955,Ziguinchor,2013,300,Rainfall,1.918
2956,Ziguinchor,2013,310,Rainfall,0.0
2957,Ziguinchor,2013,320,Rainfall,0.0
2958,Ziguinchor,2013,330,Rainfall,0.8220000000000001
2959,Ziguinchor,2013,340,Rainfall,0.096
2960,Ziguinchor,2013,350,Rainfall,0.0
2961,Ziguinchor,2014,0,Rainfall,0.0
2962,Ziguinchor,2014,10,Rainfall,0.0
2963,Ziguinchor,2014,20,Rainfall,0.0
2964,Ziguinchor,2014,30,Rainfall,0.0
2965,Ziguinchor,2014,40,Rainfall,0.0
2966,Ziguinchor,2014,50,Rainfall,0.0
2967,Ziguinchor,2014,60,Rainfall,0.0
2968,Ziguinchor,2014,70,Rainfall,0.0
2969,Ziguinchor,2014,80,Rainfall,0.0
2970,Ziguinchor,2014,90,Rainfall,0.0
2971,Ziguinchor,2014,100,Rainfall,0.0
2972,Ziguinchor,2014,110,Rainfall,0.326
2973,Ziguinchor,2014,120,Rainfall,0.0
2974,Ziguinchor,2014,130,Rainfall,0.0
2975,Ziguinchor,2014,140,Rainfall,2.286
2976,Ziguinchor,2014,150,Rainfall,27.771
2977,Ziguinchor,2014,160,Rainfall,7.89
2978,Ziguinchor,2014,170,Rainfall,7.633999999999999
2979,Ziguinchor,2014,180,Rainfall,33.954
2980,Ziguinchor,2014,190,Rainfall,40.551
2981,Ziguinchor,2014,200,Rainfall,48.718
2982,Ziguinchor,2014,210,Rainfall,104.663
2983,Ziguinchor,2014,220,Rainfall,351.401
2984,Ziguinchor,2014,230,Rainfall,162.316
2985,Ziguinchor,2014,240,Rainfall,138.203
2986,Ziguinchor,2014,250,Rainfall,197.59
2987,Ziguinchor,2014,260,Rainfall,106.923
2988,Ziguinchor,2014,270,Rainfall,42.20399999999999
2989,Ziguinchor,2014,280,Rainfall,15.402
2990,Ziguinchor,2014,290,Rainfall,13.716
2991,Ziguinchor,2014,300,Rainfall,1.161
2992,Ziguinchor,2014,310,Rainfall,0.0
2993,Ziguinchor,2014,320,Rainfall,0.0
2994,Ziguinchor,2014,330,Rainfall,0.8220000000000001
2995,Ziguinchor,2014,340,Rainfall,0.0
2996,Ziguinchor,2014,350,Rainfall,0.0
2997,Ziguinchor,2015,0,Rainfall,0.0
2998,Ziguinchor,2015,10,Rainfall,0.0
2999,Ziguinchor,2015,20,Rainfall,0.0
3000,Ziguinchor,2015,30,Rainfall,0.0
3001,Ziguinchor,2015,40,Rainfall,0.0
3002,Ziguinchor,2015,50,Rainfall,0.0
3003,Ziguinchor,2015,60,Rainfall,0.0
3004,Ziguinchor,2015,70,Rainfall,0.0
3005,Ziguinchor,2015,80,Rainfall,0.0
3006,Ziguinchor,2015,90,Rainfall,0.0
3007,Ziguinchor,2015,100,Rainfall,0.0
3008,Ziguinchor,2015,110,Rainfall,0.326
3009,Ziguinchor,2015,120,Rainfall,0.0
3010,Ziguinchor,2015,130,Rainfall,0.0
3011,Ziguinchor,2015,140,Rainfall,1.49
3012,Ziguinchor,2015,150,Rainfall,2.504
3013,Ziguinchor,2015,160,Rainfall,19.974
3014,Ziguinchor,2015,170,Rainfall,7.83
3015,Ziguinchor,2015,180,Rainfall,125.228
3016,Ziguinchor,2015,190,Rainfall,71.741
3017,Ziguinchor,2015,200,Rainfall,155.602
3018,Ziguinchor,2015,210,Rainfall,135.986
3019,Ziguinchor,2015,220,Rainfall,163.291
3020,Ziguinchor,2015,230,Rainfall,151.908
3021,Ziguinchor,2015,240,Rainfall,152.72799999999995
3022,Ziguinchor,2015,250,Rainfall,105.176
3023,Ziguinchor,2015,260,Rainfall,152.703
3024,Ziguinchor,2015,270,Rainfall,69.37100000000001
3025,Ziguinchor,2015,280,Rainfall,88.95
3026,Ziguinchor,2015,290,Rainfall,69.543
3027,Ziguinchor,2015,300,Rainfall,3.224
3028,Ziguinchor,2015,310,Rainfall,0.23
3029,Ziguinchor,2015,320,Rainfall,0.0
3030,Ziguinchor,2015,330,Rainfall,0.8220000000000001
3031,Ziguinchor,2015,340,Rainfall,0.096
3032,Ziguinchor,2015,350,Rainfall,0.096
3033,Ziguinchor,2016,0,Rainfall,0.0
3034,Ziguinchor,2016,10,Rainfall,0.0
3035,Ziguinchor,2016,20,Rainfall,0.0
3036,Ziguinchor,2016,30,Rainfall,0.0
3037,Ziguinchor,2016,40,Rainfall,0.0
3038,Ziguinchor,2016,50,Rainfall,0.0
3039,Ziguinchor,2016,60,Rainfall,0.0
3040,Ziguinchor,2016,70,Rainfall,0.0
3041,Ziguinchor,2016,80,Rainfall,0.002
3042,Ziguinchor,2016,90,Rainfall,0.0
3043,Ziguinchor,2016,100,Rainfall,0.0
3044,Ziguinchor,2016,110,Rainfall,0.326
3045,Ziguinchor,2016,120,Rainfall,0.0
3046,Ziguinchor,2016,130,Rainfall,0.0
3047,Ziguinchor,2016,140,Rainfall,5.528
3048,Ziguinchor,2016,150,Rainfall,7.366
3049,Ziguinchor,2016,160,Rainfall,4.095
3050,Ziguinchor,2016,170,Rainfall,27.504
3051,Ziguinchor,2016,180,Rainfall,46.331
3052,Ziguinchor,2016,190,Rainfall,49.904
3053,Ziguinchor,2016,200,Rainfall,163.366
3054,Ziguinchor,2016,210,Rainfall,43.114
3055,Ziguinchor,2016,220,Rainfall,181.764
3056,Ziguinchor,2016,230,Rainfall,126.412
3057,Ziguinchor,2016,240,Rainfall,191.564
3058,Ziguinchor,2016,250,Rainfall,121.565
3059,Ziguinchor,2016,260,Rainfall,135.088
3060,Ziguinchor,2016,270,Rainfall,14.825
3061,Ziguinchor,2016,280,Rainfall,13.397
3062,Ziguinchor,2016,290,Rainfall,13.374
3063,Ziguinchor,2016,300,Rainfall,1.453
3064,Ziguinchor,2016,310,Rainfall,0.0
3065,Ziguinchor,2016,320,Rainfall,0.0
3066,Ziguinchor,2016,330,Rainfall,0.8220000000000001
3067,Ziguinchor,2016,340,Rainfall,0.096
3068,Ziguinchor,2016,350,Rainfall,0.0
3069,Ziguinchor,2017,0,Rainfall,0.0
3070,Ziguinchor,2017,10,Rainfall,0.0
3071,Ziguinchor,2017,20,Rainfall,0.0
3072,Ziguinchor,2017,30,Rainfall,0.0
3073,Ziguinchor,2017,40,Rainfall,0.0
3074,Ziguinchor,2017,50,Rainfall,0.0
3075,Ziguinchor,2017,60,Rainfall,0.0
3076,Ziguinchor,2017,70,Rainfall,0.0
3077,Ziguinchor,2017,80,Rainfall,0.0
3078,Ziguinchor,2017,90,Rainfall,0.0
3079,Ziguinchor,2017,100,Rainfall,0.0
3080,Ziguinchor,2017,110,Rainfall,0.376
3081,Ziguinchor,2017,120,Rainfall,0.0
3082,Ziguinchor,2017,130,Rainfall,0.0
3083,Ziguinchor,2017,140,Rainfall,2.818
3084,Ziguinchor,2017,150,Rainfall,6.924
3085,Ziguinchor,2017,160,Rainfall,7.1610000000000005
3086,Ziguinchor,2017,170,Rainfall,50.119
3087,Ziguinchor,2017,180,Rainfall,74.115
3088,Ziguinchor,2017,190,Rainfall,105.838
3089,Ziguinchor,2017,200,Rainfall,157.256
3090,Ziguinchor,2017,210,Rainfall,143.291
3091,Ziguinchor,2017,220,Rainfall,233.939
3092,Ziguinchor,2017,230,Rainfall,244.792
3093,Ziguinchor,2017,240,Rainfall,69.273
3094,Ziguinchor,2017,250,Rainfall,43.029
3095,Ziguinchor,2017,260,Rainfall,80.087
3096,Ziguinchor,2017,270,Rainfall,24.783
3097,Ziguinchor,2017,280,Rainfall,15.638
3098,Ziguinchor,2017,290,Rainfall,3.568
3099,Ziguinchor,2017,300,Rainfall,1.216
3100,Ziguinchor,2017,310,Rainfall,0.0
3101,Ziguinchor,2017,320,Rainfall,0.0
3102,Ziguinchor,2017,330,Rainfall,0.8220000000000001
3103,Ziguinchor,2017,340,Rainfall,0.096
3104,Ziguinchor,2017,350,Rainfall,0.0
3105,Ziguinchor,2018,0,Rainfall,0.0
3106,Ziguinchor,2018,10,Rainfall,0.0
3107,Ziguinchor,2018,20,Rainfall,0.0
3108,Ziguinchor,2018,30,Rainfall,0.0
3109,Ziguinchor,2018,40,Rainfall,0.0
3110,Ziguinchor,2018,50,Rainfall,0.0
3111,Ziguinchor,2018,60,Rainfall,0.0
3112,Ziguinchor,2018,70,Rainfall,0.0
3113,Ziguinchor,2018,80,Rainfall,0.0
3114,Ziguinchor,2018,90,Rainfall,0.0
3115,Ziguinchor,2018,100,Rainfall,0.0
3116,Ziguinchor,2018,110,Rainfall,0.326
3117,Ziguinchor,2018,120,Rainfall,0.0
3118,Ziguinchor,2018,130,Rainfall,0.0
3119,Ziguinchor,2018,140,Rainfall,1.345
3120,Ziguinchor,2018,150,Rainfall,9.022
3121,Ziguinchor,2018,160,Rainfall,10.675
3122,Ziguinchor,2018,170,Rainfall,25.229
3123,Ziguinchor,2018,180,Rainfall,104.791
3124,Ziguinchor,2018,190,Rainfall,99.479
3125,Ziguinchor,2018,200,Rainfall,77.403
3126,Ziguinchor,2018,210,Rainfall,172.63
3127,Ziguinchor,2018,220,Rainfall,63.514
3128,Ziguinchor,2018,230,Rainfall,188.252
3129,Ziguinchor,2018,240,Rainfall,157.69899999999996
3130,Ziguinchor,2018,250,Rainfall,45.078
3131,Ziguinchor,2018,260,Rainfall,69.366
3132,Ziguinchor,2018,270,Rainfall,61.543
3133,Ziguinchor,2018,280,Rainfall,7.073
3134,Ziguinchor,2018,290,Rainfall,3.543
3135,Ziguinchor,2018,300,Rainfall,1.161
3136,Ziguinchor,2018,310,Rainfall,0.0
3137,Ziguinchor,2018,320,Rainfall,0.0
3138,Ziguinchor,2018,330,Rainfall,0.8220000000000001
3139,Ziguinchor,2018,340,Rainfall,0.096
3140,Ziguinchor,2018,350,Rainfall,0.0
3141,Ziguinchor,2019,0,Rainfall,0.0
3142,Ziguinchor,2019,10,Rainfall,0.0
3143,Ziguinchor,2019,20,Rainfall,0.0
3144,Ziguinchor,2019,30,Rainfall,0.0
3145,Ziguinchor,2019,40,Rainfall,0.0
3146,Ziguinchor,2019,50,Rainfall,0.0
3147,Ziguinchor,2019,60,Rainfall,0.0
3148,Ziguinchor,2019,70,Rainfall,0.0
3149,Ziguinchor,2019,80,Rainfall,0.0
3150,Ziguinchor,2019,90,Rainfall,0.0
3151,Ziguinchor,2019,100,Rainfall,0.0
3152,Ziguinchor,2019,110,Rainfall,0.326
3153,Ziguinchor,2019,120,Rainfall,0.0
3154,Ziguinchor,2019,130,Rainfall,0.0
3155,Ziguinchor,2019,140,Rainfall,1.345
3156,Ziguinchor,2019,150,Rainfall,6.872000000000001
3157,Ziguinchor,2019,160,Rainfall,12.946
3158,Ziguinchor,2019,170,Rainfall,10.309
3159,Ziguinchor,2019,180,Rainfall,30.035
3160,Ziguinchor,2019,190,Rainfall,35.56800000000001
3161,Ziguinchor,2019,200,Rainfall,126.145
3162,Ziguinchor,2019,210,Rainfall,18.477
3163,Ziguinchor,2019,220,Rainfall,145.553
3164,Ziguinchor,2019,230,Rainfall,165.888
3165,Ziguinchor,2019,240,Rainfall,103.645
3166,Ziguinchor,2019,250,Rainfall,97.531
3167,Ziguinchor,2019,260,Rainfall,99.15
3168,Ziguinchor,2019,270,Rainfall,73.743
3169,Ziguinchor,2019,280,Rainfall,34.277
3170,Ziguinchor,2019,290,Rainfall,12.356
3171,Ziguinchor,2019,300,Rainfall,1.161
3172,Ziguinchor,2019,310,Rainfall,0.0
3173,Ziguinchor,2019,320,Rainfall,0.0
3174,Ziguinchor,2019,330,Rainfall,0.8220000000000001
3175,Ziguinchor,2019,340,Rainfall,0.096
3176,Ziguinchor,2019,350,Rainfall,0.0
3177,Ziguinchor,2020,0,Rainfall,0.0
3178,Ziguinchor,2020,10,Rainfall,0.0
3179,Ziguinchor,2020,20,Rainfall,0.0
3180,Ziguinchor,2020,30,Rainfall,0.0
3181,Ziguinchor,2020,40,Rainfall,0.0
3182,Ziguinchor,2020,50,Rainfall,0.0
3183,Ziguinchor,2020,60,Rainfall,0.0
3184,Ziguinchor,2020,70,Rainfall,0.0
3185,Ziguinchor,2020,80,Rainfall,0.0
3186,Ziguinchor,2020,90,Rainfall,0.0
3187,Ziguinchor,2020,100,Rainfall,0.0
3188,Ziguinchor,2020,110,Rainfall,0.326
3189,Ziguinchor,2020,120,Rainfall,0.0
3190,Ziguinchor,2020,130,Rainfall,0.0
3191,Ziguinchor,2020,140,Rainfall,1.4409999999999998
3192,Ziguinchor,2020,150,Rainfall,12.11
3193,Ziguinchor,2020,160,Rainfall,37.894
3194,Ziguinchor,2020,170,Rainfall,39.894
3195,Ziguinchor,2020,180,Rainfall,42.21100000000001
3196,Ziguinchor,2020,190,Rainfall,220.453
3197,Ziguinchor,2020,200,Rainfall,271.514
3198,Ziguinchor,2020,210,Rainfall,248.754
3199,Ziguinchor,2020,220,Rainfall,160.65
