KEY,ID_menage,crops_cult1 irrigated rice,season_cult1,Area planted,Quantity produced (Kg),Yield,Department,Counties,Village,gpslat,gpslon,ndvi
uuid:bb7d8522-5eb4-4eeb-bde4-898bd27e1409,2.27E+39,CSC Irrigated Rice,2,0.400000006,2160,5.39999992,PODOR,GUEDE VILLAGE,TAREDJI DECOLLE,16.52173833,-14.87267,"[0.2405560165643692, 0.23827165365219116, 0.2375142127275467, 0.24264360964298248, 0.2398800253868103, 0.22810296714305878, 0.22850783169269562, 0.2280815690755844, 0.2398594617843628, 0.22996200621128082, 0.22425559163093567, 0.2251906394958496, 0.23140786588191986, 0.1990593671798706, 0.2297845184803009, 0.24639296531677246, 0.2618351876735687, 0.2761078178882599, 0.2405082881450653, 0.23805411159992218, 0.24471449851989746, 0.254168838262558, 0.2256629914045334, 0.23805451393127441, 0.24595405161380768, 0.23045119643211365, 0.22363044321537018, 0.20442268252372742, 0.21259361505508423, 0.2537767291069031, 0.2832096815109253, 0.2951192259788513, 0.31687331199645996, 0.3134339153766632, 0.2760951817035675, 0.2821638286113739, 0.27515682578086853, 0.2665156424045563, 0.2829810082912445, 0.2674291729927063, 0.2708073556423187, 0.263500839471817, 0.24472837150096893, 0.24331162869930267, 0.22585542500019073, 0.21617582440376282]"
uuid:36c402b6-c82a-4e16-a045-6e29efd2b2c7,3.63E+39,CSC Irrigated Rice,2,0.4699999988,2000,4.25531916,PODOR,GUEDE VILLAGE,DIAMBO DIAOBE,16.57438833,-14.84533667,"[0.2687980532646179, 0.2658041715621948, 0.273954302072525, 0.26979929208755493, 0.2652260959148407, 0.25113895535469055, 0.2509285509586334, 0.24887382984161377, 0.2562074363231659, 0.24790355563163757, 0.2426568865776062, 0.23698458075523376, 0.23841701447963715, 0.20939166843891144, 0.23320427536964417, 0.24526388943195343, 0.2528703212738037, 0.27362164855003357, 0.23200705647468567, 0.22111964225769043, 0.23726332187652588, 0.24873146414756775, 0.22288548946380615, 0.2161281406879425, 0.24714551866054535, 0.23334579169750214, 0.2280040979385376, 0.20308400690555573, 0.21315111219882965, 0.260797917842865, 0.28494834899902344, 0.30361509323120117, 0.32024645805358887, 0.3167765140533447, 0.294839471578598, 0.2923717498779297, 0.2784431278705597, 0.2716427743434906, 0.2791304886341095, 0.27059242129325867, 0.2787630259990692, 0.26776623725891113, 0.2593660354614258, 0.2561371326446533, 0.24229687452316284, 0.22487904131412506]"
uuid:4a944c65-b353-4a08-91e8-0f982bc091cd,4.19E+39,CSC Irrigated Rice,1,0.8999999762,3000,3.333333422,PODOR,GUEDE VILLAGE,DIAMBO DIAOBE,16.57420167,-14.84472667,"[0.2687980532646179, 0.2658041715621948, 0.273954302072525, 0.26979929208755493, 0.2652260959148407, 0.25113895535469055, 0.2509285509586334, 0.24887382984161377, 0.2562074363231659, 0.24790355563163757, 0.2426568865776062, 0.23698458075523376, 0.23841701447963715, 0.20939166843891144, 0.23320427536964417, 0.24526388943195343, 0.2528703212738037, 0.27362164855003357, 0.23200705647468567, 0.22111964225769043, 0.23726332187652588, 0.24873146414756775, 0.22288548946380615, 0.2161281406879425, 0.24714551866054535, 0.23334579169750214, 0.2280040979385376, 0.20308400690555573, 0.21315111219882965, 0.260797917842865, 0.28494834899902344, 0.30361509323120117, 0.32024645805358887, 0.3167765140533447, 0.294839471578598, 0.2923717498779297, 0.2784431278705597, 0.2716427743434906, 0.2791304886341095, 0.27059242129325867, 0.2787630259990692, 0.26776623725891113, 0.2593660354614258, 0.2561371326446533, 0.24229687452316284, 0.22487904131412506]"
uuid:ea84ef26-1703-4cf3-8a66-a96d325e0f06,5.18E+39,CSC Irrigated Rice,2,0.9800000191,4752,4.848979497,PODOR,GUEDE VILLAGE,DIAMBO DIAOBE,16.57274167,-14.844915,"[0.26908135414123535, 0.26564928889274597, 0.274103045463562, 0.2697978615760803, 0.265415221452713, 0.25123095512390137, 0.2511709928512573, 0.2491683065891266, 0.2563713490962982, 0.24815766513347626, 0.24264109134674072, 0.23720470070838928, 0.23852421343326569, 0.20948673784732819, 0.23329119384288788, 0.24537526071071625, 0.25288519263267517, 0.2737208604812622, 0.23197521269321442, 0.2212669402360916, 0.23724503815174103, 0.2485717236995697, 0.22278320789337158, 0.21587450802326202, 0.24758663773536682, 0.23362454771995544, 0.22814027965068817, 0.2031617909669876, 0.2130933403968811, 0.2612343728542328, 0.28537091612815857, 0.30394497513771057, 0.32036131620407104, 0.3168114721775055, 0.2947385311126709, 0.29230237007141113, 0.2781476676464081, 0.27153560519218445, 0.2791820764541626, 0.27053847908973694, 0.2786625623703003, 0.2676195800304413, 0.25932350754737854, 0.25602608919143677, 0.2423715591430664, 0.22472652792930603]"
uuid:efd9041a-4d16-4309-ae91-6ba9b3a647b7,5.65E+39,CSC Irrigated Rice,2,1.200000048,4860,4.049999839,PODOR,GUEDE VILLAGE,DIAMBO DIAOBE,16.57394333,-14.84361,"[0.26957911252975464, 0.26633206009864807, 0.2749471366405487, 0.27059227228164673, 0.26618537306785583, 0.2520090937614441, 0.2519448697566986, 0.25041016936302185, 0.2576313614845276, 0.24925179779529572, 0.24365393817424774, 0.23791663348674774, 0.2391127049922943, 0.20939473807811737, 0.23345914483070374, 0.2456899881362915, 0.25280600786209106, 0.2733484208583832, 0.2315978705883026, 0.22062590718269348, 0.23680157959461212, 0.24872815608978271, 0.2225363552570343, 0.21644671261310577, 0.2470725178718567, 0.23340648412704468, 0.22862793505191803, 0.2037404477596283, 0.21373695135116577, 0.26205185055732727, 0.2858152687549591, 0.30410870909690857, 0.320992648601532, 0.3178236782550812, 0.29509103298187256, 0.29287174344062805, 0.2788506746292114, 0.2721675932407379, 0.2805121839046478, 0.2709465026855469, 0.27983009815216064, 0.26917311549186707, 0.2602749466896057, 0.2573326528072357, 0.2431865781545639, 0.22549384832382202]"
uuid:08cfa4c3-6a07-4218-a514-3e6bd16753a8,8.36E+38,CSC Irrigated Rice,2,0.400000006,1782,4.454999934,PODOR,GUEDE VILLAGE,TAREDJI DECOLLE,16.521545,-14.87013167,"[0.24022187292575836, 0.23799490928649902, 0.23724210262298584, 0.24176983535289764, 0.23987115919589996, 0.22726981341838837, 0.22820180654525757, 0.22774191200733185, 0.23701211810112, 0.22799238562583923, 0.22276796400547028, 0.2234656661748886, 0.22976617515087128, 0.1982625424861908, 0.22814448177814484, 0.2447940558195114, 0.25936412811279297, 0.27384504675865173, 0.23762394487857819, 0.23401178419589996, 0.24231836199760437, 0.25217366218566895, 0.2249325066804886, 0.23605090379714966, 0.24619297683238983, 0.23087161779403687, 0.22404934465885162, 0.2057325839996338, 0.21147610247135162, 0.2553241550922394, 0.2872086465358734, 0.29638004302978516, 0.31843090057373047, 0.3146366477012634, 0.27631306648254395, 0.2793816328048706, 0.27165961265563965, 0.2645915150642395, 0.27873456478118896, 0.2641962468624115, 0.2691335678100586, 0.26205265522003174, 0.2448895126581192, 0.2428477555513382, 0.22566679120063782, 0.2161056399345398]"
uuid:bb46e721-fc2e-4ebc-8959-e7a1a8149d10,2.25E+39,CSC Irrigated Rice,2,2.6999999582,23460.0,8.688889023405764,DAGANA,DIAMA,H3 YAYE FOUNDA,16.28036333,-16.217845,"[0.23860491812229156, 0.2350521981716156, 0.2374410331249237, 0.22724105417728424, 0.2228834182024002, 0.21010461449623108, 0.20669510960578918, 0.19844049215316772, 0.2109464555978775, 0.2161288857460022, 0.2227008044719696, 0.25300920009613037, 0.2790627181529999, 0.27845197916030884, 0.2753984332084656, 0.29487109184265137, 0.2840067744255066, 0.31614112854003906, 0.2854856550693512, 0.25238797068595886, 0.2549877464771271, 0.25485464930534363, 0.22477851808071136, 0.25671494007110596, 0.22012262046337128, 0.22225739061832428, 0.22720198333263397, 0.18852247297763824, 0.14037765562534332, 0.20956364274024963, 0.25072476267814636, 0.27985453605651855, 0.343281626701355, 0.39270609617233276, 0.4145265519618988, 0.42884352803230286, 0.4436180889606476, 0.4170720875263214, 0.4208201766014099, 0.39140355587005615, 0.3944774568080902, 0.3725169003009796, 0.34686753153800964, 0.29234716296195984, 0.25530892610549927, 0.23221299052238464]"
uuid:5fe3bf02-a63e-428d-9a83-00fbd7054518,5.65E+39,CSC Irrigated Rice,2,0.8000000119,2916,3.644999946,PODOR,BOKE DIALLOUBE,WALLAH,16.52339667,-14.852195,"[0.24469000101089478, 0.24033746123313904, 0.24111999571323395, 0.24495477974414825, 0.24351544678211212, 0.23055903613567352, 0.23281437158584595, 0.23235173523426056, 0.24195809662342072, 0.23268643021583557, 0.22843796014785767, 0.22404640913009644, 0.22625231742858887, 0.1966785043478012, 0.22235584259033203, 0.23680724203586578, 0.24545595049858093, 0.26218950748443604, 0.22443024814128876, 0.21859341859817505, 0.23143285512924194, 0.2433915138244629, 0.21784135699272156, 0.22839297354221344, 0.24199220538139343, 0.22932161390781403, 0.2265237420797348, 0.21117104589939117, 0.21297787129878998, 0.25783905386924744, 0.2920316457748413, 0.2944727838039398, 0.3193672299385071, 0.3133182227611542, 0.27375081181526184, 0.2770060896873474, 0.2751312851905823, 0.27110081911087036, 0.2845458984375, 0.2743011713027954, 0.2807743549346924, 0.268564373254776, 0.26005494594573975, 0.2539730668067932, 0.23736627399921417, 0.22000031173229218]"
uuid:fcd0049c-18a5-421f-81f5-212784cab964,6.34E+39,CSC Irrigated Rice,2,3,19920,6.64,DAGANA,RONKH,KHEUNE,16.52202,-16.10739,"[0.25436535477638245, 0.2436007559299469, 0.2402867078781128, 0.23059646785259247, 0.22110815346240997, 0.20200487971305847, 0.19853852689266205, 0.18727056682109833, 0.20408546924591064, 0.22498109936714172, 0.24825772643089294, 0.28762224316596985, 0.3000338077545166, 0.31788718700408936, 0.34345367550849915, 0.3743453323841095, 0.38299649953842163, 0.42977771162986755, 0.37643030285835266, 0.3464808464050293, 0.33169791102409363, 0.344841867685318, 0.2651319205760956, 0.28893572092056274, 0.24910776317119598, 0.23498080670833588, 0.23589132726192474, 0.20777545869350433, 0.21934133768081665, 0.22694836556911469, 0.2390078902244568, 0.25926241278648376, 0.27728259563446045, 0.2999272346496582, 0.3266202211380005, 0.34585753083229065, 0.36545950174331665, 0.3560013175010681, 0.3608417809009552, 0.34710732102394104, 0.34919998049736023, 0.3352120518684387, 0.33420222997665405, 0.26992276310920715, 0.2521626651287079, 0.24650682508945465]"
uuid:7b12ad79-afa9-4c1f-ba38-307d75230921,7.21E+39,CSC Irrigated Rice,2,0.6999999881,1600,2.285714325,MATAM,BOKIDIAWE,DOUMGA RINDIAO,15.866715,-13.46918167,"[0.24120725691318512, 0.23960556089878082, 0.23560519516468048, 0.21524213254451752, 0.2174610048532486, 0.20678992569446564, 0.21034519374370575, 0.20026038587093353, 0.20826280117034912, 0.2009831666946411, 0.1967892348766327, 0.1966610550880432, 0.1904004067182541, 0.18667612969875336, 0.17664547264575958, 0.18485131859779358, 0.19627097249031067, 0.18682749569416046, 0.1731967329978943, 0.1704014241695404, 0.16801422834396362, 0.15297351777553558, 0.15662139654159546, 0.16173985600471497, 0.20218665897846222, 0.20045945048332214, 0.18913748860359192, 0.1885308176279068, 0.23168273270130157, 0.24432316422462463, 0.22476354241371155, 0.2689240574836731, 0.30317434668540955, 0.3356821835041046, 0.2878437340259552, 0.3713799715042114, 0.3830985128879547, 0.3692972958087921, 0.3863915801048279, 0.36832907795906067, 0.37501317262649536, 0.3422524034976959, 0.2906554639339447, 0.24634626507759094, 0.23047983646392822, 0.22143752872943878]"
uuid:9db230c4-2f61-4b38-8ed5-2cad1d43cb58,9.42E+39,CSC Irrigated Rice,2,0.400000006,2052,5.129999924,PODOR,GUEDE VILLAGE,TAREDJI DECOLLE,16.51968167,-14.87275333,"[0.2332826554775238, 0.2324083149433136, 0.23255930840969086, 0.23864270746707916, 0.23520591855049133, 0.2243504822254181, 0.22436770796775818, 0.22343365848064423, 0.2350270301103592, 0.2264394611120224, 0.22248125076293945, 0.22296035289764404, 0.22899137437343597, 0.1966189444065094, 0.22675640881061554, 0.2443973571062088, 0.25785180926322937, 0.2711288034915924, 0.2392030954360962, 0.23728065192699432, 0.2419629991054535, 0.2512221932411194, 0.22208642959594727, 0.23682957887649536, 0.24449466168880463, 0.22913186252117157, 0.2200588434934616, 0.20155993103981018, 0.21131573617458344, 0.250635027885437, 0.28021401166915894, 0.29763901233673096, 0.3175709545612335, 0.3142474293708801, 0.27697035670280457, 0.2827301323413849, 0.27318140864372253, 0.2613361179828644, 0.2772102952003479, 0.26058560609817505, 0.264702171087265, 0.26052847504615784, 0.23720163106918335, 0.23580171167850494, 0.21947088837623596, 0.21145139634609222]"
uuid:12329cfc-3833-4deb-9271-461231512215,1.23E+39,CSC Irrigated Rice,1,0.5,3200,6.4,DAGANA,BOKHOL,BOKHOL,16.523485,-15.40006667,"[0.286154568195343, 0.2974054515361786, 0.31937408447265625, 0.3317629098892212, 0.3240763545036316, 0.31656166911125183, 0.32744890451431274, 0.31592172384262085, 0.3267773389816284, 0.32251498103141785, 0.3133675754070282, 0.310583233833313, 0.31934458017349243, 0.28170397877693176, 0.27668771147727966, 0.2977391183376312, 0.3005931079387665, 0.3312784731388092, 0.28082069754600525, 0.2835133969783783, 0.2797780930995941, 0.2277076095342636, 0.2508109211921692, 0.282988041639328, 0.26533791422843933, 0.2605246901512146, 0.23985439538955688, 0.2090919464826584, 0.2708841562271118, 0.3218580186367035, 0.34619081020355225, 0.3612845838069916, 0.3953750431537628, 0.4036298096179962, 0.3713100254535675, 0.38705235719680786, 0.3939816355705261, 0.36024942994117737, 0.3633098602294922, 0.3323887884616852, 0.3515598773956299, 0.33048015832901, 0.29100045561790466, 0.300664484500885, 0.2880464196205139, 0.2819327712059021]"
uuid:1424e5ff-0ec1-4ab8-805b-80e0bd1a288b,1.42E+39,CSC Irrigated Rice,2,0.5,2288,4.576,PODOR,FANAYE,FANAYE DIERY,16.52558167,-15.21759,"[0.2925245463848114, 0.29161277413368225, 0.30482161045074463, 0.30506783723831177, 0.29359063506126404, 0.27987173199653625, 0.278371661901474, 0.2730777859687805, 0.2785503566265106, 0.27419671416282654, 0.267438143491745, 0.2687366306781769, 0.25857827067375183, 0.253083735704422, 0.24508222937583923, 0.2523031532764435, 0.2596268355846405, 0.2828228175640106, 0.2367168515920639, 0.22963064908981323, 0.22996708750724792, 0.19222979247570038, 0.21045519411563873, 0.24188017845153809, 0.23336170613765717, 0.22654254734516144, 0.22980575263500214, 0.1965710073709488, 0.20775200426578522, 0.24876445531845093, 0.2721290588378906, 0.3016071915626526, 0.32431021332740784, 0.33073803782463074, 0.304847776889801, 0.30474066734313965, 0.30096083879470825, 0.28975170850753784, 0.29840683937072754, 0.2872695028781891, 0.293277770280838, 0.2879691421985626, 0.2157732993364334, 0.2618272304534912, 0.2593143582344055, 0.24916677176952362]"
uuid:14cd7190-f956-4581-91ae-3c5c06e3b4e2,1.43E+39,CSC Irrigated Rice,2,1.299999952,6920,5.323077118,DAGANA,RONKH,H1 GUILADO I,16.374655,-15.93955667,"[0.22968150675296783, 0.2261054813861847, 0.2264343947172165, 0.21684877574443817, 0.2034742683172226, 0.17746217548847198, 0.17168231308460236, 0.16370132565498352, 0.1787620335817337, 0.19838230311870575, 0.2242310792207718, 0.25348639488220215, 0.26908212900161743, 0.2887197434902191, 0.3012288808822632, 0.32672178745269775, 0.32722046971321106, 0.36337339878082275, 0.3192793130874634, 0.2937217354774475, 0.28681913018226624, 0.23552954196929932, 0.23449461162090302, 0.24311912059783936, 0.22780482470989227, 0.2258186936378479, 0.21219725906848907, 0.19810588657855988, 0.18321657180786133, 0.20796345174312592, 0.2162497490644455, 0.23504547774791718, 0.25609084963798523, 0.29208290576934814, 0.31350478529930115, 0.31785276532173157, 0.32351624965667725, 0.31992363929748535, 0.32533934712409973, 0.31311237812042236, 0.32013052701950073, 0.30880260467529297, 0.30221831798553467, 0.25327223539352417, 0.23410382866859436, 0.22716963291168213]"
uuid:1628d4cd-46ef-4b72-8db6-34356d34ef0a,1.63E+39,CSC Irrigated Rice,2,4.100000024,15200.0,3.707317051469364,DAGANA,RONKH,H3 KEUR L ISLAM,16.34188167,-16.00444333,"[0.24063625931739807, 0.2345520555973053, 0.23588895797729492, 0.22987808287143707, 0.22146089375019073, 0.20511314272880554, 0.20154832303524017, 0.19232036173343658, 0.20290644466876984, 0.20709112286567688, 0.21506209671497345, 0.2232605218887329, 0.23846209049224854, 0.2455180138349533, 0.257569283246994, 0.28134286403656006, 0.28940674662590027, 0.3172915279865265, 0.29210302233695984, 0.2792077958583832, 0.2793366014957428, 0.27982407808303833, 0.2501400113105774, 0.2619839012622833, 0.2406432032585144, 0.233326256275177, 0.22022956609725952, 0.21508726477622986, 0.2089187204837799, 0.2048557698726654, 0.20686686038970947, 0.22072508931159973, 0.25883904099464417, 0.311033695936203, 0.35366156697273254, 0.36818185448646545, 0.37950992584228516, 0.38112425804138184, 0.3897821307182312, 0.37417516112327576, 0.3654383718967438, 0.35511887073516846, 0.34975478053092957, 0.2789022922515869, 0.2558751106262207, 0.24372144043445587]"
uuid:a898425b-3a6f-40a7-b16e-26328064e3ab,1.90E+39,CSC Irrigated Rice,2,2.5,17850.0,7.140000000000001,DAGANA,DIAMA,H3 YAYE FOUNDA,16.28034833,-16.21813167,"[0.23860491812229156, 0.2350521981716156, 0.2374410331249237, 0.22724105417728424, 0.2228834182024002, 0.21010461449623108, 0.20669510960578918, 0.19844049215316772, 0.2109464555978775, 0.2161288857460022, 0.2227008044719696, 0.25300920009613037, 0.2790627181529999, 0.27845197916030884, 0.2753984332084656, 0.29487109184265137, 0.2840067744255066, 0.31614112854003906, 0.2854856550693512, 0.25238797068595886, 0.2549877464771271, 0.25485464930534363, 0.22477851808071136, 0.25671494007110596, 0.22012262046337128, 0.22225739061832428, 0.22720198333263397, 0.18852247297763824, 0.14037765562534332, 0.20956364274024963, 0.25072476267814636, 0.27985453605651855, 0.343281626701355, 0.39270609617233276, 0.4145265519618988, 0.42884352803230286, 0.4436180889606476, 0.4170720875263214, 0.4208201766014099, 0.39140355587005615, 0.3944774568080902, 0.3725169003009796, 0.34686753153800964, 0.29234716296195984, 0.25530892610549927, 0.23221299052238464]"
uuid:bcdd85c9-f227-4a56-9f4d-8285dcf7255a,2.34E+39,CSC Irrigated Rice,2,0.7900000215,6557,8.299999775,DAGANA,DIAMA,H2 POLLO,16.26117833,-16.24121167,"[0.2538449764251709, 0.2538130581378937, 0.2620489001274109, 0.25212961435317993, 0.25028297305107117, 0.23818592727184296, 0.23550550639629364, 0.22725364565849304, 0.23903656005859375, 0.24004824459552765, 0.24604569375514984, 0.26229605078697205, 0.287428617477417, 0.28028714656829834, 0.27516692876815796, 0.2910883128643036, 0.28099045157432556, 0.3095185458660126, 0.2771810293197632, 0.24641485512256622, 0.250667005777359, 0.2532360851764679, 0.22432908415794373, 0.24475617706775665, 0.21936407685279846, 0.21989397704601288, 0.22835703194141388, 0.19124983251094818, 0.1500273495912552, 0.23334871232509613, 0.2607097327709198, 0.29134875535964966, 0.343158483505249, 0.3852434456348419, 0.38311806321144104, 0.385291188955307, 0.38634899258613586, 0.3677906095981598, 0.3681807219982147, 0.34464335441589355, 0.35168275237083435, 0.3308679163455963, 0.3116742670536041, 0.27570050954818726, 0.2444678097963333, 0.23264500498771667]"
uuid:247a4d22-0740-4ef9-945a-b8f757895a40,2.47E+39,CSC Irrigated Rice,2,1,4640,4.64,DAGANA,RONKH,"NDIAEL I, NDIAEL II, NDIAEL III",16.35868667,-15.97866167,"[0.2389901578426361, 0.23199287056922913, 0.2355695366859436, 0.2274049073457718, 0.2153031826019287, 0.19545921683311462, 0.19439084827899933, 0.18418462574481964, 0.19860059022903442, 0.21082265675067902, 0.22624816000461578, 0.2473524510860443, 0.26395249366760254, 0.27071666717529297, 0.2887405455112457, 0.3131541311740875, 0.3191390931606293, 0.3483786880970001, 0.3092910349369049, 0.29204267263412476, 0.28766292333602905, 0.26598405838012695, 0.2431315928697586, 0.25383251905441284, 0.23617756366729736, 0.23131944239139557, 0.21984480321407318, 0.20928069949150085, 0.21132892370224, 0.20729157328605652, 0.2099561095237732, 0.2255869358778, 0.2536117136478424, 0.30300483107566833, 0.3336983621120453, 0.3449193239212036, 0.35621291399002075, 0.3587569296360016, 0.36661744117736816, 0.3591306209564209, 0.3569449782371521, 0.3380671441555023, 0.3340153992176056, 0.2679278254508972, 0.2479945719242096, 0.2369394600391388]"
uuid:288c9769-251a-4563-a477-9462796e6dd0,2.88E+39,CSC Irrigated Rice,2,0.5,2808,5.616,PODOR,FANAYE,FANAYE DIERY,16.52663667,-15.22255167,"[0.29306554794311523, 0.29142460227012634, 0.3036966025829315, 0.3041749894618988, 0.2927885949611664, 0.2796846926212311, 0.27839574217796326, 0.2727210521697998, 0.2774082124233246, 0.2739852964878082, 0.2671797275543213, 0.2694002687931061, 0.25883713364601135, 0.2538715898990631, 0.24592405557632446, 0.252998411655426, 0.2598932981491089, 0.2835162580013275, 0.23651954531669617, 0.23089534044265747, 0.23124775290489197, 0.19126161932945251, 0.20969951152801514, 0.24095238745212555, 0.23183193802833557, 0.22598576545715332, 0.22896896302700043, 0.19506539404392242, 0.20539572834968567, 0.24565672874450684, 0.2711219787597656, 0.3024258613586426, 0.3252338469028473, 0.3360506296157837, 0.3116213083267212, 0.31285083293914795, 0.30796095728874207, 0.30003970861434937, 0.3070579469203949, 0.2986678183078766, 0.3023710250854492, 0.29537221789360046, 0.21728341281414032, 0.265229731798172, 0.26095131039619446, 0.25078877806663513]"
uuid:c04777a3-5c2f-4ee2-a601-b5b70d32549b,3.05E+39,CSC Irrigated Rice,2,2,13500,6.75,PODOR,FANAYE,FANAYE DIERY,16.52826167,-15.22264833,"[0.29495498538017273, 0.2929333448410034, 0.30562809109687805, 0.3050941824913025, 0.2937885522842407, 0.2806081175804138, 0.27927544713020325, 0.27333781123161316, 0.27812445163726807, 0.27452021837234497, 0.2676858901977539, 0.26980075240135193, 0.2599024176597595, 0.2539098262786865, 0.24627012014389038, 0.25281867384910583, 0.2598533630371094, 0.28296199440956116, 0.23673279583454132, 0.2304508537054062, 0.23119358718395233, 0.1922595053911209, 0.20980232954025269, 0.24068762362003326, 0.23207895457744598, 0.22629159688949585, 0.22904366254806519, 0.19537876546382904, 0.20598797500133514, 0.24638134241104126, 0.2712344527244568, 0.302777498960495, 0.32449039816856384, 0.33562490344047546, 0.3112717866897583, 0.31301653385162354, 0.3074325919151306, 0.30020853877067566, 0.3069891929626465, 0.2990049719810486, 0.30253076553344727, 0.29586556553840637, 0.21807624399662018, 0.266400009393692, 0.2618909776210785, 0.2514568269252777]"
uuid:ca104e78-ebac-4b24-b6f3-048a39cf9cc6,3.11E+39,CSC Irrigated Rice,2,0.3300000131,2160,6.545454285,PODOR,FANAYE,FANAYE DIERY,16.52631,-15.22234167,"[0.29306554794311523, 0.29142460227012634, 0.3036966025829315, 0.3041749894618988, 0.2927885949611664, 0.2796846926212311, 0.27839574217796326, 0.2727210521697998, 0.2774082124233246, 0.2739852964878082, 0.2671797275543213, 0.2694002687931061, 0.25883713364601135, 0.2538715898990631, 0.24592405557632446, 0.252998411655426, 0.2598932981491089, 0.2835162580013275, 0.23651954531669617, 0.23089534044265747, 0.23124775290489197, 0.19126161932945251, 0.20969951152801514, 0.24095238745212555, 0.23183193802833557, 0.22598576545715332, 0.22896896302700043, 0.19506539404392242, 0.20539572834968567, 0.24565672874450684, 0.2711219787597656, 0.3024258613586426, 0.3252338469028473, 0.3360506296157837, 0.3116213083267212, 0.31285083293914795, 0.30796095728874207, 0.30003970861434937, 0.3070579469203949, 0.2986678183078766, 0.3023710250854492, 0.29537221789360046, 0.21728341281414032, 0.265229731798172, 0.26095131039619446, 0.25078877806663513]"
uuid:cb053cd6-963d-400c-ab97-813b7bf2a4cf,3.21E+39,CSC Irrigated Rice,2,2,13104,6.552,DAGANA,RONKH,H1 GUILADO I,16.37488167,-15.93904667,"[0.22968150675296783, 0.2261054813861847, 0.2264343947172165, 0.21684877574443817, 0.2034742683172226, 0.17746217548847198, 0.17168231308460236, 0.16370132565498352, 0.1787620335817337, 0.19838230311870575, 0.2242310792207718, 0.25348639488220215, 0.26908212900161743, 0.2887197434902191, 0.3012288808822632, 0.32672178745269775, 0.32722046971321106, 0.36337339878082275, 0.3192793130874634, 0.2937217354774475, 0.28681913018226624, 0.23552954196929932, 0.23449461162090302, 0.24311912059783936, 0.22780482470989227, 0.2258186936378479, 0.21219725906848907, 0.19810588657855988, 0.18321657180786133, 0.20796345174312592, 0.2162497490644455, 0.23504547774791718, 0.25609084963798523, 0.29208290576934814, 0.31350478529930115, 0.31785276532173157, 0.32351624965667725, 0.31992363929748535, 0.32533934712409973, 0.31311237812042236, 0.32013052701950073, 0.30880260467529297, 0.30221831798553467, 0.25327223539352417, 0.23410382866859436, 0.22716963291168213]"
uuid:337fccc3-3714-4578-bf66-424ebf7679c2,3.38E+39,CSC Irrigated Rice,2,1.24000001,10200,8.225806388,DAGANA,DIAMA,H2 POLLO,16.261245,-16.24123333,"[0.2538449764251709, 0.2538130581378937, 0.2620489001274109, 0.25212961435317993, 0.25028297305107117, 0.23818592727184296, 0.23550550639629364, 0.22725364565849304, 0.23903656005859375, 0.24004824459552765, 0.24604569375514984, 0.26229605078697205, 0.287428617477417, 0.28028714656829834, 0.27516692876815796, 0.2910883128643036, 0.28099045157432556, 0.3095185458660126, 0.2771810293197632, 0.24641485512256622, 0.250667005777359, 0.2532360851764679, 0.22432908415794373, 0.24475617706775665, 0.21936407685279846, 0.21989397704601288, 0.22835703194141388, 0.19124983251094818, 0.1500273495912552, 0.23334871232509613, 0.2607097327709198, 0.29134875535964966, 0.343158483505249, 0.3852434456348419, 0.38311806321144104, 0.385291188955307, 0.38634899258613586, 0.3677906095981598, 0.3681807219982147, 0.34464335441589355, 0.35168275237083435, 0.3308679163455963, 0.3116742670536041, 0.27570050954818726, 0.2444678097963333, 0.23264500498771667]"
uuid:3e1ec2bd-0409-4a2c-ae6d-06c4ddb6af02,3.52E+39,CSC Irrigated Rice,2,10,48000,4.8,DAGANA,DIAMA,MBOUNDOUME BARRAGE,16.398815,-16.07490833,"[0.23841948807239532, 0.2323470413684845, 0.23562827706336975, 0.22765952348709106, 0.21655143797397614, 0.18793140351772308, 0.17226512730121613, 0.15561221539974213, 0.169833242893219, 0.18817198276519775, 0.2282312959432602, 0.2931475341320038, 0.3100193440914154, 0.3599802553653717, 0.40852001309394836, 0.4404186010360718, 0.4586189389228821, 0.5103347897529602, 0.44896233081817627, 0.4079095721244812, 0.40081149339675903, 0.4072023928165436, 0.31218230724334717, 0.30915752053260803, 0.2782380282878876, 0.2652815878391266, 0.24953235685825348, 0.22376187145709991, 0.21232594549655914, 0.20095215737819672, 0.22324007749557495, 0.2553410232067108, 0.3122830390930176, 0.36504676938056946, 0.40983837842941284, 0.4320448935031891, 0.4450890123844147, 0.4360853433609009, 0.44861578941345215, 0.4270234704017639, 0.41563940048217773, 0.38583171367645264, 0.38007450103759766, 0.2859381437301636, 0.25918203592300415, 0.25275933742523193]"
