KEY,ID_menage,crops_cult1 irrigated rice,season_cult1,Area planted,Quantity produced (Kg),Yield,Department,Counties,Village,gpslat,gpslon,ndvi
uuid:ce9a6f1a-5006-43c7-8f05-b9dc46990dff,3.59E+39,CSC Irrigated Rice,2,0.6399999857,5292,8.268750185,PODOR,FANAYE,FANAYE DIERY,16.52727,-15.21970833,"[0.2938287556171417, 0.2928408682346344, 0.305947870016098, 0.30577272176742554, 0.293994277715683, 0.2807025611400604, 0.27947676181793213, 0.2740260660648346, 0.2789876163005829, 0.27490898966789246, 0.2680169939994812, 0.2696493864059448, 0.2596484422683716, 0.25382718443870544, 0.24583138525485992, 0.2527974247932434, 0.2598172426223755, 0.2831595242023468, 0.23695433139801025, 0.22994019091129303, 0.23054249584674835, 0.19252537190914154, 0.21026915311813354, 0.24152499437332153, 0.23298580944538116, 0.2265535593032837, 0.22964346408843994, 0.196140319108963, 0.20751915872097015, 0.2484668791294098, 0.2722213864326477, 0.30254682898521423, 0.3250892758369446, 0.3326669931411743, 0.30740776658058167, 0.308292031288147, 0.3038613498210907, 0.2938097417354584, 0.3016227185726166, 0.2918678820133209, 0.2967182993888855, 0.29111436009407043, 0.21699127554893494, 0.26376476883888245, 0.26081573963165283, 0.2506890892982483]"
uuid:c950cc93-d1d5-4947-b082-544ac4324722,3.95E+39,CSC Irrigated Rice,2,1.5,7560,5.04,PODOR,NDIAYENE PENDAO,NDIAYENNE PENDAO,16.49907667,-15.05922333,"[0.3115922510623932, 0.29207485914230347, 0.3133684992790222, 0.28265833854675293, 0.2893352210521698, 0.27872201800346375, 0.280341237783432, 0.2704513370990753, 0.27599743008613586, 0.2773469388484955, 0.26184558868408203, 0.26249533891677856, 0.24971148371696472, 0.23705171048641205, 0.23454734683036804, 0.24732159078121185, 0.24908463656902313, 0.2750190198421478, 0.22334004938602448, 0.22246110439300537, 0.2358240783214569, 0.24231036007404327, 0.21445994079113007, 0.2215566784143448, 0.24725230038166046, 0.2353212833404541, 0.2426827847957611, 0.20757728815078735, 0.24394817650318146, 0.24553218483924866, 0.24306203424930573, 0.2815089821815491, 0.3358319401741028, 0.33187568187713623, 0.31575003266334534, 0.3141174614429474, 0.3103584945201874, 0.2954537868499756, 0.3073975741863251, 0.28868019580841064, 0.2968933880329132, 0.2989526689052582, 0.2850598394870758, 0.28124433755874634, 0.27008166909217834, 0.25651517510414124]"
uuid:da2f58cb-fead-4baf-a13d-6f397950789b,4.13E+39,CSC Irrigated Rice,2,0.8000000119,6080,7.599999887,DAGANA,BOKHOL,BOKHOL,16.523695,-15.40112667,"[0.2848474383354187, 0.29601848125457764, 0.3177044987678528, 0.33015280961990356, 0.322645366191864, 0.3154139220714569, 0.326229989528656, 0.3148486018180847, 0.3258877098560333, 0.3220493495464325, 0.31269609928131104, 0.3097856938838959, 0.3187897801399231, 0.28194862604141235, 0.2776499390602112, 0.2989864945411682, 0.3024370074272156, 0.3346155285835266, 0.2831137776374817, 0.28605619072914124, 0.2828964591026306, 0.2305823415517807, 0.2532326281070709, 0.2853483557701111, 0.26712673902511597, 0.26204490661621094, 0.24053479731082916, 0.20994319021701813, 0.2708349823951721, 0.32143500447273254, 0.3455550968647003, 0.36042559146881104, 0.39542457461357117, 0.4040977358818054, 0.371792197227478, 0.38771864771842957, 0.39447176456451416, 0.3606237769126892, 0.3640567362308502, 0.333168625831604, 0.35295358300209045, 0.3309561610221863, 0.29238128662109375, 0.30048054456710815, 0.28779321908950806, 0.28147923946380615]"
uuid:d3a6e8e6-09f0-491b-a4b9-3eca54456f1c,4.32E+39,CSC Irrigated Rice,2,4,24864,6.216,DAGANA,RONKH,KHEUNE,16.52201667,-16.106955,"[0.25486284494400024, 0.24400171637535095, 0.24073460698127747, 0.23098689317703247, 0.22158461809158325, 0.20245054364204407, 0.19917041063308716, 0.18792206048965454, 0.20513245463371277, 0.22581839561462402, 0.24887584149837494, 0.2883884310722351, 0.30054640769958496, 0.3184020519256592, 0.3437693417072296, 0.3746236264705658, 0.38322311639785767, 0.4305747151374817, 0.3764796555042267, 0.34646686911582947, 0.33224594593048096, 0.3451845347881317, 0.2653326988220215, 0.289254367351532, 0.24923543632030487, 0.23521973192691803, 0.23573380708694458, 0.20789453387260437, 0.2196742296218872, 0.22712954878807068, 0.23954461514949799, 0.2600421905517578, 0.27853062748908997, 0.30090487003326416, 0.3277791738510132, 0.3471541702747345, 0.36761918663978577, 0.3571096360683441, 0.36322832107543945, 0.3488788902759552, 0.35071679949760437, 0.3369027078151703, 0.33583733439445496, 0.27049100399017334, 0.2528809905052185, 0.24719692766666412]"
uuid:ead2c7e4-5ac3-409c-a422-9dcbe9749a7a,5.14E+39,CSC Irrigated Rice,2,0.5699999928,2500,4.385964967,PODOR,NDIAYENE PENDAO,NDIAYENNE PENDAO,16.50038167,-15.05888167,"[0.3113430142402649, 0.29196488857269287, 0.3132162392139435, 0.28246572613716125, 0.289159893989563, 0.2785446345806122, 0.28012457489967346, 0.27033835649490356, 0.2758848965167999, 0.2771606743335724, 0.2617451548576355, 0.2623332738876343, 0.24956418573856354, 0.23692691326141357, 0.23449145257472992, 0.2472340166568756, 0.2489343136548996, 0.27483534812927246, 0.22327952086925507, 0.22237445414066315, 0.23572146892547607, 0.24219247698783875, 0.21438956260681152, 0.22147297859191895, 0.2471369206905365, 0.23521490395069122, 0.2425948977470398, 0.20748783648014069, 0.24382270872592926, 0.24542970955371857, 0.24301597476005554, 0.2813264727592468, 0.3357762098312378, 0.3317994177341461, 0.3155907094478607, 0.3139248788356781, 0.3102034628391266, 0.29525139927864075, 0.3071579933166504, 0.2885601222515106, 0.29672732949256897, 0.2987321615219116, 0.2848639488220215, 0.28107112646102905, 0.26996710896492004, 0.25635161995887756]"
uuid:51e28c87-19af-4eba-ad68-dfcf791cfc0d,5.15E+39,CSC Irrigated Rice,2,0.8500000238,9350,10.99999969,DAGANA,DIAMA,BIFFECHE,16.169205,-16.30819667,"[0.28677475452423096, 0.2827613651752472, 0.28981152176856995, 0.27877143025398254, 0.2775336802005768, 0.2660031020641327, 0.2534637451171875, 0.24986058473587036, 0.2638656795024872, 0.2716437578201294, 0.2807966470718384, 0.28600528836250305, 0.3081507980823517, 0.30232441425323486, 0.29694488644599915, 0.3127676546573639, 0.30707982182502747, 0.3374960124492645, 0.2963085472583771, 0.27988511323928833, 0.28606927394866943, 0.2709917426109314, 0.24997375905513763, 0.277213990688324, 0.2510448098182678, 0.24870754778385162, 0.2650052309036255, 0.2228826880455017, 0.1943824589252472, 0.2778780162334442, 0.298481822013855, 0.35348179936408997, 0.395326167345047, 0.39224472641944885, 0.38435789942741394, 0.3570471704006195, 0.3503681421279907, 0.3388518989086151, 0.3340717554092407, 0.3252851665019989, 0.33541616797447205, 0.31571975350379944, 0.30275827646255493, 0.26722896099090576, 0.25266963243484497, 0.23669147491455078]"
uuid:ef6a645c-a1ff-425b-b25f-d91e66f7ac9f,5.66E+39,CSC Irrigated Rice,2,0.3000000119,3420,11.39999955,DAGANA,BOKHOL,BOKHOL,16.52336333,-15.40130333,"[0.28500762581825256, 0.2962151765823364, 0.317905455827713, 0.3302467465400696, 0.3226443827152252, 0.31511497497558594, 0.32604900002479553, 0.3148101270198822, 0.3257349133491516, 0.32189419865608215, 0.31265467405319214, 0.30982017517089844, 0.3189038038253784, 0.28204137086868286, 0.27784788608551025, 0.2991754114627838, 0.30285823345184326, 0.3351433277130127, 0.28353482484817505, 0.28655731678009033, 0.28344032168388367, 0.23115244507789612, 0.2536519765853882, 0.2861503064632416, 0.2675338685512543, 0.2625492811203003, 0.2410167008638382, 0.21030211448669434, 0.2711183726787567, 0.3215981423854828, 0.345559686422348, 0.3600732684135437, 0.3951716721057892, 0.4039369821548462, 0.3717195987701416, 0.3876227140426636, 0.39424917101860046, 0.3604573905467987, 0.3641033470630646, 0.3334243893623352, 0.35357049107551575, 0.3312974274158478, 0.29270267486572266, 0.30090516805648804, 0.2881942093372345, 0.28168874979019165]"
uuid:57b69d0b-0453-48a5-8149-edb33b2c270d,5.73E+39,CSC Irrigated Rice,2,1.649999976,13600,8.242424362,DAGANA,RONKH,H1 GUILADO I,16.37498167,-15.9396,"[0.22968150675296783, 0.2261054813861847, 0.2264343947172165, 0.21684877574443817, 0.2034742683172226, 0.17746217548847198, 0.17168231308460236, 0.16370132565498352, 0.1787620335817337, 0.19838230311870575, 0.2242310792207718, 0.25348639488220215, 0.26908212900161743, 0.2887197434902191, 0.3012288808822632, 0.32672178745269775, 0.32722046971321106, 0.36337339878082275, 0.3192793130874634, 0.2937217354774475, 0.28681913018226624, 0.23552954196929932, 0.23449461162090302, 0.24311912059783936, 0.22780482470989227, 0.2258186936378479, 0.21219725906848907, 0.19810588657855988, 0.18321657180786133, 0.20796345174312592, 0.2162497490644455, 0.23504547774791718, 0.25609084963798523, 0.29208290576934814, 0.31350478529930115, 0.31785276532173157, 0.32351624965667725, 0.31992363929748535, 0.32533934712409973, 0.31311237812042236, 0.32013052701950073, 0.30880260467529297, 0.30221831798553467, 0.25327223539352417, 0.23410382866859436, 0.22716963291168213]"
uuid:60bdadc9-3959-44d9-a407-6e3e84243e22,6.02E+39,CSC Irrigated Rice,2,1,6400,6.4,DAGANA,BOKHOL,BOKHOL,16.523005,-15.399555,"[0.28591975569725037, 0.2970856726169586, 0.319088339805603, 0.331712543964386, 0.3239470422267914, 0.31656891107559204, 0.3274553120136261, 0.3160521984100342, 0.32698577642440796, 0.3227747678756714, 0.3133659064769745, 0.3106972873210907, 0.31938403844833374, 0.2816334664821625, 0.27646392583847046, 0.2975611090660095, 0.30016064643859863, 0.3307807147502899, 0.2804099917411804, 0.2830202281475067, 0.27916255593299866, 0.227136492729187, 0.2503944933414459, 0.28212445974349976, 0.2648940682411194, 0.2599235475063324, 0.23932786285877228, 0.20868004858493805, 0.2702401876449585, 0.3215968608856201, 0.34607815742492676, 0.36150193214416504, 0.39536812901496887, 0.4038669168949127, 0.3710457980632782, 0.38676854968070984, 0.3943105638027191, 0.3603821396827698, 0.3628387451171875, 0.33205580711364746, 0.35078656673431396, 0.32992658019065857, 0.29053372144699097, 0.3001507818698883, 0.2875186502933502, 0.2814214527606964]"
uuid:0f0ede43-a1ee-4a6e-bbe3-e4636613d604,6.05E+38,CSC Irrigated Rice,2,1,3600,3.6,DAGANA,NGNITH,Mbilor,16.48677333,-15.559045,"[0.33595743775367737, 0.33442366123199463, 0.34585076570510864, 0.3332407474517822, 0.3262253701686859, 0.3055988848209381, 0.31455355882644653, 0.3015691041946411, 0.305257111787796, 0.30998510122299194, 0.3048577904701233, 0.31070467829704285, 0.34703341126441956, 0.30763348937034607, 0.30053654313087463, 0.3238217234611511, 0.3328447639942169, 0.36531591415405273, 0.3272593021392822, 0.32887962460517883, 0.31878024339675903, 0.2750360667705536, 0.28877952694892883, 0.33559438586235046, 0.3091330826282501, 0.3218670189380646, 0.3048495054244995, 0.2828432023525238, 0.33113518357276917, 0.3811134099960327, 0.3964025378227234, 0.39610692858695984, 0.4116705656051636, 0.42186275124549866, 0.4511059522628784, 0.4194505512714386, 0.4334363043308258, 0.4088627099990845, 0.4075469374656677, 0.3749738335609436, 0.37802407145500183, 0.3703192472457886, 0.3653809726238251, 0.32674479484558105, 0.32006749510765076, 0.31707680225372314]"
uuid:6be86a98-84f6-4e9c-aab0-d9052301cae1,6.26E+39,CSC Irrigated Rice,2,0.5,3942,7.884,PODOR,FANAYE,FANAYE DIERY,16.52648167,-15.219475,"[0.29265910387039185, 0.2916363775730133, 0.3046224117279053, 0.30511072278022766, 0.29334351420402527, 0.27998465299606323, 0.27878403663635254, 0.27311840653419495, 0.2783045470714569, 0.27435728907585144, 0.26747995615005493, 0.2691900134086609, 0.2586797773838043, 0.253326416015625, 0.2454364001750946, 0.25253453850746155, 0.2596265375614166, 0.28298717737197876, 0.23664583265781403, 0.22977028787136078, 0.23028111457824707, 0.19181455671787262, 0.21013525128364563, 0.2415846437215805, 0.2327813059091568, 0.22627975046634674, 0.22951625287532806, 0.19593708217144012, 0.20685282349586487, 0.2477385252714157, 0.2719217538833618, 0.30211886763572693, 0.324885755777359, 0.3327678143978119, 0.307468444108963, 0.30804911255836487, 0.30327412486076355, 0.2932068109512329, 0.30127373337745667, 0.29120370745658875, 0.2965018153190613, 0.29052358865737915, 0.21632425487041473, 0.26281508803367615, 0.25991755723953247, 0.24974964559078217]"
uuid:6ee0840c-cba1-4dad-81b4-febc340e1047,6.55E+39,CSC Irrigated Rice,2,2,17000,8.5,DAGANA,DIAMA,H2 POLLO,16.26120667,-16.24122667,"[0.2538449764251709, 0.2538130581378937, 0.2620489001274109, 0.25212961435317993, 0.25028297305107117, 0.23818592727184296, 0.23550550639629364, 0.22725364565849304, 0.23903656005859375, 0.24004824459552765, 0.24604569375514984, 0.26229605078697205, 0.287428617477417, 0.28028714656829834, 0.27516692876815796, 0.2910883128643036, 0.28099045157432556, 0.3095185458660126, 0.2771810293197632, 0.24641485512256622, 0.250667005777359, 0.2532360851764679, 0.22432908415794373, 0.24475617706775665, 0.21936407685279846, 0.21989397704601288, 0.22835703194141388, 0.19124983251094818, 0.1500273495912552, 0.23334871232509613, 0.2607097327709198, 0.29134875535964966, 0.343158483505249, 0.3852434456348419, 0.38311806321144104, 0.385291188955307, 0.38634899258613586, 0.3677906095981598, 0.3681807219982147, 0.34464335441589355, 0.35168275237083435, 0.3308679163455963, 0.3116742670536041, 0.27570050954818726, 0.2444678097963333, 0.23264500498771667]"
uuid:69a93176-07a7-4e7f-833a-5aee1cf3ea55,6.92E+39,CSC Irrigated Rice,2,0.400000006,1500,3.749999944,DAGANA,NGNITH,Mbilor,16.48622,-15.55686,"[0.3369673192501068, 0.3363972306251526, 0.34835296869277954, 0.3352126181125641, 0.327262818813324, 0.3077337443828583, 0.317261278629303, 0.3041686713695526, 0.3064854145050049, 0.31145229935646057, 0.30494025349617004, 0.30974963307380676, 0.3470619022846222, 0.3071000874042511, 0.29950469732284546, 0.3223983943462372, 0.33199360966682434, 0.3651053309440613, 0.327322781085968, 0.32893478870391846, 0.3182505667209625, 0.2759619355201721, 0.29009848833084106, 0.3367602825164795, 0.310634046792984, 0.32208535075187683, 0.3052063286304474, 0.2819918096065521, 0.33186617493629456, 0.37812498211860657, 0.39273297786712646, 0.39253413677215576, 0.4078853130340576, 0.41935572028160095, 0.4474903345108032, 0.4160623550415039, 0.43072888255119324, 0.406006783246994, 0.4048096835613251, 0.3724498152732849, 0.37498632073402405, 0.3697994351387024, 0.36259233951568604, 0.32803767919540405, 0.3198651671409607, 0.3183673918247223]"
uuid:7f1c75a3-9d16-40f8-9764-803926ddd421,7.61E+39,CSC Irrigated Rice,2,2.799999952,22525.0,8.044642995051024,DAGANA,DIAMA,H3 YAYE FOUNDA,16.28039167,-16.21773333,"[0.23860491812229156, 0.2350521981716156, 0.2374410331249237, 0.22724105417728424, 0.2228834182024002, 0.21010461449623108, 0.20669510960578918, 0.19844049215316772, 0.2109464555978775, 0.2161288857460022, 0.2227008044719696, 0.25300920009613037, 0.2790627181529999, 0.27845197916030884, 0.2753984332084656, 0.29487109184265137, 0.2840067744255066, 0.31614112854003906, 0.2854856550693512, 0.25238797068595886, 0.2549877464771271, 0.25485464930534363, 0.22477851808071136, 0.25671494007110596, 0.22012262046337128, 0.22225739061832428, 0.22720198333263397, 0.18852247297763824, 0.14037765562534332, 0.20956364274024963, 0.25072476267814636, 0.27985453605651855, 0.343281626701355, 0.39270609617233276, 0.4145265519618988, 0.42884352803230286, 0.4436180889606476, 0.4170720875263214, 0.4208201766014099, 0.39140355587005615, 0.3944774568080902, 0.3725169003009796, 0.34686753153800964, 0.29234716296195984, 0.25530892610549927, 0.23221299052238464]"
uuid:80ed7ad9-53a1-4b6c-9b2b-5ef6fdac6203,8.05E+39,CSC Irrigated Rice,2,0.8999999762,4000,4.444444562,DAGANA,BOKHOL,BOKHOL,16.52303,-15.39995833,"[0.286154568195343, 0.2974054515361786, 0.31937408447265625, 0.3317629098892212, 0.3240763545036316, 0.31656166911125183, 0.32744890451431274, 0.31592172384262085, 0.3267773389816284, 0.32251498103141785, 0.3133675754070282, 0.310583233833313, 0.31934458017349243, 0.28170397877693176, 0.27668771147727966, 0.2977391183376312, 0.3005931079387665, 0.3312784731388092, 0.28082069754600525, 0.2835133969783783, 0.2797780930995941, 0.2277076095342636, 0.2508109211921692, 0.282988041639328, 0.26533791422843933, 0.2605246901512146, 0.23985439538955688, 0.2090919464826584, 0.2708841562271118, 0.3218580186367035, 0.34619081020355225, 0.3612845838069916, 0.3953750431537628, 0.4036298096179962, 0.3713100254535675, 0.38705235719680786, 0.3939816355705261, 0.36024942994117737, 0.3633098602294922, 0.3323887884616852, 0.3515598773956299, 0.33048015832901, 0.29100045561790466, 0.300664484500885, 0.2880464196205139, 0.2819327712059021]"
uuid:8a74439a-58a5-414b-85bb-0457f8a14b1d,8.17E+39,CSC Irrigated Rice,2,3,19680,6.56,DAGANA,DIAMA,MBOUNDOUME BARRAGE,16.39966167,-16.07556,"[0.23804669082164764, 0.23205269873142242, 0.23532941937446594, 0.2274378389120102, 0.21633698046207428, 0.18765628337860107, 0.1723196655511856, 0.15581576526165009, 0.16971327364444733, 0.18763647973537445, 0.22800157964229584, 0.2925466001033783, 0.30947285890579224, 0.3592235743999481, 0.407901793718338, 0.43996769189834595, 0.45798835158348083, 0.5092782378196716, 0.44814497232437134, 0.40706393122673035, 0.4006043076515198, 0.40694478154182434, 0.31196144223213196, 0.3091958463191986, 0.2780887484550476, 0.26510435342788696, 0.24923647940158844, 0.22342903912067413, 0.21213461458683014, 0.200342059135437, 0.22269956767559052, 0.25512391328811646, 0.3119944930076599, 0.36426860094070435, 0.40900933742523193, 0.43149077892303467, 0.4448077082633972, 0.4356655478477478, 0.4480906128883362, 0.42658671736717224, 0.4153377413749695, 0.3855305314064026, 0.3795790672302246, 0.28573328256607056, 0.2589930593967438, 0.252579927444458]"
uuid:8b3c8dba-0319-4cf0-8729-5995ef1dd6f8,8.23E+39,CSC Irrigated Rice,2,0.200000003,1000,4.999999925,DAGANA,MBANE,Keur Mbay Nar,16.47729333,-15.597715,"[0.3565599024295807, 0.34977415204048157, 0.35830315947532654, 0.33676788210868835, 0.3339543044567108, 0.31220364570617676, 0.3180956542491913, 0.30702540278434753, 0.3078506588935852, 0.3184390962123871, 0.3158777058124542, 0.3214225172996521, 0.36115869879722595, 0.3220999538898468, 0.31853246688842773, 0.34530726075172424, 0.34991636872291565, 0.3854823112487793, 0.3431381583213806, 0.3391115367412567, 0.3353446424007416, 0.29471489787101746, 0.29750701785087585, 0.3427901864051819, 0.318958580493927, 0.3301295340061188, 0.3108118772506714, 0.29208555817604065, 0.33571767807006836, 0.3985426127910614, 0.4126674234867096, 0.4195128083229065, 0.43623802065849304, 0.4471310079097748, 0.4842478632926941, 0.45101818442344666, 0.4714294672012329, 0.4487406015396118, 0.4516298174858093, 0.4144705832004547, 0.42685049772262573, 0.4105229675769806, 0.41529861092567444, 0.35626906156539917, 0.34296393394470215, 0.34376588463783264]"
uuid:8cf76266-7cb6-4fcc-9ffa-d497764efdbb,8.37E+39,CSC Irrigated Rice,2,1,8500,8.5,DAGANA,DIAMA,BIFFECHE,16.17059833,-16.30801333,"[0.287145733833313, 0.28307726979255676, 0.2909298539161682, 0.2794339060783386, 0.2779954969882965, 0.2663261890411377, 0.25395888090133667, 0.25019651651382446, 0.26426711678504944, 0.2717321217060089, 0.280887246131897, 0.2856083810329437, 0.3077593445777893, 0.3015269637107849, 0.2960769832134247, 0.31194013357162476, 0.3061099946498871, 0.3360942304134369, 0.2953225374221802, 0.27897149324417114, 0.2850528061389923, 0.27048853039741516, 0.24948042631149292, 0.2761404812335968, 0.2505251169204712, 0.24833978712558746, 0.2645913362503052, 0.2226952314376831, 0.19464688003063202, 0.2778586149215698, 0.2980976104736328, 0.35280176997184753, 0.39385485649108887, 0.39106249809265137, 0.3829275965690613, 0.3560604751110077, 0.3493918180465698, 0.33816593885421753, 0.33313724398612976, 0.3247358798980713, 0.3349018692970276, 0.31588539481163025, 0.3031446933746338, 0.2680148482322693, 0.25330033898353577, 0.2375369369983673]"
uuid:84b2f77d-55fe-4397-b5da-ae3722df2fde,8.42E+39,CSC Irrigated Rice,2,1.350000024,8500,6.296296185,DAGANA,DIAMA,BIFFECHE,16.16998833,-16.30756333,"[0.28699737787246704, 0.2829413115978241, 0.29080694913864136, 0.2793797254562378, 0.2778470516204834, 0.2662135660648346, 0.253885954618454, 0.2500596046447754, 0.26413315534591675, 0.2716139554977417, 0.28077009320259094, 0.28556180000305176, 0.30753132700920105, 0.3014373779296875, 0.2959505021572113, 0.3117859959602356, 0.3059285581111908, 0.3358481228351593, 0.29513829946517944, 0.2788007855415344, 0.28483474254608154, 0.2703397572040558, 0.24935045838356018, 0.27599409222602844, 0.25036367774009705, 0.24818557500839233, 0.2644292414188385, 0.22259831428527832, 0.19447503983974457, 0.27768921852111816, 0.2979297339916229, 0.35261857509613037, 0.3936414122581482, 0.3911117911338806, 0.38275042176246643, 0.3558480441570282, 0.34937623143196106, 0.33794984221458435, 0.332915335893631, 0.3246850371360779, 0.33469894528388977, 0.3157505691051483, 0.30310821533203125, 0.2678661644458771, 0.2531604766845703, 0.2373998761177063]"
uuid:8f05a123-16f5-44fd-8218-335a34ed6615,8.61E+39,CSC Irrigated Rice,2,0.5,1750,3.5,DAGANA,NGNITH,Mbilor,16.48524833,-15.56159167,"[0.33923524618148804, 0.3379184603691101, 0.350158154964447, 0.3363783061504364, 0.32997167110443115, 0.3085498511791229, 0.3178422749042511, 0.3050509989261627, 0.3089802861213684, 0.3143168091773987, 0.3088580071926117, 0.31466299295425415, 0.3513571321964264, 0.3113287091255188, 0.3037799298763275, 0.3275667130947113, 0.3355097770690918, 0.36727380752563477, 0.33052897453308105, 0.332124799489975, 0.3232579827308655, 0.27812010049819946, 0.2923726439476013, 0.3406979441642761, 0.31427082419395447, 0.32763832807540894, 0.31016698479652405, 0.2872445583343506, 0.3367149531841278, 0.3888469934463501, 0.4029037356376648, 0.40232717990875244, 0.4167444705963135, 0.4249289929866791, 0.45689916610717773, 0.42364010214805603, 0.43772849440574646, 0.4140060245990753, 0.41340765357017517, 0.3789203464984894, 0.38280361890792847, 0.37618446350097656, 0.3704904615879059, 0.3307594954967499, 0.3252151906490326, 0.32217106223106384]"
uuid:971ad948-4e3b-4b1e-aa22-cc0f0cfbfff3,9.71E+39,CSC Irrigated Rice,2,1.399999976,6480,4.628571507,PODOR,FANAYE,FANAYE DIERY,16.52823667,-15.223465,"[0.29443973302841187, 0.29242923855781555, 0.3046080768108368, 0.30425208806991577, 0.2933286726474762, 0.2798198461532593, 0.278767853975296, 0.2732637822628021, 0.277474045753479, 0.2744329273700714, 0.2676510214805603, 0.2695881724357605, 0.25951090455055237, 0.25466689467430115, 0.24658550322055817, 0.25345152616500854, 0.26020416617393494, 0.2835374176502228, 0.23674432933330536, 0.23130276799201965, 0.23173773288726807, 0.19160106778144836, 0.20961782336235046, 0.240635946393013, 0.23142649233341217, 0.2259136587381363, 0.22890852391719818, 0.19490626454353333, 0.20515672862529755, 0.2451244443655014, 0.27096015214920044, 0.3026109039783478, 0.3254103362560272, 0.3372553884983063, 0.3133993148803711, 0.31558558344841003, 0.3109387755393982, 0.30405163764953613, 0.31039926409721375, 0.3025674521923065, 0.3053298592567444, 0.2985208332538605, 0.21798016130924225, 0.26704296469688416, 0.26234421133995056, 0.2521722912788391]"
uuid:1b20cd9d-a66e-4609-89ca-8bdcb9223ddd,1.22E+39,CSC Irrigated Rice,1,0.3000000119,550,1.83333326,DAGANA,MBANE,Keur Mbay Nar,16.476935,-15.59590833,"[0.3575690686702728, 0.3522791564464569, 0.36126357316970825, 0.33987247943878174, 0.33677583932876587, 0.3152264356613159, 0.32214322686195374, 0.3107139766216278, 0.31069114804267883, 0.32108446955680847, 0.3175739347934723, 0.32228022813796997, 0.36234307289123535, 0.3217204213142395, 0.31653469800949097, 0.3440646529197693, 0.34823623299598694, 0.3846028745174408, 0.343528687953949, 0.3401314914226532, 0.3371502161026001, 0.2941933870315552, 0.3000766634941101, 0.34675994515419006, 0.32266196608543396, 0.3338766098022461, 0.3144441545009613, 0.29459553956985474, 0.3406102657318115, 0.4021807312965393, 0.414404034614563, 0.4202609956264496, 0.4358779489994049, 0.44597354531288147, 0.48243364691734314, 0.44904428720474243, 0.4673205614089966, 0.4449576139450073, 0.447645902633667, 0.41065922379493713, 0.42165765166282654, 0.40830761194229126, 0.4132755398750305, 0.3562304973602295, 0.34363773465156555, 0.34430310130119324]"
uuid:adf93fce-0451-43a0-b201-35ef1bd6347a,1.47E+39,CSC Irrigated Rice,3,0.400000006,1620,4.04999994,PODOR,GUEDE VILLAGE,TAREDJI DECOLLE,16.51916667,-14.87187333,"[0.23318710923194885, 0.23245282471179962, 0.2323133796453476, 0.23822179436683655, 0.235167995095253, 0.22405636310577393, 0.2242741584777832, 0.2231220006942749, 0.23380693793296814, 0.22529791295528412, 0.22144435346126556, 0.2220301479101181, 0.22857928276062012, 0.19654984772205353, 0.22676704823970795, 0.244720458984375, 0.257990300655365, 0.2714873254299164, 0.23909927904605865, 0.2369670271873474, 0.24204786121845245, 0.25160500407218933, 0.22231736779212952, 0.2362583428621292, 0.24338209629058838, 0.22861990332603455, 0.21965722739696503, 0.20144620537757874, 0.21020489931106567, 0.25040745735168457, 0.2801245450973511, 0.29688912630081177, 0.317550927400589, 0.3140755593776703, 0.27676206827163696, 0.28180670738220215, 0.2719745934009552, 0.2609221935272217, 0.27583590149879456, 0.25995004177093506, 0.2644938826560974, 0.26044437289237976, 0.23738934099674225, 0.2358594685792923, 0.21957452595233917, 0.2116912305355072]"
uuid:293dea87-7008-42f8-93ed-6308fe94db00,2.93E+39,CSC Irrigated Rice,1,0.400000006,2268,5.669999916,PODOR,GUEDE VILLAGE,TAREDJI DECOLLE,16.522445,-14.866905,"[0.24103406071662903, 0.23829783499240875, 0.23736532032489777, 0.24166947603225708, 0.23951172828674316, 0.22629976272583008, 0.2257765382528305, 0.2258419245481491, 0.23531058430671692, 0.22338709235191345, 0.22088301181793213, 0.2217635214328766, 0.22526857256889343, 0.19741684198379517, 0.22581946849822998, 0.24198031425476074, 0.25746792554855347, 0.2724662721157074, 0.23571144044399261, 0.23138175904750824, 0.2402103692293167, 0.2479770928621292, 0.22319118678569794, 0.23491118848323822, 0.24714185297489166, 0.2311621606349945, 0.2240065187215805, 0.2069464474916458, 0.2124522179365158, 0.25640350580215454, 0.2899363040924072, 0.2978536784648895, 0.31887051463127136, 0.3129178583621979, 0.27597519755363464, 0.27430522441864014, 0.2687104046344757, 0.2604924738407135, 0.27677637338638306, 0.26227235794067383, 0.26598262786865234, 0.26157230138778687, 0.24724555015563965, 0.24444429576396942, 0.22843237221240997, 0.2164570838212967]"
