KEY,ID_menage,crops_cult5,season_cult5,Area planted,Quantity produced (Kg),Yield,Department,Counties,Village,gpslat,gpslon,ndvi
uuid:164427cd-fcd3-4097-a416-bc8072d3e7c4,1.64E+39,Maize,1,1,150,0.15,KAOLACK,THIARE,NDOUNE,13.92158167,-15.78227,"[0.27830493450164795, 0.2702218294143677, 0.26412397623062134, 0.26082542538642883, 0.25001659989356995, 0.24091343581676483, 0.23228171467781067, 0.22507907450199127, 0.2316722869873047, 0.22390517592430115, 0.21845148503780365, 0.22359825670719147, 0.2215874344110489, 0.21930797398090363, 0.21937063336372375, 0.22246551513671875, 0.21334069967269897, 0.20796939730644226, 0.19996242225170135, 0.18613295257091522, 0.17786796391010284, 0.1460878849029541, 0.176635280251503, 0.18810151517391205, 0.19238047301769257, 0.19014358520507812, 0.20182396471500397, 0.12464489042758942, 0.2764330804347992, 0.3529541790485382, 0.42186439037323, 0.5437769293785095, 0.5822400450706482, 0.627246618270874, 0.605301558971405, 0.6571449041366577, 0.5729202628135681, 0.5118730664253235, 0.4016086459159851, 0.33551648259162903, 0.33527716994285583, 0.29887160658836365, 0.2656697928905487, 0.26107874512672424, 0.257479727268219, 0.2508329153060913]"
uuid:16ab9e96-31e7-47e5-b489-b2f15ca402bf,1.61E+39,Maize,1,0.15,50,0.3333333333,GOUDOMP,DJIBANAR,BIRKAMA,12.55907,-15.84055,"[0.42279985547065735, 0.41189509630203247, 0.40235385298728943, 0.3998716473579407, 0.37394478917121887, 0.3459455966949463, 0.35074031352996826, 0.33450719714164734, 0.35318830609321594, 0.33739495277404785, 0.3256415128707886, 0.3199527859687805, 0.3468509316444397, 0.30620574951171875, 0.3066766858100891, 0.3369174897670746, 0.3036717474460602, 0.34002482891082764, 0.32807859778404236, 0.36354130506515503, 0.3788079023361206, 0.37792667746543884, 0.3405802249908447, 0.35660985112190247, 0.2889854609966278, 0.3379612863063812, 0.4656342566013336, 0.19122248888015747, 0.48361244797706604, 0.3670535683631897, 0.3786146640777588, 0.4174286425113678, 0.527055025100708, 0.3594650328159332, 0.5173740386962891, 0.567882239818573, 0.5699172616004944, 0.5538238286972046, 0.569972038269043, 0.5399956703186035, 0.547602117061615, 0.531478762626648, 0.4804454445838928, 0.4698508083820343, 0.4232553243637085, 0.432979941368103]"
uuid:16d943d6-fedf-49f2-87c4-0af96125dc2a,1.65E+39,Maize,1,0.25,20,0.08,SEDHIOU,OUDOUCAR,1. MARANDAN 2,,,
uuid:170223cb-9b72-4053-9ca6-2741fe9b553c,1.70E+39,Maize,1,1,1000,1,NIORO,WACK NGOUNA,WACK NGOUNA,13.75785167,-16.062745,"[0.28035596013069153, 0.2715708017349243, 0.26338744163513184, 0.25959357619285583, 0.2471817135810852, 0.23470890522003174, 0.22958648204803467, 0.22211989760398865, 0.23180164396762848, 0.22291728854179382, 0.21710559725761414, 0.22173231840133667, 0.22055695950984955, 0.2193092256784439, 0.2192087471485138, 0.2248813360929489, 0.21331197023391724, 0.2099590003490448, 0.19740067422389984, 0.19578519463539124, 0.18091610074043274, 0.1675645262002945, 0.178350567817688, 0.19738978147506714, 0.21558989584445953, 0.2425318956375122, 0.2242976427078247, 0.17400577664375305, 0.35611334443092346, 0.36554452776908875, 0.5262932181358337, 0.6535928845405579, 0.5931270122528076, 0.6636995077133179, 0.6229137182235718, 0.6514433026313782, 0.576348066329956, 0.5216122269630432, 0.4098342955112457, 0.358566552400589, 0.36056607961654663, 0.3191767632961273, 0.28258344531059265, 0.27853959798812866, 0.27207791805267334, 0.2544611692428589]"
uuid:1758b091-eac0-4233-8542-249b92698fa5,1.76E+39,Maize,1,0.5,50,0.1,SEDHIOU,SANSAMBA,YACINE MANDINA(DIASSING MANDINA),12.78222167,-15.73702167,"[0.46143656969070435, 0.44896844029426575, 0.42785343527793884, 0.42211753129959106, 0.3807332217693329, 0.3407561480998993, 0.3404284417629242, 0.3206011652946472, 0.3373067378997803, 0.34889140725135803, 0.32875680923461914, 0.33789533376693726, 0.3364894986152649, 0.32634055614471436, 0.33207255601882935, 0.37182071805000305, 0.3491237759590149, 0.3704395890235901, 0.340359628200531, 0.3605414927005768, 0.38340917229652405, 0.388628751039505, 0.35218310356140137, 0.42473867535591125, 0.3941665589809418, 0.4527380168437958, 0.5932643413543701, 0.40246546268463135, 0.3319779336452484, 0.3282362222671509, 0.6758003830909729, 0.4593238830566406, 0.6254569292068481, 0.6023220419883728, 0.6393964886665344, 0.7329376935958862, 0.7406059503555298, 0.7391551733016968, 0.6996529698371887, 0.6793844699859619, 0.6598609685897827, 0.6608726382255554, 0.5878183841705322, 0.5929023623466492, 0.5186668634414673, 0.527684211730957]"
uuid:175d5d0c-b1bd-4e83-8a3e-4397db162c86,1.75E+39,Maize,3,0.6,100,0.1666666667,PODOR,MBOLO BIRANE,GANGUEL,,,
uuid:17dbbf54-eaaf-49ad-8d35-b9962dfac1f4,1.74E+39,Maize,1,0.5,700,1.4,SEDHIOU,SAMA KANTA PEULH,SARE ALMAMY,12.92570333,-15.24719167,"[0.430340975522995, 0.4044744074344635, 0.39861342310905457, 0.365649938583374, 0.3552379012107849, 0.29952919483184814, 0.3128948509693146, 0.29803305864334106, 0.2997768521308899, 0.2908841371536255, 0.29595619440078735, 0.29336637258529663, 0.30604803562164307, 0.29744499921798706, 0.3068760931491852, 0.31268247961997986, 0.30849766731262207, 0.341679185628891, 0.34693291783332825, 0.4128088057041168, 0.4078698456287384, 0.42397958040237427, 0.42210158705711365, 0.40113377571105957, 0.39159977436065674, 0.4816873371601105, 0.5499756336212158, 0.29453498125076294, 0.44972142577171326, 0.2909579277038574, 0.44892746210098267, 0.5732046365737915, 0.48998165130615234, 0.6920544505119324, 0.486946702003479, 0.7079979777336121, 0.7176564931869507, 0.6836638450622559, 0.6435868740081787, 0.5934429168701172, 0.5915398001670837, 0.559561014175415, 0.5068948864936829, 0.4672854244709015, 0.43533480167388916, 0.43682053685188293]"
uuid:185b4e9f-f892-4d75-a790-6208591b0ba6,1.85E+39,Maize,1,0.5,400,0.8,BIGNONA,DJINAKI,Kabiline,12.951655,-16.52200833,"[0.30235689878463745, 0.2950102984905243, 0.3013438880443573, 0.27286654710769653, 0.2822510004043579, 0.25350281596183777, 0.25614476203918457, 0.23860348761081696, 0.2632705569267273, 0.2434728741645813, 0.2348393350839615, 0.24658678472042084, 0.22686967253684998, 0.23428025841712952, 0.22096417844295502, 0.25594574213027954, 0.22751463949680328, 0.26649701595306396, 0.20896822214126587, 0.252554327249527, 0.23496301472187042, 0.26259368658065796, 0.23724421858787537, 0.1494103968143463, 0.18505415320396423, 0.2594781816005707, 0.2889239192008972, 0.2154032588005066, 0.34141355752944946, 0.1882350891828537, 0.3657316267490387, 0.2255566418170929, 0.3322179913520813, 0.3496493399143219, 0.3873784840106964, 0.4109470248222351, 0.4005090594291687, 0.4429118037223816, 0.3923971652984619, 0.4171723425388336, 0.4220017194747925, 0.3979543149471283, 0.35867324471473694, 0.36547672748565674, 0.3371226191520691, 0.3294598460197449]"
uuid:186702fa-0562-4531-aec5-8a3a7302a77e,1.87E+39,Maize,1,0.5,500,1,GOUDOMP,YARANG BALANTE,SINA,12.5422,-15.60534167,"[0.4400031566619873, 0.4430859386920929, 0.4275466501712799, 0.4221869707107544, 0.4010677635669708, 0.3798621594905853, 0.3734891712665558, 0.3666725158691406, 0.3686697781085968, 0.3646799921989441, 0.3506651520729065, 0.35166481137275696, 0.3572312295436859, 0.3336116075515747, 0.34067991375923157, 0.3597172200679779, 0.3318426012992859, 0.35214900970458984, 0.3495180904865265, 0.3677457571029663, 0.4023769497871399, 0.427895724773407, 0.3676919639110565, 0.3556896448135376, 0.3552473485469818, 0.40484362840652466, 0.49275538325309753, 0.3484623432159424, 0.35055723786354065, 0.3009006977081299, 0.40897810459136963, 0.4757804870605469, 0.5193855166435242, 0.5183250308036804, 0.61253821849823, 0.6292229890823364, 0.6208590269088745, 0.6136525273323059, 0.5990119576454163, 0.5747818350791931, 0.5951995849609375, 0.5843501091003418, 0.5268227458000183, 0.5188171863555908, 0.4658051133155823, 0.4683232009410858]"
uuid:18e1b2c2-c2e6-4a66-a738-61c328d3bf04,1.85E+39,Maize,1,2,400,0.2,KAOLACK,LATMINGUE,KEUR ALY AWA,14.08206,-15.86450167,"[0.2749302089214325, 0.2675597667694092, 0.2643830478191376, 0.26075479388237, 0.2511209547519684, 0.24387727677822113, 0.23487447202205658, 0.22708503901958466, 0.23460684716701508, 0.22735321521759033, 0.2236139327287674, 0.22837796807289124, 0.22356361150741577, 0.2241670787334442, 0.22122204303741455, 0.2224469929933548, 0.21489335596561432, 0.20717979967594147, 0.19702188670635223, 0.19174762070178986, 0.18297065794467926, 0.1419757902622223, 0.17324385046958923, 0.18323594331741333, 0.18920382857322693, 0.18038849532604218, 0.2013443261384964, 0.16074490547180176, 0.2730571925640106, 0.36294665932655334, 0.41398897767066956, 0.514289915561676, 0.3881007134914398, 0.5747238397598267, 0.5569044947624207, 0.5365603566169739, 0.4914635419845581, 0.43334776163101196, 0.35606691241264343, 0.31230852007865906, 0.3113180100917816, 0.2856159806251526, 0.25298574566841125, 0.25220537185668945, 0.251239150762558, 0.24245084822177887]"
uuid:19226fe2-457c-4e10-afe1-3ee9c877f16e,1.92E+39,Maize,1,0.5,5,0.01,KANEL,OURO SIDY,LEWE DAMGA,15.47617,-13.21852667,"[0.21346651017665863, 0.2133505940437317, 0.20587755739688873, 0.2059052735567093, 0.2052823156118393, 0.1957782804965973, 0.19918060302734375, 0.20351387560367584, 0.19745387136936188, 0.1965395212173462, 0.19625772535800934, 0.19917164742946625, 0.19553019106388092, 0.1924709528684616, 0.18972046673297882, 0.1950380653142929, 0.1920817345380783, 0.19029772281646729, 0.18569926917552948, 0.176967054605484, 0.17907333374023438, 0.1692577749490738, 0.16813702881336212, 0.20052918791770935, 0.31951817870140076, 0.28180617094039917, 0.2642374336719513, 0.23669292032718658, 0.3076903223991394, 0.4038832187652588, 0.3777759075164795, 0.3744005858898163, 0.368598997592926, 0.4100029766559601, 0.36687570810317993, 0.30723586678504944, 0.26363033056259155, 0.2522725462913513, 0.2173556685447693, 0.21764986217021942, 0.21589408814907074, 0.20324711501598358, 0.2075832337141037, 0.19910359382629395, 0.19911377131938934, 0.16279374063014984]"
uuid:192e3648-403d-47ca-8c1c-a2eecf39d47c,1.93E+39,Maize,1,1,1400,1.4,MEDINA YORO FOULAH,BOUROUCO,TA�BA,13.21058,-15.219535,"[0.3651058077812195, 0.3383622467517853, 0.3339000940322876, 0.30757832527160645, 0.3016987144947052, 0.24762697517871857, 0.2620232403278351, 0.24872569739818573, 0.25933316349983215, 0.24947986006736755, 0.24398702383041382, 0.25065791606903076, 0.2668601870536804, 0.2665294110774994, 0.28079724311828613, 0.3031201660633087, 0.28749263286590576, 0.3154265880584717, 0.29963722825050354, 0.33551838994026184, 0.327583372592926, 0.3582989275455475, 0.3240148425102234, 0.3508424460887909, 0.3121625781059265, 0.31103071570396423, 0.39815980195999146, 0.22789399325847626, 0.42006802558898926, 0.4088996946811676, 0.4913569688796997, 0.6150166392326355, 0.6817243099212646, 0.590668797492981, 0.7350159883499146, 0.7243921756744385, 0.7116508483886719, 0.6505757570266724, 0.5873690247535706, 0.496040016412735, 0.5149715542793274, 0.4705801010131836, 0.3813840448856354, 0.3710809350013733, 0.34597525000572205, 0.3534558117389679]"
uuid:19618bc8-a888-4d57-9711-66b3f66c83e6,1.96E+39,Maize,1,1,2150,2.15,BIGNONA,KAFOUNTINE,KAFOUNTINE,12.92356667,-16.73614833,"[0.39154306054115295, 0.3628239631652832, 0.3572015166282654, 0.3338656723499298, 0.34536582231521606, 0.31615474820137024, 0.3101002871990204, 0.2985670268535614, 0.30697521567344666, 0.3017459213733673, 0.28787165880203247, 0.29370060563087463, 0.32014530897140503, 0.2742661237716675, 0.27207374572753906, 0.2845345139503479, 0.27551940083503723, 0.30397918820381165, 0.2834698259830475, 0.32338738441467285, 0.2980145812034607, 0.2953900098800659, 0.1939183920621872, 0.23266032338142395, 0.21065989136695862, 0.2637404799461365, 0.3985542356967926, 0.18574926257133484, 0.33187946677207947, 0.3786796033382416, 0.47066980600357056, 0.351654976606369, 0.3729255795478821, 0.3725106418132782, 0.4358178377151489, 0.4718828499317169, 0.5319559574127197, 0.5493074059486389, 0.4851268231868744, 0.4996611177921295, 0.4946061968803406, 0.4629134237766266, 0.4554617702960968, 0.5016812682151794, 0.4087453782558441, 0.4223763942718506]"
uuid:19a0f0c3-b66b-4ef2-af26-9c2d656d91e3,1.91E+39,Maize,1,2,350,0.175,KOLDA,MEDINA CHERIF,MEDINA SAMBA BALDE (SARE SAMBA OURY),12.92835833,-14.18626167,"[0.3587983250617981, 0.3390696048736572, 0.33018073439598083, 0.30837804079055786, 0.300748735666275, 0.2519609332084656, 0.26712751388549805, 0.26501134037971497, 0.26599180698394775, 0.26236897706985474, 0.26386216282844543, 0.2576363980770111, 0.25651928782463074, 0.2552303969860077, 0.26078182458877563, 0.2631537616252899, 0.25623804330825806, 0.2699974775314331, 0.26628461480140686, 0.36219677329063416, 0.42708390951156616, 0.4597695767879486, 0.3884417414665222, 0.29787713289260864, 0.4113653600215912, 0.3887374699115753, 0.48122480511665344, 0.353873074054718, 0.4008508026599884, 0.38151615858078003, 0.6156787872314453, 0.5759257078170776, 0.6309602856636047, 0.6975295543670654, 0.6977933645248413, 0.7196673154830933, 0.7028008699417114, 0.6782235503196716, 0.6099587082862854, 0.5623181462287903, 0.5406910181045532, 0.49708303809165955, 0.45042136311531067, 0.4080018103122711, 0.37570008635520935, 0.3605875074863434]"
uuid:19c3782c-6970-4b26-8a56-078b1913128f,1.93E+39,Maize,1,0.75,550,0.7333333333,KOLDA,COUMBACARA,SARE NIYEL,12.769105,-14.51058833,"[0.413007915019989, 0.3805004954338074, 0.3670670688152313, 0.332004189491272, 0.3122636675834656, 0.27095991373062134, 0.2857500910758972, 0.2781991958618164, 0.2836703360080719, 0.28825968503952026, 0.2889798581600189, 0.288580060005188, 0.29206547141075134, 0.28752264380455017, 0.2914219796657562, 0.3047788441181183, 0.288343220949173, 0.3280477821826935, 0.35357844829559326, 0.44127166271209717, 0.5229684710502625, 0.6035841107368469, 0.5477473139762878, 0.32984021306037903, 0.5778495073318481, 0.5815861821174622, 0.6299169063568115, 0.454207181930542, 0.4742378890514374, 0.3862189054489136, 0.5703855752944946, 0.42942366003990173, 0.6359304785728455, 0.7720232009887695, 0.6885458827018738, 0.7828817367553711, 0.7603894472122192, 0.7306592464447021, 0.6534347534179688, 0.6108345985412598, 0.5971577763557434, 0.5533028244972229, 0.4987005293369293, 0.4665389955043793, 0.4206957221031189, 0.4000687003135681]"
uuid:19ce6eba-c672-4dbc-86c9-1b35c90c2fed,1.94E+39,Maize,1,1,1500,1.5,VELINGARA,PAKOUR,PAKOUR,12.76027833,-13.95988333,"[0.40406399965286255, 0.3822340965270996, 0.36739128828048706, 0.35042858123779297, 0.3234832286834717, 0.26781734824180603, 0.2862558960914612, 0.27962926030158997, 0.2821694314479828, 0.28188785910606384, 0.2803792655467987, 0.2823044955730438, 0.28646406531333923, 0.2841164171695709, 0.29082828760147095, 0.3006906807422638, 0.28785985708236694, 0.29692885279655457, 0.2883554995059967, 0.33831682801246643, 0.43112999200820923, 0.49027782678604126, 0.46717193722724915, 0.2599608302116394, 0.5382315516471863, 0.4497615396976471, 0.6021909117698669, 0.4751476049423218, 0.48106035590171814, 0.3280131220817566, 0.5310482382774353, 0.4005861282348633, 0.6654710173606873, 0.5638304352760315, 0.7108610272407532, 0.7153551578521729, 0.7431235909461975, 0.7058410048484802, 0.6341985464096069, 0.5923106670379639, 0.5756312608718872, 0.5398899912834167, 0.5002431273460388, 0.4354952275753021, 0.4165806472301483, 0.40359264612197876]"
uuid:1a1b69d0-0656-41e7-a967-164e0143d264,1.11E+39,Maize,1,0.25,300,1.2,KAFFRINE,KATHIOTE,Ngainte Gouye/Keur Sette Tabara,14.050345,-15.57109833,"[0.2569981515407562, 0.25109201669692993, 0.24509558081626892, 0.24458837509155273, 0.2373795360326767, 0.22867362201213837, 0.22192296385765076, 0.2145266979932785, 0.22170285880565643, 0.21353574097156525, 0.20998382568359375, 0.2135230451822281, 0.2094307541847229, 0.2109498530626297, 0.20959992706775665, 0.21125024557113647, 0.2013508379459381, 0.1911918669939041, 0.1872841715812683, 0.16954195499420166, 0.16746637225151062, 0.1630157083272934, 0.1653572916984558, 0.17440296709537506, 0.17235097289085388, 0.1771131306886673, 0.21334446966648102, 0.1208706647157669, 0.28995370864868164, 0.32100024819374084, 0.3865167498588562, 0.566372275352478, 0.4284874498844147, 0.5783094167709351, 0.6195740699768066, 0.622676432132721, 0.503296971321106, 0.4345529079437256, 0.3349936902523041, 0.28507575392723083, 0.28918012976646423, 0.26089972257614136, 0.23810970783233643, 0.23487432301044464, 0.2321900874376297, 0.22777582705020905]"
uuid:1a5a7516-78c1-4dd0-b981-15706aef33a6,1.15E+39,Maize,1,1,250,0.25,FOUNDIOUGNE,NIORO ALASSANE TALL,KEUR BACAR DIAITE,13.8523,-16.30083167,"[0.29666194319725037, 0.290862500667572, 0.28008556365966797, 0.27709540724754333, 0.2644246220588684, 0.25002172589302063, 0.2451716661453247, 0.2372736632823944, 0.24134984612464905, 0.23697426915168762, 0.23376452922821045, 0.23247377574443817, 0.23382256925106049, 0.23318088054656982, 0.23073317110538483, 0.23617471754550934, 0.22292359173297882, 0.2195262461900711, 0.20915909111499786, 0.21327748894691467, 0.21315644681453705, 0.17765772342681885, 0.20412695407867432, 0.22476834058761597, 0.2599824368953705, 0.2788858711719513, 0.26305392384529114, 0.16136853396892548, 0.40390270948410034, 0.38693445920944214, 0.4985090494155884, 0.5688310265541077, 0.46195346117019653, 0.6307553648948669, 0.6020640730857849, 0.6585471034049988, 0.5609464645385742, 0.4892256259918213, 0.4037700891494751, 0.3679118752479553, 0.37440961599349976, 0.3396131694316864, 0.32165563106536865, 0.30031585693359375, 0.29470953345298767, 0.28818464279174805]"
uuid:1aa66887-1a08-4f9e-a508-ad13bc10a1fd,1.12E+39,Maize,1,1,250,0.25,SEDHIOU,SAKAR,DASSILANE PAKAO,12.89617833,-15.42825333,"[0.4422556757926941, 0.4266645014286041, 0.4039750397205353, 0.3862830102443695, 0.35108110308647156, 0.31749895215034485, 0.2972089350223541, 0.2893775999546051, 0.29853013157844543, 0.30067458748817444, 0.2978416085243225, 0.2954404056072235, 0.31267106533050537, 0.2975918650627136, 0.30972543358802795, 0.32462698221206665, 0.30621880292892456, 0.3305189609527588, 0.3243541121482849, 0.3880864083766937, 0.38271814584732056, 0.4086686670780182, 0.4003719985485077, 0.3335784375667572, 0.4009251594543457, 0.3394169509410858, 0.521234929561615, 0.25334230065345764, 0.39658766984939575, 0.3647298514842987, 0.5107744336128235, 0.5744795203208923, 0.573211133480072, 0.5637915134429932, 0.4868975877761841, 0.6659554839134216, 0.7335918545722961, 0.7196843028068542, 0.6746801733970642, 0.6335792541503906, 0.6610774993896484, 0.6061941981315613, 0.5420947074890137, 0.5344797372817993, 0.46085911989212036, 0.46899333596229553]"
uuid:1b0c8960-e28f-461f-8209-fd5a90327be2,1.20E+39,Maize,1,1,300,0.3,SEDHIOU,OUDOUCAR,1. MARANDAN 2,12.87598167,-15.29662667,"[0.40916433930397034, 0.38437896966934204, 0.3758517801761627, 0.34541231393814087, 0.3384200632572174, 0.31113800406455994, 0.3013805150985718, 0.29181763529777527, 0.2994673550128937, 0.2885992228984833, 0.28797677159309387, 0.28751128911972046, 0.2941255569458008, 0.28920993208885193, 0.2913176119327545, 0.30435454845428467, 0.29031625390052795, 0.3211289942264557, 0.3117280900478363, 0.3652527630329132, 0.3673088252544403, 0.37255150079727173, 0.3771804869174957, 0.34411948919296265, 0.3501717746257782, 0.39316630363464355, 0.5045357942581177, 0.28851747512817383, 0.420638769865036, 0.29413434863090515, 0.4513038694858551, 0.5035948753356934, 0.4749647378921509, 0.5563854575157166, 0.4965801537036896, 0.6616266369819641, 0.6655152440071106, 0.6400747299194336, 0.6011391878128052, 0.5615869760513306, 0.5680539011955261, 0.5319147706031799, 0.47807031869888306, 0.4544564485549927, 0.40936288237571716, 0.40961939096450806]"
uuid:1b3aa8a6-ee7e-47ea-898c-9ebef59e826c,1.23E+39,Maize,1,0.25,50,0.2,SEDHIOU,SANSAMBA,YACINE MANDINA(DIASSING MANDINA),,,
uuid:1bfedc33-3ba1-406e-9b67-4f51504b3f34,1.27E+39,Maize,1,1,500,0.5,KOLDA,SARE BIDJI,SARE SAMA CHIKA,12.95441667,-14.978375,"[0.37487542629241943, 0.3504645526409149, 0.3441837430000305, 0.3231174349784851, 0.3177623748779297, 0.28573697805404663, 0.2942005693912506, 0.2898700535297394, 0.29529187083244324, 0.2905733287334442, 0.29199376702308655, 0.2911701202392578, 0.30139344930648804, 0.29437530040740967, 0.3035930097103119, 0.3296177089214325, 0.30715397000312805, 0.336044043302536, 0.34472325444221497, 0.4407208263874054, 0.4302810728549957, 0.4363207221031189, 0.41900452971458435, 0.44185391068458557, 0.36409854888916016, 0.4701498746871948, 0.5005858540534973, 0.31513452529907227, 0.44558340311050415, 0.3752959072589874, 0.413774698972702, 0.48312947154045105, 0.5217500925064087, 0.6710418462753296, 0.5499588847160339, 0.6997187733650208, 0.7133233547210693, 0.6611950993537903, 0.608970046043396, 0.5584355592727661, 0.5670153498649597, 0.5210235118865967, 0.4451386034488678, 0.41082561016082764, 0.38127100467681885, 0.3879782557487488]"
uuid:1c55160f-0138-44be-a3ba-8e7e11106d2c,1.36E+39,Maize,1,1.2,500,0.4166666667,KOLDA,BAGADADJI,BAGADADJI,12.84969667,-14.65201167,"[0.39511367678642273, 0.3669801354408264, 0.3544745445251465, 0.32774800062179565, 0.3182999789714813, 0.27268967032432556, 0.29356515407562256, 0.28546077013015747, 0.2870545983314514, 0.2926534116268158, 0.29016268253326416, 0.2929871082305908, 0.2945595979690552, 0.29260504245758057, 0.29787397384643555, 0.30819839239120483, 0.3037940561771393, 0.3215929865837097, 0.3283153176307678, 0.3969424068927765, 0.435288667678833, 0.4826870560646057, 0.4443945288658142, 0.3449084758758545, 0.48822590708732605, 0.4812137484550476, 0.5430783629417419, 0.3718346059322357, 0.40890949964523315, 0.4125191271305084, 0.5335189700126648, 0.505954384803772, 0.4892120957374573, 0.756192684173584, 0.5829467177391052, 0.7647720575332642, 0.7344037294387817, 0.6940081119537354, 0.6343595385551453, 0.5881133079528809, 0.5805615186691284, 0.5522310137748718, 0.5011435747146606, 0.4373414218425751, 0.41013190150260925, 0.4092405438423157]"
uuid:1c7e1337-96a7-402d-b6b5-91df17e23b35,1.38E+39,Maize,1,2,150,0.075,BOUNKILING,NDIAMALATHIEL,NDIAMALATHIEL,,,
uuid:1c94e33b-ed6e-4c13-ab5d-3b9a4ec2188f,1.39E+39,Maize,1,0.25,500,2,VELINGARA,SARE COLY SALLE,MADINA DIALO,13.16023333,-14.07177,"[0.31417328119277954, 0.2990460693836212, 0.29716265201568604, 0.29210761189460754, 0.27580955624580383, 0.24874643981456757, 0.2513718008995056, 0.24041756987571716, 0.2456778585910797, 0.24272887408733368, 0.24596044421195984, 0.24401021003723145, 0.25289642810821533, 0.24657823145389557, 0.2535085678100586, 0.25497499108314514, 0.24587854743003845, 0.25567367672920227, 0.26759275794029236, 0.32849323749542236, 0.3805506229400635, 0.3398551046848297, 0.3871922492980957, 0.30427783727645874, 0.40873631834983826, 0.3525412082672119, 0.42520883679389954, 0.35985344648361206, 0.37097060680389404, 0.42503535747528076, 0.4792502522468567, 0.4086867868900299, 0.515170156955719, 0.5942944884300232, 0.7300326228141785, 0.7170445919036865, 0.6753792762756348, 0.6271990537643433, 0.5396251082420349, 0.47377052903175354, 0.45033735036849976, 0.4193592071533203, 0.3807409107685089, 0.36972513794898987, 0.32248494029045105, 0.3278557360172272]"
uuid:1d034bba-2434-4e0f-9048-440c1b5f8186,1.40E+39,Maize,1,3,1500,0.5,VELINGARA,KANDIA,TABADIANG SAMBA,13.11227833,-14.242775,"[0.3727101981639862, 0.3495481014251709, 0.3393512964248657, 0.315059095621109, 0.30108946561813354, 0.26820996403694153, 0.26966792345046997, 0.2605995833873749, 0.2729758024215698, 0.2688385248184204, 0.2709941565990448, 0.26952770352363586, 0.27011677622795105, 0.2712431848049164, 0.27838921546936035, 0.2884151041507721, 0.2715514004230499, 0.2916262149810791, 0.3207452595233917, 0.3645434081554413, 0.4224380850791931, 0.4212494194507599, 0.3601929247379303, 0.27686023712158203, 0.41803234815597534, 0.4523201584815979, 0.44702816009521484, 0.27473869919776917, 0.3156440854072571, 0.4139128029346466, 0.6128130555152893, 0.5130066275596619, 0.463428258895874, 0.670124351978302, 0.7249526977539062, 0.7147196531295776, 0.7116135954856873, 0.6682652831077576, 0.6008243560791016, 0.5489989519119263, 0.5230208039283752, 0.49335888028144836, 0.44709670543670654, 0.4251476526260376, 0.3763493299484253, 0.37563514709472656]"
uuid:1e27f575-56e8-4dc1-997e-ec2ed5c639d3,1.53E+39,Maize,1,1,2000,2,VELINGARA,LINKERING,SANSANCOTO,12.90044167,-13.79478667,"[0.3823505938053131, 0.35856565833091736, 0.3377957046031952, 0.34044894576072693, 0.29359129071235657, 0.24989373981952667, 0.26656562089920044, 0.2612623870372772, 0.26091116666793823, 0.26560118794441223, 0.2738795578479767, 0.2756168246269226, 0.28559184074401855, 0.28496837615966797, 0.28279364109039307, 0.3034350872039795, 0.2952011227607727, 0.3199548125267029, 0.32807642221450806, 0.3878161311149597, 0.41996029019355774, 0.4985826909542084, 0.47213342785835266, 0.25846126675605774, 0.5255500674247742, 0.503884494304657, 0.5564996004104614, 0.36386996507644653, 0.28593289852142334, 0.5156465172767639, 0.4821045994758606, 0.5588893890380859, 0.6611794233322144, 0.6185026168823242, 0.7356012463569641, 0.6948029398918152, 0.728808581829071, 0.6869321465492249, 0.5910643935203552, 0.572439432144165, 0.5530357360839844, 0.514956533908844, 0.4801454544067383, 0.4227152466773987, 0.3928779661655426, 0.39192429184913635]"
uuid:1e3dc2fb-2752-4e46-9b54-c1a807ca7527,1.53E+39,Maize,1,1,960,0.96,VELINGARA,BONCONTO,DAROU SALAM DJIDERE (SINTHIANG DJIDERE),13.04718667,-13.93839833,"[0.37733930349349976, 0.3458021581172943, 0.336647093296051, 0.3277844786643982, 0.3036641478538513, 0.24298614263534546, 0.2740683853626251, 0.26644665002822876, 0.27360203862190247, 0.2697957456111908, 0.2746472656726837, 0.2758057117462158, 0.28629085421562195, 0.2828626036643982, 0.2931804955005646, 0.30434727668762207, 0.294104665517807, 0.30150535702705383, 0.31873011589050293, 0.38149407505989075, 0.42617666721343994, 0.479644775390625, 0.4380784034729004, 0.25937920808792114, 0.505729079246521, 0.4273143708705902, 0.5124092698097229, 0.3061307370662689, 0.43079736828804016, 0.34093743562698364, 0.48654454946517944, 0.4529869854450226, 0.6491438746452332, 0.5631797313690186, 0.6532860398292542, 0.7436033487319946, 0.7141045331954956, 0.6721877455711365, 0.5989441871643066, 0.5582305192947388, 0.5418238043785095, 0.503805935382843, 0.4621219038963318, 0.3962606191635132, 0.38180676102638245, 0.380173921585083]"
