KEY,ID_menage,crops_cult2,season_cult2,Area planted,Quantity produced (Kg),Yield,Department,Counties,Village,gpslat,gpslon,ndvi
uuid:2b2335ec-3fc2-4d42-b582-953c8585a2a3,2.22E+39,Irrigated rice winter,1,2,1000,0.5,VELINGARA,PAKOUR,PAKOUR,12.76049167,-13.95937833,"[0.4041299521923065, 0.38233476877212524, 0.36731091141700745, 0.3504061698913574, 0.32338061928749084, 0.26794180274009705, 0.286318838596344, 0.27963292598724365, 0.2820877432823181, 0.2818269729614258, 0.28041356801986694, 0.2824892997741699, 0.2865292429924011, 0.2842022180557251, 0.2908543646335602, 0.30077001452445984, 0.2880520820617676, 0.29711395502090454, 0.2880900204181671, 0.3380974531173706, 0.4309471547603607, 0.4899980127811432, 0.4671829342842102, 0.25954103469848633, 0.5381611585617065, 0.4487531781196594, 0.6022332310676575, 0.4764769673347473, 0.4806823134422302, 0.3274681866168976, 0.5312564373016357, 0.40049055218696594, 0.664920449256897, 0.5626095533370972, 0.7106664180755615, 0.7140126824378967, 0.7431324124336243, 0.7058563232421875, 0.6343514919281006, 0.5924311876296997, 0.5756006240844727, 0.5400137305259705, 0.5002378225326538, 0.43552476167678833, 0.4167259931564331, 0.4036905765533447]"
uuid:2c0a1e33-3eb6-4c51-aebd-47edf5855b5e,2.30E+39,Irrigated rice winter,1,0.2,150,0.75,OUSSOUYE,DJEMBERING,DIEMBERING,12.46854333,-16.77807167,"[0.3942827582359314, 0.4187631607055664, 0.39838066697120667, 0.3934863805770874, 0.3702438175678253, 0.34416818618774414, 0.33691611886024475, 0.3179408013820648, 0.3301070034503937, 0.32020264863967896, 0.3257082402706146, 0.30009594559669495, 0.35576459765434265, 0.28831765055656433, 0.2953629493713379, 0.30672985315322876, 0.29767024517059326, 0.31254005432128906, 0.2813403308391571, 0.3004094362258911, 0.2900560796260834, 0.22556963562965393, 0.27996110916137695, 0.26598212122917175, 0.26967722177505493, 0.3622659146785736, 0.30206406116485596, 0.19736889004707336, 0.4832952618598938, 0.3886388838291168, 0.5589425563812256, 0.34866490960121155, 0.42732855677604675, 0.5269730091094971, 0.5290160179138184, 0.5881525278091431, 0.48655688762664795, 0.5910907983779907, 0.5183869004249573, 0.5165355205535889, 0.5636208057403564, 0.5090011358261108, 0.47196999192237854, 0.5564041137695312, 0.4337253272533417, 0.45476052165031433]"
uuid:2c0a1e33-3eb6-4c51-aebd-47edf5855b5e,2.30E+39,Irrigated rice winter,1,0.3,150,0.5,OUSSOUYE,DJEMBERING,DIEMBERING,12.46854333,-16.77807167,"[0.3942827582359314, 0.4187631607055664, 0.39838066697120667, 0.3934863805770874, 0.3702438175678253, 0.34416818618774414, 0.33691611886024475, 0.3179408013820648, 0.3301070034503937, 0.32020264863967896, 0.3257082402706146, 0.30009594559669495, 0.35576459765434265, 0.28831765055656433, 0.2953629493713379, 0.30672985315322876, 0.29767024517059326, 0.31254005432128906, 0.2813403308391571, 0.3004094362258911, 0.2900560796260834, 0.22556963562965393, 0.27996110916137695, 0.26598212122917175, 0.26967722177505493, 0.3622659146785736, 0.30206406116485596, 0.19736889004707336, 0.4832952618598938, 0.3886388838291168, 0.5589425563812256, 0.34866490960121155, 0.42732855677604675, 0.5269730091094971, 0.5290160179138184, 0.5881525278091431, 0.48655688762664795, 0.5910907983779907, 0.5183869004249573, 0.5165355205535889, 0.5636208057403564, 0.5090011358261108, 0.47196999192237854, 0.5564041137695312, 0.4337253272533417, 0.45476052165031433]"
uuid:311368d7-c649-4372-ac67-4621481e4027,3.11E+39,Irrigated rice winter,1,0.5,2000,4,MATAM,DABIA,SARE LIOU,15.92418833,-13.52751333,"[0.2462446093559265, 0.23720011115074158, 0.231167271733284, 0.20661109685897827, 0.2147180289030075, 0.2028081715106964, 0.2027670294046402, 0.1961210072040558, 0.19833795726299286, 0.19251030683517456, 0.18782931566238403, 0.19274109601974487, 0.18318958580493927, 0.18021835386753082, 0.17222267389297485, 0.17994236946105957, 0.190069317817688, 0.18020814657211304, 0.1706840544939041, 0.16444094479084015, 0.1619081199169159, 0.15465931594371796, 0.1525363028049469, 0.18134979903697968, 0.17882253229618073, 0.17650297284126282, 0.16958169639110565, 0.17582015693187714, 0.18419131636619568, 0.18694008886814117, 0.20827271044254303, 0.28146663308143616, 0.36550575494766235, 0.3989879786968231, 0.32804685831069946, 0.4548683762550354, 0.5019010901451111, 0.47393184900283813, 0.4973151683807373, 0.46141576766967773, 0.4682104289531708, 0.4252202808856964, 0.283877968788147, 0.2570251524448395, 0.2363273650407791, 0.21901866793632507]"
uuid:313b4eed-3335-438a-aa30-6153ceab60ea,3.13E+39,Irrigated rice winter,1,1,50,0.05,FOUNDIOUGNE,TOUBACOUTA,SANTAMBA,13.73929667,-16.42682833,"[0.33649370074272156, 0.32522451877593994, 0.32128527760505676, 0.30334794521331787, 0.30008020997047424, 0.2858509123325348, 0.27918311953544617, 0.26785412430763245, 0.28088846802711487, 0.2751288115978241, 0.2691290080547333, 0.2741071581840515, 0.2753130793571472, 0.2663305401802063, 0.26192888617515564, 0.27114441990852356, 0.258105993270874, 0.26027312874794006, 0.2448721081018448, 0.2572753429412842, 0.24331000447273254, 0.16624821722507477, 0.2280425876379013, 0.250533789396286, 0.27859818935394287, 0.24367396533489227, 0.2642908990383148, 0.191552996635437, 0.32083192467689514, 0.366830050945282, 0.4765981435775757, 0.5281960964202881, 0.5557016134262085, 0.6068434119224548, 0.617102324962616, 0.6518251299858093, 0.6132800579071045, 0.5822724103927612, 0.5124560594558716, 0.4592643976211548, 0.46500346064567566, 0.4121810793876648, 0.34504711627960205, 0.36259809136390686, 0.35213130712509155, 0.34618496894836426]"
uuid:314796bc-ac5d-42d7-80d1-1078ebdfccba,3.15E+39,Irrigated rice winter,1,0.25,2000,8,DAGANA,MBANE,Toucouleur Diery,16.46838167,-15.63384,"[0.37501636147499084, 0.35907283425331116, 0.36232197284698486, 0.3383421003818512, 0.3407364785671234, 0.31883999705314636, 0.3292129933834076, 0.3232858180999756, 0.32645997405052185, 0.3420483469963074, 0.3477265238761902, 0.3559189438819885, 0.3949650526046753, 0.35948172211647034, 0.342795193195343, 0.3701269328594208, 0.3645528256893158, 0.4050084948539734, 0.35519495606422424, 0.35041874647140503, 0.35037368535995483, 0.3243577182292938, 0.3057768642902374, 0.356646865606308, 0.33277595043182373, 0.3525161147117615, 0.3495957851409912, 0.31290191411972046, 0.35609346628189087, 0.4347715973854065, 0.4549071490764618, 0.4688217043876648, 0.49169689416885376, 0.49106982350349426, 0.5374612212181091, 0.5001527667045593, 0.5201067924499512, 0.49682745337486267, 0.5006809234619141, 0.4601929783821106, 0.4723731279373169, 0.44048216938972473, 0.4426192343235016, 0.37639087438583374, 0.35438886284828186, 0.3555176556110382]"
uuid:32ad1ea6-48a4-47d9-a15d-f54521baf1d1,3.21E+39,Irrigated rice winter,1,0.5,1900,3.8,KANEL,ORKADIERE,GOURIKI COLIYABE,,,
uuid:33048b5a-b218-4da7-82cb-aecc5370a26e,3.30E+39,Irrigated rice winter,1,1.4,5000,3.571428571,MATAM,BOKIDIAWE,BOKIDIAWE SARAKHOLE,15.83055,-13.45542167,"[0.22806209325790405, 0.23219799995422363, 0.2354932427406311, 0.22421370446681976, 0.21727122366428375, 0.208255335688591, 0.21267975866794586, 0.2110973447561264, 0.21102379262447357, 0.2029244303703308, 0.2049119919538498, 0.20024538040161133, 0.1950046569108963, 0.18850013613700867, 0.1828424334526062, 0.19130471348762512, 0.198517307639122, 0.1884654015302658, 0.17894674837589264, 0.17682498693466187, 0.1740434765815735, 0.15995490550994873, 0.1640729010105133, 0.14511659741401672, 0.23470889031887054, 0.24159926176071167, 0.218030646443367, 0.21869057416915894, 0.2965000867843628, 0.3207748234272003, 0.26535478234291077, 0.26928842067718506, 0.263226181268692, 0.27323392033576965, 0.23865535855293274, 0.2272178828716278, 0.22545194625854492, 0.2277267575263977, 0.21672441065311432, 0.21923452615737915, 0.21402771770954132, 0.21937039494514465, 0.19950935244560242, 0.2153281271457672, 0.20835261046886444, 0.2001013159751892]"
uuid:36c402b6-c82a-4e16-a045-6e29efd2b2c7,3.63E+39,Irrigated rice winter,1,0.47,1500,3.191489362,PODOR,GUEDE VILLAGE,DIAMBO DIAOBE,16.57438833,-14.84533667,"[0.2687980532646179, 0.2658041715621948, 0.273954302072525, 0.26979929208755493, 0.2652260959148407, 0.25113895535469055, 0.2509285509586334, 0.24887382984161377, 0.2562074363231659, 0.24790355563163757, 0.2426568865776062, 0.23698458075523376, 0.23841701447963715, 0.20939166843891144, 0.23320427536964417, 0.24526388943195343, 0.2528703212738037, 0.27362164855003357, 0.23200705647468567, 0.22111964225769043, 0.23726332187652588, 0.24873146414756775, 0.22288548946380615, 0.2161281406879425, 0.24714551866054535, 0.23334579169750214, 0.2280040979385376, 0.20308400690555573, 0.21315111219882965, 0.260797917842865, 0.28494834899902344, 0.30361509323120117, 0.32024645805358887, 0.3167765140533447, 0.294839471578598, 0.2923717498779297, 0.2784431278705597, 0.2716427743434906, 0.2791304886341095, 0.27059242129325867, 0.2787630259990692, 0.26776623725891113, 0.2593660354614258, 0.2561371326446533, 0.24229687452316284, 0.22487904131412506]"
uuid:36cae58b-dad7-43f2-a676-1ab83d9c3cbc,3.63E+39,Irrigated rice winter,1,0.8,972,1.215,PODOR,GUEDE VILLAGE,DIAMBO DIAOBE,16.57263833,-14.84367,"[0.2701326310634613, 0.2665838301181793, 0.27546125650405884, 0.2708882987499237, 0.26647239923477173, 0.252408504486084, 0.25232818722724915, 0.2507661283016205, 0.25817665457725525, 0.24974288046360016, 0.24410825967788696, 0.2381936013698578, 0.23965506255626678, 0.2095317244529724, 0.23344282805919647, 0.2456856071949005, 0.2531689405441284, 0.2731577157974243, 0.23161187767982483, 0.22060705721378326, 0.23637598752975464, 0.24876630306243896, 0.22260791063308716, 0.2164313942193985, 0.2475157231092453, 0.23364928364753723, 0.2290562242269516, 0.2039402723312378, 0.21397751569747925, 0.26249057054519653, 0.28603053092956543, 0.30426761507987976, 0.3210012912750244, 0.31774067878723145, 0.29430875182151794, 0.29217857122421265, 0.2783692181110382, 0.2715318500995636, 0.2805846631526947, 0.27058181166648865, 0.27984485030174255, 0.26913002133369446, 0.2605855464935303, 0.25759178400039673, 0.24324914813041687, 0.2256491333246231]"
uuid:3836d7b1-c426-497a-a91e-7ed719cea6eb,3.84E+39,Irrigated rice winter,1,1,2500,2.5,PODOR,DOUNGA-LAO,AWQUALY (THIEWEL),16.24949333,-14.31594667,"[0.18842032551765442, 0.19060447812080383, 0.18775272369384766, 0.17857471108436584, 0.19266530871391296, 0.18033021688461304, 0.17868490517139435, 0.1853017956018448, 0.18390679359436035, 0.18140292167663574, 0.1770031601190567, 0.1776333451271057, 0.18256625533103943, 0.17310044169425964, 0.1666054129600525, 0.17045392096042633, 0.17370083928108215, 0.1718236804008484, 0.16583296656608582, 0.16216520965099335, 0.16558261215686798, 0.16166697442531586, 0.1607278436422348, 0.1923404037952423, 0.19194450974464417, 0.1700381487607956, 0.17468082904815674, 0.169205442070961, 0.18097662925720215, 0.21759673953056335, 0.25289827585220337, 0.2759239375591278, 0.26851123571395874, 0.24476368725299835, 0.22002750635147095, 0.19908586144447327, 0.19927573204040527, 0.18912343680858612, 0.19122162461280823, 0.18272444605827332, 0.18337547779083252, 0.17848710715770721, 0.12667538225650787, 0.17862461507320404, 0.18120266497135162, 0.1513689011335373]"
uuid:383ff19b-d6b8-4109-b665-a6f262944c11,3.84E+39,Irrigated rice winter,1,0.5,2000,4,MATAM,DABIA,KOBILO DIADIABE,15.927015,-13.52628667,"[0.2494989037513733, 0.24041461944580078, 0.2345420867204666, 0.21071532368659973, 0.21766147017478943, 0.20541314780712128, 0.20529839396476746, 0.19820329546928406, 0.19996203482151031, 0.19475364685058594, 0.19003665447235107, 0.1942765861749649, 0.1845465898513794, 0.18162710964679718, 0.1734129786491394, 0.18144243955612183, 0.19124481081962585, 0.181605264544487, 0.17182360589504242, 0.16563470661640167, 0.16307832300662994, 0.15599747002124786, 0.1532035917043686, 0.18389225006103516, 0.18055957555770874, 0.17829707264900208, 0.1713690608739853, 0.17684291303157806, 0.1855931282043457, 0.18864619731903076, 0.2090514749288559, 0.27871251106262207, 0.3614780902862549, 0.3951351046562195, 0.32824239134788513, 0.4517157971858978, 0.4973410665988922, 0.4697580635547638, 0.4926519989967346, 0.45740166306495667, 0.46424752473831177, 0.42303556203842163, 0.28243738412857056, 0.25900667905807495, 0.23811322450637817, 0.21897396445274353]"
uuid:39f00ca9-480e-4cad-9b12-5882bcd82157,3.96E+39,Irrigated rice winter,1,0.3,2500,8.333333333,DAGANA,MBANE,Toucouleur Diery,16.46844167,-15.63372833,"[0.37501636147499084, 0.35907283425331116, 0.36232197284698486, 0.3383421003818512, 0.3407364785671234, 0.31883999705314636, 0.3292129933834076, 0.3232858180999756, 0.32645997405052185, 0.3420483469963074, 0.3477265238761902, 0.3559189438819885, 0.3949650526046753, 0.35948172211647034, 0.342795193195343, 0.3701269328594208, 0.3645528256893158, 0.4050084948539734, 0.35519495606422424, 0.35041874647140503, 0.35037368535995483, 0.3243577182292938, 0.3057768642902374, 0.356646865606308, 0.33277595043182373, 0.3525161147117615, 0.3495957851409912, 0.31290191411972046, 0.35609346628189087, 0.4347715973854065, 0.4549071490764618, 0.4688217043876648, 0.49169689416885376, 0.49106982350349426, 0.5374612212181091, 0.5001527667045593, 0.5201067924499512, 0.49682745337486267, 0.5006809234619141, 0.4601929783821106, 0.4723731279373169, 0.44048216938972473, 0.4426192343235016, 0.37639087438583374, 0.35438886284828186, 0.3555176556110382]"
uuid:3e74e395-2dcf-499b-8ec4-4c009d499b98,3.57E+39,Irrigated rice winter,1,0.3,105,0.35,ZIGUINCHOR,NIAGUIS,DJIFANGHOR,12.57246,-16.20849333,"[0.33611026406288147, 0.33450639247894287, 0.31442415714263916, 0.29703599214553833, 0.2954319715499878, 0.2743048071861267, 0.26631611585617065, 0.26438775658607483, 0.2826216518878937, 0.2744215428829193, 0.25003042817115784, 0.26651692390441895, 0.25255605578422546, 0.25428006052970886, 0.2405356913805008, 0.27255940437316895, 0.2241286039352417, 0.26326048374176025, 0.22165369987487793, 0.18655738234519958, 0.24288299679756165, 0.2643339931964874, 0.24540212750434875, 0.29985371232032776, 0.23295295238494873, 0.24180272221565247, 0.3045528829097748, 0.20055635273456573, 0.24802887439727783, 0.2356383055448532, 0.440601110458374, 0.3430226445198059, 0.36195361614227295, 0.30306974053382874, 0.44531476497650146, 0.46137744188308716, 0.4406217038631439, 0.4663166105747223, 0.4394899606704712, 0.4344533681869507, 0.4364701807498932, 0.44238153100013733, 0.39298468828201294, 0.4072659909725189, 0.34464845061302185, 0.34311047196388245]"
uuid:3e74e395-2dcf-499b-8ec4-4c009d499b98,3.57E+39,Irrigated rice winter,1,0.3,100,0.3333333333,ZIGUINCHOR,NIAGUIS,DJIFANGHOR,12.57246,-16.20849333,"[0.33611026406288147, 0.33450639247894287, 0.31442415714263916, 0.29703599214553833, 0.2954319715499878, 0.2743048071861267, 0.26631611585617065, 0.26438775658607483, 0.2826216518878937, 0.2744215428829193, 0.25003042817115784, 0.26651692390441895, 0.25255605578422546, 0.25428006052970886, 0.2405356913805008, 0.27255940437316895, 0.2241286039352417, 0.26326048374176025, 0.22165369987487793, 0.18655738234519958, 0.24288299679756165, 0.2643339931964874, 0.24540212750434875, 0.29985371232032776, 0.23295295238494873, 0.24180272221565247, 0.3045528829097748, 0.20055635273456573, 0.24802887439727783, 0.2356383055448532, 0.440601110458374, 0.3430226445198059, 0.36195361614227295, 0.30306974053382874, 0.44531476497650146, 0.46137744188308716, 0.4406217038631439, 0.4663166105747223, 0.4394899606704712, 0.4344533681869507, 0.4364701807498932, 0.44238153100013733, 0.39298468828201294, 0.4072659909725189, 0.34464845061302185, 0.34311047196388245]"
uuid:3e7c7138-1f9f-4620-bcd5-93a96aea07ce,3.57E+39,Irrigated rice winter,1,2,400,0.2,FOUNDIOUGNE,TOUBACOUTA,NDOUMBOUDJI,13.745925,-16.43266833,"[0.3438135087490082, 0.3316674530506134, 0.32756608724594116, 0.3094805181026459, 0.30584007501602173, 0.2910849452018738, 0.2841368615627289, 0.27268701791763306, 0.28538694977760315, 0.28003019094467163, 0.27344563603401184, 0.2787620723247528, 0.2802928686141968, 0.2707342207431793, 0.2673117220401764, 0.2769019305706024, 0.263954222202301, 0.26651880145072937, 0.2512071430683136, 0.2648587226867676, 0.24962057173252106, 0.16926807165145874, 0.23331277072429657, 0.25747454166412354, 0.2802405059337616, 0.24844332039356232, 0.26609399914741516, 0.19600704312324524, 0.31517690420150757, 0.3564756214618683, 0.4614548683166504, 0.5276702046394348, 0.5559389591217041, 0.6046756505966187, 0.6163865327835083, 0.6511135101318359, 0.6139450669288635, 0.585318386554718, 0.5198459029197693, 0.4668106138706207, 0.47285032272338867, 0.4207201898097992, 0.34924450516700745, 0.370152086019516, 0.35910266637802124, 0.35387900471687317]"
uuid:4193e825-408a-49d5-a005-3e1a935eeec6,4.19E+39,Irrigated rice winter,1,1,4000,4,KANEL,ORKADIERE,GOURIKI COLIYABE,,,
uuid:420df1ae-1113-41fc-b4b6-e7efd26847d7,4.20E+39,Irrigated rice winter,1,0.5,1500,3,MATAM,DABIA,KOBILO DIADIABE,15.92791167,-13.526005,"[0.2501036822795868, 0.24096544086933136, 0.23517823219299316, 0.21150600910186768, 0.2182859480381012, 0.20599743723869324, 0.20588459074497223, 0.19860723614692688, 0.20029635727405548, 0.19528771936893463, 0.19053848087787628, 0.19454224407672882, 0.18486763536930084, 0.18192969262599945, 0.1736602485179901, 0.181749165058136, 0.1914820522069931, 0.18188147246837616, 0.17204946279525757, 0.16585217416286469, 0.16331350803375244, 0.15626327693462372, 0.15332669019699097, 0.1843755841255188, 0.18097452819347382, 0.17867931723594666, 0.17172454297542572, 0.17725899815559387, 0.18592530488967896, 0.18912214040756226, 0.20923294126987457, 0.2787681519985199, 0.3607170283794403, 0.39465558528900146, 0.32810497283935547, 0.4510902166366577, 0.49651190638542175, 0.4691227674484253, 0.4919116795063019, 0.4567670226097107, 0.4635697305202484, 0.42271119356155396, 0.2821994721889496, 0.2594151198863983, 0.23848019540309906, 0.2191695123910904]"
uuid:4324bccb-a334-4ea3-8b8d-9cea999ea85f,4.32E+39,Irrigated rice winter,1,1,2500,2.5,KANEL,ORKADIERE,GOURIKI COLIYABE,,,
uuid:450929f8-9f14-452e-8e99-571833385511,4.51E+39,Irrigated rice winter,1,0.5,1400,2.8,KANEL,OURO SIDY,BOW,,,
uuid:46f2b069-5c12-4fd0-aebd-f8dcddfb5669,4.66E+39,Irrigated rice winter,1,0.5,1080,2.16,PODOR,NDIAYENE PENDAO,H5 KOITI GOTTI,16.364325,-14.996975,"[0.17134328186511993, 0.18076126277446747, 0.17400912940502167, 0.1579672247171402, 0.18071161210536957, 0.16242125630378723, 0.1655779629945755, 0.16409124433994293, 0.16828526556491852, 0.1648828536272049, 0.1614178717136383, 0.15892420709133148, 0.15729820728302002, 0.15077945590019226, 0.1594405621290207, 0.15752317011356354, 0.16794444620609283, 0.16291049122810364, 0.15269246697425842, 0.13979417085647583, 0.14680850505828857, 0.14632843434810638, 0.13706955313682556, 0.1428571492433548, 0.1390087604522705, 0.14511574804782867, 0.14921729266643524, 0.13908062875270844, 0.15726730227470398, 0.18383517861366272, 0.21265122294425964, 0.2194054275751114, 0.26861950755119324, 0.29548123478889465, 0.25730621814727783, 0.20030075311660767, 0.17622829973697662, 0.17261448502540588, 0.1622915118932724, 0.166465625166893, 0.16828329861164093, 0.15393902361392975, 0.17074722051620483, 0.1551089733839035, 0.15560482442378998, 0.15160392224788666]"
uuid:47f1c2f5-a621-433f-9a93-e7012fac96e1,4.76E+39,Irrigated rice winter,1,1,1500,1.5,PODOR,DOUNGA-LAO,AWQUALY (THIEWEL),16.24962,-14.31619667,"[0.18842032551765442, 0.19060447812080383, 0.18775272369384766, 0.17857471108436584, 0.19266530871391296, 0.18033021688461304, 0.17868490517139435, 0.1853017956018448, 0.18390679359436035, 0.18140292167663574, 0.1770031601190567, 0.1776333451271057, 0.18256625533103943, 0.17310044169425964, 0.1666054129600525, 0.17045392096042633, 0.17370083928108215, 0.1718236804008484, 0.16583296656608582, 0.16216520965099335, 0.16558261215686798, 0.16166697442531586, 0.1607278436422348, 0.1923404037952423, 0.19194450974464417, 0.1700381487607956, 0.17468082904815674, 0.169205442070961, 0.18097662925720215, 0.21759673953056335, 0.25289827585220337, 0.2759239375591278, 0.26851123571395874, 0.24476368725299835, 0.22002750635147095, 0.19908586144447327, 0.19927573204040527, 0.18912343680858612, 0.19122162461280823, 0.18272444605827332, 0.18337547779083252, 0.17848710715770721, 0.12667538225650787, 0.17862461507320404, 0.18120266497135162, 0.1513689011335373]"
uuid:48826e04-7eb1-49b0-ba29-2a067899d19e,4.88E+39,Irrigated rice winter,1,0.1,560,5.6,PODOR,DOUNGA-LAO,H6 PETEL AWQUALY,16.32247,-14.32304167,"[0.24612553417682648, 0.24643243849277496, 0.23374131321907043, 0.21174044907093048, 0.23552733659744263, 0.20961998403072357, 0.21268555521965027, 0.218363419175148, 0.206676185131073, 0.21921144425868988, 0.21433120965957642, 0.21328285336494446, 0.1992087960243225, 0.1858871728181839, 0.18636895716190338, 0.1955031156539917, 0.19308744370937347, 0.1884358525276184, 0.1814340204000473, 0.17633122205734253, 0.1720288097858429, 0.1760362982749939, 0.16561536490917206, 0.19092504680156708, 0.1943856179714203, 0.18305255472660065, 0.18485891819000244, 0.16185586154460907, 0.17590095102787018, 0.2140888273715973, 0.2226053774356842, 0.24023494124412537, 0.22536200284957886, 0.21150028705596924, 0.19581717252731323, 0.20460861921310425, 0.19672705233097076, 0.21089226007461548, 0.21357187628746033, 0.22151269018650055, 0.22508829832077026, 0.2333800345659256, 0.16815759241580963, 0.22536583244800568, 0.1986258625984192, 0.16219668090343475]"
uuid:49e7c682-2ddb-4e82-8f4b-06973169d76c,4.96E+39,Irrigated rice winter,1,0.5,1200,2.4,PODOR,DODEL,H1 GOUREL GUELADIO,16.49508167,-14.46107167,"[0.30892300605773926, 0.30595719814300537, 0.29422497749328613, 0.2639940679073334, 0.2721661925315857, 0.2583293318748474, 0.2604629099369049, 0.24890649318695068, 0.25554990768432617, 0.2446255087852478, 0.24062618613243103, 0.24463634192943573, 0.2355198860168457, 0.21950359642505646, 0.20478510856628418, 0.22367790341377258, 0.22587190568447113, 0.21775826811790466, 0.20300962030887604, 0.18668629229068756, 0.18430575728416443, 0.18770046532154083, 0.17180970311164856, 0.17177274823188782, 0.19079943001270294, 0.1886967420578003, 0.1876581758260727, 0.1614905595779419, 0.17701689898967743, 0.2094344198703766, 0.23001646995544434, 0.29672208428382874, 0.23500028252601624, 0.3261256515979767, 0.33125200867652893, 0.3894297182559967, 0.39623960852622986, 0.41145816445350647, 0.40969088673591614, 0.4110221266746521, 0.40286535024642944, 0.39010533690452576, 0.37041735649108887, 0.3225407898426056, 0.27691909670829773, 0.22206921875476837]"
uuid:4a944c65-b353-4a08-91e8-0f982bc091cd,4.19E+39,Irrigated rice winter,1,0.9,2100,2.333333333,PODOR,GUEDE VILLAGE,DIAMBO DIAOBE,16.57420167,-14.84472667,"[0.2687980532646179, 0.2658041715621948, 0.273954302072525, 0.26979929208755493, 0.2652260959148407, 0.25113895535469055, 0.2509285509586334, 0.24887382984161377, 0.2562074363231659, 0.24790355563163757, 0.2426568865776062, 0.23698458075523376, 0.23841701447963715, 0.20939166843891144, 0.23320427536964417, 0.24526388943195343, 0.2528703212738037, 0.27362164855003357, 0.23200705647468567, 0.22111964225769043, 0.23726332187652588, 0.24873146414756775, 0.22288548946380615, 0.2161281406879425, 0.24714551866054535, 0.23334579169750214, 0.2280040979385376, 0.20308400690555573, 0.21315111219882965, 0.260797917842865, 0.28494834899902344, 0.30361509323120117, 0.32024645805358887, 0.3167765140533447, 0.294839471578598, 0.2923717498779297, 0.2784431278705597, 0.2716427743434906, 0.2791304886341095, 0.27059242129325867, 0.2787630259990692, 0.26776623725891113, 0.2593660354614258, 0.2561371326446533, 0.24229687452316284, 0.22487904131412506]"
uuid:4ab9d564-e270-4ec8-868c-88fc6e132738,4.13E+39,Irrigated rice winter,1,1,150,0.15,FOUNDIOUGNE,TOUBACOUTA,BETTENTY,13.69343,-16.63134167,"[0.4163720905780792, 0.3883439004421234, 0.40090498328208923, 0.3964414894580841, 0.37409600615501404, 0.3494766652584076, 0.3440638482570648, 0.32616397738456726, 0.34489020705223083, 0.3262258768081665, 0.326564222574234, 0.3279164135456085, 0.3700372278690338, 0.29603898525238037, 0.3003700077533722, 0.3152744472026825, 0.29797953367233276, 0.334911972284317, 0.28396427631378174, 0.3528461754322052, 0.3095589876174927, 0.139210507273674, 0.28790590167045593, 0.33607372641563416, 0.3185693323612213, 0.33499661087989807, 0.26993152499198914, 0.3272552788257599, 0.3635618984699249, 0.17883269488811493, 0.46137261390686035, 0.44118890166282654, 0.4591294825077057, 0.5134997367858887, 0.5256800651550293, 0.4649953842163086, 0.5315791964530945, 0.5288581252098083, 0.5132318139076233, 0.4922173023223877, 0.5305356383323669, 0.4674999713897705, 0.3977622985839844, 0.5238251686096191, 0.40616533160209656, 0.41936174035072327]"
uuid:4b9e9c3b-24e3-428f-9dc1-75e1d757c088,4.30E+39,Irrigated rice winter,1,1.53,1898,1.240522876,PODOR,GUEDE VILLAGE,DIAMBO DIAOBE,16.57356,-14.843995,"[0.2694719433784485, 0.2662128806114197, 0.2748042941093445, 0.2704646587371826, 0.26608163118362427, 0.2519139051437378, 0.25185754895210266, 0.25029975175857544, 0.2575188875198364, 0.24912843108177185, 0.24354517459869385, 0.23786744475364685, 0.2390550971031189, 0.2093515247106552, 0.23336374759674072, 0.2455987185239792, 0.25272136926651, 0.27328333258628845, 0.23160171508789062, 0.22066223621368408, 0.2367696613073349, 0.2487078160047531, 0.22257588803768158, 0.21648940443992615, 0.2471671849489212, 0.23345249891281128, 0.22864679992198944, 0.20370852947235107, 0.21369658410549164, 0.26197636127471924, 0.2857743799686432, 0.3040302097797394, 0.32093241810798645, 0.3177221119403839, 0.29495325684547424, 0.2927183210849762, 0.2786887288093567, 0.27201753854751587, 0.28036609292030334, 0.270795077085495, 0.27968019247055054, 0.269022136926651, 0.2601650059223175, 0.2572210133075714, 0.24310044944286346, 0.22541998326778412]"
uuid:4dbc71d7-07cd-498c-81b1-a8eb9fd29030,4.42E+39,Irrigated rice winter,1,0.09,800,8.888888889,PODOR,DOUNGA-LAO,H6 PETEL AWQUALY,16.32201833,-14.32319,"[0.1941162794828415, 0.19236348569393158, 0.19714581966400146, 0.1750481277704239, 0.1951092928647995, 0.18172068893909454, 0.18485616147518158, 0.1874331384897232, 0.18413539230823517, 0.1798275262117386, 0.1777709275484085, 0.17887987196445465, 0.18117153644561768, 0.16982363164424896, 0.16674089431762695, 0.17316125333309174, 0.17287230491638184, 0.1709633320569992, 0.1668393611907959, 0.16012698411941528, 0.15963733196258545, 0.16069023311138153, 0.15755461156368256, 0.17824256420135498, 0.1787596195936203, 0.1701330691576004, 0.1740235686302185, 0.15753819048404694, 0.163310244679451, 0.20837968587875366, 0.21796810626983643, 0.2426910400390625, 0.23193518817424774, 0.24419625103473663, 0.22499603033065796, 0.19387435913085938, 0.189914271235466, 0.18860368430614471, 0.1865302473306656, 0.19420261681079865, 0.1823931783437729, 0.17919524013996124, 0.15815339982509613, 0.17728108167648315, 0.17462289333343506, 0.14600525796413422]"
uuid:4ddcb8f0-9e56-4016-b62a-dbc8a09dcdae,4.44E+39,Irrigated rice winter,1,1,2000,2,KANEL,ORKADIERE,GOURIKI COLIYABE,,,
