KEY,ID_menage,crops_cult4,season_cult4,Area planted,Quantity produced (Kg),Yield,Department,Counties,Village,gpslat,gpslon,ndvi
uuid:016476e7-f902-4866-b9af-f78bb26b8e3d,1.65E+38,Millet,1,1,1300,1.3,VELINGARA,MEDINA GOUNASS,MEDINA TOUAT,13.25779667,-13.80143667,"[0.3422392010688782, 0.3186202347278595, 0.31566470861434937, 0.2891026437282562, 0.28524646162986755, 0.24572090804576874, 0.2611421048641205, 0.25149065256118774, 0.25495681166648865, 0.2506925165653229, 0.25507915019989014, 0.2583211362361908, 0.2710034251213074, 0.26708176732063293, 0.2785285711288452, 0.2857445478439331, 0.2723720967769623, 0.29927319288253784, 0.2985895574092865, 0.358270525932312, 0.38814854621887207, 0.4378223717212677, 0.43001237511634827, 0.24591514468193054, 0.44929030537605286, 0.4368739128112793, 0.44865307211875916, 0.314881294965744, 0.25243282318115234, 0.42433691024780273, 0.47455161809921265, 0.5241714715957642, 0.6534852385520935, 0.5384830236434937, 0.7553123831748962, 0.6579900979995728, 0.677179217338562, 0.6212378144264221, 0.5406286716461182, 0.4937804341316223, 0.46691057085990906, 0.4392826557159424, 0.3950059711933136, 0.3435381054878235, 0.33556631207466125, 0.3374260663986206]"
uuid:01b4707d-12bb-4b6b-9f63-14a49420eced,1.25E+38,Millet,1,0.5,30,0.06,BOUNKILING,FAOUNE,Touba Mouride,13.06514167,-15.624235,"[0.3898445963859558, 0.3708401322364807, 0.3513484597206116, 0.3392455577850342, 0.3116360306739807, 0.2869012653827667, 0.27023017406463623, 0.25785204768180847, 0.2746550738811493, 0.27600976824760437, 0.2747724652290344, 0.28288185596466064, 0.28772473335266113, 0.2819192707538605, 0.2866913378238678, 0.29835689067840576, 0.28339430689811707, 0.29946744441986084, 0.27796632051467896, 0.2870759963989258, 0.28278788924217224, 0.29159247875213623, 0.27153289318084717, 0.28721803426742554, 0.2582972049713135, 0.25506362318992615, 0.33927008509635925, 0.2021826058626175, 0.3924711048603058, 0.35432618856430054, 0.48398712277412415, 0.5019054412841797, 0.5891185998916626, 0.6247262954711914, 0.6856242418289185, 0.6998665928840637, 0.7129169702529907, 0.6991795897483826, 0.6468145847320557, 0.6024597883224487, 0.5542029142379761, 0.5188897848129272, 0.4676082730293274, 0.43270111083984375, 0.40530750155448914, 0.3978056311607361]"
uuid:023c0dff-078e-4dce-95d3-3796693c307b,2.33E+38,Millet,1,2,750,0.375,KAOLACK,THIARE,H1 KEUR BIDJI PEULH,13.90664833,-15.768655,"[0.27593645453453064, 0.26832011342048645, 0.262122243642807, 0.2586972415447235, 0.2479640394449234, 0.23864538967609406, 0.23174148797988892, 0.22406315803527832, 0.23083311319351196, 0.22333978116512299, 0.2178371101617813, 0.22246964275836945, 0.21944597363471985, 0.2184288650751114, 0.21763089299201965, 0.2205202877521515, 0.21080680191516876, 0.2058543711900711, 0.19671198725700378, 0.1848626732826233, 0.17405015230178833, 0.14989928901195526, 0.17388468980789185, 0.185993954539299, 0.18950936198234558, 0.19399109482765198, 0.19869039952754974, 0.11565996706485748, 0.27538105845451355, 0.3387645184993744, 0.4138270318508148, 0.5326021909713745, 0.5639269948005676, 0.6273768544197083, 0.6046841144561768, 0.6580408215522766, 0.5756195783615112, 0.5096647143363953, 0.39752519130706787, 0.33188796043395996, 0.33130723237991333, 0.29667767882347107, 0.26262956857681274, 0.2592657208442688, 0.2548825144767761, 0.24858810007572174]"
uuid:023c0dff-078e-4dce-95d3-3796693c307b,2.33E+38,Millet,1,1,250,0.25,KAOLACK,THIARE,H1 KEUR BIDJI PEULH,13.90664833,-15.768655,"[0.27593645453453064, 0.26832011342048645, 0.262122243642807, 0.2586972415447235, 0.2479640394449234, 0.23864538967609406, 0.23174148797988892, 0.22406315803527832, 0.23083311319351196, 0.22333978116512299, 0.2178371101617813, 0.22246964275836945, 0.21944597363471985, 0.2184288650751114, 0.21763089299201965, 0.2205202877521515, 0.21080680191516876, 0.2058543711900711, 0.19671198725700378, 0.1848626732826233, 0.17405015230178833, 0.14989928901195526, 0.17388468980789185, 0.185993954539299, 0.18950936198234558, 0.19399109482765198, 0.19869039952754974, 0.11565996706485748, 0.27538105845451355, 0.3387645184993744, 0.4138270318508148, 0.5326021909713745, 0.5639269948005676, 0.6273768544197083, 0.6046841144561768, 0.6580408215522766, 0.5756195783615112, 0.5096647143363953, 0.39752519130706787, 0.33188796043395996, 0.33130723237991333, 0.29667767882347107, 0.26262956857681274, 0.2592657208442688, 0.2548825144767761, 0.24858810007572174]"
uuid:02717891-af80-4bed-9985-843f248d457e,2.72E+38,Millet,1,2,1050,0.525,MEDINA YORO FOULAH,KEREWANE,NGAYENE SENEGAL,13.39203167,-14.80931333,"[0.3097236454486847, 0.29239845275878906, 0.2917228937149048, 0.2719098627567291, 0.27300262451171875, 0.23262758553028107, 0.25129973888397217, 0.2383836805820465, 0.24059335887432098, 0.23374336957931519, 0.23427164554595947, 0.23703230917453766, 0.24242697656154633, 0.24319544434547424, 0.2537442743778229, 0.25621482729911804, 0.2482326179742813, 0.25948482751846313, 0.2406352013349533, 0.2590543031692505, 0.2518661320209503, 0.24404878914356232, 0.2503100037574768, 0.2700279951095581, 0.26335182785987854, 0.22246012091636658, 0.331157386302948, 0.18839776515960693, 0.4017952084541321, 0.32123276591300964, 0.43871498107910156, 0.49014905095100403, 0.3701696991920471, 0.6146345138549805, 0.6147080659866333, 0.6400360465049744, 0.6174550652503967, 0.5511097311973572, 0.49293163418769836, 0.40663018822669983, 0.390855610370636, 0.38572925329208374, 0.3306393623352051, 0.3200052082538605, 0.2940472364425659, 0.3055633008480072]"
uuid:02af83d1-8d49-43e5-ba09-ebb17abd3dc4,2.17E+38,Millet,1,2,875,0.4375,GOUDOMP,SIMBANDI BRASSOU,SAMBOUCOUNDA,12.51315833,-15.50793333,"[0.5007044076919556, 0.49386417865753174, 0.4897679090499878, 0.4886624217033386, 0.44978001713752747, 0.4189716577529907, 0.42401430010795593, 0.4121583104133606, 0.4145875871181488, 0.4136393666267395, 0.3931516706943512, 0.3814374506473541, 0.3969222903251648, 0.3744853138923645, 0.37700212001800537, 0.41976991295814514, 0.37945687770843506, 0.4193061888217926, 0.3828899562358856, 0.47797006368637085, 0.5385338664054871, 0.5535033941268921, 0.48197609186172485, 0.413301557302475, 0.47222277522087097, 0.4915566146373749, 0.590592622756958, 0.3817387521266937, 0.4635815918445587, 0.3720127046108246, 0.3784666061401367, 0.6059942841529846, 0.6087378263473511, 0.4709821343421936, 0.6957988739013672, 0.7067920565605164, 0.7125087380409241, 0.711776852607727, 0.6797157526016235, 0.6613985896110535, 0.6824355125427246, 0.6623785495758057, 0.6041374206542969, 0.6002917289733887, 0.5319381356239319, 0.549411952495575]"
uuid:030f9eea-dcba-4447-bdbd-7db1b2421d3e,3.07E+38,Millet,1,2,200,0.1,NIORO,DABALY,2 KEUR OMAR COUMBA,13.68857167,-15.69557833,"[0.30158326029777527, 0.28962093591690063, 0.28421008586883545, 0.2805953025817871, 0.2678508460521698, 0.24852614104747772, 0.2474459409713745, 0.24071671068668365, 0.24606207013130188, 0.24055877327919006, 0.23286423087120056, 0.23417434096336365, 0.23443244397640228, 0.2326524704694748, 0.23354586958885193, 0.23433732986450195, 0.2227412760257721, 0.2162078320980072, 0.20947860181331635, 0.19514867663383484, 0.19049787521362305, 0.19434046745300293, 0.1868472695350647, 0.19416186213493347, 0.19773364067077637, 0.2090895026922226, 0.2392769455909729, 0.13416552543640137, 0.3042309880256653, 0.3158103823661804, 0.46498045325279236, 0.5198237895965576, 0.6475189328193665, 0.5884365439414978, 0.5571613311767578, 0.6510774493217468, 0.5932508707046509, 0.5415686368942261, 0.45068565011024475, 0.37310850620269775, 0.35861000418663025, 0.32972484827041626, 0.28316760063171387, 0.2798256576061249, 0.27650877833366394, 0.2730177342891693]"
uuid:03134d74-7c93-454f-9c21-a7335a2dbf24,3.13E+38,Millet,1,7,2500,0.3571428571,KAOLACK,KEUR BAKA,KEUR ABDOU FATIM,14.00821833,-15.98126,"[0.2938520908355713, 0.28713393211364746, 0.27824610471725464, 0.2754579782485962, 0.2610122263431549, 0.24903206527233124, 0.24235661327838898, 0.23449921607971191, 0.2410389482975006, 0.23140031099319458, 0.22725732624530792, 0.23101480305194855, 0.2366870939731598, 0.22649872303009033, 0.22510869801044464, 0.22544224560260773, 0.21659134328365326, 0.2106686383485794, 0.20279724895954132, 0.20538084208965302, 0.19936668872833252, 0.1538439393043518, 0.18463055789470673, 0.19412392377853394, 0.20878565311431885, 0.22946865856647491, 0.21557439863681793, 0.14867426455020905, 0.3504889905452728, 0.3697831928730011, 0.4770313799381256, 0.574254035949707, 0.5213175415992737, 0.6069915294647217, 0.5981652140617371, 0.6147920489311218, 0.5092371702194214, 0.45244258642196655, 0.3746950924396515, 0.33124276995658875, 0.33602169156074524, 0.3022255599498749, 0.2880130112171173, 0.26792338490486145, 0.26486554741859436, 0.2569597065448761]"
uuid:034a5765-fca5-4069-9c1b-134dbbaad865,3.42E+38,Millet,1,1,400,0.4,MATAM,OGO,HOMBO,15.55387333,-13.343855,"[0.2422974705696106, 0.2358151525259018, 0.23548460006713867, 0.22198940813541412, 0.2279462367296219, 0.21375568211078644, 0.2102590650320053, 0.2108881026506424, 0.20495833456516266, 0.2073299139738083, 0.2061607539653778, 0.2027716189622879, 0.20017635822296143, 0.194636270403862, 0.18428358435630798, 0.19353260099887848, 0.20577768981456757, 0.1993093341588974, 0.1917753964662552, 0.18052718043327332, 0.18379569053649902, 0.16660229861736298, 0.1655503511428833, 0.24406708776950836, 0.3009316623210907, 0.22543594241142273, 0.21113677322864532, 0.20910970866680145, 0.3238784670829773, 0.4386286437511444, 0.44916051626205444, 0.425510436296463, 0.39145997166633606, 0.4608969986438751, 0.3778747022151947, 0.32408446073532104, 0.27493828535079956, 0.25946664810180664, 0.24699003994464874, 0.23837634921073914, 0.23586858808994293, 0.23903758823871613, 0.23033428192138672, 0.22533102333545685, 0.21661308407783508, 0.2061370611190796]"
uuid:034a5765-fca5-4069-9c1b-134dbbaad865,3.42E+38,Millet,1,1,975,0.975,MATAM,OGO,HOMBO,15.55387333,-13.343855,"[0.2422974705696106, 0.2358151525259018, 0.23548460006713867, 0.22198940813541412, 0.2279462367296219, 0.21375568211078644, 0.2102590650320053, 0.2108881026506424, 0.20495833456516266, 0.2073299139738083, 0.2061607539653778, 0.2027716189622879, 0.20017635822296143, 0.194636270403862, 0.18428358435630798, 0.19353260099887848, 0.20577768981456757, 0.1993093341588974, 0.1917753964662552, 0.18052718043327332, 0.18379569053649902, 0.16660229861736298, 0.1655503511428833, 0.24406708776950836, 0.3009316623210907, 0.22543594241142273, 0.21113677322864532, 0.20910970866680145, 0.3238784670829773, 0.4386286437511444, 0.44916051626205444, 0.425510436296463, 0.39145997166633606, 0.4608969986438751, 0.3778747022151947, 0.32408446073532104, 0.27493828535079956, 0.25946664810180664, 0.24699003994464874, 0.23837634921073914, 0.23586858808994293, 0.23903758823871613, 0.23033428192138672, 0.22533102333545685, 0.21661308407783508, 0.2061370611190796]"
uuid:040714ed-7301-477a-a0b2-911830ba06de,4.07E+38,Millet,1,2,600,0.3,NIORO,DABALY,1 BAWOU,13.68272833,-15.69890167,"[0.3010120689868927, 0.28880077600479126, 0.28316131234169006, 0.28013673424720764, 0.2675991952419281, 0.2481858879327774, 0.24729657173156738, 0.24031585454940796, 0.2458505481481552, 0.2405160367488861, 0.2326294481754303, 0.23423920571804047, 0.2347346991300583, 0.23290082812309265, 0.2335064560174942, 0.23426973819732666, 0.22272203862667084, 0.21600671112537384, 0.2098046988248825, 0.1951240450143814, 0.19028617441654205, 0.19339321553707123, 0.1866559088230133, 0.19395871460437775, 0.198174387216568, 0.20983245968818665, 0.2385391891002655, 0.13357578217983246, 0.3051380515098572, 0.31241607666015625, 0.4668567478656769, 0.5203037261962891, 0.6482471823692322, 0.5863868594169617, 0.5605955123901367, 0.6493955254554749, 0.5905010104179382, 0.5381309390068054, 0.4484099745750427, 0.3707900643348694, 0.35707393288612366, 0.32851359248161316, 0.2824702262878418, 0.27861079573631287, 0.2756648063659668, 0.272678405046463]"
uuid:04410ee1-cf60-4a93-bd18-9b465d6c290c,4.41E+38,Millet,1,0.25,2000,8,KAFFRINE,KATHIOTE,Ngainte Gouye/Keur Sette Tabara,14.05034333,-15.57206333,"[0.25726014375686646, 0.25138863921165466, 0.2452981323003769, 0.24480342864990234, 0.2375764697790146, 0.22893372178077698, 0.22215919196605682, 0.2147303968667984, 0.22191579639911652, 0.21375218033790588, 0.2101990431547165, 0.2137356698513031, 0.2096632570028305, 0.21117648482322693, 0.20983436703681946, 0.21148861944675446, 0.20155853033065796, 0.19135718047618866, 0.18743778765201569, 0.1696615368127823, 0.16756340861320496, 0.16329887509346008, 0.16545267403125763, 0.1744261234998703, 0.1723875105381012, 0.17723305523395538, 0.21318772435188293, 0.1209559291601181, 0.2898256480693817, 0.3203536570072174, 0.3864690065383911, 0.5664061307907104, 0.42767226696014404, 0.5764796733856201, 0.6197741627693176, 0.6228070855140686, 0.5033246874809265, 0.4347181022167206, 0.3352876305580139, 0.2852663993835449, 0.28938955068588257, 0.26112544536590576, 0.23838599026203156, 0.23517467081546783, 0.23236410319805145, 0.22801415622234344]"
uuid:04db4c36-8660-44ad-8212-59d2fa46ee66,4.42E+38,Millet,1,2,2000,1,FOUNDIOUGNE,KEUR S.DIANE,BARIA,13.66818833,-16.18630667,"[0.30981889367103577, 0.29972153902053833, 0.29165327548980713, 0.2820374071598053, 0.2740171253681183, 0.2610255479812622, 0.253861665725708, 0.2438267171382904, 0.253990113735199, 0.2479875385761261, 0.24203535914421082, 0.24689573049545288, 0.24829280376434326, 0.24867942929267883, 0.2487773597240448, 0.2590906322002411, 0.24500061571598053, 0.2442145049571991, 0.23211169242858887, 0.24116650223731995, 0.2302500307559967, 0.18639351427555084, 0.2225143164396286, 0.24263456463813782, 0.2599526643753052, 0.3039402961730957, 0.26182079315185547, 0.20275984704494476, 0.45501676201820374, 0.3998650014400482, 0.514983594417572, 0.6124532222747803, 0.4381055533885956, 0.6029175519943237, 0.5906957387924194, 0.6083388924598694, 0.5482744574546814, 0.5380049347877502, 0.47167861461639404, 0.4171849489212036, 0.42678123712539673, 0.36996564269065857, 0.3657063841819763, 0.32305362820625305, 0.31349268555641174, 0.3112575113773346]"
uuid:04e85a8f-caba-4e47-b2fe-809fc749b1a3,4.59E+38,Millet,1,2,500,0.25,KOUNGHEUL,GAINTHE PATHE,SABE SABRE,,,
uuid:05583819-bbbb-48cf-831f-90837030102a,5.58E+38,Millet,1,2.5,150,0.06,MATAM,NABADJI-CIVOL,SEDDO ABBAS,15.77545833,-13.46824833,"[0.21531711518764496, 0.22808057069778442, 0.23005390167236328, 0.20587685704231262, 0.20784977078437805, 0.19770611822605133, 0.2027694582939148, 0.20225408673286438, 0.20316633582115173, 0.19982510805130005, 0.19502034783363342, 0.19650042057037354, 0.18705898523330688, 0.18334625661373138, 0.173722505569458, 0.18328186869621277, 0.18957935273647308, 0.18071340024471283, 0.1686229407787323, 0.17211198806762695, 0.1685723215341568, 0.15709033608436584, 0.15982027351856232, 0.17092286050319672, 0.23775291442871094, 0.24348239600658417, 0.21843883395195007, 0.2326602190732956, 0.3271433711051941, 0.34858524799346924, 0.28648287057876587, 0.27731168270111084, 0.3034900426864624, 0.3103594183921814, 0.2655733525753021, 0.23233628273010254, 0.23898282647132874, 0.2272406369447708, 0.21547278761863708, 0.21095508337020874, 0.21689121425151825, 0.21693244576454163, 0.1915479302406311, 0.21432217955589294, 0.20839717984199524, 0.17719480395317078]"
uuid:05d54f9c-9a72-4c92-879f-bd41f10f1ab9,5.45E+38,Millet,1,0.5,550,1.1,VELINGARA,MEDINA GOUNASS,MEDINA TOUAT,13.25859833,-13.80071167,"[0.34181925654411316, 0.31826114654541016, 0.3152962923049927, 0.2885264456272125, 0.28492993116378784, 0.2452685385942459, 0.2607989013195038, 0.25145232677459717, 0.25496071577072144, 0.2505485713481903, 0.2550150752067566, 0.2582327425479889, 0.270841509103775, 0.2668542265892029, 0.27823278307914734, 0.28543317317962646, 0.27204629778862, 0.2988050878047943, 0.2979913055896759, 0.35756924748420715, 0.3876209855079651, 0.43745043873786926, 0.4303005635738373, 0.24787653982639313, 0.44935187697410583, 0.43659543991088867, 0.4481087625026703, 0.3126777708530426, 0.2528287172317505, 0.4243519604206085, 0.4736552834510803, 0.5221678018569946, 0.6519505977630615, 0.5370202660560608, 0.7533718943595886, 0.6567960977554321, 0.6767420768737793, 0.6205509901046753, 0.5399119853973389, 0.4927625358104706, 0.46607837080955505, 0.4386459290981293, 0.39450451731681824, 0.34294548630714417, 0.3350074589252472, 0.3370864689350128]"
