KEY,ID_menage,crops_cult4,season_cult4,Area planted,Quantity produced (Kg),Yield,Department,Counties,Village,gpslat,gpslon,ndvi
uuid:51268f8d-b544-49ef-9122-6a711750fbfe,5.13E+39,Millet,1,1.5,800,0.5333333333,GOUDOMP,NIAGHA,SARE TENING,12.73118833,-15.18953167,"[0.4505526125431061, 0.429892361164093, 0.4193427860736847, 0.3915504217147827, 0.38088858127593994, 0.3279494047164917, 0.3431004285812378, 0.32925552129745483, 0.3324536979198456, 0.32074734568595886, 0.3200569152832031, 0.3137776851654053, 0.3298266530036926, 0.3165212571620941, 0.3238750100135803, 0.32850614190101624, 0.3255281150341034, 0.3626267910003662, 0.35280293226242065, 0.4163878262042999, 0.42814338207244873, 0.446659117937088, 0.4346971809864044, 0.3838886022567749, 0.46892133355140686, 0.4898180663585663, 0.5757110118865967, 0.3590547740459442, 0.5160380601882935, 0.4274997413158417, 0.4361145794391632, 0.6877120733261108, 0.6541748046875, 0.5815078616142273, 0.6532103419303894, 0.7619714140892029, 0.737553060054779, 0.7072016000747681, 0.6701176166534424, 0.6327320337295532, 0.6451374292373657, 0.5981460809707642, 0.527604877948761, 0.5274640917778015, 0.4588392376899719, 0.4688623249530792]"
uuid:5155c59c-4531-490b-aa0f-28d511c38f70,5.16E+39,Millet,1,1,250,0.25,KOUNGHEUL,GAINTHE PATHE,YASSI,,,
uuid:5157acdd-f2fd-452f-840b-3474a4380afd,5.16E+39,Millet,1,4,2000,0.5,MEDINA YORO FOULAH,BOUROUCO,TA�BA,13.209905,-15.21914,"[0.365500271320343, 0.3386674225330353, 0.3341461420059204, 0.30782878398895264, 0.30189627408981323, 0.24777640402317047, 0.2621156573295593, 0.24885804951190948, 0.2594570219516754, 0.24958130717277527, 0.24411016702651978, 0.2508130669593811, 0.26702043414115906, 0.2667293846607208, 0.28099295496940613, 0.3033933639526367, 0.2877199947834015, 0.31570857763290405, 0.29996198415756226, 0.3360884487628937, 0.3282324969768524, 0.3590084910392761, 0.32453131675720215, 0.3514684736728668, 0.312559574842453, 0.3117426931858063, 0.3986983001232147, 0.2279566377401352, 0.42051899433135986, 0.40856364369392395, 0.4909791052341461, 0.6153969764709473, 0.6808773279190063, 0.5902236104011536, 0.7341157793998718, 0.7245435118675232, 0.7118257880210876, 0.6508080363273621, 0.5876773595809937, 0.496470183134079, 0.5154727101325989, 0.4710666537284851, 0.3817240595817566, 0.371423602104187, 0.34626710414886475, 0.35378095507621765]"
uuid:515d86cf-0689-4b10-9ef4-628e11c626f7,5.15E+39,Millet,1,1,100,0.1,KANEL,OURO SIDY,LEWE DAMGA,15.47680667,-13.21860333,"[0.21346651017665863, 0.2133505940437317, 0.20587755739688873, 0.2059052735567093, 0.2052823156118393, 0.1957782804965973, 0.19918060302734375, 0.20351387560367584, 0.19745387136936188, 0.1965395212173462, 0.19625772535800934, 0.19917164742946625, 0.19553019106388092, 0.1924709528684616, 0.18972046673297882, 0.1950380653142929, 0.1920817345380783, 0.19029772281646729, 0.18569926917552948, 0.176967054605484, 0.17907333374023438, 0.1692577749490738, 0.16813702881336212, 0.20052918791770935, 0.31951817870140076, 0.28180617094039917, 0.2642374336719513, 0.23669292032718658, 0.3076903223991394, 0.4038832187652588, 0.3777759075164795, 0.3744005858898163, 0.368598997592926, 0.4100029766559601, 0.36687570810317993, 0.30723586678504944, 0.26363033056259155, 0.2522725462913513, 0.2173556685447693, 0.21764986217021942, 0.21589408814907074, 0.20324711501598358, 0.2075832337141037, 0.19910359382629395, 0.19911377131938934, 0.16279374063014984]"
uuid:5191010b-cebb-49a1-a6c6-0b0fcf8ebfed,5.19E+39,Millet,1,2,900,0.45,FOUNDIOUGNE,KEUR SAMBA GUEYE,KEUR SEYNI GUEYE,13.60829667,-16.31937833,"[0.3087400496006012, 0.3018132746219635, 0.2924286127090454, 0.275464802980423, 0.27504974603652954, 0.26285359263420105, 0.25522586703300476, 0.2449595183134079, 0.2589240074157715, 0.2504591941833496, 0.24692635238170624, 0.2518351078033447, 0.2496337741613388, 0.24800072610378265, 0.24290384352207184, 0.2482643574476242, 0.23603589832782745, 0.23467865586280823, 0.21862302720546722, 0.2195013463497162, 0.21107859909534454, 0.19670899212360382, 0.20408974587917328, 0.21286678314208984, 0.24905136227607727, 0.25315532088279724, 0.2497614026069641, 0.2107011079788208, 0.3897824287414551, 0.38954004645347595, 0.46327656507492065, 0.5322529673576355, 0.4859372079372406, 0.5725058913230896, 0.5517773032188416, 0.5769032835960388, 0.5512101054191589, 0.5154156684875488, 0.45271265506744385, 0.39505866169929504, 0.3970344066619873, 0.35082918405532837, 0.3208082318305969, 0.3162848949432373, 0.3058522343635559, 0.30082938075065613]"
uuid:5191010b-cebb-49a1-a6c6-0b0fcf8ebfed,5.19E+39,Millet,1,1,300,0.3,FOUNDIOUGNE,KEUR SAMBA GUEYE,KEUR SEYNI GUEYE,13.60829667,-16.31937833,"[0.3087400496006012, 0.3018132746219635, 0.2924286127090454, 0.275464802980423, 0.27504974603652954, 0.26285359263420105, 0.25522586703300476, 0.2449595183134079, 0.2589240074157715, 0.2504591941833496, 0.24692635238170624, 0.2518351078033447, 0.2496337741613388, 0.24800072610378265, 0.24290384352207184, 0.2482643574476242, 0.23603589832782745, 0.23467865586280823, 0.21862302720546722, 0.2195013463497162, 0.21107859909534454, 0.19670899212360382, 0.20408974587917328, 0.21286678314208984, 0.24905136227607727, 0.25315532088279724, 0.2497614026069641, 0.2107011079788208, 0.3897824287414551, 0.38954004645347595, 0.46327656507492065, 0.5322529673576355, 0.4859372079372406, 0.5725058913230896, 0.5517773032188416, 0.5769032835960388, 0.5512101054191589, 0.5154156684875488, 0.45271265506744385, 0.39505866169929504, 0.3970344066619873, 0.35082918405532837, 0.3208082318305969, 0.3162848949432373, 0.3058522343635559, 0.30082938075065613]"
uuid:51ad9ce3-f5b7-4acd-8c2d-73a5ffd5f47b,5.11E+39,Millet,1,1,500,0.5,MATAM,NABADJI-CIVOL,FETENIEBE,15.65923167,-13.39931833,"[0.1904333233833313, 0.19435831904411316, 0.19494280219078064, 0.18655413389205933, 0.19190675020217896, 0.1778603196144104, 0.181608185172081, 0.1783936470746994, 0.1791563630104065, 0.17683322727680206, 0.17718547582626343, 0.17462345957756042, 0.17801642417907715, 0.16808392107486725, 0.1650044023990631, 0.16807717084884644, 0.1747475266456604, 0.16410893201828003, 0.16072659194469452, 0.16182774305343628, 0.16376347839832306, 0.1545354276895523, 0.14884257316589355, 0.2423793226480484, 0.2924211323261261, 0.2384548783302307, 0.21916352212429047, 0.24740515649318695, 0.35199612379074097, 0.40771424770355225, 0.3364722728729248, 0.3377031087875366, 0.3112097978591919, 0.3639846742153168, 0.3231501579284668, 0.26714077591896057, 0.2344767302274704, 0.2221658080816269, 0.2035273015499115, 0.191890686750412, 0.19219714403152466, 0.19372738897800446, 0.19063237309455872, 0.1860138177871704, 0.17573334276676178, 0.16915857791900635]"
uuid:51adc360-3775-4919-bab5-8b77853e4729,5.11E+39,Millet,1,1,100,0.1,BIGNONA,SINDIAN,SINDIAN,12.963245,-16.18057667,"[0.4994816184043884, 0.4799136817455292, 0.4610276222229004, 0.4518871605396271, 0.4084526002407074, 0.37098878622055054, 0.3561810851097107, 0.3299121558666229, 0.32903915643692017, 0.3256452977657318, 0.3176838755607605, 0.3330833911895752, 0.3315768241882324, 0.32694143056869507, 0.3355741798877716, 0.3431779444217682, 0.3371087312698364, 0.3529868721961975, 0.31279122829437256, 0.2904236912727356, 0.32839831709861755, 0.3561815321445465, 0.33535563945770264, 0.351982444524765, 0.377673476934433, 0.5021486878395081, 0.4962162375450134, 0.26196643710136414, 0.48141857981681824, 0.3707292973995209, 0.6193530559539795, 0.5882266759872437, 0.560115396976471, 0.5991649627685547, 0.7302130460739136, 0.7429206371307373, 0.7342299222946167, 0.7216973900794983, 0.6865642070770264, 0.6553434133529663, 0.6331288814544678, 0.6302907466888428, 0.6216528415679932, 0.5840625166893005, 0.5217347741127014, 0.5311664342880249]"
uuid:51bba6fc-97bb-45c0-af02-bdbd2edbf9bd,5.12E+39,Millet,1,1.5,1000,0.6666666667,MEDINA YORO FOULAH,KEREWANE,NGAYENE SENEGAL,13.391955,-14.80930333,"[0.3097236454486847, 0.29239845275878906, 0.2917228937149048, 0.2719098627567291, 0.27300262451171875, 0.23262758553028107, 0.25129973888397217, 0.2383836805820465, 0.24059335887432098, 0.23374336957931519, 0.23427164554595947, 0.23703230917453766, 0.24242697656154633, 0.24319544434547424, 0.2537442743778229, 0.25621482729911804, 0.2482326179742813, 0.25948482751846313, 0.2406352013349533, 0.2590543031692505, 0.2518661320209503, 0.24404878914356232, 0.2503100037574768, 0.2700279951095581, 0.26335182785987854, 0.22246012091636658, 0.331157386302948, 0.18839776515960693, 0.4017952084541321, 0.32123276591300964, 0.43871498107910156, 0.49014905095100403, 0.3701696991920471, 0.6146345138549805, 0.6147080659866333, 0.6400360465049744, 0.6174550652503967, 0.5511097311973572, 0.49293163418769836, 0.40663018822669983, 0.390855610370636, 0.38572925329208374, 0.3306393623352051, 0.3200052082538605, 0.2940472364425659, 0.3055633008480072]"
uuid:5206c379-6a65-4f5b-ae00-596637f8df65,5.21E+39,Millet,1,2,1300,0.65,NIORO,DAROU SALAM,H1 NDAMA THISSE,13.81453,-15.68940833,"[0.2779172956943512, 0.27001136541366577, 0.2637677788734436, 0.26049697399139404, 0.24968966841697693, 0.23417992889881134, 0.23094378411769867, 0.223271906375885, 0.23027737438678741, 0.22275543212890625, 0.21503868699073792, 0.21947455406188965, 0.2184743583202362, 0.21670012176036835, 0.219583660364151, 0.21919050812721252, 0.21044348180294037, 0.20665809512138367, 0.2006230354309082, 0.19292184710502625, 0.18063724040985107, 0.16465231776237488, 0.17817984521389008, 0.1831369698047638, 0.18380685150623322, 0.1854475736618042, 0.18977823853492737, 0.09695030748844147, 0.2350708693265915, 0.2506349980831146, 0.3575437068939209, 0.4403543472290039, 0.603938102722168, 0.6077385544776917, 0.5529151558876038, 0.6698467135429382, 0.6079980731010437, 0.5367037653923035, 0.4362536072731018, 0.35376304388046265, 0.33691179752349854, 0.30616867542266846, 0.279739648103714, 0.2640743851661682, 0.2586129605770111, 0.2553904056549072]"
uuid:52a8fc1e-824f-4978-b21d-9283121d204c,5.22E+39,Millet,1,5,3700,0.74,BIRKELANE,DIAMAL,NDANGANE,14.1271573,-15.7526975,"[0.29589125514030457, 0.29280146956443787, 0.2853574752807617, 0.28174132108688354, 0.26954197883605957, 0.2629393935203552, 0.25191253423690796, 0.2429923266172409, 0.24965763092041016, 0.24159276485443115, 0.23662693798542023, 0.23984570801258087, 0.2379087656736374, 0.23424838483333588, 0.23432715237140656, 0.23398816585540771, 0.2202652096748352, 0.2103956937789917, 0.20430853962898254, 0.19262954592704773, 0.18834014236927032, 0.15099382400512695, 0.1756170690059662, 0.1935410350561142, 0.19359387457370758, 0.19551880657672882, 0.19874241948127747, 0.10341283679008484, 0.2246939092874527, 0.34749120473861694, 0.3662818372249603, 0.505581796169281, 0.3933815062046051, 0.5858866572380066, 0.5924875736236572, 0.6006889939308167, 0.5084028244018555, 0.4531885087490082, 0.3794819116592407, 0.3335420489311218, 0.3380574584007263, 0.30527275800704956, 0.277680903673172, 0.27241113781929016, 0.26755762100219727, 0.2650160789489746]"
uuid:52bbb739-1e7c-42ad-926f-21fb9a806d7c,5.22E+39,Millet,1,2,2400,1.2,MEDINA YORO FOULAH,FAFACOUROU,PADIALA SINTHIANG,13.13445833,-14.548495,"[0.34058651328086853, 0.3246432840824127, 0.32377347350120544, 0.2995855510234833, 0.2977003753185272, 0.2544685900211334, 0.2711346447467804, 0.2514053285121918, 0.26836153864860535, 0.2585523724555969, 0.2684325873851776, 0.2698969542980194, 0.27663087844848633, 0.28404316306114197, 0.301199734210968, 0.3019768297672272, 0.29286280274391174, 0.3164234459400177, 0.32008054852485657, 0.3873421251773834, 0.40264230966567993, 0.41034188866615295, 0.43759676814079285, 0.4311467111110687, 0.4087412655353546, 0.4606871008872986, 0.4411863386631012, 0.2909195125102997, 0.41837260127067566, 0.49043023586273193, 0.5600063800811768, 0.6594635248184204, 0.4780137240886688, 0.7353605628013611, 0.7072895169258118, 0.7121238112449646, 0.6984944939613342, 0.6088627576828003, 0.5384872555732727, 0.4632945954799652, 0.4885827600955963, 0.44745200872421265, 0.3967893123626709, 0.36669352650642395, 0.3354547619819641, 0.33716025948524475]"
uuid:5362808e-278f-43b1-965f-3725c4582e11,5.36E+39,Millet,1,1,300,0.3,BIGNONA,TENGHORY,Tenghou arrondissement,12.8105967,-16.22329,"[0.4706869125366211, 0.4446493089199066, 0.4298751652240753, 0.41946086287498474, 0.386687308549881, 0.36444416642189026, 0.3553793132305145, 0.3340396583080292, 0.33526065945625305, 0.3379203677177429, 0.32558637857437134, 0.3276337683200836, 0.3224085569381714, 0.31418436765670776, 0.31717708706855774, 0.3286062777042389, 0.3226272463798523, 0.34356996417045593, 0.30396518111228943, 0.3248601257801056, 0.3304425776004791, 0.3625808656215668, 0.33985182642936707, 0.3852076530456543, 0.40233471989631653, 0.40057265758514404, 0.5063590407371521, 0.4925799071788788, 0.33627161383628845, 0.5081983804702759, 0.49694427847862244, 0.46798786520957947, 0.5420340299606323, 0.526918351650238, 0.6528866291046143, 0.6500118970870972, 0.6422281861305237, 0.6356716156005859, 0.6113879084587097, 0.5987616181373596, 0.587878406047821, 0.5892206430435181, 0.5697383880615234, 0.5483294725418091, 0.47757941484451294, 0.48774322867393494]"
uuid:53850a0f-5539-446d-a4d3-bfd67b89cc8c,5.39E+39,Millet,1,2.5,800,0.32,KAOLACK,THIARE,MAKA FASS,13.986425,-15.83890167,"[0.27413293719291687, 0.268660306930542, 0.26226919889450073, 0.26036375761032104, 0.2498113512992859, 0.2402956187725067, 0.23193147778511047, 0.22402101755142212, 0.23002566397190094, 0.22089028358459473, 0.2189333140850067, 0.22259676456451416, 0.22090530395507812, 0.22061769664287567, 0.21977579593658447, 0.2264494150876999, 0.21559610962867737, 0.21134504675865173, 0.20387867093086243, 0.19142059981822968, 0.184198260307312, 0.14021140336990356, 0.18026897311210632, 0.19146636128425598, 0.20359988510608673, 0.19684778153896332, 0.2090596854686737, 0.15292277932167053, 0.30523765087127686, 0.3708347976207733, 0.44864219427108765, 0.5492817163467407, 0.5291772484779358, 0.6303912401199341, 0.608950674533844, 0.635772705078125, 0.5535218119621277, 0.4908366799354553, 0.3887456953525543, 0.33129873871803284, 0.334886372089386, 0.2973921298980713, 0.2653391659259796, 0.2638269066810608, 0.2579658031463623, 0.25041574239730835]"
uuid:53affef3-4676-494f-b9e5-b6e5e91b74a9,5.32E+39,Millet,1,1,300,0.3,GOUDOMP,SIMBANDI BRASSOU,SAMBOUCOUNDA,12.642365,-15.49905667,"[0.4257403612136841, 0.42085936665534973, 0.4063659906387329, 0.4020722806453705, 0.37945812940597534, 0.3364987075328827, 0.35312333703041077, 0.3372059166431427, 0.3481868505477905, 0.33785849809646606, 0.33072325587272644, 0.32089945673942566, 0.3311280310153961, 0.3189188539981842, 0.31847915053367615, 0.3351956307888031, 0.3107748031616211, 0.3387261629104614, 0.33189478516578674, 0.3589116930961609, 0.3686734437942505, 0.38072749972343445, 0.35016900300979614, 0.34557539224624634, 0.3868606388568878, 0.42363348603248596, 0.5100746750831604, 0.36437684297561646, 0.40365102887153625, 0.2946796715259552, 0.4217161536216736, 0.46729394793510437, 0.5731070041656494, 0.4041561782360077, 0.5723316669464111, 0.6319419741630554, 0.6225610375404358, 0.6158003807067871, 0.5910632610321045, 0.5635515451431274, 0.5923187732696533, 0.5467705130577087, 0.5083283185958862, 0.4896816909313202, 0.44413405656814575, 0.4438994824886322]"
uuid:53b42421-0192-4fd6-bae8-e6bf06fd2219,5.32E+39,Millet,1,2,500,0.25,KOLDA,TANKANTO ESCALE,OUMOUL KOURE (BOKH MAOUNDE),12.80123667,-15.06540167,"[0.4118070602416992, 0.39022818207740784, 0.3809119462966919, 0.3539030849933624, 0.34886062145233154, 0.3314379155635834, 0.31745103001594543, 0.30988389253616333, 0.307325541973114, 0.30230090022087097, 0.29938995838165283, 0.2986132800579071, 0.3073284327983856, 0.2995704412460327, 0.30558058619499207, 0.31476619839668274, 0.3043116629123688, 0.3387051820755005, 0.3283066749572754, 0.40320995450019836, 0.43321332335472107, 0.440082311630249, 0.4372140169143677, 0.4175988733768463, 0.3928182125091553, 0.479644238948822, 0.5529525876045227, 0.38698580861091614, 0.4352523684501648, 0.37491074204444885, 0.4484615921974182, 0.5852165222167969, 0.6440173387527466, 0.7195637226104736, 0.6716402769088745, 0.7272810339927673, 0.7084192037582397, 0.6706849932670593, 0.6286513805389404, 0.5911295413970947, 0.5959237217903137, 0.553877055644989, 0.46741408109664917, 0.4438249170780182, 0.41858455538749695, 0.42617547512054443]"
uuid:53c82335-67ea-448a-9417-646ce2e906e7,5.34E+39,Millet,1,3,3000,1,FOUNDIOUGNE,KEUR S.DIANE,KEUR SALOUM DIANE,13.75574167,-16.26681,"[0.2888513505458832, 0.28385457396507263, 0.2736448049545288, 0.26521629095077515, 0.2585412561893463, 0.24480858445167542, 0.23893702030181885, 0.22899922728538513, 0.236288920044899, 0.23002448678016663, 0.2263023853302002, 0.22944147884845734, 0.22721129655838013, 0.22753611207008362, 0.22311055660247803, 0.2292945384979248, 0.214053213596344, 0.21123264729976654, 0.19880270957946777, 0.20069192349910736, 0.19887763261795044, 0.17185434699058533, 0.190630704164505, 0.21308599412441254, 0.24898481369018555, 0.25706228613853455, 0.24795864522457123, 0.19092366099357605, 0.3939683437347412, 0.4356273412704468, 0.5249482989311218, 0.5850095748901367, 0.4664146602153778, 0.6267187595367432, 0.6034901142120361, 0.6250098347663879, 0.5438878536224365, 0.473907470703125, 0.3859751522541046, 0.3502502143383026, 0.3555246889591217, 0.3200378715991974, 0.3197166919708252, 0.2842775583267212, 0.27730682492256165, 0.2732831537723541]"
uuid:543278e1-daf0-4c07-92f9-37874a793c64,5.43E+39,Millet,1,3,3000,1,FOUNDIOUGNE,KEUR S.DIANE,KEUR SALOUM DIANE,13.75712333,-16.26738833,"[0.2883985638618469, 0.2834621071815491, 0.27317747473716736, 0.2648059129714966, 0.25813978910446167, 0.24430662393569946, 0.23862619698047638, 0.22867096960544586, 0.23590150475502014, 0.2296547293663025, 0.2260594516992569, 0.22901661694049835, 0.22676266729831696, 0.22727788984775543, 0.22274206578731537, 0.2290204018354416, 0.21370919048786163, 0.2108839452266693, 0.1985616832971573, 0.2004505693912506, 0.19876980781555176, 0.17207621037960052, 0.1904779076576233, 0.2131020575761795, 0.2491229772567749, 0.2574153542518616, 0.2481578290462494, 0.1907266527414322, 0.3948673605918884, 0.43682730197906494, 0.5249983668327332, 0.5841905474662781, 0.46606874465942383, 0.62650066614151, 0.6033498644828796, 0.6251164674758911, 0.5441001653671265, 0.4743593633174896, 0.3864498436450958, 0.3507693409919739, 0.35594049096107483, 0.32041725516319275, 0.3195735216140747, 0.2845260500907898, 0.2774650752544403, 0.2735251188278198]"
uuid:543278e1-daf0-4c07-92f9-37874a793c64,5.43E+39,Millet,1,1,1000,1,FOUNDIOUGNE,KEUR S.DIANE,KEUR SALOUM DIANE,13.75712333,-16.26738833,"[0.2883985638618469, 0.2834621071815491, 0.27317747473716736, 0.2648059129714966, 0.25813978910446167, 0.24430662393569946, 0.23862619698047638, 0.22867096960544586, 0.23590150475502014, 0.2296547293663025, 0.2260594516992569, 0.22901661694049835, 0.22676266729831696, 0.22727788984775543, 0.22274206578731537, 0.2290204018354416, 0.21370919048786163, 0.2108839452266693, 0.1985616832971573, 0.2004505693912506, 0.19876980781555176, 0.17207621037960052, 0.1904779076576233, 0.2131020575761795, 0.2491229772567749, 0.2574153542518616, 0.2481578290462494, 0.1907266527414322, 0.3948673605918884, 0.43682730197906494, 0.5249983668327332, 0.5841905474662781, 0.46606874465942383, 0.62650066614151, 0.6033498644828796, 0.6251164674758911, 0.5441001653671265, 0.4743593633174896, 0.3864498436450958, 0.3507693409919739, 0.35594049096107483, 0.32041725516319275, 0.3195735216140747, 0.2845260500907898, 0.2774650752544403, 0.2735251188278198]"
uuid:5433f0ee-c8a5-4738-b1ec-60fa1b2081ae,5.43E+39,Millet,1,2,2000,1,PODOR,MBOLO BIRANE,THILOUKI (SARE MAWDE),,,
uuid:543a1bf5-d2b9-46e0-95d1-bb3d5cbfbcc2,5.43E+39,Millet,1,5,2,0.0004,NIORO,KEUR MABA DIAKHOU,SANTHIE MAKHA,13.672855,-16.02424,"[0.27794334292411804, 0.26933690905570984, 0.26206889748573303, 0.2572181820869446, 0.24688825011253357, 0.23291365802288055, 0.230612114071846, 0.22394609451293945, 0.23279835283756256, 0.22540487349033356, 0.22001905739307404, 0.22619502246379852, 0.22353966534137726, 0.22529777884483337, 0.22490154206752777, 0.229543998837471, 0.21795596182346344, 0.21326738595962524, 0.19949257373809814, 0.18917134404182434, 0.17979063093662262, 0.18976500630378723, 0.18026375770568848, 0.19187425076961517, 0.20751336216926575, 0.2207130789756775, 0.22458437085151672, 0.1577601283788681, 0.31182408332824707, 0.361146479845047, 0.5249651074409485, 0.627126932144165, 0.5904910564422607, 0.6126750707626343, 0.6103858947753906, 0.6439254283905029, 0.5692640542984009, 0.5442333817481995, 0.4357728064060211, 0.3727880120277405, 0.3699567914009094, 0.32409071922302246, 0.28522735834121704, 0.2809622287750244, 0.2732870578765869, 0.2675197422504425]"
uuid:543b7d63-0246-4ced-9795-cc09aab42ab4,5.43E+39,Millet,1,0.7,400,0.5714285714,PODOR,FANAYE,WENDOU OLDOU,16.51987333,-15.18849167,"[0.26853182911872864, 0.2713267207145691, 0.2799873650074005, 0.284365177154541, 0.27796316146850586, 0.2663711905479431, 0.2648005783557892, 0.2607102692127228, 0.26691901683807373, 0.2609177529811859, 0.2547961473464966, 0.2571883201599121, 0.2464233934879303, 0.23639097809791565, 0.23222126066684723, 0.24512705206871033, 0.25101566314697266, 0.2726144790649414, 0.22988249361515045, 0.22776395082473755, 0.22894780337810516, 0.19927741587162018, 0.21136240661144257, 0.2394864708185196, 0.23964044451713562, 0.22663109004497528, 0.22657865285873413, 0.2001827210187912, 0.21459122002124786, 0.24529984593391418, 0.2541700601577759, 0.2823238670825958, 0.3052695393562317, 0.2961224317550659, 0.26680076122283936, 0.25996726751327515, 0.25587198138237, 0.24503584206104279, 0.25519365072250366, 0.24447666108608246, 0.25109636783599854, 0.2502540647983551, 0.21945077180862427, 0.23536892235279083, 0.2399318814277649, 0.22530809044837952]"
uuid:54682c5d-fea8-4836-81c8-3aa22e0e3567,5.47E+39,Millet,1,3,800,0.2666666667,NIORO,NGAYENE,NGAYENE (NGAYENE SABAKH),13.686035,-15.4916,"[0.2892248332500458, 0.27987778186798096, 0.2730124294757843, 0.27160361409187317, 0.2586161494255066, 0.24502375721931458, 0.2402428239583969, 0.23221154510974884, 0.23964081704616547, 0.23103266954421997, 0.2243858128786087, 0.22839617729187012, 0.22939801216125488, 0.2265949845314026, 0.22578111290931702, 0.22768613696098328, 0.2128268927335739, 0.2135470062494278, 0.2010120451450348, 0.1865437775850296, 0.17363393306732178, 0.1698705404996872, 0.17023277282714844, 0.17646393179893494, 0.1952158361673355, 0.24801748991012573, 0.27854618430137634, 0.17600670456886292, 0.3009096384048462, 0.3559587299823761, 0.44373828172683716, 0.5511114001274109, 0.663356363773346, 0.6648676991462708, 0.5346189737319946, 0.6969724297523499, 0.6313239336013794, 0.5605992674827576, 0.4406914710998535, 0.3590623140335083, 0.3546154499053955, 0.31450948119163513, 0.2960081100463867, 0.27723389863967896, 0.266914039850235, 0.26707923412323]"
uuid:54782ada-a5af-4653-a419-a9039e94ebe3,5.48E+39,Millet,1,0.7,600,0.8571428571,VELINGARA,KANDIAYE,TEMENTO MADIA,12.990955,-14.07334167,"[0.36805787682533264, 0.3431936204433441, 0.33359625935554504, 0.32750189304351807, 0.3046760857105255, 0.24778114259243011, 0.274040162563324, 0.2655360698699951, 0.2719653844833374, 0.2647246718406677, 0.26197484135627747, 0.25941863656044006, 0.25996944308280945, 0.2597777545452118, 0.262276828289032, 0.27111491560935974, 0.260547399520874, 0.2693258225917816, 0.26651090383529663, 0.32568323612213135, 0.3932013213634491, 0.41487765312194824, 0.3759016990661621, 0.2561885118484497, 0.43204978108406067, 0.3807690739631653, 0.48913392424583435, 0.4244898855686188, 0.35349607467651367, 0.41594934463500977, 0.548251211643219, 0.5501696467399597, 0.4992501735687256, 0.6485610604286194, 0.6819332242012024, 0.7329221367835999, 0.7145017981529236, 0.6854898929595947, 0.6177957057952881, 0.5747605562210083, 0.5576544404029846, 0.5127618908882141, 0.4667135179042816, 0.416076123714447, 0.38297298550605774, 0.3774266541004181]"
uuid:549403ee-80c0-4156-be45-9618c0ea5878,5.49E+39,Millet,1,3,2850,0.95,KOUNGHEUL,MISSIRAH WADENE,NDAME SALY,13.821175,-15.029585,"[0.28560006618499756, 0.27285850048065186, 0.2741808295249939, 0.2592630684375763, 0.2601238787174225, 0.2304960936307907, 0.23972734808921814, 0.23576083779335022, 0.2411058396100998, 0.22740601003170013, 0.22784243524074554, 0.22456099092960358, 0.23034119606018066, 0.22826245427131653, 0.23878660798072815, 0.24055300652980804, 0.23213039338588715, 0.23525547981262207, 0.22897189855575562, 0.21881301701068878, 0.2109074592590332, 0.21619366109371185, 0.2490917295217514, 0.2268092930316925, 0.26821020245552063, 0.29240676760673523, 0.33101537823677063, 0.1762245148420334, 0.390360951423645, 0.37517592310905457, 0.5614310503005981, 0.6004468202590942, 0.6296218633651733, 0.6672298312187195, 0.6378564834594727, 0.6778393387794495, 0.6084475517272949, 0.5199581384658813, 0.4394155740737915, 0.35951337218284607, 0.3754643201828003, 0.34735870361328125, 0.32297077775001526, 0.30605852603912354, 0.28723376989364624, 0.29416143894195557]"
uuid:551ecf02-d3f9-418e-a654-48c56a4f5c3d,5.52E+39,Millet,1,4,3200,0.8,NIORO,MEDINA-SABAKH,KEUR AYIB GUEYE,13.5962,-15.61093167,"[0.32183828949928284, 0.31224513053894043, 0.3038206100463867, 0.2989424169063568, 0.28453806042671204, 0.27069300413131714, 0.26482853293418884, 0.25641193985939026, 0.2622417211532593, 0.2573000192642212, 0.25436460971832275, 0.2529510259628296, 0.2565072476863861, 0.2539273500442505, 0.25574201345443726, 0.25668588280677795, 0.24559780955314636, 0.2400612086057663, 0.22290590405464172, 0.20964661240577698, 0.20568735897541046, 0.20933254063129425, 0.1972641944885254, 0.21366144716739655, 0.21436750888824463, 0.2265177071094513, 0.25992652773857117, 0.1446518450975418, 0.28888750076293945, 0.36170652508735657, 0.4496079981327057, 0.5501773357391357, 0.5802112221717834, 0.6333287954330444, 0.5540651082992554, 0.6712648868560791, 0.6370057463645935, 0.6113183498382568, 0.5277752876281738, 0.4452257752418518, 0.42762860655784607, 0.3817262351512909, 0.32879501581192017, 0.32316944003105164, 0.3080175220966339, 0.3064092695713043]"
