KEY,ID_menage,crops_cult5,season_cult5,Area_cult5 (ha),QuantityProduced_cult5 (kg),Yield (T/ha),Department,Counties,Village,gpslat,gpslon
uuid:496ee236-44fa-43d5-b365-ce6d02459066,4.97E+39,Corn,1,1,600,0.6,KOUNGHEUL,GAINTHE PATHE,LOUMBOL,,
uuid:d9ffd275-f35b-43de-bf77-15e8d9321f5e,4.97E+39,Corn,1,0,450,,NIORO,DAROU SALAM,YALLE KEUR EL HADJI MALICK,13.869355,-15.82756833
uuid:e147e389-041a-4153-813b-c849b294d0c1,5.15E+39,Corn,1,1,100,0.1,BIGNONA,KATABA I,KABADIO,13.03923167,-16.70311333
uuid:e1826e63-19fa-490b-9bab-c1b1164a9762,5.18E+39,Corn,1,0.5,100,0.2,GOUDOMP,KOLIBANTANG,KERERE,12.71381833,-15.51799667
uuid:e18e9f0c-e892-40b0-b48f-c369f19386a1,5.19E+39,Corn,1,4,1800,0.45,VELINGARA,OUASSADOU,SARE YERO KANDE,12.72759333,-14.20228333
uuid:ebcbed25-ec10-4f9d-90f2-3516b3cff980,5.23E+39,Corn,1,0.5,150,0.3,KOUNGHEUL,MISSIRAH WADENE,MINAL NDRAME,,
uuid:e23d846b-dfc0-4ee1-b7a1-510172777c08,5.23E+39,Corn,1,0.5,500,1,VELINGARA,MEDINA GOUNASS,MEDINA GOUNASS,13.15571167,-13.75953833
uuid:5bf250f4-65e1-4bfd-9406-e9d74db58b42,5.26E+39,Corn,1,1,600,0.6,NIORO,DAROU SALAM,KEUR DI�BEL,13.84998,-15.81581167
uuid:ebffb1e3-2e07-49ae-8c18-3f1c657a587a,5.27E+39,Corn,1,0.5,200,0.4,GOUDOMP,SIMBADI BALANTE,ATHIOUFA,12.546505,-15.75668333
uuid:5c0e7c83-a445-4710-a7a7-7dbe63d92ba8,5.31E+39,Corn,1,1,1000,1,BIRKELANE,N�DIOGNICK,DAROU PAKALA,14.00815,-15.557895
uuid:ec3234e1-1a6b-45c9-81c1-d7a365d783f7,5.33E+39,Corn,1,1,200,0.2,KOLDA,GUIRO YERO BOCAR,TEMENTO SAMBA BAMBOUA,,
uuid:e3993799-ff25-40de-b4b2-56a376b855a9,5.40E+39,Corn,1,1,300,0.3,VELINGARA,SARE COLY SALLE,MISSIRA BASSI (SARE BASSI),13.15955667,-14.07457833
uuid:5d1fe0f7-847d-484c-a46d-3cc7ac03458e,5.42E+39,Corn,1,5,700,0.14,KOLDA,SARE BIDJI,MEDINA BOGUEL,12.82198167,-15.09049167
uuid:5da6e4c7-e663-4b10-8991-c5aad0efc807,5.42E+39,Corn,1,2,150,0.075,SEDHIOU,DJIREDJI,BONA LINKETO,,
uuid:edc226dd-859a-41e0-985d-47b16daffd6f,5.43E+39,Corn,1,0,300,,KOUNGHEUL,MISSIRAH WADENE,VELINGARA DEMBA SOW,14.117565,-15.11023667
uuid:543c0149-07ac-4195-8dca-340c853939e5,5.43E+39,Corn,1,0,1000,,MALEM HODDAR,SAGNA,Darou Salam,13.976125,-15.20440333
uuid:e48fdbff-1285-472e-a1db-22377e7c33d0,5.49E+39,Corn,1,0,100,,KOUNGHEUL,MISSIRAH WADENE,FASS NDIAYENE,14.12487833,-15.09671333
uuid:5e0582bb-6348-45ba-98f1-14c7497603de,5.51E+39,Corn,1,0.75,500,0.6666666667,VELINGARA,PAROUMBA,DAHARATOU,12.79084333,-13.87792833
uuid:e5745ee7-b647-43d9-bff0-66969f4bea53,5.57E+39,Corn,1,0.5,200,0.4,VELINGARA,PAKOUR,PAKOUR,12.76032167,-13.96096167
uuid:e6b3c50d-02dd-4272-a15f-54bca9d7d365,5.62E+39,Corn,1,3,1500,0.5,MEDINA YORO FOULAH,BOUROUCO,YEUME(SINTHIOU DEMBA SYLLA),,
uuid:eff95255-b6b5-45b6-82a5-eaa1d3a721e6,5.67E+39,Corn,1,1,800,0.8,NIORO,GAINTE KAYE,FAOUROU PEULH,13.86201167,-15.91517
uuid:e69ddfd1-bb6d-4ab2-93e7-bea4b2520768,5.69E+39,Corn,3,0.3,1620,5.4,PODOR,FANAYE,FANAYE DIERY,16.514045,-15.11876
uuid:569471e0-3416-40f2-aa71-c428fa1810be,5.69E+39,Corn,2,0.15,80,0.5333333333,MATAM,AGNAM-CIVOL,AGNAM THIODAYE,15.991065,-13.66713833
uuid:e7abce25-d2a8-46a6-9ac1-ec78f2d6a0e7,5.71E+39,Corn,1,0.75,500,0.6666666667,KOLDA,MAMPATIM,MEDINA AMADOU SABALY (MEDINA THIERNO SABALY),13.02717667,-14.354705
uuid:57b153ff-a300-42aa-9d38-917f54cb0c07,5.72E+39,Corn,1,1.2,450,0.375,NIORO,POROKHANE,KEUR ALASSANE KHODIA,13.64508167,-15.86333333
uuid:5736630a-19cf-419a-973b-f08f4bfa0ac2,5.74E+39,Corn,1,1,150,0.15,BIGNONA,KATABA I,SELETY,13.145575,-16.57546667
uuid:e76a1990-617b-4c4f-9182-4be2ec731e9e,5.76E+39,Corn,1,2,1200,0.6,NIORO,TA�BA NIASSENE,NDIOBENE KEUR OUSMANE,13.73239167,-15.88591167
uuid:e7681c4d-9c42-41e9-9cd8-9063c013bb02,5.77E+39,Corn,1,2,1100,0.55,NIORO,GAINTE KAYE,NDIAWARA AL KALY,13.78814,-16.01359167
uuid:58adb155-cf2d-465d-900c-626310c52130,5.81E+39,Corn,1,0.3,600,2,NIORO,DAROU SALAM,H1 NDAMA THISSE,13.81479,-15.68857833
uuid:f01dff33-e052-4a99-9f58-08493795adf9,6.01E+39,Corn,1,0,150,,MALEM HODDAR,SAGNA,Darou Salam,13.975515,-15.15651667
uuid:60749689-9de7-4a09-a3fb-496875e8f1dd,6.07E+39,Corn,1,2,3000,1.5,NIORO,KEUR MABA DIAKHOU,NDRAM� NDIMB,13.605945,-15.96244667
uuid:608ee3fb-0d70-4cdb-8cf2-6f09086e3579,6.09E+39,Corn,1,0.25,100,0.4,KOLDA,GUIRO YERO BOCAR,TEMENTO SAMBA BAMBOUA,,
uuid:f1077379-0bde-4722-aadf-74c499d009ae,6.11E+39,Corn,1,1,50,0.05,VELINGARA,MEDINA GOUNASS,MEDINA GOUNASS,13.12966167,-13.75456667
uuid:061e1bff-3252-4f6c-9986-c5e8f3b82765,6.15E+38,Corn,1,2.5,2000,0.8,NIORO,POROKHANE,POROKHANE WOLOF,13.69926,-15.82308
uuid:f1e38397-e624-41fc-a04a-f828387714ee,6.15E+39,Corn,2,0.6,2160,3.6,PODOR,FANAYE,DIMAR DIERY,16.51458,-15.12966667
uuid:6a57b85f-fd2e-4b99-ae23-ad88c3d88d22,6.16E+39,Corn,1,1,300,0.3,NIORO,GAINTE KAYE,NDIAWARA AL KALY,13.78796833,-16.01290833
uuid:f1707833-381e-43bb-9969-125ce82adcd7,6.17E+39,Corn,1,1,250,0.25,VELINGARA,PAROUMBA,PATIM COUTA,12.7444,-13.76416167
uuid:0f19d1b3-639f-4168-9ff2-efeeef94856c,6.19E+38,Corn,1,0,2000,,MALEM HODDAR,SAGNA,Darou Salam,13.97583167,-15.203695
uuid:6bb420b4-4db7-4699-a9d7-a0432bc8f80c,6.22E+39,Corn,1,0.5,400,0.8,BIGNONA,OULAMPANE,Oulampane,12.96076,-15.99881167
uuid:62523cef-80c0-44dd-ae01-62562034b1a0,6.25E+39,Corn,1,1,1200,1.2,KOLDA,TANKANTO ESCALE,OUMOUL KOURE (BOKH MAOUNDE),12.80093667,-15.06565
uuid:fbf8b344-51f7-43ae-8c46-12ede821d445,6.27E+39,Corn,1,0,150,,MALEM HODDAR,DIANKE SOUF,DIANKE SOUF,14.23393,-15.34087667
uuid:f31c6d2d-b8f2-4a4f-999d-4145aa0f69a9,6.31E+39,Corn,1,1,1500,1.5,NIORO,POROKHANE,KEUR ALASSANE KHODIA,13.64385667,-15.86393833
uuid:63215089-710c-48bf-92cc-2638963cc399,6.32E+39,Corn,1,0.5,70,0.14,KAFFRINE,DIAMAGADIO,MEODIAWENE,13.78995333,-15.42212167
uuid:f4038855-bdec-43e7-88c2-22fefdd4e5bb,6.40E+39,Corn,1,1,200,0.2,KOUNGHEUL,MISSIRAH WADENE,NDIAYENE SADIAKHOU,14.11903667,-15.06462833
uuid:6dbbf75f-dfbd-43a5-aad3-df4137032c7b,6.42E+39,Corn,1,0,200,,MALEM HODDAR,SAGNA,Maka Bella,14.109615,-15.23539
uuid:0f4bff8e-18a5-43af-b8c3-5805993e8abb,6.43E+38,Corn,1,0.5,100,0.2,KANEL,OURO SIDY,LEWE DAMGA,15.47651833,-13.218265
uuid:6ebefde4-e1af-48c0-9cce-8c38422d7763,6.53E+39,Corn,1,0,700,,MALEM HODDAR,SAGNA,Darou Salam,13.97623833,-15.156785
uuid:6e4feea4-efc4-4641-8768-a5cec3fb067f,6.55E+39,Corn,1,0.5,250,0.5,GOUDOMP,MANGAROUNGOU SANTO,SAMBELCOUNDA ( DJIRBAN),12.51365,-15.507845
uuid:fed9b2cc-8de6-48c3-a41d-0cca51332e4f,6.55E+39,Corn,1,1,950,0.95,SEDHIOU,KOUSSY,H1 SAYANG,12.98520833,-15.61577833
uuid:0fe6444e-e0cc-41f2-bf9e-2adb50ac5043,6.56E+38,Corn,1,0.5,50,0.1,GOUDOMP,SIMBADI BALANTE,MANDINA MANJACQUE,12.56855167,-15.76239
uuid:6e7dfd2d-c84e-459a-9190-c8c517b6614f,6.57E+39,Corn,1,0.5,600,1.2,BIRKELANE,MBEULEUP,2HAMDALAYE MBEULEUP,13.91704,-15.562005
uuid:06fa329c-f3b7-4061-8653-8895b56a82dd,6.61E+38,Corn,1,0.5,100,0.2,KOLDA,SARE BIDJI,SARE MAOUDE DIAO,12.95341,-14.97659
uuid:66186af3-b972-4064-a865-9ab5f5b83ef6,6.62E+39,Corn,1,1,700,0.7,SEDHIOU,SANSAMBA,YACINE MANDINA(DIASSING MANDINA),,
uuid:6643472d-65bc-4c98-91fc-0b2b764a8406,6.64E+39,Corn,1,0.5,200,0.4,KANEL,OURO SIDY,LEWE DAMGA,15.47730333,-13.21932667
uuid:f67d36fd-e2d5-4d88-b09e-bda0f8465064,6.67E+39,Corn,3,0.9,155,0.1722222222,MATAM,AGNAM-CIVOL,AGNAM CIVOL,15.99150167,-13.660145
uuid:068f6ef8-ad8c-4c4d-a149-ee3c0acac03c,6.87E+38,Corn,1,1.5,2000,1.333333333,NIORO,NDRAME ESCALE,FASS NG�Y�NE (K. BIRAME GU�YE),13.79288333,-16.136235
uuid:f89842ce-5fcf-476e-90e9-263ff2ccbd9d,6.90E+39,Corn,1,0.5,600,1.2,MEDINA YORO FOULAH,BOUROUCO,YEUME(SINTHIOU DEMBA SYLLA),,
uuid:f932c0de-cd8d-4a63-97d6-501a565a7b07,6.93E+39,Corn,1,2.5,600,0.24,VELINGARA,SINTHIANG KOUNDARA,KOULOYE BALLA,13.404835,-13.77265167
uuid:695616ad-df8e-4ffe-af8f-079b68047091,6.96E+39,Corn,1,1,1050,1.05,KOLDA,TANKANTO ESCALE,OUMOUL KOURE (BOKH MAOUNDE),12.80134833,-15.06565333
uuid:0699c390-a255-4378-9859-1fcc04b5caed,6.99E+38,Corn,1,1,300,0.3,VELINGARA,BONCONTO,TEYEL (TEYEL PAKANE),13.03759,-13.93805667
uuid:71379e51-2150-41a4-bd81-1c8d9396d0bc,7.14E+39,Corn,1,0,200,,MALEM HODDAR,SAGNA,Maka Bella,14.106625,-15.23603
uuid:72ca8155-d66c-411f-b665-d4478dbcd538,7.23E+39,Corn,1,0,200,,MALEM HODDAR,SAGNA,Maka Bella,14.10753167,-15.23650833
uuid:7b3655de-4530-4427-9b07-82ca55b8fa09,7.24E+39,Corn,1,1,410,0.41,KOUNGHEUL,MISSIRAH WADENE,THISSE,14.09392167,-15.08329
uuid:726832bb-9205-4c4f-84e6-c401d688e996,7.27E+39,Corn,1,3,3000,1,VELINGARA,KANDIA,TABADIANG SAMBA,13.11266167,-14.24213167
uuid:73773501-f461-487e-8b98-900480fa7113,7.38E+39,Corn,1,1.5,4500,3,MEDINA YORO FOULAH,NDORNA,SINTHIANG THERNO SEYDI,13.23087,-15.071495
uuid:7413f73a-a04a-47fb-9aed-daabb29c3480,7.41E+39,Corn,3,4,98,0.0245,MATAM,AGNAM-CIVOL,AGNAM THIODAYE,15.99406333,-13.66495167
uuid:7d360f2b-b2d2-4703-965b-1e66b38eb277,7.44E+39,Corn,1,1,900,0.9,MEDINA YORO FOULAH,FAFACOUROU,PADIALA SINTHIANG,13.13413333,-14.54874667
uuid:7554b1e1-fd4d-4b80-a34a-7d6458a1758c,7.55E+39,Corn,1,1,975,0.975,NIORO,TA�BA NIASSENE,TAWA OUALO,13.758565,-15.96122
uuid:788183d1-85f0-41b4-87fe-1b9637232b4e,7.88E+39,Corn,1,2,1250,0.625,GOUDOMP,YARANG BALANTE,SINA,12.54088667,-15.60368
uuid:79121b79-066d-4c64-9df0-78785aa48882,7.91E+39,Corn,3,0.25,250,1,MATAM,AGNAM-CIVOL,AGNAM THIODAYE,,
uuid:794566df-a9f1-4025-bcb5-2692208aafd0,7.95E+39,Corn,2,2,1200,0.6,MEDINA YORO FOULAH,BOUROUCO,YEUME(SINTHIOU DEMBA SYLLA),,
uuid:8a6724c6-c185-495b-aabb-f0b2b52c5752,8.17E+39,Corn,1,1.5,940,0.6266666667,MEDINA YORO FOULAH,KEREWANE,A�NOUMANE,,
uuid:8171ffcc-28c5-40a3-960c-e60cb4dc6620,8.17E+39,Corn,1,0.25,300,1.2,VELINGARA,OUASSADOU,BOYA,12.79544167,-14.19646167
uuid:8185dd8d-a892-427e-a03a-2b2c2082aeff,8.19E+39,Corn,1,2,300,0.15,MEDINA YORO FOULAH,KEREWANE,A�NOUMANE,13.40446833,-14.867005
uuid:824a4d5f-cc48-45a3-bcfc-5b67d9931fe7,8.24E+39,Corn,1,1,600,0.6,NIORO,PAOSKOTO,DINGUIRAYE,13.84712,-15.85921
uuid:826c21e2-a192-4106-b39c-a5e7a90c599b,8.26E+39,Corn,1,1,1000,1,BIGNONA,TENGHORY, Tenghou arrondissement,12.80624667,-16.20670167
uuid:8dbb9168-19f1-4779-a790-589713616f45,8.42E+39,Corn,1,1.5,750,0.5,SEDHIOU,OUDOUCAR,1. MARANDAN 2,12.87634,-15.29785333
uuid:8de06fd4-dde3-43ca-bfe6-ef4a01b16bdc,8.45E+39,Corn,1,1,750,0.75,MEDINA YORO FOULAH,BADION,VELIN GARA DIOUHE,13.06692667,-14.40032167
uuid:853cfd47-2b49-407f-bca4-04690c21e208,8.53E+39,Corn,1,1.5,900,0.6,KOLDA,THIETTY,THIEWOUNGAL,13.02345167,-15.10421333
uuid:85cee44a-9220-465f-8448-8cf2bc742806,8.54E+39,Corn,1,0,250,,MALEM HODDAR,SAGNA,Maka Bella,14.10898833,-15.23440167
uuid:85f2f7f8-85b6-43c5-8c4a-06a9319d51d0,8.56E+39,Corn,1,0.5,300,0.6,VELINGARA,BONCONTO,TEYEL (TEYEL PAKANE),12.98945333,-14.07425833
uuid:8f078a97-98e0-4c05-95cf-bb9f4db85dda,8.61E+39,Corn,1,1,1500,1.5,MEDINA YORO FOULAH,BOUROUCO,YEUME(SINTHIOU DEMBA SYLLA),13.288025,-15.15172333
uuid:8f198546-148a-4ed2-8ec5-b23cb29a34fd,8.62E+39,Corn,1,1,200,0.2,NIORO,GAINTE KAYE,FAOUROU PEULH,13.86061833,-15.91553
uuid:89a3f24b-2c41-4191-85b2-99b52c81a133,8.91E+39,Corn,1,0.5,150,0.3,VELINGARA,SINTHIANG KOUNDARA,MEDINA AFIA,13.41572167,-13.768795
uuid:8967996c-5f04-48bb-a8a7-116c3b3d2528,8.97E+39,Corn,1,0,100,,MALEM HODDAR,SAGNA,Maka Bella,14.10783333,-15.23469
uuid:89937e1f-4f11-45e9-9a58-354acac0ff4d,8.99E+39,Corn,1,0.25,140,0.56,SEDHIOU,DJIBABOUYA,DIAO SIMACOUNDA,,
uuid:9af0a5ce-721e-4ef5-89b0-7222190adee0,9.16E+39,Corn,1,0.5,250,0.5,GOUDOMP,SIMBADI BALANTE,KOLANTE MANJAQUE,12.52890833,-15.74268167
uuid:92a04340-9714-4051-a8c1-de69fb59257f,9.21E+39,Corn,1,0.75,250,0.3333333333,KOLDA,COUMBACARA,THIARAPPE,12.7785,-14.51313
uuid:932b7c89-df2a-4b4f-b3bf-aaa60bb3705b,9.32E+39,Corn,1,1,500,0.5,NIORO,POROKHANE,YOUNA,13.633895,-15.89363167
uuid:9c78a155-8ca3-47a8-89a3-f1c1ea5986e9,9.38E+39,Corn,1,3,800,0.2666666667,NIORO,TA�BA NIASSENE,TAWA OUALO,13.761185,-15.95997833
uuid:94fc0cbe-fade-4f6b-b5c0-c03f14a2dd18,9.46E+39,Corn,1,0.5,100,0.2,SEDHIOU,SANSAMBA,TAMBANA(DIASSING TAMBANA),12.75846333,-15.77488333
uuid:9ea0e637-e2f4-4d60-bd3d-bae424c68f9c,9.51E+39,Corn,1,1,800,0.8,NIORO,POROKHANE,KEUR ALASSANE KHODIA,13.645135,-15.86445833
uuid:98c5cf12-b75e-472f-b187-38fc8a835192,9.84E+39,Corn,1,0,140,,MALEM HODDAR,SAGNA,Maka Bella,14.11285833,-15.23858
uuid:b6c63c5c-558f-4f08-a857-3e7474bda50b,2.64E+39,Corn,1,3,5250,1.75,VELINGARA,KANDIA,SARE YERO META,13.11743667,-14.27708167
uuid:668e727f-2d58-42da-bb7e-2169a9db48ca,6.69E+39,Corn,1,2,1200,0.6,VELINGARA,OUASSADOU,MEDINA POUSSANG,12.71915667,-14.19511833
uuid:812e669b-abb5-472f-a958-231fcd2bd74a,8.13E+39,Corn,1,2,1200,0.6,KOLDA,GUIRO YERO BOCAR,SARE MASSARA,12.73475833,-14.78926167
uuid:8c2d1cec-dd4f-452e-b8da-926ecc72dad0,8.32E+39,Corn,1,10,3000,0.3,VELINGARA,MEDINA GOUNASS,MEDINA GOUNASS,13.136825,-13.76243833
uuid:98c116de-a7d7-4a69-ae5a-cd70ff338c43,9.83E+39,Corn,1,1,3000,3,NIORO,DAROU SALAM,NDAMA (NDAMA NGOUKH),13.818395,-15.68697333
uuid:02ba5955-d08b-4644-9097-8b311d546d02,2.22E+38,Corn,1,1.3,1000,0.7692307692,KOLDA,MEDINA CHERIF,SARE WALY,12.93326333,-14.17876167
uuid:bc50ae48-eae2-41a9-84ff-8bb2060a53eb,2.35E+39,Corn,1,0.5,600,1.2,MEDINA YORO FOULAH,BOUROUCO,TA�BA,13.210005,-15.21995
uuid:b5a3d3af-c93a-4a72-aa6b-f580d9169a84,2.51E+39,Corn,1,0.5,800,1.6,KOLDA,BAGADADJI,BAGADADJI,12.85032167,-14.65453167
uuid:2ebe3b95-10a2-4532-971d-42990d85fd80,2.53E+39,Corn,1,2,2675,1.3375,VELINGARA,KANDIAYE,TEMENTO MADIA,12.99010167,-14.07381167
uuid:cf6082b6-ff53-478b-86e0-ef37f27f13d3,3.66E+39,Corn,1,0.25,100,0.4,GOUDOMP,DJIBANAR,BIRKAMA,12.56153667,-15.84044333
uuid:82861885-f0b2-4a26-9da1-076304aabd87,8.29E+39,Corn,1,1,1200,1.2,NIORO,GAINTE KAYE,FAOUROU SERERE,13.85289,-15.91365833
uuid:1f028092-64df-4d1e-9161-2c5cc78d2e12,1.60E+39,Corn,1,0.2,100,0.5,BIGNONA,KAFOUNTINE,KAFOUNTINE,12.921015,-16.73497333
uuid:e32e20e2-d68c-4a83-915f-5e8e4fa76320,5.33E+39,Corn,1,0.2,50,0.25,BIGNONA,KAFOUNTINE,KAFOUNTINE,12.919635,-16.73429167
uuid:9df2c97f-7e5c-45f2-a670-0b7cc30dd562,9.46E+39,Corn,1,1,100,0.1,VELINGARA,PAKOUR,PAKOUR,12.761085,-13.961495
uuid:98f2a3b0-9040-4faf-9ea8-e6e4295d0f06,9.86E+39,Corn,1,4,500,0.125,BIGNONA,KAFOUNTINE,ABENE,12.99779333,-16.72206
uuid:a2ef6c60-beac-4435-adf3-9446abb192e1,1.26E+39,Corn,1,1,500,0.5,BIRKELANE,MBEULEUP,3NDIOBENE GOUYE(ALLA GAWRY),13.92188667,-15.58923333
uuid:a405f773-df91-42b6-aaca-9b8964eaa951,1.41E+39,Corn,1,0.5,1500,3,GOUDOMP,DIOUBOUDOU,BAMBALI BRASSOU,,
uuid:1f64bc34-fcd4-4877-a5b1-0fd8c4a1ac88,1.66E+39,Corn,1,25,50000,2,SEDHIOU,Koussi,Hamdani,12.89068333,-15.59394667
uuid:a76e7bc9-b573-46e0-b727-a14f74b1df24,1.77E+39,Corn,1,1,650,0.65,VELINGARA,LINKERING,SANSANCOTO,12.90203,-13.796325
uuid:242096ab-621c-48db-8971-ad08644f222d,2.42E+39,Corn,1,2,1200,0.6,NIORO,K. MANDONGO,TA�BA MBAY�NE,13.83885167,-16.12020167
uuid:26a0b16d-82cb-4a0d-8a40-2868928f5c5e,2.61E+39,Corn,1,0.25,200,0.8,BIGNONA,TENGHORY, Tenghou arrondissement,12.80550167,-16.20228
uuid:b8b1e3c2-9146-497d-9f57-e068cd293231,2.82E+39,Corn,1,1,1000,1,VELINGARA,PAKOUR,PAKOUR,12.76048667,-13.95948833
uuid:cb3cd40b-3ff8-4bdc-8aec-5aef5351ad8d,3.23E+39,Corn,1,1,350,0.35,VELINGARA,PAROUMBA,BODORA,12.73826667,-13.78217333
uuid:c4b9d839-0293-45e6-abc3-d6dddea9a8e0,3.43E+39,Corn,1,1,500,0.5,VELINGARA,PAROUMBA,PATIM COUTA,12.74432333,-13.76340833
uuid:cf806a2e-b23c-4889-b3c6-ac6e83b2f5f0,3.68E+39,Corn,1,3,4000,1.333333333,KOLDA,BAGADADJI,BAGADADJI,12.849595,-14.65289833
uuid:c8ed3f00-dd39-4bb3-8566-145d5a89214e,3.85E+39,Corn,1,2,200,0.1,VELINGARA,MEDINA GOUNASS,MEDINA GOUNASS,13.13724667,-13.76469667
uuid:45824817-823d-4a2b-b048-20798a1951f1,4.58E+39,Corn,1,1,50,0.05,KAFFRINE,KATHIOTE,TAIBA,13.935115,-15.45935667
uuid:47da4a22-5b95-48a9-849b-aff214e1c901,4.74E+39,Corn,1,0.5,2000,4,MATAM,OREFONDE,OREFONDE,16.04913,-13.72828
uuid:e0afcde2-632f-41a2-a046-59383b89c6d4,5.02E+39,Corn,1,0.5,1000,2,NIORO,K. MANDONGO,TA�BA MBAY�NE,13.83849333,-16.118925
uuid:eaad526d-bbef-4ceb-8538-c87982f9ceda,5.11E+39,Corn,1,0.75,225,0.3,KOLDA,GUIRO YERO BOCAR,SARE MASSARA,12.73524167,-14.789685
uuid:e7dbcef5-f154-4f63-af32-ab6266d37c45,5.74E+39,Corn,1,2,3000,1.5,SEDHIOU,Koussi,Hamdani,12.89021667,-15.593945
uuid:e9624ab4-1f9d-48b0-b857-ed3b104cf803,5.96E+39,Corn,1,2,1300,0.65,KAOLACK,LATMINGUE,THIALANE,,
uuid:6b4ff8e7-4b71-43f4-9ec0-0e7885b40b26,6.25E+39,Corn,1,2,100,0.05,KOLDA,SARE BIDJI,BOGUEL,12.81494667,-15.08336333
uuid:66c56a72-41de-4965-8096-4830569b6a44,6.64E+39,Corn,1,2,1200,0.6,MEDINA YORO FOULAH,BADION,SARE YORO BAMBI,13.06306833,-14.401835
uuid:71390add-96b3-4662-a9d7-9f1a1674f4f6,7.14E+39,Corn,1,0.25,100,0.4,GOUDOMP,DJIBANAR,BIRKAMA,12.56238,-15.84134833
uuid:71fea41b-89b9-46c6-b302-caadff402e53,7.17E+39,Corn,1,0.25,150,0.6,GOUDOMP,YARANG BALANTE,NIACOUNDA,12.52794333,-15.62361
uuid:781db835-5f98-4040-b2c0-04e66d90dd1e,7.81E+39,Corn,1,1,500,0.5,MATAM,OREFONDE,OREFONDE,16.04750833,-13.726405
uuid:9663379e-f184-4692-aa5f-068c17320069,9.66E+39,Corn,1,0.25,400,1.6,KAFFRINE,KATHIOTE,Ngainte Gouye/Keur Sette Tabara,14.05378,-15.57446
uuid:98055d9c-7462-46e9-a27f-0824167ec3f6,9.81E+39,Corn,1,1.5,650,0.4333333333,VELINGARA,KANDIAYE,SARE YORO GANO,12.99259833,-14.07210333
uuid:a050a701-0ab1-4e9b-b8d6-7fbd104cf46c,1.05E+39,Corn,1,2,1000,0.5,MATAM,OREFONDE,OREFONDE,16.04950667,-13.72581667
uuid:107e9338-3e71-4df5-86b1-93f2c8e57863,1.08E+39,Corn,1,0.5,100,0.2,GOUDOMP,SIMBADI BALANTE,H1 KRISSIM,12.53567833,-15.74796667
uuid:aa63dac3-01df-4db4-a296-d5f507872181,1.16E+39,Corn,1,1,1000,1,VELINGARA,PAROUMBA,PATIM COUTA,12.74594333,-13.76515167
uuid:12602235-d79b-4038-aaba-5e2f4c9181bb,1.26E+39,Corn,1,1,500,0.5,VELINGARA,SINTHIANG KOUNDARA,SINTHIANG COUMBADIOUM,13.15062,-13.94746
uuid:136a3e7d-8da3-4fc7-ad51-2cd338b9e41d,1.36E+39,Corn,1,1,1000,1,NIORO,NDRAME ESCALE,NDIOFFORY,13.79433167,-16.148145
uuid:136a3e7d-8da3-4fc7-ad51-2cd338b9e41d,1.36E+39,Corn,1,1,800,0.8,NIORO,NDRAME ESCALE,NDIOFFORY,13.79433167,-16.148145
uuid:1d034bba-2434-4e0f-9048-440c1b5f8186,1.40E+39,Corn,1,3,1500,0.5,VELINGARA,KANDIA,TABADIANG SAMBA,13.11227833,-14.242775
uuid:0a4ac0c4-e2dd-44b3-924a-dc82c09f065e,1.41E+38,Corn,1,5,8000,1.6,NIORO,KEUR MABA DIAKHOU,KEUR GUELADIO,13.69410333,-15.97682833
uuid:0a4ac0c4-e2dd-44b3-924a-dc82c09f065e,1.41E+38,Corn,1,1,1000,1,NIORO,KEUR MABA DIAKHOU,KEUR GUELADIO,13.69410333,-15.97682833
uuid:14e877f9-988c-4a78-8e65-e8932b55474b,1.46E+39,Corn,3,1,750,0.75,MATAM,NABADJI-CIVOL,H1 GOUREL ADAMA BA,15.70936833,-13.37720667
uuid:15487435-b461-4639-aa6a-ba64e1881a63,1.55E+39,Corn,1,0.5,150,0.3,SEDHIOU,DJIREDJI,BONA LINKETO,12.68548667,-15.80724333
uuid:16ab9e96-31e7-47e5-b489-b2f15ca402bf,1.61E+39,Corn,1,0.15,50,0.3333333333,GOUDOMP,DJIBANAR,BIRKAMA,12.55907,-15.84055
uuid:a750c0b3-df44-498f-aeaf-00d6fa3d2965,1.75E+39,Corn,1,0.75,750,1,VELINGARA,LINKERING,KARAMATOU (KOUNTANG),12.90139833,-13.786775
uuid:1758b091-eac0-4233-8542-249b92698fa5,1.76E+39,Corn,1,0.5,50,0.1,SEDHIOU,SANSAMBA,YACINE MANDINA(DIASSING MANDINA),12.78222167,-15.73702167
uuid:a81532b9-14f3-423b-be8a-404683d6e54f,1.82E+39,Corn,1,0.5,150,0.3,VELINGARA,SINTHIANG KOUNDARA,H1 BOYERE,13.15059833,-13.94441333
uuid:186702fa-0562-4531-aec5-8a3a7302a77e,1.87E+39,Corn,1,0.5,500,1,GOUDOMP,YARANG BALANTE,SINA,12.5422,-15.60534167
uuid:a871c4e6-35ce-4b6a-8493-08f723679486,1.87E+39,Corn,1,1,125,0.125,OUSSOUYE,DJEMBERING,CAP SKRING,12.38867833,-16.73872333
uuid:19226fe2-457c-4e10-afe1-3ee9c877f16e,1.92E+39,Corn,1,0.5,5,0.01,KANEL,OURO SIDY,LEWE DAMGA,15.47617,-13.21852667
uuid:19ce6eba-c672-4dbc-86c9-1b35c90c2fed,1.94E+39,Corn,1,1,1500,1.5,VELINGARA,PAKOUR,PAKOUR,12.76027833,-13.95988333
