KEY,ID_menage,crops_cult5,season_cult5,Area_cult5 (ha),QuantityProduced_cult5 (kg),Yield (T/ha),Department,Counties,Village,gpslat,gpslon
uuid:965d0c34-d905-44b9-b72c-5de540721653,9.65E+39,Corn,1,1,850,0.85,MEDINA YORO FOULAH,NDORNA,MBAYENE,13.21415167,-15.06858
uuid:9694697c-5322-4c88-b861-a83ea24e7cbd,9.69E+39,Corn,1,0.5,500,1,KAOLACK,NDIEDIENG,MBOUDAYE SERERE,13.92926,-16.18133167
uuid:97e33e45-7ab5-40a8-ad66-b04d9a52baad,9.75E+39,Corn,1,2,850,0.425,NIORO,POROKHANE,KEUR ALASSANE KHODIA,13.64521833,-15.86325833
uuid:2c444341-4d40-4e16-bb08-e9694d62fc07,2.34E+39,Corn,1,1,2500,2.5,VELINGARA,KANDIAYE,TEMENTO MADIA,12.99191333,-14.07396
uuid:b95f875e-9377-4cee-80f3-a57fd445220e,2.96E+39,Corn,1,1,1200,1.2,KOUNGHEUL,SALY ESCALE,MEDINA SIWOL,13.91673333,-14.95601667
uuid:d503c95e-c1ed-4862-b586-59d337abb08c,4.50E+39,Corn,1,0.8,600,0.75,NIORO,POROKHANE,KEUR ALASSANE KHODIA,13.64494333,-15.86450167
uuid:de4ecdb1-363e-4cb0-9846-59b4d8e10099,4.55E+39,Corn,1,2,4300,2.15,FOUNDIOUGNE,KEUR S.DIANE,KEUR SALOUM DIANE,13.75206167,-16.26647333
uuid:e20cc23e-5526-4e12-9367-d71bf335fc1f,5.20E+39,Corn,1,1.25,300,0.24,VELINGARA,LINKERING,SANSANCOTO,12.901895,-13.79645333
uuid:f0dffba6-1464-4fb4-a35e-c15c9e0ed9b8,6.05E+39,Corn,1,0.5,550,1.1,KOLDA,MAMPATIM,MEDINA AMADOU SABALY (MEDINA THIERNO SABALY),13.03956333,-14.35297333
uuid:f179977b-b0c4-4fb0-b0b0-e0506547db41,6.18E+39,Corn,1,1,800,0.8,NIORO,POROKHANE,KEUR ALASSANE KHODIA,13.64259667,-15.86462833
uuid:f31c6d2d-b8f2-4a4f-999d-4145aa0f69a9,6.31E+39,Corn,1,2,3000,1.5,NIORO,POROKHANE,KEUR ALASSANE KHODIA,13.64385667,-15.86393833
uuid:72e0c0fd-9302-4969-9fe5-e6d9b1fecc4e,7.25E+39,Corn,1,2,1900,0.95,FOUNDIOUGNE,NIORO ALASSANE TALL,PAKALA,13.745645,-16.3564
uuid:728c2268-deda-465a-b201-e496807580ea,7.28E+39,Corn,1,1,1100,1.1,NIORO,POROKHANE,KEUR ALASSANE KHODIA,13.64489833,-15.86485167
uuid:848ab091-5973-416a-be8c-12da22e9a507,8.48E+39,Corn,1,1,120,0.12,BIGNONA,TENGHORY, Nialor Boutolate-Bindago-Riran,12.843035,-16.205965
uuid:21d71de3-bf81-460a-9e82-eb049822e17e,2.15E+39,Corn,1,1,300,0.3,NIORO,WACK NGOUNA,MBADI�NE,13.71788667,-16.11559
uuid:c307a76b-2d71-4c44-8afe-f23b4fc1c9e6,3.31E+39,Corn,1,1,2,0.002,NIORO,TA�BA NIASSENE,KEUR ALIOU PATHE,13.71879333,-15.87868333
uuid:3fd67f75-e429-47a2-bd7f-67329fff8c1a,3.65E+39,Corn,1,3,3500,1.166666667,NIORO,WACK NGOUNA,MBADI�NE,13.71662,-16.11548
uuid:e04869eb-6421-4490-b960-5fcb96992cfe,5.05E+39,Corn,1,0.25,15,0.06,GOUDOMP,DIOUBOUDOU,BISSARY,12.666835,-15.481505
uuid:e05bd509-ab7a-4c56-84a4-0510076baa6c,5.05E+39,Corn,1,5,4000,0.8,NIORO,GAINTE KAYE,FAOUROU PEULH,13.86228833,-15.915305
uuid:8cdeba9a-fe8a-4f53-b367-fe7af5f2fc68,8.35E+39,Corn,1,0.5,100,0.2,SEDHIOU,SANSAMBA,TAMBANA(DIASSING TAMBANA),12.75866333,-15.776245
uuid:ab39a0ff-73bb-49a3-b7af-f35722ac09e0,1.24E+39,Corn,1,0.5,50,0.1,GOUDOMP,SIMBADI BALANTE,MANDINA MANJACQUE,12.56867667,-15.76243333
uuid:64ebdbc5-a6d0-496b-bbf6-932ceb185989,6.45E+39,Corn,1,0.01,80,8,ZIGUINCHOR,ADEANE,AGNACK PETIT,12.621355,-15.99478667
uuid:a2a7844b-8537-408a-a3f1-5a855dece91a,1.22E+39,Corn,1,1,200,0.2,VELINGARA,OUASSADOU,MEDINA POUSSANG,12.71892167,-14.19461333
uuid:1eb14971-f79c-457f-9136-900ae518d0ab,1.52E+39,Corn,1,0.2,100,0.5,BIGNONA,TENGHORY, Tenghou arrondissement,12.80783833,-16.20470167
uuid:a634c66e-d9bb-49da-8293-d3d5f0fc467d,1.63E+39,Corn,1,1,600,0.6,BIGNONA,OULAMPANE,Oulampane,12.9604,-15.99396833
uuid:b2e9971b-3f9c-47ca-be9b-cd68ab1f9217,2.26E+39,Corn,1,0,700,,MALEM HODDAR,SAGNA,Sagna,14.09195667,-15.38473333
uuid:2c444341-4d40-4e16-bb08-e9694d62fc07,2.34E+39,Corn,1,2,4000,2,VELINGARA,KANDIAYE,TEMENTO MADIA,12.99191333,-14.07396
uuid:bfbdfa71-f8e3-41c1-ad61-48547d5ccdda,2.62E+39,Corn,1,1,1400,1.4,NIORO,TA�BA NIASSENE,TAWA OUALO,13.76,-15.96075833
uuid:b7120c48-52a7-4e3c-8072-2b81478a65e6,2.71E+39,Corn,1,1.5,2,0.001333333333,VELINGARA,PAKOUR,PAKOUR,12.76107,-13.95949333
uuid:b71235da-fdeb-45d3-b23d-87d40f88ee6f,2.71E+39,Corn,1,2,480,0.24,NIORO,TA�BA NIASSENE,TAWA OUALO,13.76093833,-15.95949333
uuid:308dff15-1acb-4690-b34a-5c23bb3f220d,3.08E+39,Corn,1,0.75,350,0.4666666667,VELINGARA,KANDIAYE,SARE YORO SOUDY,12.97764167,-14.07733167
uuid:308dff15-1acb-4690-b34a-5c23bb3f220d,3.08E+39,Corn,1,0.75,350,0.4666666667,VELINGARA,KANDIAYE,SARE YORO SOUDY,12.97764167,-14.07733167
uuid:cb3cd40b-3ff8-4bdc-8aec-5aef5351ad8d,3.23E+39,Corn,1,1,350,0.35,VELINGARA,PAROUMBA,BODORA,12.73826667,-13.78217333
uuid:cc532221-f398-4061-886c-ab8179a17f0a,3.35E+39,Corn,1,0.75,150,0.2,KOLDA,COUMBACARA,THIARAPPE,12.77855667,-14.513185
uuid:dc15ae60-613c-4c76-a5c0-794edb37d81c,4.32E+39,Corn,1,1.5,1500,1,MEDINA YORO FOULAH,NDORNA,SINTHIANG THERNO SEYDI,13.23180667,-15.07187833
uuid:44498f1a-668e-42e6-95c1-82eba259c14b,4.45E+39,Corn,1,1.5,2500,1.666666667,NIORO,WACK NGOUNA,THIAM�NE DIOGA,13.71749833,-16.12669667
uuid:df062646-0b77-4c35-a86b-fb4edf06bbaf,4.61E+39,Corn,1,1,350,0.35,VELINGARA,SINTHIANG KOUNDARA,THIEWEL BESSEL,13.14971167,-13.9409
uuid:d6a7171d-ac0a-464e-acdd-2d8c965082e1,4.62E+39,Corn,3,3,150,0.05,KANEL,NDENDORY,SOMONO NGANO,15.55099333,-13.29865667
uuid:ed15212d-b460-4db8-9417-65934df243a6,5.42E+39,Corn,1,0,1500,,MALEM HODDAR,SAGNA,Sagna,14.09162667,-15.38428
uuid:56044865-550f-43ce-bb3e-43023f76b6f8,5.60E+39,Corn,1,1.5,1500,1,NIORO,GAINTE KAYE,NDIAWARA AL KALY,13.78757667,-16.01315667
uuid:e83933de-0904-4ec2-a102-6d263dc74696,5.84E+39,Corn,1,1,2000,2,SEDHIOU,KOUSSY,NIMZATT,12.88382333,-15.59935667
uuid:fa56db74-408e-4a7a-8f74-b7cbc5b2fc77,6.16E+39,Corn,1,1.5,20,0.01333333333,GOUDOMP,DIOUBOUDOU,MEDINA TOUAT,12.66556833,-15.48070333
uuid:6c72b984-7322-4fdc-a70f-0f773feb34a2,6.37E+39,Corn,1,1,800,0.8,NIORO,TA�BA NIASSENE,TAWA OUALO,13.76085667,-15.95884333
uuid:6dc1684a-7f2b-4866-966a-232a3e0d3d2d,6.43E+39,Corn,1,1,600,0.6,NIORO,K. MANDONGO,TA�BA MBAY�NE,13.840155,-16.11748167
uuid:6473d670-5c3d-4317-8cc1-7fabb0f9a4e5,6.47E+39,Corn,1,1,500,0.5,KOUNGHEUL,MISSIRAH WADENE,KEUR BABOU DIOUF,,
uuid:f47de50e-5244-46d4-9a9d-8118615f24d9,6.47E+39,Corn,1,0.5,475,0.95,SEDHIOU,DIENDE,DIATOUMA MANDINGUE,,
uuid:06e1028b-0ac8-46ce-920b-08da5ac6babb,6.51E+38,Corn,1,0,100,,MALEM HODDAR,SAGNA,HODDAR,14.10858,-15.234665
uuid:f89ba3fa-e481-4fc2-b4b3-39b7559d20aa,6.89E+39,Corn,1,0.25,200,0.8,VELINGARA,MEDINA GOUNASS,MEDINA TOUAT,13.256445,-13.80177167
uuid:7b12ad79-afa9-4c1f-ba38-307d75230921,7.21E+39,Corn,2,0.4,1300,3.25,MATAM,BOKIDIAWE,DOUMGA RINDIAO,15.866715,-13.46918167
uuid:7cbdac45-267c-42c0-a23d-6fb619bf0e8e,7.32E+39,Corn,1,2,2400,1.2,MEDINA YORO FOULAH,NDORNA,MBAYENE,13.21467167,-15.06887167
uuid:07cd0343-29c5-498a-b2e6-f9657f090aec,7.34E+38,Corn,1,0.25,20,0.08,BOUNKILING,KANDION MANGANA,Bougary Diamalathiel,,
uuid:7d84c147-9c89-44a7-ae51-080ef3975e8d,7.48E+39,Corn,1,0,200,,MALEM HODDAR,DIANKE SOUF,DIANKE SOUF,14.230345,-15.33568667
uuid:07e2fb9d-fcd5-4ef3-a72f-95bd63c30c3c,7.53E+38,Corn,1,1,1000,1,NIORO,GAINTE KAYE,NDIAWARA AL KALY,13.78833833,-16.01342667
uuid:7e91ba6e-354c-4399-9e5a-4420e31760e6,7.59E+39,Corn,3,0.5,500,1,MATAM,NABADJI-CIVOL,SEDDO ABBAS,15.77058333,-13.468415
uuid:79af2f04-f1db-4c26-9b2b-50cd66099423,7.92E+39,Corn,1,2,450,0.225,VELINGARA,OUASSADOU,BOYA,12.796095,-14.19584667
uuid:81042c1a-e714-4afb-b799-e0d46b5bfc72,8.10E+39,Corn,1,0.5,50,0.1,BIGNONA,OULAMPANE,Oulampane,12.96236667,-16.00138667
uuid:8355253b-8c19-47b8-a523-fe304cffb0b4,8.36E+39,Corn,1,1,1200,1.2,NIORO,WACK NGOUNA,THIAM�NE DIOGA,13.71625167,-16.12672333
uuid:931dbfe3-fea7-4bc3-add5-da9778607533,9.31E+39,Corn,1,1,700,0.7,MEDINA YORO FOULAH,NIAMING,TOUBA MBAYENE (KEUR SEYNI),,
uuid:931dbfe3-fea7-4bc3-add5-da9778607533,9.31E+39,Corn,1,1,400,0.4,MEDINA YORO FOULAH,NIAMING,TOUBA MBAYENE (KEUR SEYNI),,
uuid:96dc3b5f-6666-4b71-8fed-bb224febc7b6,9.64E+39,Corn,3,1,4,0.004,KANEL,NDENDORY,H2 POUDAL,15.55355,-13.29647167
uuid:966db051-aa06-4b4c-8095-2a2614cc7cf4,9.66E+39,Corn,1,1.5,1600,1.066666667,KOUNGHEUL,SALY ESCALE,MEDINA SIWOL,13.91542333,-14.95582
uuid:10cdaffa-c1b8-4676-964e-920ba980799d,1.03E+39,Corn,3,0.25,200,0.8,MATAM,NABADJI-CIVOL,H2 GOUREL DEMBA RACINE,15.84026167,-13.30673167
uuid:aa07fd13-24eb-42cc-a9e2-e1a5ccf2b549,1.11E+39,Corn,1,1,600,0.6,VELINGARA,SINTHIANG KOUNDARA,KENEBA SADIO,13.14765667,-13.924465
uuid:11a62d11-5658-40f9-a664-440b475dc8ca,1.12E+39,Corn,1,0.4,100,0.25,BIGNONA,KAFOUNTINE,ABENE,12.99450333,-16.72301167
uuid:1aa66887-1a08-4f9e-a508-ad13bc10a1fd,1.12E+39,Corn,1,1,250,0.25,SEDHIOU,SAKAR,DASSILANE PAKAO,12.89617833,-15.42825333
uuid:1af0d10c-e069-4821-b911-da72493428df,1.16E+39,Corn,1,0,200,,MALEM HODDAR,SAGNA,KEUR YORO MBAROU,14.227875,-15.33590833
uuid:1170d5d3-1713-4282-9226-8f29a1f43c1c,1.17E+39,Corn,1,0.5,200,0.4,KOLDA,BAGADADJI,BAGADADJI,12.848795,-14.65222167
uuid:a1740c11-6059-4409-9882-fe9c6f639095,1.17E+39,Corn,1,1.5,1500,1,MEDINA YORO FOULAH,NDORNA,SINTHIANG THERNO SEYDI,13.231185,-15.07191833
uuid:1b3aa8a6-ee7e-47ea-898c-9ebef59e826c,1.23E+39,Corn,1,0.25,50,0.2,SEDHIOU,SANSAMBA,YACINE MANDINA(DIASSING MANDINA),,
uuid:ab3873db-d9a4-48b5-924a-c4038e1c719e,1.24E+39,Corn,1,1.5,4000,2.666666667,NIORO,K. MANDONGO,TA�BA MBAY�NE,13.83853667,-16.11763833
uuid:ac48a3f7-abb3-41a2-b673-2618e7ce79d4,1.35E+39,Corn,1,1,1200,1.2,KOLDA,THIETTY,THIEWOUNGAL,13.02343167,-15.10422667
uuid:ad0a5362-113b-4000-acca-3c66c529edac,1.40E+39,Corn,1,0.5,600,1.2,KOLDA,MEDINA CHERIF,SARE WALY,12.93445167,-14.17975
uuid:a532d889-1cae-41aa-affb-fde58b3841b4,1.53E+39,Corn,1,0.5,100,0.2,OUSSOUYE,DJEMBERING,CAP SKRING,12.38844333,-16.73821
uuid:1ee8667c-09cc-4161-8600-7e9f76fcf850,1.56E+39,Corn,1,0.25,60,0.24,GOUDOMP,SIMBADI BALANTE,ATHIOUFA,12.54645667,-15.75869167
uuid:1f1157da-9425-4d18-9ce2-95b9eac9d56c,1.61E+39,Corn,1,1,400,0.4,MEDINA YORO FOULAH,BOUROUCO,YEUME(SINTHIOU DEMBA SYLLA),,
uuid:1614b9dd-c32b-4e16-9b19-7d79e01b8168,1.61E+39,Corn,1,0.25,100,0.4,KOLDA,MEDINA CHERIF,SARE WALY,12.93446167,-14.17972333
uuid:af2292df-933e-47d1-b793-7f708314da1b,1.62E+39,Corn,1,1.5,2100,1.4,NIORO,TA�BA NIASSENE,TAWA OUALO,13.76034333,-15.96055667
uuid:16d943d6-fedf-49f2-87c4-0af96125dc2a,1.65E+39,Corn,1,0.25,20,0.08,SEDHIOU,OUDOUCAR,1. MARANDAN 2,,
uuid:affee657-f6a1-4766-bcd2-6494da37b83d,1.67E+39,Corn,1,0.5,1000,2,NIORO,GAINTE KAYE,NDIAWARA AL KALY,13.78655,-16.01226167
uuid:a7e8709e-4e4d-4b17-86a3-0f70e3a5956a,1.76E+39,Corn,1,1,1300,1.3,BIRKELANE,N�DIOGNICK,TOUBA PAKALA,14.00146833,-15.57081
uuid:186b0bc9-d55b-460f-82f2-38666f4cdece,1.86E+39,Corn,1,0,100,,KOUNGHEUL,MISSIRAH WADENE,DIAM DIAM (SADE KODE DIALLO),14.14512333,-15.10382667
uuid:b0b9072c-8c4e-47ba-9025-b0e18c52add1,2.03E+39,Corn,1,3,4000,1.333333333,SEDHIOU,SAKAR,DASSILANE PAKAO,12.89643333,-15.42883167
uuid:b04bc2bb-cf73-4bcf-b2e9-bcb33e642b60,2.04E+39,Corn,1,0.25,125,0.5,BOUNKILING,DIACOUNDA,DIACOUNDA,12.96787333,-15.95563
uuid:b084b38e-9a98-47c7-9843-41de96792925,2.08E+39,Corn,1,0.5,100,0.2,SEDHIOU,DJIBABOUYA,DIAO SIMACOUNDA,12.684885,-15.96824
uuid:ba140225-a5d2-4a83-b499-e02bef418b74,2.11E+39,Corn,1,2,2300,1.15,MEDINA YORO FOULAH,NDORNA,MBAYENE,13.21403833,-15.06830167
uuid:b14a3a38-284d-40e4-a602-cbfffa0e9da7,2.14E+39,Corn,1,0.25,100,0.4,GOUDOMP,YARANG BALANTE,NIACOUNDA,12.52843667,-15.62333
uuid:02af83d1-8d49-43e5-ba09-ebb17abd3dc4,2.17E+38,Corn,1,1,340,0.34,GOUDOMP,SIMBANDI BRASSOU,SAMBOUCOUNDA,12.51315833,-15.50793333
uuid:224826a8-8636-45f0-a8a6-3d63f75b0118,2.25E+39,Corn,1,2,600,0.3,SEDHIOU,SAKAR,DASSILANE PAKAO,12.89665667,-15.43066833
uuid:b26fe83d-45f5-4335-a876-b1355971b76c,2.27E+39,Corn,1,1,1500,1.5,MEDINA YORO FOULAH,DINGUIRAYE,SINTHIANG BABOU DEME ( TAW KALTOU),13.19062333,-14.55647667
uuid:2cd2366f-9187-4a16-a31a-a4432ae04582,2.34E+39,Corn,1,1,700,0.7,NIORO,GAINTE KAYE,NDIAWARA AL KALY,13.78739667,-16.01402333
uuid:bdb1e2b0-ee3d-4244-993d-fefbda225f7e,2.42E+39,Corn,1,0.5,300,0.6,VELINGARA,OUASSADOU,BOYA,12.79542167,-14.19654833
uuid:243e1637-133d-4dc8-a05b-24cade025780,2.44E+39,Corn,1,4,100,0.025,BIGNONA,OULAMPANE,Oulampane,12.96023,-15.99284833
uuid:bd9f1bb2-eec3-499a-a2dd-9f8095ec358a,2.50E+39,Corn,1,1,650,0.65,NIORO,DAROU SALAM,YALLE KEUR EL HADJI MALICK,13.86791333,-15.82630667
uuid:25f18c8b-c9b4-4190-a856-34ff5934bd88,2.56E+39,Corn,1,1,2500,2.5,NIORO,TA�BA NIASSENE,KEUR ALIOU PATHE,13.71878167,-15.87829
uuid:b5836b9e-4601-4539-9a21-78eda794654b,2.58E+39,Corn,1,0,500,,MALEM HODDAR,SAGNA,Darou Salam,13.97525667,-15.15510667
uuid:be8d2e92-ee0b-4b6e-81c2-114a8b68ff6f,2.58E+39,Corn,1,2,980,0.49,MEDINA YORO FOULAH,FAFACOUROU,SINTHIANG DIOMOU,13.11681333,-14.56531
uuid:be99eb9d-6eb5-41db-8ae4-c59693bed293,2.60E+39,Corn,1,0.5,150,0.3,FOUNDIOUGNE,NIORO ALASSANE TALL,H1 DIEMOUL,13.87048,-16.30322167
uuid:260ca2d7-a6cb-4433-826d-e61af74e4f6a,2.60E+39,Corn,1,0.5,500,1,KOUNGHEUL,SALY ESCALE,KOUCOTO (BOUSTANE),13.91840167,-14.98054833
uuid:26d497e0-ac42-4881-bffc-4f1163d71479,2.64E+39,Corn,1,3,1500,0.5,GOUDOMP,DIOUBOUDOU,BAMBALI BRASSOU,,
uuid:bf63d5d8-39b8-4b99-b776-5f28113df821,2.66E+39,Corn,1,2,1000,0.5,VELINGARA,PAROUMBA,BODORA,12.74031,-13.78400833
uuid:270dc406-9a9b-48e0-8b61-56f476abb52f,2.70E+39,Corn,1,0,100,,KOUNGHEUL,MISSIRAH WADENE,MEDINA NDAWENE ( NDIRANE ),14.11602833,-15.10598
uuid:b8d5a38c-9a9a-41eb-8719-7d616966fdd4,2.85E+39,Corn,1,0,5000,,BIRKELANE,MABO,KEUR NDONGO,13.83978667,-15.606045
uuid:29e49b97-500c-4415-9d67-3f9695a7c6ef,2.95E+39,Corn,1,1,30,0.03,KANEL,ORKADIERE,POLELE AWLOUBE,15.27747667,-13.02911667
uuid:315091c9-f928-4b9d-94dd-d25b518f911c,3.15E+39,Corn,1,0.25,100,0.4,OUSSOUYE,DJEMBERING,CAP SKRING,12.39072,-16.73708167
uuid:c15f51f2-3603-4144-bf49-a6e3b4825775,3.16E+39,Corn,1,1,700,0.7,KOLDA,MAMPATIM,DARSALAM MAMADOU TOURE,13.04143333,-14.35483
uuid:3bd760bc-2824-47b9-b8cb-1a33ecbf7c56,3.25E+39,Corn,1,0,500,,BIRKELANE,MABO,H1SANTHIE DIAMAL DE MEDINA THISSE,13.815145,-15.66192333
uuid:3292a2d7-9cad-4d48-8fc0-5743cd9a39e4,3.29E+39,Corn,1,0.5,250,0.5,GOUDOMP,NIAGHA,SARE TENING,12.73097833,-15.19089833
uuid:cc1223ce-7c32-40f6-9969-0e6cd684e65b,3.31E+39,Corn,1,0.5,300,0.6,KOLDA,THIETTY,SARE KOUBE FATAWORO(SINTHIANG KOUBE),13.02546,-15.11172
uuid:cccc7525-0dff-4e0d-9960-6fb6911a01cd,3.33E+39,Corn,1,0.75,500,0.6666666667,VELINGARA,PAROUMBA,BODORA,12.73914333,-13.78213833
uuid:33dc712e-048e-4b06-94bd-7328909821d8,3.34E+39,Corn,1,1,350,0.35,BIGNONA,OULAMPANE,Oulampane,12.96029667,-15.99350667
uuid:cc8d4d35-db55-45a8-a3b9-a86d4eaae166,3.38E+39,Corn,3,0.25,216,0.864,PODOR,FANAYE,DIMAR DIERY,16.51347167,-15.12388333
uuid:34013a59-3f38-4403-93ca-454399c594a1,3.40E+39,Corn,1,1,150,0.15,KOUNGHEUL,GAINTHE PATHE,SABE SABRE,,
uuid:cd41540f-9eee-4187-84b2-a1cd0a15b79b,3.44E+39,Corn,1,0.5,500,1,MEDINA YORO FOULAH,KEREWANE,A�NOUMANE,,
uuid:34ec79ec-2a68-4003-b9da-162aece67e4c,3.45E+39,Corn,1,2,1000,0.5,SEDHIOU,SAKAR,DASSILANE PAKAO,12.89508,-15.43088
uuid:3ded325d-a372-4fc9-9452-0c8a8fc2f064,3.45E+39,Corn,1,1,4050,4.05,SEDHIOU,OUDOUCAR,1. MARANDAN 2,,
uuid:3e098478-e324-49ef-9262-bd0224a8a58a,3.51E+39,Corn,1,0,200,,KOUNGHEUL,MISSIRAH WADENE,VELINGARA DEMBA SOW,14.11733,-15.109695
uuid:3e74e395-2dcf-499b-8ec4-4c009d499b98,3.57E+39,Corn,1,0.2,50,0.25,ZIGUINCHOR,NIAGUIS,DJIFANGHOR,12.57246,-16.20849333
uuid:3579f9e1-53c3-4800-9663-fff03744d088,3.58E+39,Corn,1,0.5,550,1.1,MEDINA YORO FOULAH,KEREWANE,A�NOUMANE,,
uuid:ce818192-11bd-493c-a82d-52f6b09fc1ff,3.58E+39,Corn,1,1,600,0.6,BIRKELANE,SEGRE GATTA,KEUR ALY MARAM,13.8996761,-15.7696434
uuid:03fb2910-8232-4b66-9732-a418dcccaea5,3.62E+38,Corn,1,0.25,50,0.2,SEDHIOU,OUDOUCAR,1. MARANDAN 2,,
uuid:c6b6faa7-3f05-455d-be8c-dd7ea0929cfd,3.63E+39,Corn,1,1,1400,1.4,NIORO,DAROU SALAM,KEUR CHEIKHOU OUMAR,13.86833667,-15.85052
uuid:cfcdc286-139d-4152-a532-3fc63dcded05,3.63E+39,Corn,1,0.5,300,0.6,NIORO,PAOSKOTO,DINGUIRAYE,13.84692333,-15.85895333
uuid:3637e3dc-b683-47b6-a878-4515c588639a,3.64E+39,Corn,1,0.5,300,0.6,MALEM HODDAR,SAGNA,Maka Bella,14.11076333,-15.23501833
uuid:3fd67f75-e429-47a2-bd7f-67329fff8c1a,3.65E+39,Corn,1,1.5,1400,0.9333333333,NIORO,WACK NGOUNA,MBADI�NE,13.71662,-16.11548
uuid:36fc7161-072a-4e01-b36e-eb8a4544a889,3.66E+39,Corn,1,0.1,50,0.5,BIGNONA,COUBALAN,KOUBANAO,12.66894167,-16.09007833
uuid:38a9fe48-203e-4d0c-90fa-5a02c2ae5e12,3.82E+39,Corn,1,1,900,0.9,KOLDA,TANKANTO ESCALE,OUMOUL KOURE (BOKH MAOUNDE),12.80387333,-15.06439333
uuid:c83e4598-c6e9-4462-9db3-951be4db7677,3.84E+39,Corn,1,1,750,0.75,SEDHIOU,DIENDE,DIATOUMA MANDINGUE,12.78920333,-15.58412
uuid:3878928c-697a-4d70-8a86-16cdc75eff22,3.88E+39,Corn,1,1.25,1000,0.8,VELINGARA,MEDINA GOUNASS,MEDINA TOUAT,13.25900833,-13.80443833
uuid:d0146f8d-d7f8-423c-915b-3001d34d1137,4.01E+39,Corn,1,0,1700,,MALEM HODDAR,SAGNA,Darou Salam,13.97228833,-15.15440667
uuid:4077b51f-98c7-4067-8354-83605e0f5a52,4.08E+39,Corn,1,1,500,0.5,KOLDA,THIETTY,SARE KOUBE FATAWORO(SINTHIANG KOUBE),13.02501333,-15.11171167
uuid:4a68e420-c65b-4a11-8511-df0ff9dd70a3,4.17E+39,Corn,1,2,1000,0.5,KOLDA,TANKANTO ESCALE,OUMOUL KOURE (BOKH MAOUNDE),12.80048667,-15.06611667
uuid:4b3f81a9-1e5a-4c4f-9391-c625320dd588,4.24E+39,Corn,1,0,1500,,MALEM HODDAR,SAGNA,Darou Salam,13.97865,-15.20446667
uuid:42d1bbf6-3602-4dc4-b89e-c1d9236f846d,4.24E+39,Corn,1,1,200,0.2,KOUNGHEUL,GAINTHE PATHE,TOUBA BOWENE,,
uuid:433f85a7-ae85-4b80-a1c3-2f6d560ce346,4.34E+39,Corn,1,1,90,0.09,GOUDOMP,MANGAROUNGOU SANTO,SAMBELCOUNDA ( DJIRBAN),12.51313167,-15.509185
uuid:4c5bdc53-3738-41df-977a-af81917362b3,4.35E+39,Corn,1,0.5,200,0.4,NIORO,WACK NGOUNA,MBADI�NE,13.7187,-16.11444833
uuid:4dc71464-2fbb-4047-bf19-040e20411350,4.44E+39,Corn,1,2,2050,1.025,MEDINA YORO FOULAH,BOUROUCO,YEUME(SINTHIOU DEMBA SYLLA),,
uuid:4463f279-4858-49c8-8c94-595776e1ee31,4.46E+39,Corn,1,1,400,0.4,KOUNGHEUL,MISSIRAH WADENE,KEUR MALICK MARAM,,
uuid:45ab1d44-443e-4ad1-8464-010c684bea51,4.51E+39,Corn,1,4,500,0.125,MEDINA YORO FOULAH,DINGUIRAYE,THIOUTY( SINTHIANG SADIO),13.208755,-14.57436
uuid:de44f36d-fc88-415f-87fc-1346fbc9a914,4.54E+39,Corn,1,2,1500,0.75,MEDINA YORO FOULAH,NDORNA,MBAYENE,13.21407833,-15.06875167
uuid:d567b7bf-d07c-42b5-9971-6de1d3b96e57,4.57E+39,Corn,1,2,2000,1,KAOLACK,NDIEDIENG,MBOUDAYE SERERE,13.93102333,-16.18018
uuid:45824817-823d-4a2b-b048-20798a1951f1,4.58E+39,Corn,1,1,150,0.15,KAFFRINE,KATHIOTE,TAIBA,13.935115,-15.45935667
uuid:4e8ed2d8-ff14-44cf-a1a4-c3eff8b03279,4.59E+39,Corn,1,2,2000,1,ZIGUINCHOR,ADEANE,AGNACK PETIT,12.58257667,-16.11523667
uuid:458e6c38-2d03-415e-b441-634274c6fd56,4.59E+39,Corn,1,1,600,0.6,NIORO,TA�BA NIASSENE,TAWA OUALO,13.76112,-15.961345
uuid:df61a4a1-d193-4eeb-9c5d-7a121352bd0f,4.66E+39,Corn,1,0,100,,MALEM HODDAR,DIANKE SOUF,DIANKE SOUF,14.231225,-15.33502167
uuid:47046217-bc71-4251-ab1d-35b4ab6a7fe3,4.70E+39,Corn,1,0.25,55,0.22,GOUDOMP,SIMBANDI BRASSOU,SAMBOUCOUNDA,12.64238833,-15.49724667
uuid:d7c57604-d69c-4387-bfd5-a94ed4c0ebb4,4.74E+39,Corn,1,0,300,,MALEM HODDAR,SAGNA,Darou Salam,13.97468833,-15.15590833
uuid:d7464697-783a-429f-a27a-83238275061d,4.75E+39,Corn,1,1,1200,1.2,NIORO,GAINTE KAYE,NDIAWARA AL KALY,13.78651167,-16.01277
uuid:48632906-6287-4b7f-bafa-760a24839d2e,4.86E+39,Corn,1,0.5,150,0.3,SEDHIOU,DJIBABOUYA,DIAO SIMACOUNDA,12.68540167,-15.96826167
uuid:d922724e-f032-4f5e-9c8f-0a9eac63e49a,4.92E+39,Corn,1,0,500,,MALEM HODDAR,SAGNA,Darou Salam,13.97702167,-15.20539667
uuid:d9e97f4b-f221-418b-b6b6-d845e86622de,4.96E+39,Corn,1,0.5,500,1,MEDINA YORO FOULAH,BOUROUCO,YEUME(SINTHIOU DEMBA SYLLA),,
