KEY,ID_menage,crops_cult4,season_cult4,Area_cult4 (ha),QuantityProduced_cult4 (kg),Yield (T/ha),Department,Counties,Village,gpslat,gpslon
uuid:63dee6c9-cf97-4ab9-809f-21124b8c45af,6.35E+39,Millet,1,1.5,100,0.06666666667,KANEL,ORKADIERE,POLELE AWLOUBE,15.27688833,-13.02639833
uuid:fc45832a-6c1b-44d2-904c-5a8bf8df4760,6.35E+39,Millet,1,1.5,750,0.5,BIRKELANE,MBEULEUP,3NDIOBENE GOUYE(ALLA GAWRY),13.94377,-15.59585167
uuid:6cfc3b2f-4f3b-4871-8e5f-fda2b70202d4,6.36E+39,Millet,1,3,700,0.2333333333,MEDINA YORO FOULAH,FAFACOUROU,PADIALA SINTHIANG,13.13425,-14.54856
uuid:64b36444-5879-4185-919f-070a393b4b34,6.42E+39,Millet,3,0.5,200,0.4,MATAM,AGNAM-CIVOL,AGNAM THIODAYE,,
uuid:643ccc95-44c1-4695-bf70-6c4aaee0f448,6.43E+39,Millet,1,1,600,0.6,NIORO,WACK NGOUNA,WACK NGOUNA,13.75880833,-16.065075
uuid:f43e0ba0-484d-41d0-9cde-fd1f8200fe7c,6.44E+39,Millet,1,1,500,0.5,BIGNONA,KATABA I,SELETY,13.143995,-16.57646
uuid:6d35b23f-7ac2-43e4-ad48-1ccb1e1857e8,6.44E+39,Millet,1,2,400,0.2,BIRKELANE,N�DIOGNICK,KEUR MODOU WILANE,14.0098288,-15.4839723
uuid:fe2ea680-44bc-4a26-babc-8ceabe2c6e57,6.53E+39,Millet,1,5,5000,1,NIORO,K. MANDONGO,H1 SANTHIE BABA MBAYE,13.82620333,-16.13396
uuid:fe2ea680-44bc-4a26-babc-8ceabe2c6e57,6.53E+39,Millet,1,5,7000,1.4,NIORO,K. MANDONGO,H1 SANTHIE BABA MBAYE,13.82620333,-16.13396
uuid:653683f4-64fa-4e5c-960c-5cc59fc14259,6.54E+39,Millet,1,1,1000,1,MEDINA YORO FOULAH,NDORNA,MBAYENE,,
uuid:f5d91369-5b8d-4e7a-86f6-975e5a50a45c,6.55E+39,Millet,1,1,1000,1,NIORO,NDRAME ESCALE,FASS NG�Y�NE (K. BIRAME GU�YE),13.793435,-16.13782
uuid:6e7dfd2d-c84e-459a-9190-c8c517b6614f,6.57E+39,Millet,1,1,500,0.5,BIRKELANE,MBEULEUP,2HAMDALAYE MBEULEUP,13.91704,-15.562005
uuid:66c0a126-1065-4060-bf73-25348e4c67f7,6.63E+39,Millet,1,1.5,420,0.28,KOUNGHEUL,GAINTHE PATHE,TOUBA BOWENE,,
uuid:6f882afd-cf98-4196-9d5d-c0ef365d5f45,6.69E+39,Millet,1,0.5,300,0.6,GOUDOMP,SIMBADI BALANTE,ATHIOUFA,12.54579167,-15.75717333
uuid:670fbb36-5457-4db8-b32c-357a5914f08a,6.71E+39,Millet,1,3,4300,1.433333333,BIRKELANE,DIAMAL,KOUMBOF,14.11728,-15.78477167
uuid:f818e141-53d1-4e3e-b3be-ba380c6e81b3,6.82E+39,Millet,1,1,150,0.15,BOUNKILING,KANDION MANGANA,Bougary Diamalathiel,12.99346333,-15.83154667
uuid:687a3cae-5ebd-4794-831c-fee5e602e0fd,6.87E+39,Millet,1,1.5,700,0.4666666667,BIRKELANE,N�DIOGNICK,SEGRE BAMBARA,14.04090167,-15.749825
uuid:0f9a0c43-9f9e-4a11-846e-103b79eab1c6,6.91E+38,Millet,1,2,500,0.25,NIORO,KEUR MABA DIAKHOU,THIOY�NE,13.60958167,-15.96854833
uuid:0f9a0c43-9f9e-4a11-846e-103b79eab1c6,6.91E+38,Millet,1,2,600,0.3,NIORO,KEUR MABA DIAKHOU,THIOY�NE,13.60958167,-15.96854833
uuid:0f9a0c43-9f9e-4a11-846e-103b79eab1c6,6.91E+38,Millet,1,2,600,0.3,NIORO,KEUR MABA DIAKHOU,THIOY�NE,13.60958167,-15.96854833
uuid:f9a6d131-93c9-4cfc-8ef6-e2adebef7d9c,6.92E+39,Millet,2,0.5,300,0.6,MATAM,AGNAM-CIVOL,AGNAM THIODAYE,15.99382333,-13.66244333
uuid:f933ac14-2f03-48d8-8bb4-cd6aa5239dee,6.93E+39,Millet,1,2,1150,0.575,FOUNDIOUGNE,KEUR S.DIANE,KEUR SALOUM DIANE,13.75157833,-16.26568
uuid:69facc51-dcbe-42f2-9c33-9865846b1a57,6.96E+39,Millet,1,2.5,1000,0.4,NIORO,KEUR MABA DIAKHOU,SANTHIE MAKHA,13.67179833,-16.02435833
uuid:0699c390-a255-4378-9859-1fcc04b5caed,6.99E+38,Millet,1,1.25,400,0.32,VELINGARA,BONCONTO,TEYEL (TEYEL PAKANE),13.03759,-13.93805667
uuid:718d7424-d696-441d-a9a0-3274bb7c72b6,7.18E+39,Millet,1,1,1000,1,NIORO,KEUR MABA DIAKHOU,KEUR THIERNO DI�YE,13.68115,-15.98394667
uuid:718d7424-d696-441d-a9a0-3274bb7c72b6,7.18E+39,Millet,1,3,1000,0.3333333333,NIORO,KEUR MABA DIAKHOU,KEUR THIERNO DI�YE,13.68115,-15.98394667
uuid:7193ab82-4313-40da-ba81-75a887c870d1,7.19E+39,Millet,1,1,300,0.3,BIRKELANE,N�DIOGNICK,DAROU PAKALA,14.00838833,-15.55656333
uuid:7ba45d03-95df-4406-ae8f-59b6bda3384c,7.21E+39,Millet,1,2,1500,0.75,KOUNGHEUL,GAINTHE PATHE,YASSI,,
uuid:722c370c-add7-4020-8649-ee444b142833,7.22E+39,Millet,1,2,250,0.125,MEDINA YORO FOULAH,DINGUIRAYE,SINTHIANG BABOU DEME ( TAW KALTOU),13.19184333,-14.55722833
uuid:72545a08-b1b5-42c0-ad23-476f569c3f10,7.25E+39,Millet,1,1,330,0.33,BIGNONA,SUELLE,SUELLE,12.95341,-16.280465
uuid:72fadf51-7f3f-4740-aac5-3767875cc46a,7.26E+39,Millet,1,1,600,0.6,BIRKELANE,N�DIOGNICK,TOUBA PAKALA,14.009984,-15.5726713
uuid:7b9d20d9-f93e-431a-af08-a34296ba41f0,7.29E+39,Millet,1,2,1000,0.5,VELINGARA,PAROUMBA,DAHARATOU,12.78939833,-13.878355
uuid:732e5e80-720b-40ee-94b0-fa3a8b22e102,7.33E+39,Millet,1,2,1500,0.75,KAFFRINE,DIAMAGADIO,MEODIAWENE,13.79120667,-15.42069667
uuid:7c6fa79a-c1f3-480c-8194-0add38aecbf2,7.37E+39,Millet,3,2,650,0.325,MATAM,AGNAM-CIVOL,AGNAM GOLY,16.00826,-13.690175
uuid:751fb0de-a796-431d-9ef7-21b420bddd7b,7.52E+39,Millet,1,3,1000,0.3333333333,BIRKELANE,SEGRE GATTA,KEUR ALY MARAM,13.9823157,-15.6761273
uuid:75c31c82-ccea-4f70-8645-0759eb90fc89,7.53E+39,Millet,1,2,1000,0.5,KOUNGHEUL,GAINTHE PATHE,LOUMBOL,,
uuid:7f0db895-22f9-4a13-9a5f-52c69a20715a,7.60E+39,Millet,1,0.75,550,0.7333333333,VELINGARA,KANDIAYE,SARE YORO SOUDY,12.97652667,-14.07715833
uuid:07f27c3a-5deb-4e07-afe3-aab1e0077e12,7.63E+38,Millet,1,1,150,0.15,BIGNONA,SUELLE,SUELLE,12.95458,-16.28367667
uuid:779fc0f6-8e31-4140-b094-f79d6c8a0f70,7.80E+39,Millet,1,2,350,0.175,KAFFRINE,DIAMAGADIO,MEODIAWENE,13.79014667,-15.42003833
uuid:79cd57bf-fd95-442c-bcc6-2992795eb475,7.93E+39,Millet,1,1,400,0.4,KOLDA,SARE BIDJI,SARE MAOUDE DIAO,12.95393,-14.97758667
uuid:8b3e70fe-8363-49fe-9f26-c595de95204f,8.24E+39,Millet,1,0.5,135,0.27,GOUDOMP,NIAGHA,MEDINA SAMBAROU SEYDI,12.72702,-15.191845
uuid:8bf932e8-e91f-4ef4-8f52-a0cab81c6552,8.27E+39,Millet,1,2,1500,0.75,NIORO,NDRAME ESCALE,NDIOFFORY,13.79488833,-16.14852667
uuid:8b7b1cff-7bfd-4660-a054-4cb7a5843a3b,8.27E+39,Millet,1,2,200,0.1,NIORO,NDRAME ESCALE,THIAM�NE MOMATH BINETA,13.81470833,-16.13453667
uuid:830ce984-b605-4778-b2ca-a17acc83536e,8.30E+39,Millet,1,0,400,,VELINGARA,OUASSADOU,DIALAMBERE SINTHIANG,12.81824833,-14.218925
uuid:83c28fd3-5ffa-4a3c-af7f-449ae0db14b9,8.33E+39,Millet,1,1,500,0.5,GOUDOMP,NIAGHA,SARE TENING,12.73026667,-15.18876167
uuid:85226d3b-b361-4f2d-9856-22ac2715fc46,8.52E+39,Millet,1,13,20000,1.538461538,NIORO,K. MANDONGO,TA�BA MBAY�NE,13.83612667,-16.11957
uuid:85b4de36-d0eb-4fec-879c-8ede2f06ccb8,8.52E+39,Millet,1,2,500,0.25,KAOLACK,NDIEDIENG,KEUR NIENE SERERE,13.97408333,-16.11607167
uuid:8685f1c4-56ea-4dff-a37f-c6bcadd06a68,8.69E+39,Millet,1,2.5,2000,0.8,MEDINA YORO FOULAH,NDORNA,MBAYENE,13.21401333,-15.06821333
uuid:87be57dd-3711-4162-8f0e-2c1a3228e9fa,8.73E+39,Millet,1,1,600,0.6,BIRKELANE,SEGRE GATTA,KEUR ALY MARAM,14.0158729,-15.7396033
uuid:88f2fd17-bf1b-47af-8675-b9f892342868,8.86E+39,Millet,1,6,1500,0.25,NIORO,KEUR MABA DIAKHOU,NDRAM� NDIMB,13.60508,-15.96269667
uuid:0902abb2-e106-44d9-9e01-e979aa390c30,9.02E+38,Millet,1,3,500,0.1666666667,BOUNKILING,KANDION MANGANA,Bougary Diamalathiel,12.99322,-15.83259333
uuid:9baa7245-5b5e-4834-8c95-a15b0bf750f5,9.21E+39,Millet,1,1,7,0.007,BIGNONA,SUELLE,SUELLE,12.95186333,-16.27504
uuid:924185ee-96df-4d9d-9a94-a2495435d764,9.24E+39,Millet,1,1,1000,1,VELINGARA,LINKERING,SANSANCOTO,12.90250167,-13.80699333
uuid:9c207ab2-4fa1-499a-bbbe-08100d4acfdb,9.32E+39,Millet,1,1,1000,1,KOLDA,THIETTY,SARE KOUBE FATAWORO(SINTHIANG KOUBE),13.02490333,-15.11179167
uuid:965d0c34-d905-44b9-b72c-5de540721653,9.65E+39,Millet,1,2,1200,0.6,MEDINA YORO FOULAH,NDORNA,MBAYENE,13.21415167,-15.06858
uuid:9694697c-5322-4c88-b861-a83ea24e7cbd,9.69E+39,Millet,1,1,600,0.6,KAOLACK,NDIEDIENG,MBOUDAYE SERERE,13.92926,-16.18133167
uuid:97e33e45-7ab5-40a8-ad66-b04d9a52baad,9.75E+39,Millet,1,2,450,0.225,NIORO,POROKHANE,KEUR ALASSANE KHODIA,13.64521833,-15.86325833
uuid:977ec2d4-bc98-4a2b-8223-89452a32161b,9.78E+39,Millet,1,0.25,25,0.1,SEDHIOU,SANSAMBA,YACINE MANDINA(DIASSING MANDINA),12.78397833,-15.73926667
uuid:99c4ec11-119c-4443-b28e-442b09573e58,9.93E+39,Millet,3,1,75,0.075,KANEL,NDENDORY,SOMONO NGANO,15.550285,-13.29808667
uuid:99409637-180e-47dd-a363-d76bbab04e19,9.94E+39,Millet,1,1,600,0.6,VELINGARA,KANDIA,WELIA AMADOU,13.11910333,-14.26636167
uuid:3052c1ac-04ea-4343-ab6a-9d3983c687b8,3.05E+39,Millet,1,1,1000,1,NIORO,GAINTE KAYE,FAOUROU PEULH,13.86104167,-15.91610833
uuid:c37e791a-161b-4719-8b32-295b5e8c21df,3.38E+39,Millet,1,1,400,0.4,NIORO,GAINTE KAYE,FAOUROU PEULH,13.86323333,-15.91597833
uuid:43e3e249-5cd7-44d3-be65-109ffd66b5de,4.35E+39,Millet,1,4,1300,0.325,KAOLACK,THIARE,SATHIE BOUGOUM,13.90297833,-15.76756
uuid:44498f1a-668e-42e6-95c1-82eba259c14b,4.45E+39,Millet,1,3,2000,0.6666666667,NIORO,WACK NGOUNA,THIAM�NE DIOGA,13.71749833,-16.12669667
uuid:dde316ce-95bd-4087-9f6c-7ab4eece6796,4.45E+39,Millet,1,0,4500,,MALEM HODDAR,SAGNA,Sagna,,
uuid:0d694603-baa8-43c3-b192-3bebe517ce96,4.69E+38,Millet,1,2,1800,0.9,NIORO,GAINTE KAYE,NDIAWARA AL KALY,13.786345,-16.01383167
uuid:e0041723-210a-41b0-b491-91566a605e6b,5.00E+39,Millet,1,2,1800,0.9,NIORO,GAINTE KAYE,NDIAWARA AL KALY,13.786825,-16.01455333
uuid:e05bd509-ab7a-4c56-84a4-0510076baa6c,5.05E+39,Millet,1,0,1200,,NIORO,GAINTE KAYE,FAOUROU PEULH,13.86228833,-15.915305
uuid:5db0712c-50cc-4abc-9f7b-32305eaeda4d,5.42E+39,Millet,1,0,75,,MALEM HODDAR,SAGNA,Sagna,,
uuid:56044865-550f-43ce-bb3e-43023f76b6f8,5.60E+39,Millet,1,3,2000,0.6666666667,NIORO,GAINTE KAYE,NDIAWARA AL KALY,13.78757667,-16.01315667
uuid:eff95255-b6b5-45b6-82a5-eaa1d3a721e6,5.67E+39,Millet,1,1,800,0.8,NIORO,GAINTE KAYE,FAOUROU PEULH,13.86201167,-15.91517
uuid:62a691e8-6521-4ff1-a92d-66f2cb70270c,6.22E+39,Millet,1,1,300,0.3,NIORO,GAINTE KAYE,FAOUROU SERERE,13.85891,-15.91505667
uuid:728c2268-deda-465a-b201-e496807580ea,7.28E+39,Millet,1,2,1200,0.6,NIORO,POROKHANE,KEUR ALASSANE KHODIA,13.64489833,-15.86485167
uuid:07cd0343-29c5-498a-b2e6-f9657f090aec,7.34E+38,Millet,1,1.5,300,0.2,BOUNKILING,KANDION MANGANA,Bougary Diamalathiel,,
uuid:82861885-f0b2-4a26-9da1-076304aabd87,8.29E+39,Millet,1,1,500,0.5,NIORO,GAINTE KAYE,FAOUROU SERERE,13.85289,-15.91365833
uuid:8f198546-148a-4ed2-8ec5-b23cb29a34fd,8.62E+39,Millet,1,1,1000,1,NIORO,GAINTE KAYE,FAOUROU PEULH,13.86061833,-15.91553
uuid:8780302b-c125-4748-b847-b0cae802948c,8.78E+39,Millet,1,1,800,0.8,NIORO,GAINTE KAYE,FAOUROU SERERE,13.85947667,-15.91492167
uuid:affee657-f6a1-4766-bcd2-6494da37b83d,1.67E+39,Millet,1,3,2900,0.9666666667,NIORO,GAINTE KAYE,NDIAWARA AL KALY,13.78655,-16.01226167
uuid:2aec883d-91f9-4d1d-bc7f-1c92697ca2b7,2.15E+39,Millet,1,1,500,0.5,KOLDA,THIETTY,THIEWOUNGAL,13.02336667,-15.104165
uuid:242fb191-b595-4416-b862-c55dfda5537e,2.43E+39,Millet,1,1,150,0.15,KOLDA,TANKANTO ESCALE,OUMOUL KOURE (BOKH MAOUNDE),12.801795,-15.064935
uuid:b5abba1c-b448-4fb8-b912-cfb5d4d2ac75,2.51E+39,Millet,1,2,420,0.21,FOUNDIOUGNE,KEUR S.DIANE,BARIA,13.66839167,-16.18699667
uuid:c1a8fdcd-547a-4da3-84f0-7be7516a71fe,3.12E+39,Millet,1,2,2500,1.25,KOUNGHEUL,SALY ESCALE,KOUCOTO (BOUSTANE),13.91993,-14.97767667
uuid:c307a76b-2d71-4c44-8afe-f23b4fc1c9e6,3.31E+39,Millet,1,1.5,2000,1.333333333,NIORO,TA�BA NIASSENE,KEUR ALIOU PATHE,13.71879333,-15.87868333
uuid:3fd67f75-e429-47a2-bd7f-67329fff8c1a,3.65E+39,Millet,1,6,4000,0.6666666667,NIORO,WACK NGOUNA,MBADI�NE,13.71662,-16.11548
uuid:c83273d6-51a6-4ef3-b9ff-be326ba05a88,3.83E+39,Millet,1,1,700,0.7,NIORO,TA�BA NIASSENE,NDIOBENE KEUR AMATH MADJIGUENE,13.73443,-15.89354667
uuid:40831f30-ac20-4851-b4a8-1d28430598fd,4.08E+39,Millet,1,2,650,0.325,KOLDA,THIETTY,THIEWOUNGAL,13.02337167,-15.10422667
uuid:4be980c9-3bb3-4e6c-b1c4-7dce026103ed,4.26E+39,Millet,1,2,200,0.1,KANEL,OURO SIDY,LEWE DAMGA,15.476995,-13.21844667
uuid:4c0a8e26-6c88-4600-b79b-6475ad633012,4.30E+39,Millet,1,1,1500,1.5,KOLDA,THIETTY,SARE KOUBE FATAWORO(SINTHIANG KOUBE),13.025065,-15.11169333
uuid:49a5881a-b1a8-49a1-8e83-006558208f45,4.92E+39,Millet,1,2,350,0.175,VELINGARA,KANDIA,WELIA AMADOU,13.11869667,-14.26551
uuid:e04869eb-6421-4490-b960-5fcb96992cfe,5.05E+39,Millet,1,2,80,0.04,GOUDOMP,DIOUBOUDOU,BISSARY,12.666835,-15.481505
uuid:5bf250f4-65e1-4bfd-9406-e9d74db58b42,5.26E+39,Millet,1,1,650,0.65,NIORO,DAROU SALAM,KEUR DI�BEL,13.84998,-15.81581167
uuid:53affef3-4676-494f-b9e5-b6e5e91b74a9,5.32E+39,Millet,1,1,300,0.3,GOUDOMP,SIMBANDI BRASSOU,SAMBOUCOUNDA,12.642365,-15.49905667
uuid:e3626b82-eb4f-4749-ab7e-aa87bf3a5e92,5.36E+39,Millet,1,1,100,0.1,KANEL,NDENDORY,SOMONO NGANO,15.54892333,-13.29667
uuid:f4c01ed8-9708-45fc-a856-527ca090dfb2,6.43E+39,Millet,1,1,500,0.5,VELINGARA,BONCONTO,DIANDIANG GUELADIO (SARE GUELADIO),13.07778333,-13.95381833
uuid:816600bd-7b23-4633-9502-dbd4ea5c7647,8.17E+39,Millet,1,2,2800,1.4,KAOLACK,LATMINGUE,FASS BABA THIANE,14.01007833,-15.993555
uuid:8cdeba9a-fe8a-4f53-b367-fe7af5f2fc68,8.35E+39,Millet,1,1,70,0.07,SEDHIOU,SANSAMBA,TAMBANA(DIASSING TAMBANA),12.75866333,-15.776245
uuid:90913359-38d3-40de-a1d5-2cd8b1e2cf89,9.09E+39,Millet,1,1,100,0.1,KAOLACK,KEUR BAKA,SIKATROUM,13.98339667,-15.99025333
uuid:932b7c89-df2a-4b4f-b3bf-aaa60bb3705b,9.32E+39,Millet,1,2,1100,0.55,NIORO,POROKHANE,YOUNA,13.633895,-15.89363167
uuid:4c5bdc53-3738-41df-977a-af81917362b3,4.35E+39,Millet,1,1.5,1500,1,NIORO,WACK NGOUNA,MBADI�NE,13.7187,-16.11444833
uuid:1eb14971-f79c-457f-9136-900ae518d0ab,1.52E+39,Millet,1,1,4,0.004,BIGNONA,TENGHORY, Tenghou arrondissement,12.80783833,-16.20470167
uuid:1e3e375e-3275-4205-8c39-a6f0894f4778,1.54E+39,Millet,1,5,10000,2,BIGNONA,SINDIAN,SINDIAN,12.96430667,-16.18010667
uuid:00b0e565-1670-4b4e-9deb-f41c78b107ec,2.06E+37,Millet,3,6,150,0.025,MATAM,AGNAM-CIVOL,AGNAM GOLY,16.009105,-13.68753333
uuid:b2e9971b-3f9c-47ca-be9b-cd68ab1f9217,2.26E+39,Millet,1,0,1000,,MALEM HODDAR,SAGNA,Sagna,14.09195667,-15.38473333
uuid:be35c2cb-8442-4adc-a45b-0ed6803961c7,2.54E+39,Millet,3,2,50,0.025,MATAM,AGNAM-CIVOL,AGNAM GOLY,16.00765,-13.68701
uuid:bfbdfa71-f8e3-41c1-ad61-48547d5ccdda,2.62E+39,Millet,1,1.5,600,0.4,NIORO,TA�BA NIASSENE,TAWA OUALO,13.76,-15.96075833
uuid:bf4e76b3-a4a2-4a49-9f26-6fe4436c826b,2.65E+39,Millet,1,1,500,0.5,MATAM,OREFONDE,H8 DENDOUDI,15.78606667,-13.902665
uuid:b71235da-fdeb-45d3-b23d-87d40f88ee6f,2.71E+39,Millet,1,1,500,0.5,NIORO,TA�BA NIASSENE,TAWA OUALO,13.76093833,-15.95949333
uuid:b7881e90-0c00-4de8-a169-502d7455f5bc,2.79E+39,Millet,1,0.3,100,0.3333333333,BIGNONA,DJINAKI,Kabiline,12.951455,-16.520825
uuid:b8b1e3c2-9146-497d-9f57-e068cd293231,2.82E+39,Millet,1,1,1200,1.2,VELINGARA,PAKOUR,PAKOUR,12.76048667,-13.95948833
uuid:308dff15-1acb-4690-b34a-5c23bb3f220d,3.08E+39,Millet,1,0.25,250,1,VELINGARA,KANDIAYE,SARE YORO SOUDY,12.97764167,-14.07733167
uuid:308dff15-1acb-4690-b34a-5c23bb3f220d,3.08E+39,Millet,1,0.25,250,1,VELINGARA,KANDIAYE,SARE YORO SOUDY,12.97764167,-14.07733167
uuid:c1fce304-32dd-46ec-95f8-ccf9c21e1539,3.16E+39,Millet,1,1.5,1900,1.266666667,NIORO,DAROU SALAM,KEUR CHEIKHOU OUMAR,13.86916833,-15.848945
uuid:cb3cd40b-3ff8-4bdc-8aec-5aef5351ad8d,3.23E+39,Millet,1,1,500,0.5,VELINGARA,PAROUMBA,BODORA,12.73826667,-13.78217333
uuid:cc532221-f398-4061-886c-ab8179a17f0a,3.35E+39,Millet,1,1,1500,1.5,KOLDA,COUMBACARA,THIARAPPE,12.77855667,-14.513185
uuid:3dd58430-00b2-4fec-9757-c1a29ddb2ed3,3.45E+39,Millet,1,0.15,100,0.6666666667,GOUDOMP,SIMBADI BALANTE,TERIMBASSE MANCAGNE (BONDALI MANCAGNE),12.56169,-15.7564
uuid:d503c95e-c1ed-4862-b586-59d337abb08c,4.50E+39,Millet,1,1.2,600,0.5,NIORO,POROKHANE,KEUR ALASSANE KHODIA,13.64494333,-15.86450167
uuid:d6a7171d-ac0a-464e-acdd-2d8c965082e1,4.62E+39,Millet,3,2.5,125,0.05,KANEL,NDENDORY,SOMONO NGANO,15.55099333,-13.29865667
uuid:d8a0448a-7f2a-418a-a5ff-d116f3076a4e,4.81E+39,Millet,3,4,192,0.048,MATAM,AGNAM-CIVOL,AGNAM GOLY,16.00872333,-13.68907667
uuid:5ab9d395-3b05-4bc8-bbf2-05ec6476bd20,5.13E+39,Millet,3,2,1000,0.5,MATAM,AGNAM-CIVOL,AGNAM GOLY,16.008425,-13.68956167
uuid:f179977b-b0c4-4fb0-b0b0-e0506547db41,6.18E+39,Millet,1,4,2800,0.7,NIORO,POROKHANE,KEUR ALASSANE KHODIA,13.64259667,-15.86462833
uuid:f31c6d2d-b8f2-4a4f-999d-4145aa0f69a9,6.31E+39,Millet,1,6,4000,0.6666666667,NIORO,POROKHANE,KEUR ALASSANE KHODIA,13.64385667,-15.86393833
uuid:6c72b984-7322-4fdc-a70f-0f773feb34a2,6.37E+39,Millet,1,1.5,200,0.1333333333,NIORO,TA�BA NIASSENE,TAWA OUALO,13.76085667,-15.95884333
uuid:6dc1684a-7f2b-4866-966a-232a3e0d3d2d,6.43E+39,Millet,1,4,1500,0.375,NIORO,K. MANDONGO,TA�BA MBAY�NE,13.840155,-16.11748167
uuid:6473d670-5c3d-4317-8cc1-7fabb0f9a4e5,6.47E+39,Millet,1,3,1500,0.5,KOUNGHEUL,MISSIRAH WADENE,KEUR BABOU DIOUF,,
uuid:f89ba3fa-e481-4fc2-b4b3-39b7559d20aa,6.89E+39,Millet,1,0.5,500,1,VELINGARA,MEDINA GOUNASS,MEDINA TOUAT,13.256445,-13.80177167
uuid:690ca5d2-cc13-4c99-b1e3-6462832099c3,6.90E+39,Millet,1,0,75,,MALEM HODDAR,SAGNA,Sagna,14.09233167,-15.38696
uuid:69384a4a-e335-49b5-90d2-2d5409580a93,6.94E+39,Millet,1,1.5,600,0.4,NIORO,PAOSKOTO,DINGUIRAYE,13.84334167,-15.85353833
uuid:f9999e51-5e15-427b-a586-5eb67d8434c0,7.00E+39,Millet,1,1,400,0.4,MEDINA YORO FOULAH,NIAMING,TOUBA MBAYENE (KEUR SEYNI),,
uuid:72e0c0fd-9302-4969-9fe5-e6d9b1fecc4e,7.25E+39,Millet,1,2,2000,1,FOUNDIOUGNE,NIORO ALASSANE TALL,PAKALA,13.745645,-16.3564
uuid:7cbdac45-267c-42c0-a23d-6fb619bf0e8e,7.32E+39,Millet,1,1,850,0.85,MEDINA YORO FOULAH,NDORNA,MBAYENE,13.21467167,-15.06887167
uuid:7d84c147-9c89-44a7-ae51-080ef3975e8d,7.48E+39,Millet,1,0,800,,MALEM HODDAR,DIANKE SOUF,DIANKE SOUF,14.230345,-15.33568667
uuid:07e2fb9d-fcd5-4ef3-a72f-95bd63c30c3c,7.53E+38,Millet,1,2,1500,0.75,NIORO,GAINTE KAYE,NDIAWARA AL KALY,13.78833833,-16.01342667
uuid:786e839c-29fd-4211-8f29-c7ab504acc27,7.87E+39,Millet,1,2.5,1500,0.6,NIORO,GAINTE KAYE,FAOUROU PEULH,13.86200833,-15.91524333
uuid:81042c1a-e714-4afb-b799-e0d46b5bfc72,8.10E+39,Millet,1,1,700,0.7,BIGNONA,OULAMPANE,Oulampane,12.96236667,-16.00138667
uuid:8bd22138-bb09-47d5-81e4-efeca5d90545,8.24E+39,Millet,1,2,600,0.3,VELINGARA,MEDINA GOUNASS,MEDINA GOUNASS,13.13743,-13.76348333
uuid:8355253b-8c19-47b8-a523-fe304cffb0b4,8.36E+39,Millet,1,2.5,800,0.32,NIORO,WACK NGOUNA,THIAM�NE DIOGA,13.71625167,-16.12672333
uuid:8f67b70d-6a6e-4df4-899e-65cef3954543,8.67E+39,Millet,1,0,5000,,MALEM HODDAR,SAGNA,Sagna,14.09446667,-15.38511167
uuid:8f67b70d-6a6e-4df4-899e-65cef3954543,8.67E+39,Millet,1,0,3000,,MALEM HODDAR,SAGNA,Sagna,14.09446667,-15.38511167
uuid:906f04b5-7e40-4302-b373-1675d5075ce0,9.07E+39,Millet,1,1,60,0.06,FOUNDIOUGNE,TOUBACOUTA,SANTAMBA,13.73979667,-16.42575667
uuid:922ccb70-da37-45ac-a0da-220dcae31d9d,9.22E+39,Millet,1,1.5,1000,0.6666666667,KAFFRINE,DIAMAGADIO,MEODIAWENE,13.79080333,-15.42201
uuid:931dbfe3-fea7-4bc3-add5-da9778607533,9.31E+39,Millet,1,2,1500,0.75,MEDINA YORO FOULAH,NIAMING,TOUBA MBAYENE (KEUR SEYNI),,
uuid:931dbfe3-fea7-4bc3-add5-da9778607533,9.31E+39,Millet,1,0.5,200,0.4,MEDINA YORO FOULAH,NIAMING,TOUBA MBAYENE (KEUR SEYNI),,
uuid:931dbfe3-fea7-4bc3-add5-da9778607533,9.31E+39,Millet,1,0.5,200,0.4,MEDINA YORO FOULAH,NIAMING,TOUBA MBAYENE (KEUR SEYNI),,
uuid:931dbfe3-fea7-4bc3-add5-da9778607533,9.31E+39,Millet,1,0.5,200,0.4,MEDINA YORO FOULAH,NIAMING,TOUBA MBAYENE (KEUR SEYNI),,
uuid:931dbfe3-fea7-4bc3-add5-da9778607533,9.31E+39,Millet,1,1,400,0.4,MEDINA YORO FOULAH,NIAMING,TOUBA MBAYENE (KEUR SEYNI),,
uuid:09e67a57-0f60-42cf-a99d-81763224c5f6,9.57E+38,Millet,1,1,1050,1.05,NIORO,GAINTE KAYE,FAOUROU PEULH,13.86171167,-15.915225
uuid:96dc3b5f-6666-4b71-8fed-bb224febc7b6,9.64E+39,Millet,3,2,350,0.175,KANEL,NDENDORY,H2 POUDAL,15.55355,-13.29647167
uuid:966db051-aa06-4b4c-8095-2a2614cc7cf4,9.66E+39,Millet,1,3,1200,0.4,KOUNGHEUL,SALY ESCALE,MEDINA SIWOL,13.91542333,-14.95582
uuid:10d14882-7efc-431e-98f9-353060a41932,1.04E+39,Millet,1,4,1050,0.2625,KAOLACK,LATMINGUE,H1 KEUR NGOLLO,14.03557,-15.987225
uuid:10da71b0-79d5-471a-9be8-d4c409e075bb,1.04E+39,Millet,1,2.5,1100,0.44,NIORO,POROKHANE,POROKHANE WOLOF,13.69659167,-15.82478
